Lugar de residencia;Anual;Sexo;Medida;Valor;
Abrucena;2014;Ambos sexos;Crecimiento vegetativo;-9;
Abrucena;2014;Hombres;Crecimiento vegetativo;-4;
Abrucena;2014;Mujeres;Crecimiento vegetativo;-5;
Abrucena;2015;Ambos sexos;Crecimiento vegetativo;-11;
Abrucena;2015;Hombres;Crecimiento vegetativo;-7;
Abrucena;2015;Mujeres;Crecimiento vegetativo;-4;
Abrucena;2016;Ambos sexos;Crecimiento vegetativo;-9;
Abrucena;2016;Hombres;Crecimiento vegetativo;-1;
Abrucena;2016;Mujeres;Crecimiento vegetativo;-8;
Abrucena;2017;Ambos sexos;Crecimiento vegetativo;-10;
Abrucena;2017;Hombres;Crecimiento vegetativo;-8;
Abrucena;2017;Mujeres;Crecimiento vegetativo;-2;
Abrucena;2018;Ambos sexos;Crecimiento vegetativo;-10;
Abrucena;2018;Hombres;Crecimiento vegetativo;-6;
Abrucena;2018;Mujeres;Crecimiento vegetativo;-4;
Abrucena;2019;Ambos sexos;Crecimiento vegetativo;-15;
Abrucena;2019;Hombres;Crecimiento vegetativo;-13;
Abrucena;2019;Mujeres;Crecimiento vegetativo;-2;
Abrucena;2020;Ambos sexos;Crecimiento vegetativo;-10;
Abrucena;2020;Hombres;Crecimiento vegetativo;-4;
Abrucena;2020;Mujeres;Crecimiento vegetativo;-6;
Abrucena;2021;Ambos sexos;Crecimiento vegetativo;-5;
Abrucena;2021;Hombres;Crecimiento vegetativo;-1;
Abrucena;2021;Mujeres;Crecimiento vegetativo;-4;
Abrucena;2022;Ambos sexos;Crecimiento vegetativo;-3;
Abrucena;2022;Hombres;Crecimiento vegetativo;3;
Abrucena;2022;Mujeres;Crecimiento vegetativo;-6;
Abrucena;2023;Ambos sexos;Crecimiento vegetativo;-7;
Abrucena;2023;Hombres;Crecimiento vegetativo;-9;
Abrucena;2023;Mujeres;Crecimiento vegetativo;2;
Adra;1996;Ambos sexos;Crecimiento vegetativo;105;
Adra;1996;Hombres;Crecimiento vegetativo;58;
Adra;1996;Mujeres;Crecimiento vegetativo;47;
Adra;1997;Ambos sexos;Crecimiento vegetativo;118;
Adra;1997;Hombres;Crecimiento vegetativo;53;
Adra;1997;Mujeres;Crecimiento vegetativo;65;
Adra;1998;Ambos sexos;Crecimiento vegetativo;132;
Adra;1998;Hombres;Crecimiento vegetativo;60;
Adra;1998;Mujeres;Crecimiento vegetativo;72;
Adra;1999;Ambos sexos;Crecimiento vegetativo;121;
Adra;1999;Hombres;Crecimiento vegetativo;47;
Adra;1999;Mujeres;Crecimiento vegetativo;74;
Adra;2000;Ambos sexos;Crecimiento vegetativo;107;
Adra;2000;Hombres;Crecimiento vegetativo;59;
Adra;2000;Mujeres;Crecimiento vegetativo;48;
Adra;2001;Ambos sexos;Crecimiento vegetativo;127;
Adra;2001;Hombres;Crecimiento vegetativo;51;
Adra;2001;Mujeres;Crecimiento vegetativo;76;
Adra;2002;Ambos sexos;Crecimiento vegetativo;97;
