Lugar de residencia;Anual;Sexo;Medida;Valor;
Albuñuelas;2012;Ambos sexos;Crecimiento vegetativo;-5;
Albuñuelas;2012;Hombres;Crecimiento vegetativo;-4;
Albuñuelas;2012;Mujeres;Crecimiento vegetativo;-1;
Albuñuelas;2013;Ambos sexos;Crecimiento vegetativo;-5;
Albuñuelas;2013;Hombres;Crecimiento vegetativo;-2;
Albuñuelas;2013;Mujeres;Crecimiento vegetativo;-3;
Albuñuelas;2014;Ambos sexos;Crecimiento vegetativo;-11;
Albuñuelas;2014;Hombres;Crecimiento vegetativo;-6;
Albuñuelas;2014;Mujeres;Crecimiento vegetativo;-5;
Albuñuelas;2015;Ambos sexos;Crecimiento vegetativo;-11;
Albuñuelas;2015;Hombres;Crecimiento vegetativo;-5;
Albuñuelas;2015;Mujeres;Crecimiento vegetativo;-6;
Albuñuelas;2016;Ambos sexos;Crecimiento vegetativo;-17;
Albuñuelas;2016;Hombres;Crecimiento vegetativo;-10;
Albuñuelas;2016;Mujeres;Crecimiento vegetativo;-7;
Albuñuelas;2017;Ambos sexos;Crecimiento vegetativo;-8;
Albuñuelas;2017;Hombres;Crecimiento vegetativo;-4;
Albuñuelas;2017;Mujeres;Crecimiento vegetativo;-4;
Albuñuelas;2018;Ambos sexos;Crecimiento vegetativo;-16;
Albuñuelas;2018;Hombres;Crecimiento vegetativo;-9;
Albuñuelas;2018;Mujeres;Crecimiento vegetativo;-7;
Albuñuelas;2019;Ambos sexos;Crecimiento vegetativo;-12;
Albuñuelas;2019;Hombres;Crecimiento vegetativo;-8;
Albuñuelas;2019;Mujeres;Crecimiento vegetativo;-4;
Albuñuelas;2020;Ambos sexos;Crecimiento vegetativo;-14;
Albuñuelas;2020;Hombres;Crecimiento vegetativo;-11;
Albuñuelas;2020;Mujeres;Crecimiento vegetativo;-3;
Albuñuelas;2021;Ambos sexos;Crecimiento vegetativo;-8;
Albuñuelas;2021;Hombres;Crecimiento vegetativo;-4;
Albuñuelas;2021;Mujeres;Crecimiento vegetativo;-4;
Albuñuelas;2022;Ambos sexos;Crecimiento vegetativo;-10;
Albuñuelas;2022;Hombres;Crecimiento vegetativo;-3;
Albuñuelas;2022;Mujeres;Crecimiento vegetativo;-7;
Albuñuelas;2023;Ambos sexos;Crecimiento vegetativo;-10;
Albuñuelas;2023;Hombres;Crecimiento vegetativo;-5;
Albuñuelas;2023;Mujeres;Crecimiento vegetativo;-5;
Aldeire;2010;Ambos sexos;Crecimiento vegetativo;-4;
Aldeire;2010;Hombres;Crecimiento vegetativo;0;
Aldeire;2010;Mujeres;Crecimiento vegetativo;-4;
Aldeire;2011;Ambos sexos;Crecimiento vegetativo;-3;
Aldeire;2011;Hombres;Crecimiento vegetativo;-1;
Aldeire;2011;Mujeres;Crecimiento vegetativo;-2;
Aldeire;2012;Ambos sexos;Crecimiento vegetativo;-7;
Aldeire;2012;Hombres;Crecimiento vegetativo;-1;
Aldeire;2012;Mujeres;Crecimiento vegetativo;-6;
Aldeire;2013;Ambos sexos;Crecimiento vegetativo;-7;
Aldeire;2013;Hombres;Crecimiento vegetativo;-5;
Aldeire;2013;Mujeres;Crecimiento vegetativo;-2;
Aldeire;2014;Ambos sexos;Crecimiento vegetativo;-8;
Aldeire;2014;Hombres;Crecimiento vegetativo;-6;
Aldeire;2014;Mujeres;Crecimiento vegetativo;-2;
Aldeire;2015;Ambos sexos;Crecimiento vegetativo;-6;
Aldeire;2015;Hombres;Crecimiento vegetativo;-4;
Aldeire;2015;Mujeres;Crecimiento vegetativo;-2;
Aldeire;2016;Ambos sexos;Crecimiento vegetativo;-5;
Aldeire;2016;Hombres;Crecimiento vegetativo;-3;
Aldeire;2016;Mujeres;Crecimiento vegetativo;-2;
Aldeire;2017;Ambos sexos;Crecimiento vegetativo;-4;
