Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Alcolea;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;13;
Alcolea;2021;Ambos sexos;De 65 y más años;Inmigraciones;2;
Alcolea;2021;Ambos sexos;TOTAL;Inmigraciones;29;
Alcóntar;2019;Hombres;Menores de 16 años;Inmigraciones;3;
Alcóntar;2019;Hombres;De 16 a 39 años;Inmigraciones;3;
Alcóntar;2019;Hombres;De 40 a 64 años;Inmigraciones;4;
Alcóntar;2019;Hombres;De 65 y más años;Inmigraciones;3;
Alcóntar;2019;Hombres;TOTAL;Inmigraciones;13;
Alcóntar;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Alcóntar;2019;Mujeres;De 16 a 39 años;Inmigraciones;6;
Alcóntar;2019;Mujeres;De 40 a 64 años;Inmigraciones;6;
Alcóntar;2019;Mujeres;De 65 y más años;Inmigraciones;6;
Alcóntar;2019;Mujeres;TOTAL;Inmigraciones;18;
Alcóntar;2019;Ambos sexos;Menores de 16 años;Inmigraciones;3;
Alcóntar;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;9;
Alcóntar;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;10;
Alcóntar;2019;Ambos sexos;De 65 y más años;Inmigraciones;9;
Alcóntar;2019;Ambos sexos;TOTAL;Inmigraciones;31;
Alcóntar;2020;Hombres;Menores de 16 años;Inmigraciones;2;
Alcóntar;2020;Hombres;De 16 a 39 años;Inmigraciones;8;
Alcóntar;2020;Hombres;De 40 a 64 años;Inmigraciones;13;
Alcóntar;2020;Hombres;De 65 y más años;Inmigraciones;4;
Alcóntar;2020;Hombres;TOTAL;Inmigraciones;27;
Alcóntar;2020;Mujeres;Menores de 16 años;Inmigraciones;2;
Alcóntar;2020;Mujeres;De 16 a 39 años;Inmigraciones;3;
Alcóntar;2020;Mujeres;De 40 a 64 años;Inmigraciones;6;
Alcóntar;2020;Mujeres;De 65 y más años;Inmigraciones;6;
Alcóntar;2020;Mujeres;TOTAL;Inmigraciones;17;
Alcóntar;2020;Ambos sexos;Menores de 16 años;Inmigraciones;4;
Alcóntar;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;11;
Alcóntar;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;19;
Alcóntar;2020;Ambos sexos;De 65 y más años;Inmigraciones;10;
Alcóntar;2020;Ambos sexos;TOTAL;Inmigraciones;44;
Alcóntar;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Alcóntar;2021;Hombres;De 16 a 39 años;Inmigraciones;2;
Alcóntar;2021;Hombres;De 40 a 64 años;Inmigraciones;8;
Alcóntar;2021;Hombres;De 65 y más años;Inmigraciones;5;
Alcóntar;2021;Hombres;TOTAL;Inmigraciones;17;
Alcóntar;2021;Mujeres;Menores de 16 años;Inmigraciones;1;
Alcóntar;2021;Mujeres;De 16 a 39 años;Inmigraciones;2;
Alcóntar;2021;Mujeres;De 40 a 64 años;Inmigraciones;3;
Alcóntar;2021;Mujeres;De 65 y más años;Inmigraciones;5;
Alcóntar;2021;Mujeres;TOTAL;Inmigraciones;11;
Alcóntar;2021;Ambos sexos;Menores de 16 años;Inmigraciones;3;
Alcóntar;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;4;
Alcóntar;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;11;
Alcóntar;2021;Ambos sexos;De 65 y más años;Inmigraciones;10;
Alcóntar;2021;Ambos sexos;TOTAL;Inmigraciones;28;
Alcudia de Monteagud;2019;Hombres;Menores de 16 años;Inmigraciones;2;
Alcudia de Monteagud;2019;Hombres;De 16 a 39 años;Inmigraciones;1;
Alcudia de Monteagud;2019;Hombres;De 40 a 64 años;Inmigraciones;3;
Alcudia de Monteagud;2019;Hombres;De 65 y más años;Inmigraciones;1;
Alcudia de Monteagud;2019;Hombres;TOTAL;Inmigraciones;7;
Alcudia de Monteagud;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Alcudia de Monteagud;2019;Mujeres;De 16 a 39 años;Inmigraciones;2;
Alcudia de Monteagud;2019;Mujeres;De 40 a 64 años;Inmigraciones;1;
Alcudia de Monteagud;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Alcudia de Monteagud;2019;Mujeres;TOTAL;Inmigraciones;4;
Alcudia de Monteagud;2019;Ambos sexos;Menores de 16 años;Inmigraciones;2;
Alcudia de Monteagud;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;3;
Alcudia de Monteagud;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;4;
Alcudia de Monteagud;2019;Ambos sexos;De 65 y más años;Inmigraciones;2;
Alcudia de Monteagud;2019;Ambos sexos;TOTAL;Inmigraciones;11;
Alcudia de Monteagud;2020;Hombres;Menores de 16 años;Inmigraciones;2;
Alcudia de Monteagud;2020;Hombres;De 16 a 39 años;Inmigraciones;3;
Alcudia de Monteagud;2020;Hombres;De 40 a 64 años;Inmigraciones;-;
Alcudia de Monteagud;2020;Hombres;De 65 y más años;Inmigraciones;-;
Alcudia de Monteagud;2020;Hombres;TOTAL;Inmigraciones;5;
Alcudia de Monteagud;2020;Mujeres;Menores de 16 años;Inmigraciones;-;
Alcudia de Monteagud;2020;Mujeres;De 16 a 39 años;Inmigraciones;1;
Alcudia de Monteagud;2020;Mujeres;De 40 a 64 años;Inmigraciones;1;
Alcudia de Monteagud;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Alcudia de Monteagud;2020;Mujeres;TOTAL;Inmigraciones;2;
Alcudia de Monteagud;2020;Ambos sexos;Menores de 16 años;Inmigraciones;2;
Alcudia de Monteagud;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;4;
Alcudia de Monteagud;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;1;
Alcudia de Monteagud;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Alcudia de Monteagud;2020;Ambos sexos;TOTAL;Inmigraciones;7;
Alcudia de Monteagud;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Alcudia de Monteagud;2021;Hombres;De 16 a 39 años;Inmigraciones;1;
Alcudia de Monteagud;2021;Hombres;De 40 a 64 años;Inmigraciones;1;
Alcudia de Monteagud;2021;Hombres;De 65 y más años;Inmigraciones;2;
Alcudia de Monteagud;2021;Hombres;TOTAL;Inmigraciones;6;
Alcudia de Monteagud;2021;Mujeres;Menores de 16 años;Inmigraciones;2;
Alcudia de Monteagud;2021;Mujeres;De 16 a 39 años;Inmigraciones;1;
Alcudia de Monteagud;2021;Mujeres;De 40 a 64 años;Inmigraciones;2;
Alcudia de Monteagud;2021;Mujeres;De 65 y más años;Inmigraciones;3;
Alcudia de Monteagud;2021;Mujeres;TOTAL;Inmigraciones;8;
Alcudia de Monteagud;2021;Ambos sexos;Menores de 16 años;Inmigraciones;4;
Alcudia de Monteagud;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;2;
Alcudia de Monteagud;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;3;
Alcudia de Monteagud;2021;Ambos sexos;De 65 y más años;Inmigraciones;5;
Alcudia de Monteagud;2021;Ambos sexos;TOTAL;Inmigraciones;14;
Alhabia;2019;Hombres;Menores de 16 años;Inmigraciones;-;
Alhabia;2019;Hombres;De 16 a 39 años;Inmigraciones;8;
Alhabia;2019;Hombres;De 40 a 64 años;Inmigraciones;8;
Alhabia;2019;Hombres;De 65 y más años;Inmigraciones;4;
Alhabia;2019;Hombres;TOTAL;Inmigraciones;20;
Alhabia;2019;Mujeres;Menores de 16 años;Inmigraciones;2;
Alhabia;2019;Mujeres;De 16 a 39 años;Inmigraciones;5;
Alhabia;2019;Mujeres;De 40 a 64 años;Inmigraciones;4;
Alhabia;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Alhabia;2019;Mujeres;TOTAL;Inmigraciones;12;
Alhabia;2019;Ambos sexos;Menores de 16 años;Inmigraciones;2;
Alhabia;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;13;
Alhabia;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;12;
Alhabia;2019;Ambos sexos;De 65 y más años;Inmigraciones;5;
Alhabia;2019;Ambos sexos;TOTAL;Inmigraciones;32;
Alhabia;2020;Hombres;Menores de 16 años;Inmigraciones;1;
Alhabia;2020;Hombres;De 16 a 39 años;Inmigraciones;9;
Alhabia;2020;Hombres;De 40 a 64 años;Inmigraciones;3;
Alhabia;2020;Hombres;De 65 y más años;Inmigraciones;-;
Alhabia;2020;Hombres;TOTAL;Inmigraciones;13;
Alhabia;2020;Mujeres;Menores de 16 años;Inmigraciones;5;
Alhabia;2020;Mujeres;De 16 a 39 años;Inmigraciones;11;
Alhabia;2020;Mujeres;De 40 a 64 años;Inmigraciones;6;
Alhabia;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Alhabia;2020;Mujeres;TOTAL;Inmigraciones;22;
Alhabia;2020;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Alhabia;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;20;
Alhabia;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;9;
Alhabia;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Alhabia;2020;Ambos sexos;TOTAL;Inmigraciones;35;
Alhabia;2021;Hombres;Menores de 16 años;Inmigraciones;4;
Alhabia;2021;Hombres;De 16 a 39 años;Inmigraciones;6;
Alhabia;2021;Hombres;De 40 a 64 años;Inmigraciones;5;
Alhabia;2021;Hombres;De 65 y más años;Inmigraciones;3;
Alhabia;2021;Hombres;TOTAL;Inmigraciones;18;
Alhabia;2021;Mujeres;Menores de 16 años;Inmigraciones;4;
Alhabia;2021;Mujeres;De 16 a 39 años;Inmigraciones;9;
Alhabia;2021;Mujeres;De 40 a 64 años;Inmigraciones;5;
Alhabia;2021;Mujeres;De 65 y más años;Inmigraciones;2;
Alhabia;2021;Mujeres;TOTAL;Inmigraciones;20;
Alhabia;2021;Ambos sexos;Menores de 16 años;Inmigraciones;8;
Alhabia;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;15;
Alhabia;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;10;
Alhabia;2021;Ambos sexos;De 65 y más años;Inmigraciones;5;
Alhabia;2021;Ambos sexos;TOTAL;Inmigraciones;38;
Alhama de Almería;2019;Hombres;Menores de 16 años;Inmigraciones;19;
Alhama de Almería;2019;Hombres;De 16 a 39 años;Inmigraciones;41;
Alhama de Almería;2019;Hombres;De 40 a 64 años;Inmigraciones;31;
Alhama de Almería;2019;Hombres;De 65 y más años;Inmigraciones;8;
Alhama de Almería;2019;Hombres;TOTAL;Inmigraciones;99;
Alhama de Almería;2019;Mujeres;Menores de 16 años;Inmigraciones;12;
Alhama de Almería;2019;Mujeres;De 16 a 39 años;Inmigraciones;39;
Alhama de Almería;2019;Mujeres;De 40 a 64 años;Inmigraciones;23;
Alhama de Almería;2019;Mujeres;De 65 y más años;Inmigraciones;8;
Alhama de Almería;2019;Mujeres;TOTAL;Inmigraciones;82;
Alhama de Almería;2019;Ambos sexos;Menores de 16 años;Inmigraciones;31;
Alhama de Almería;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;80;
Alhama de Almería;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;54;
Alhama de Almería;2019;Ambos sexos;De 65 y más años;Inmigraciones;16;
Alhama de Almería;2019;Ambos sexos;TOTAL;Inmigraciones;181;
Alhama de Almería;2020;Hombres;Menores de 16 años;Inmigraciones;22;
Alhama de Almería;2020;Hombres;De 16 a 39 años;Inmigraciones;42;
Alhama de Almería;2020;Hombres;De 40 a 64 años;Inmigraciones;24;
Alhama de Almería;2020;Hombres;De 65 y más años;Inmigraciones;8;
Alhama de Almería;2020;Hombres;TOTAL;Inmigraciones;96;
Alhama de Almería;2020;Mujeres;Menores de 16 años;Inmigraciones;13;
Alhama de Almería;2020;Mujeres;De 16 a 39 años;Inmigraciones;39;
Alhama de Almería;2020;Mujeres;De 40 a 64 años;Inmigraciones;34;
Alhama de Almería;2020;Mujeres;De 65 y más años;Inmigraciones;4;
Alhama de Almería;2020;Mujeres;TOTAL;Inmigraciones;90;
Alhama de Almería;2020;Ambos sexos;Menores de 16 años;Inmigraciones;35;
Alhama de Almería;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;81;
Alhama de Almería;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;58;
Alhama de Almería;2020;Ambos sexos;De 65 y más años;Inmigraciones;12;
Alhama de Almería;2020;Ambos sexos;TOTAL;Inmigraciones;186;
Alhama de Almería;2021;Hombres;Menores de 16 años;Inmigraciones;18;
Alhama de Almería;2021;Hombres;De 16 a 39 años;Inmigraciones;41;
Alhama de Almería;2021;Hombres;De 40 a 64 años;Inmigraciones;30;
Alhama de Almería;2021;Hombres;De 65 y más años;Inmigraciones;9;
Alhama de Almería;2021;Hombres;TOTAL;Inmigraciones;98;
Alhama de Almería;2021;Mujeres;Menores de 16 años;Inmigraciones;9;
Alhama de Almería;2021;Mujeres;De 16 a 39 años;Inmigraciones;35;
Alhama de Almería;2021;Mujeres;De 40 a 64 años;Inmigraciones;28;
Alhama de Almería;2021;Mujeres;De 65 y más años;Inmigraciones;11;
Alhama de Almería;2021;Mujeres;TOTAL;Inmigraciones;83;
Alhama de Almería;2021;Ambos sexos;Menores de 16 años;Inmigraciones;27;
Alhama de Almería;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;76;
Alhama de Almería;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;58;
Alhama de Almería;2021;Ambos sexos;De 65 y más años;Inmigraciones;20;
Alhama de Almería;2021;Ambos sexos;TOTAL;Inmigraciones;181;
Alicún;2019;Hombres;Menores de 16 años;Inmigraciones;-;
Alicún;2019;Hombres;De 16 a 39 años;Inmigraciones;2;
Alicún;2019;Hombres;De 40 a 64 años;Inmigraciones;1;
Alicún;2019;Hombres;De 65 y más años;Inmigraciones;-;
Alicún;2019;Hombres;TOTAL;Inmigraciones;3;
Alicún;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Alicún;2019;Mujeres;De 16 a 39 años;Inmigraciones;4;
Alicún;2019;Mujeres;De 40 a 64 años;Inmigraciones;2;
Alicún;2019;Mujeres;De 65 y más años;Inmigraciones;-;
Alicún;2019;Mujeres;TOTAL;Inmigraciones;6;
Alicún;2019;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Alicún;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;6;
Alicún;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;3;
Alicún;2019;Ambos sexos;De 65 y más años;Inmigraciones;-;
Alicún;2019;Ambos sexos;TOTAL;Inmigraciones;9;
Alicún;2020;Hombres;Menores de 16 años;Inmigraciones;1;
Alicún;2020;Hombres;De 16 a 39 años;Inmigraciones;2;
Alicún;2020;Hombres;De 40 a 64 años;Inmigraciones;1;
Alicún;2020;Hombres;De 65 y más años;Inmigraciones;-;
Alicún;2020;Hombres;TOTAL;Inmigraciones;4;
Alicún;2020;Mujeres;Menores de 16 años;Inmigraciones;-;
Alicún;2020;Mujeres;De 16 a 39 años;Inmigraciones;2;
Alicún;2020;Mujeres;De 40 a 64 años;Inmigraciones;1;
Alicún;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Alicún;2020;Mujeres;TOTAL;Inmigraciones;3;
Alicún;2020;Ambos sexos;Menores de 16 años;Inmigraciones;1;
Alicún;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;4;
Alicún;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;2;
Alicún;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Alicún;2020;Ambos sexos;TOTAL;Inmigraciones;7;
Alicún;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Alicún;2021;Hombres;De 16 a 39 años;Inmigraciones;-;
Alicún;2021;Hombres;De 40 a 64 años;Inmigraciones;3;
Alicún;2021;Hombres;De 65 y más años;Inmigraciones;-;
Alicún;2021;Hombres;TOTAL;Inmigraciones;5;
Alicún;2021;Mujeres;Menores de 16 años;Inmigraciones;4;
Alicún;2021;Mujeres;De 16 a 39 años;Inmigraciones;1;
Alicún;2021;Mujeres;De 40 a 64 años;Inmigraciones;5;
Alicún;2021;Mujeres;De 65 y más años;Inmigraciones;1;
Alicún;2021;Mujeres;TOTAL;Inmigraciones;11;
Alicún;2021;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Alicún;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;1;
Alicún;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;8;
Alicún;2021;Ambos sexos;De 65 y más años;Inmigraciones;1;
Alicún;2021;Ambos sexos;TOTAL;Inmigraciones;16;
Almería (capital);2019;Hombres;Menores de 16 años;Inmigraciones;814;
Almería (capital);2019;Hombres;De 16 a 39 años;Inmigraciones;2817;
Almería (capital);2019;Hombres;De 40 a 64 años;Inmigraciones;1273;
Almería (capital);2019;Hombres;De 65 y más años;Inmigraciones;282;
Almería (capital);2019;Hombres;TOTAL;Inmigraciones;5186;
Almería (capital);2019;Mujeres;Menores de 16 años;Inmigraciones;729;
Almería (capital);2019;Mujeres;De 16 a 39 años;Inmigraciones;2142;
Almería (capital);2019;Mujeres;De 40 a 64 años;Inmigraciones;1079;
Almería (capital);2019;Mujeres;De 65 y más años;Inmigraciones;352;
Almería (capital);2019;Mujeres;TOTAL;Inmigraciones;4302;
Almería (capital);2019;Ambos sexos;Menores de 16 años;Inmigraciones;1543;
Almería (capital);2019;Ambos sexos;De 16 a 39 años;Inmigraciones;4959;
Almería (capital);2019;Ambos sexos;De 40 a 64 años;Inmigraciones;2352;
Almería (capital);2019;Ambos sexos;De 65 y más años;Inmigraciones;634;
Almería (capital);2019;Ambos sexos;TOTAL;Inmigraciones;9488;
Almería (capital);2020;Hombres;Menores de 16 años;Inmigraciones;542;
Almería (capital);2020;Hombres;De 16 a 39 años;Inmigraciones;1741;
Almería (capital);2020;Hombres;De 40 a 64 años;Inmigraciones;841;
Almería (capital);2020;Hombres;De 65 y más años;Inmigraciones;193;
Almería (capital);2020;Hombres;TOTAL;Inmigraciones;3317;
Almería (capital);2020;Mujeres;Menores de 16 años;Inmigraciones;538;
Almería (capital);2020;Mujeres;De 16 a 39 años;Inmigraciones;1481;
Almería (capital);2020;Mujeres;De 40 a 64 años;Inmigraciones;724;
Almería (capital);2020;Mujeres;De 65 y más años;Inmigraciones;202;
Almería (capital);2020;Mujeres;TOTAL;Inmigraciones;2945;
Almería (capital);2020;Ambos sexos;Menores de 16 años;Inmigraciones;1080;
Almería (capital);2020;Ambos sexos;De 16 a 39 años;Inmigraciones;3222;
Almería (capital);2020;Ambos sexos;De 40 a 64 años;Inmigraciones;1565;
Almería (capital);2020;Ambos sexos;De 65 y más años;Inmigraciones;395;
Almería (capital);2020;Ambos sexos;TOTAL;Inmigraciones;6262;
Almería (capital);2021;Hombres;Menores de 16 años;Inmigraciones;674;
Almería (capital);2021;Hombres;De 16 a 39 años;Inmigraciones;1985;
Almería (capital);2021;Hombres;De 40 a 64 años;Inmigraciones;1002;
Almería (capital);2021;Hombres;De 65 y más años;Inmigraciones;213;
Almería (capital);2021;Hombres;TOTAL;Inmigraciones;3874;
Almería (capital);2021;Mujeres;Menores de 16 años;Inmigraciones;576;
Almería (capital);2021;Mujeres;De 16 a 39 años;Inmigraciones;1570;
Almería (capital);2021;Mujeres;De 40 a 64 años;Inmigraciones;880;
Almería (capital);2021;Mujeres;De 65 y más años;Inmigraciones;261;
Almería (capital);2021;Mujeres;TOTAL;Inmigraciones;3287;
Almería (capital);2021;Ambos sexos;Menores de 16 años;Inmigraciones;1250;
Almería (capital);2021;Ambos sexos;De 16 a 39 años;Inmigraciones;3555;
Almería (capital);2021;Ambos sexos;De 40 a 64 años;Inmigraciones;1882;
Almería (capital);2021;Ambos sexos;De 65 y más años;Inmigraciones;474;
Almería (capital);2021;Ambos sexos;TOTAL;Inmigraciones;7161;
Almócita;2019;Hombres;Menores de 16 años;Inmigraciones;-;
Almócita;2019;Hombres;De 16 a 39 años;Inmigraciones;2;
Almócita;2019;Hombres;De 40 a 64 años;Inmigraciones;7;
Almócita;2019;Hombres;De 65 y más años;Inmigraciones;-;
Almócita;2019;Hombres;TOTAL;Inmigraciones;9;
Almócita;2019;Mujeres;Menores de 16 años;Inmigraciones;1;
Almócita;2019;Mujeres;De 16 a 39 años;Inmigraciones;3;
Almócita;2019;Mujeres;De 40 a 64 años;Inmigraciones;5;
Almócita;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Almócita;2019;Mujeres;TOTAL;Inmigraciones;10;
Almócita;2019;Ambos sexos;Menores de 16 años;Inmigraciones;1;
Almócita;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;5;
Almócita;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;12;
Almócita;2019;Ambos sexos;De 65 y más años;Inmigraciones;1;
Almócita;2019;Ambos sexos;TOTAL;Inmigraciones;19;
Almócita;2020;Hombres;Menores de 16 años;Inmigraciones;2;
Almócita;2020;Hombres;De 16 a 39 años;Inmigraciones;4;
Almócita;2020;Hombres;De 40 a 64 años;Inmigraciones;9;
Almócita;2020;Hombres;De 65 y más años;Inmigraciones;-;
Almócita;2020;Hombres;TOTAL;Inmigraciones;15;
Almócita;2020;Mujeres;Menores de 16 años;Inmigraciones;2;
Almócita;2020;Mujeres;De 16 a 39 años;Inmigraciones;3;
Almócita;2020;Mujeres;De 40 a 64 años;Inmigraciones;9;
Almócita;2020;Mujeres;De 65 y más años;Inmigraciones;1;
Almócita;2020;Mujeres;TOTAL;Inmigraciones;15;
Almócita;2020;Ambos sexos;Menores de 16 años;Inmigraciones;4;
Almócita;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;7;
Almócita;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
Almócita;2020;Ambos sexos;De 65 y más años;Inmigraciones;1;
Almócita;2020;Ambos sexos;TOTAL;Inmigraciones;30;
Almócita;2021;Hombres;Menores de 16 años;Inmigraciones;1;
Almócita;2021;Hombres;De 16 a 39 años;Inmigraciones;2;
Almócita;2021;Hombres;De 40 a 64 años;Inmigraciones;7;
Almócita;2021;Hombres;De 65 y más años;Inmigraciones;1;
Almócita;2021;Hombres;TOTAL;Inmigraciones;11;
Almócita;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
Almócita;2021;Mujeres;De 16 a 39 años;Inmigraciones;2;
Almócita;2021;Mujeres;De 40 a 64 años;Inmigraciones;2;
Almócita;2021;Mujeres;De 65 y más años;Inmigraciones;-;
Almócita;2021;Mujeres;TOTAL;Inmigraciones;4;
Almócita;2021;Ambos sexos;Menores de 16 años;Inmigraciones;1;
Almócita;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;4;
Almócita;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;9;
Almócita;2021;Ambos sexos;De 65 y más años;Inmigraciones;1;
Almócita;2021;Ambos sexos;TOTAL;Inmigraciones;15;
Alsodux;2019;Hombres;Menores de 16 años;Inmigraciones;3;
Alsodux;2019;Hombres;De 16 a 39 años;Inmigraciones;1;
Alsodux;2019;Hombres;De 40 a 64 años;Inmigraciones;2;
Alsodux;2019;Hombres;De 65 y más años;Inmigraciones;-;
Alsodux;2019;Hombres;TOTAL;Inmigraciones;6;
Alsodux;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Alsodux;2019;Mujeres;De 16 a 39 años;Inmigraciones;2;
Alsodux;2019;Mujeres;De 40 a 64 años;Inmigraciones;-;
Alsodux;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Alsodux;2019;Mujeres;TOTAL;Inmigraciones;3;
Alsodux;2019;Ambos sexos;Menores de 16 años;Inmigraciones;3;
Alsodux;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;3;
Alsodux;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;2;
Alsodux;2019;Ambos sexos;De 65 y más años;Inmigraciones;1;
Alsodux;2019;Ambos sexos;TOTAL;Inmigraciones;9;
Alsodux;2020;Hombres;Menores de 16 años;Inmigraciones;2;
Alsodux;2020;Hombres;De 16 a 39 años;Inmigraciones;3;
Alsodux;2020;Hombres;De 40 a 64 años;Inmigraciones;1;
Alsodux;2020;Hombres;De 65 y más años;Inmigraciones;-;
Alsodux;2020;Hombres;TOTAL;Inmigraciones;6;
Alsodux;2020;Mujeres;Menores de 16 años;Inmigraciones;1;
Alsodux;2020;Mujeres;De 16 a 39 años;Inmigraciones;1;
Alsodux;2020;Mujeres;De 40 a 64 años;Inmigraciones;3;
Alsodux;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Alsodux;2020;Mujeres;TOTAL;Inmigraciones;5;
Alsodux;2020;Ambos sexos;Menores de 16 años;Inmigraciones;3;
Alsodux;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;4;
Alsodux;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;4;
Alsodux;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Alsodux;2020;Ambos sexos;TOTAL;Inmigraciones;11;
Alsodux;2021;Hombres;Menores de 16 años;Inmigraciones;-;
Alsodux;2021;Hombres;De 16 a 39 años;Inmigraciones;1;
Alsodux;2021;Hombres;De 40 a 64 años;Inmigraciones;1;
Alsodux;2021;Hombres;De 65 y más años;Inmigraciones;-;
Alsodux;2021;Hombres;TOTAL;Inmigraciones;2;
Alsodux;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
Alsodux;2021;Mujeres;De 16 a 39 años;Inmigraciones;1;
Alsodux;2021;Mujeres;De 40 a 64 años;Inmigraciones;3;
Alsodux;2021;Mujeres;De 65 y más años;Inmigraciones;-;
Alsodux;2021;Mujeres;TOTAL;Inmigraciones;4;
Alsodux;2021;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Alsodux;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;2;
Alsodux;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;4;
Alsodux;2021;Ambos sexos;De 65 y más años;Inmigraciones;-;
Alsodux;2021;Ambos sexos;TOTAL;Inmigraciones;6;
Antas;2019;Hombres;Menores de 16 años;Inmigraciones;17;
Antas;2019;Hombres;De 16 a 39 años;Inmigraciones;60;
Antas;2019;Hombres;De 40 a 64 años;Inmigraciones;128;
