Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Castaño del Robledo;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Castaño del Robledo;2021;Hombres;De 16 a 39 años;Inmigraciones;1;
Castaño del Robledo;2021;Hombres;De 40 a 64 años;Inmigraciones;5;
Castaño del Robledo;2021;Hombres;De 65 y más años;Inmigraciones;1;
Castaño del Robledo;2021;Hombres;TOTAL;Inmigraciones;9;
Castaño del Robledo;2021;Mujeres;Menores de 16 años;Inmigraciones;1;
Castaño del Robledo;2021;Mujeres;De 16 a 39 años;Inmigraciones;4;
Castaño del Robledo;2021;Mujeres;De 40 a 64 años;Inmigraciones;4;
Castaño del Robledo;2021;Mujeres;De 65 y más años;Inmigraciones;-;
Castaño del Robledo;2021;Mujeres;TOTAL;Inmigraciones;9;
Castaño del Robledo;2021;Ambos sexos;Menores de 16 años;Inmigraciones;3;
Castaño del Robledo;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;5;
Castaño del Robledo;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;9;
Castaño del Robledo;2021;Ambos sexos;De 65 y más años;Inmigraciones;1;
Castaño del Robledo;2021;Ambos sexos;TOTAL;Inmigraciones;18;
Chucena;2019;Hombres;Menores de 16 años;Inmigraciones;5;
Chucena;2019;Hombres;De 16 a 39 años;Inmigraciones;12;
Chucena;2019;Hombres;De 40 a 64 años;Inmigraciones;11;
Chucena;2019;Hombres;De 65 y más años;Inmigraciones;1;
Chucena;2019;Hombres;TOTAL;Inmigraciones;29;
Chucena;2019;Mujeres;Menores de 16 años;Inmigraciones;4;
Chucena;2019;Mujeres;De 16 a 39 años;Inmigraciones;16;
Chucena;2019;Mujeres;De 40 a 64 años;Inmigraciones;8;
Chucena;2019;Mujeres;De 65 y más años;Inmigraciones;4;
Chucena;2019;Mujeres;TOTAL;Inmigraciones;32;
Chucena;2019;Ambos sexos;Menores de 16 años;Inmigraciones;9;
Chucena;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;28;
Chucena;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;19;
Chucena;2019;Ambos sexos;De 65 y más años;Inmigraciones;5;
Chucena;2019;Ambos sexos;TOTAL;Inmigraciones;61;
Chucena;2020;Hombres;Menores de 16 años;Inmigraciones;3;
Chucena;2020;Hombres;De 16 a 39 años;Inmigraciones;17;
Chucena;2020;Hombres;De 40 a 64 años;Inmigraciones;19;
Chucena;2020;Hombres;De 65 y más años;Inmigraciones;1;
Chucena;2020;Hombres;TOTAL;Inmigraciones;40;
Chucena;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
Chucena;2020;Mujeres;De 16 a 39 años;Inmigraciones;13;
Chucena;2020;Mujeres;De 40 a 64 años;Inmigraciones;5;
Chucena;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Chucena;2020;Mujeres;TOTAL;Inmigraciones;21;
Chucena;2020;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Chucena;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;30;
Chucena;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;24;
Chucena;2020;Ambos sexos;De 65 y más años;Inmigraciones;1;
Chucena;2020;Ambos sexos;TOTAL;Inmigraciones;61;
Chucena;2021;Hombres;Menores de 16 años;Inmigraciones;-;
Chucena;2021;Hombres;De 16 a 39 años;Inmigraciones;11;
Chucena;2021;Hombres;De 40 a 64 años;Inmigraciones;12;
Chucena;2021;Hombres;De 65 y más años;Inmigraciones;1;
Chucena;2021;Hombres;TOTAL;Inmigraciones;24;
Chucena;2021;Mujeres;Menores de 16 años;Inmigraciones;2;
Chucena;2021;Mujeres;De 16 a 39 años;Inmigraciones;11;
Chucena;2021;Mujeres;De 40 a 64 años;Inmigraciones;6;
Chucena;2021;Mujeres;De 65 y más años;Inmigraciones;1;
Chucena;2021;Mujeres;TOTAL;Inmigraciones;20;
Chucena;2021;Ambos sexos;Menores de 16 años;Inmigraciones;2;
Chucena;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;22;
Chucena;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
Chucena;2021;Ambos sexos;De 65 y más años;Inmigraciones;2;
Chucena;2021;Ambos sexos;TOTAL;Inmigraciones;44;
Corteconcepción;2019;Hombres;Menores de 16 años;Inmigraciones;2;
Corteconcepción;2019;Hombres;De 16 a 39 años;Inmigraciones;3;
Corteconcepción;2019;Hombres;De 40 a 64 años;Inmigraciones;3;
Corteconcepción;2019;Hombres;De 65 y más años;Inmigraciones;-;
Corteconcepción;2019;Hombres;TOTAL;Inmigraciones;8;
Corteconcepción;2019;Mujeres;Menores de 16 años;Inmigraciones;2;
Corteconcepción;2019;Mujeres;De 16 a 39 años;Inmigraciones;4;
Corteconcepción;2019;Mujeres;De 40 a 64 años;Inmigraciones;5;
Corteconcepción;2019;Mujeres;De 65 y más años;Inmigraciones;2;
Corteconcepción;2019;Mujeres;TOTAL;Inmigraciones;13;
Corteconcepción;2019;Ambos sexos;Menores de 16 años;Inmigraciones;4;
Corteconcepción;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;7;
Corteconcepción;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;8;
Corteconcepción;2019;Ambos sexos;De 65 y más años;Inmigraciones;2;
Corteconcepción;2019;Ambos sexos;TOTAL;Inmigraciones;21;
Corteconcepción;2020;Hombres;Menores de 16 años;Inmigraciones;8;
Corteconcepción;2020;Hombres;De 16 a 39 años;Inmigraciones;19;
Corteconcepción;2020;Hombres;De 40 a 64 años;Inmigraciones;8;
Corteconcepción;2020;Hombres;De 65 y más años;Inmigraciones;2;
Corteconcepción;2020;Hombres;TOTAL;Inmigraciones;37;
Corteconcepción;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
Corteconcepción;2020;Mujeres;De 16 a 39 años;Inmigraciones;7;
Corteconcepción;2020;Mujeres;De 40 a 64 años;Inmigraciones;10;
Corteconcepción;2020;Mujeres;De 65 y más años;Inmigraciones;2;
Corteconcepción;2020;Mujeres;TOTAL;Inmigraciones;22;
Corteconcepción;2020;Ambos sexos;Menores de 16 años;Inmigraciones;11;
Corteconcepción;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;26;
Corteconcepción;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
Corteconcepción;2020;Ambos sexos;De 65 y más años;Inmigraciones;4;
Corteconcepción;2020;Ambos sexos;TOTAL;Inmigraciones;59;
Corteconcepción;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Corteconcepción;2021;Hombres;De 16 a 39 años;Inmigraciones;3;
Corteconcepción;2021;Hombres;De 40 a 64 años;Inmigraciones;8;
Corteconcepción;2021;Hombres;De 65 y más años;Inmigraciones;3;
Corteconcepción;2021;Hombres;TOTAL;Inmigraciones;16;
Corteconcepción;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
Corteconcepción;2021;Mujeres;De 16 a 39 años;Inmigraciones;8;
Corteconcepción;2021;Mujeres;De 40 a 64 años;Inmigraciones;4;
Corteconcepción;2021;Mujeres;De 65 y más años;Inmigraciones;-;
Corteconcepción;2021;Mujeres;TOTAL;Inmigraciones;12;
Corteconcepción;2021;Ambos sexos;Menores de 16 años;Inmigraciones;2;
Corteconcepción;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;11;
Corteconcepción;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;12;
Corteconcepción;2021;Ambos sexos;De 65 y más años;Inmigraciones;3;
Corteconcepción;2021;Ambos sexos;TOTAL;Inmigraciones;28;
Cortegana;2019;Hombres;Menores de 16 años;Inmigraciones;10;
Cortegana;2019;Hombres;De 16 a 39 años;Inmigraciones;17;
Cortegana;2019;Hombres;De 40 a 64 años;Inmigraciones;18;
Cortegana;2019;Hombres;De 65 y más años;Inmigraciones;6;
Cortegana;2019;Hombres;TOTAL;Inmigraciones;51;
Cortegana;2019;Mujeres;Menores de 16 años;Inmigraciones;6;
Cortegana;2019;Mujeres;De 16 a 39 años;Inmigraciones;34;
Cortegana;2019;Mujeres;De 40 a 64 años;Inmigraciones;15;
Cortegana;2019;Mujeres;De 65 y más años;Inmigraciones;3;
Cortegana;2019;Mujeres;TOTAL;Inmigraciones;58;
Cortegana;2019;Ambos sexos;Menores de 16 años;Inmigraciones;16;
Cortegana;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;51;
Cortegana;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;33;
Cortegana;2019;Ambos sexos;De 65 y más años;Inmigraciones;9;
Cortegana;2019;Ambos sexos;TOTAL;Inmigraciones;109;
Cortegana;2020;Hombres;Menores de 16 años;Inmigraciones;17;
Cortegana;2020;Hombres;De 16 a 39 años;Inmigraciones;30;
Cortegana;2020;Hombres;De 40 a 64 años;Inmigraciones;27;
Cortegana;2020;Hombres;De 65 y más años;Inmigraciones;4;
Cortegana;2020;Hombres;TOTAL;Inmigraciones;78;
Cortegana;2020;Mujeres;Menores de 16 años;Inmigraciones;17;
Cortegana;2020;Mujeres;De 16 a 39 años;Inmigraciones;49;
Cortegana;2020;Mujeres;De 40 a 64 años;Inmigraciones;23;
Cortegana;2020;Mujeres;De 65 y más años;Inmigraciones;7;
Cortegana;2020;Mujeres;TOTAL;Inmigraciones;96;
Cortegana;2020;Ambos sexos;Menores de 16 años;Inmigraciones;34;
Cortegana;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;79;
Cortegana;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;50;
Cortegana;2020;Ambos sexos;De 65 y más años;Inmigraciones;11;
Cortegana;2020;Ambos sexos;TOTAL;Inmigraciones;174;
Cortegana;2021;Hombres;Menores de 16 años;Inmigraciones;11;
Cortegana;2021;Hombres;De 16 a 39 años;Inmigraciones;30;
Cortegana;2021;Hombres;De 40 a 64 años;Inmigraciones;26;
Cortegana;2021;Hombres;De 65 y más años;Inmigraciones;14;
Cortegana;2021;Hombres;TOTAL;Inmigraciones;81;
Cortegana;2021;Mujeres;Menores de 16 años;Inmigraciones;15;
Cortegana;2021;Mujeres;De 16 a 39 años;Inmigraciones;34;
Cortegana;2021;Mujeres;De 40 a 64 años;Inmigraciones;19;
Cortegana;2021;Mujeres;De 65 y más años;Inmigraciones;10;
Cortegana;2021;Mujeres;TOTAL;Inmigraciones;78;
Cortegana;2021;Ambos sexos;Menores de 16 años;Inmigraciones;26;
Cortegana;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;64;
Cortegana;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;45;
Cortegana;2021;Ambos sexos;De 65 y más años;Inmigraciones;24;
Cortegana;2021;Ambos sexos;TOTAL;Inmigraciones;159;
Cortelazor;2019;Hombres;Menores de 16 años;Inmigraciones;-;
Cortelazor;2019;Hombres;De 16 a 39 años;Inmigraciones;4;
Cortelazor;2019;Hombres;De 40 a 64 años;Inmigraciones;2;
Cortelazor;2019;Hombres;De 65 y más años;Inmigraciones;-;
Cortelazor;2019;Hombres;TOTAL;Inmigraciones;6;
Cortelazor;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Cortelazor;2019;Mujeres;De 16 a 39 años;Inmigraciones;2;
Cortelazor;2019;Mujeres;De 40 a 64 años;Inmigraciones;2;
Cortelazor;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Cortelazor;2019;Mujeres;TOTAL;Inmigraciones;5;
Cortelazor;2019;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Cortelazor;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;6;
Cortelazor;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;4;
Cortelazor;2019;Ambos sexos;De 65 y más años;Inmigraciones;1;
Cortelazor;2019;Ambos sexos;TOTAL;Inmigraciones;11;
Cortelazor;2020;Hombres;Menores de 16 años;Inmigraciones;1;
Cortelazor;2020;Hombres;De 16 a 39 años;Inmigraciones;-;
Cortelazor;2020;Hombres;De 40 a 64 años;Inmigraciones;4;
Cortelazor;2020;Hombres;De 65 y más años;Inmigraciones;3;
Cortelazor;2020;Hombres;TOTAL;Inmigraciones;8;
Cortelazor;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
Cortelazor;2020;Mujeres;De 16 a 39 años;Inmigraciones;-;
Cortelazor;2020;Mujeres;De 40 a 64 años;Inmigraciones;7;
Cortelazor;2020;Mujeres;De 65 y más años;Inmigraciones;2;
Cortelazor;2020;Mujeres;TOTAL;Inmigraciones;12;
Cortelazor;2020;Ambos sexos;Menores de 16 años;Inmigraciones;4;
Cortelazor;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;-;
Cortelazor;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;11;
Cortelazor;2020;Ambos sexos;De 65 y más años;Inmigraciones;5;
Cortelazor;2020;Ambos sexos;TOTAL;Inmigraciones;20;
Cortelazor;2021;Hombres;Menores de 16 años;Inmigraciones;-;
Cortelazor;2021;Hombres;De 16 a 39 años;Inmigraciones;-;
Cortelazor;2021;Hombres;De 40 a 64 años;Inmigraciones;3;
Cortelazor;2021;Hombres;De 65 y más años;Inmigraciones;-;
Cortelazor;2021;Hombres;TOTAL;Inmigraciones;3;
Cortelazor;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
Cortelazor;2021;Mujeres;De 16 a 39 años;Inmigraciones;2;
Cortelazor;2021;Mujeres;De 40 a 64 años;Inmigraciones;1;
Cortelazor;2021;Mujeres;De 65 y más años;Inmigraciones;-;
Cortelazor;2021;Mujeres;TOTAL;Inmigraciones;3;
Cortelazor;2021;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Cortelazor;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;2;
Cortelazor;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;4;
Cortelazor;2021;Ambos sexos;De 65 y más años;Inmigraciones;-;
Cortelazor;2021;Ambos sexos;TOTAL;Inmigraciones;6;
Cumbres de Enmedio;2019;Hombres;Menores de 16 años;Inmigraciones;-;
Cumbres de Enmedio;2019;Hombres;De 16 a 39 años;Inmigraciones;2;
Cumbres de Enmedio;2019;Hombres;De 40 a 64 años;Inmigraciones;-;
Cumbres de Enmedio;2019;Hombres;De 65 y más años;Inmigraciones;-;
Cumbres de Enmedio;2019;Hombres;TOTAL;Inmigraciones;2;
Cumbres de Enmedio;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Cumbres de Enmedio;2019;Mujeres;De 16 a 39 años;Inmigraciones;1;
Cumbres de Enmedio;2019;Mujeres;De 40 a 64 años;Inmigraciones;-;
Cumbres de Enmedio;2019;Mujeres;De 65 y más años;Inmigraciones;-;
Cumbres de Enmedio;2019;Mujeres;TOTAL;Inmigraciones;1;
Cumbres de Enmedio;2019;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Cumbres de Enmedio;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;3;
Cumbres de Enmedio;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;-;
Cumbres de Enmedio;2019;Ambos sexos;De 65 y más años;Inmigraciones;-;
Cumbres de Enmedio;2019;Ambos sexos;TOTAL;Inmigraciones;3;
Cumbres de Enmedio;2020;Hombres;Menores de 16 años;Inmigraciones;-;
Cumbres de Enmedio;2020;Hombres;De 16 a 39 años;Inmigraciones;1;
Cumbres de Enmedio;2020;Hombres;De 40 a 64 años;Inmigraciones;1;
Cumbres de Enmedio;2020;Hombres;De 65 y más años;Inmigraciones;-;
Cumbres de Enmedio;2020;Hombres;TOTAL;Inmigraciones;2;
Cumbres de Enmedio;2020;Mujeres;Menores de 16 años;Inmigraciones;-;
Cumbres de Enmedio;2020;Mujeres;De 16 a 39 años;Inmigraciones;3;
Cumbres de Enmedio;2020;Mujeres;De 40 a 64 años;Inmigraciones;-;
Cumbres de Enmedio;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Cumbres de Enmedio;2020;Mujeres;TOTAL;Inmigraciones;3;
Cumbres de Enmedio;2020;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Cumbres de Enmedio;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;4;
Cumbres de Enmedio;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;1;
Cumbres de Enmedio;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Cumbres de Enmedio;2020;Ambos sexos;TOTAL;Inmigraciones;5;
Cumbres de Enmedio;2021;Hombres;Menores de 16 años;Inmigraciones;1;
Cumbres de Enmedio;2021;Hombres;De 16 a 39 años;Inmigraciones;1;
Cumbres de Enmedio;2021;Hombres;De 40 a 64 años;Inmigraciones;2;
Cumbres de Enmedio;2021;Hombres;De 65 y más años;Inmigraciones;-;
Cumbres de Enmedio;2021;Hombres;TOTAL;Inmigraciones;4;
Cumbres de Enmedio;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
Cumbres de Enmedio;2021;Mujeres;De 16 a 39 años;Inmigraciones;-;
Cumbres de Enmedio;2021;Mujeres;De 40 a 64 años;Inmigraciones;2;
Cumbres de Enmedio;2021;Mujeres;De 65 y más años;Inmigraciones;2;
Cumbres de Enmedio;2021;Mujeres;TOTAL;Inmigraciones;4;
Cumbres de Enmedio;2021;Ambos sexos;Menores de 16 años;Inmigraciones;1;
Cumbres de Enmedio;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;1;
Cumbres de Enmedio;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;4;
Cumbres de Enmedio;2021;Ambos sexos;De 65 y más años;Inmigraciones;2;
Cumbres de Enmedio;2021;Ambos sexos;TOTAL;Inmigraciones;8;
Cumbres de San Bartolomé;2019;Hombres;Menores de 16 años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Hombres;De 16 a 39 años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Hombres;De 40 a 64 años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Hombres;De 65 y más años;Inmigraciones;-;
Cumbres de San Bartolomé;2019;Hombres;TOTAL;Inmigraciones;3;
Cumbres de San Bartolomé;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Cumbres de San Bartolomé;2019;Mujeres;De 16 a 39 años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Mujeres;De 40 a 64 años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Mujeres;TOTAL;Inmigraciones;3;
Cumbres de San Bartolomé;2019;Ambos sexos;Menores de 16 años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;2;
Cumbres de San Bartolomé;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;2;
Cumbres de San Bartolomé;2019;Ambos sexos;De 65 y más años;Inmigraciones;1;
Cumbres de San Bartolomé;2019;Ambos sexos;TOTAL;Inmigraciones;6;
Cumbres de San Bartolomé;2020;Hombres;Menores de 16 años;Inmigraciones;-;
Cumbres de San Bartolomé;2020;Hombres;De 16 a 39 años;Inmigraciones;1;
Cumbres de San Bartolomé;2020;Hombres;De 40 a 64 años;Inmigraciones;4;
Cumbres de San Bartolomé;2020;Hombres;De 65 y más años;Inmigraciones;-;
Cumbres de San Bartolomé;2020;Hombres;TOTAL;Inmigraciones;5;
Cumbres de San Bartolomé;2020;Mujeres;Menores de 16 años;Inmigraciones;-;
Cumbres de San Bartolomé;2020;Mujeres;De 16 a 39 años;Inmigraciones;2;
Cumbres de San Bartolomé;2020;Mujeres;De 40 a 64 años;Inmigraciones;1;
Cumbres de San Bartolomé;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Cumbres de San Bartolomé;2020;Mujeres;TOTAL;Inmigraciones;3;
Cumbres de San Bartolomé;2020;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Cumbres de San Bartolomé;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;3;
Cumbres de San Bartolomé;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;5;
Cumbres de San Bartolomé;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Cumbres de San Bartolomé;2020;Ambos sexos;TOTAL;Inmigraciones;8;
Cumbres de San Bartolomé;2021;Hombres;Menores de 16 años;Inmigraciones;-;
Cumbres de San Bartolomé;2021;Hombres;De 16 a 39 años;Inmigraciones;5;
Cumbres de San Bartolomé;2021;Hombres;De 40 a 64 años;Inmigraciones;7;
Cumbres de San Bartolomé;2021;Hombres;De 65 y más años;Inmigraciones;2;
Cumbres de San Bartolomé;2021;Hombres;TOTAL;Inmigraciones;14;
Cumbres de San Bartolomé;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
Cumbres de San Bartolomé;2021;Mujeres;De 16 a 39 años;Inmigraciones;2;
Cumbres de San Bartolomé;2021;Mujeres;De 40 a 64 años;Inmigraciones;2;
Cumbres de San Bartolomé;2021;Mujeres;De 65 y más años;Inmigraciones;2;
Cumbres de San Bartolomé;2021;Mujeres;TOTAL;Inmigraciones;6;
Cumbres de San Bartolomé;2021;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Cumbres de San Bartolomé;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;7;
Cumbres de San Bartolomé;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;9;
Cumbres de San Bartolomé;2021;Ambos sexos;De 65 y más años;Inmigraciones;4;
Cumbres de San Bartolomé;2021;Ambos sexos;TOTAL;Inmigraciones;20;
Cumbres Mayores;2019;Hombres;Menores de 16 años;Inmigraciones;4;
Cumbres Mayores;2019;Hombres;De 16 a 39 años;Inmigraciones;12;
Cumbres Mayores;2019;Hombres;De 40 a 64 años;Inmigraciones;9;
Cumbres Mayores;2019;Hombres;De 65 y más años;Inmigraciones;-;
Cumbres Mayores;2019;Hombres;TOTAL;Inmigraciones;25;
Cumbres Mayores;2019;Mujeres;Menores de 16 años;Inmigraciones;5;
Cumbres Mayores;2019;Mujeres;De 16 a 39 años;Inmigraciones;13;
Cumbres Mayores;2019;Mujeres;De 40 a 64 años;Inmigraciones;5;
Cumbres Mayores;2019;Mujeres;De 65 y más años;Inmigraciones;7;
Cumbres Mayores;2019;Mujeres;TOTAL;Inmigraciones;30;
Cumbres Mayores;2019;Ambos sexos;Menores de 16 años;Inmigraciones;9;
Cumbres Mayores;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;25;
Cumbres Mayores;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;14;
Cumbres Mayores;2019;Ambos sexos;De 65 y más años;Inmigraciones;7;
Cumbres Mayores;2019;Ambos sexos;TOTAL;Inmigraciones;55;
Cumbres Mayores;2020;Hombres;Menores de 16 años;Inmigraciones;1;
Cumbres Mayores;2020;Hombres;De 16 a 39 años;Inmigraciones;7;
Cumbres Mayores;2020;Hombres;De 40 a 64 años;Inmigraciones;5;
Cumbres Mayores;2020;Hombres;De 65 y más años;Inmigraciones;3;
Cumbres Mayores;2020;Hombres;TOTAL;Inmigraciones;16;
Cumbres Mayores;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
Cumbres Mayores;2020;Mujeres;De 16 a 39 años;Inmigraciones;11;
Cumbres Mayores;2020;Mujeres;De 40 a 64 años;Inmigraciones;13;
Cumbres Mayores;2020;Mujeres;De 65 y más años;Inmigraciones;2;
Cumbres Mayores;2020;Mujeres;TOTAL;Inmigraciones;29;
Cumbres Mayores;2020;Ambos sexos;Menores de 16 años;Inmigraciones;4;
Cumbres Mayores;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;18;
Cumbres Mayores;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
Cumbres Mayores;2020;Ambos sexos;De 65 y más años;Inmigraciones;5;
Cumbres Mayores;2020;Ambos sexos;TOTAL;Inmigraciones;45;
Cumbres Mayores;2021;Hombres;Menores de 16 años;Inmigraciones;4;
Cumbres Mayores;2021;Hombres;De 16 a 39 años;Inmigraciones;12;
Cumbres Mayores;2021;Hombres;De 40 a 64 años;Inmigraciones;7;
Cumbres Mayores;2021;Hombres;De 65 y más años;Inmigraciones;1;
Cumbres Mayores;2021;Hombres;TOTAL;Inmigraciones;24;
Cumbres Mayores;2021;Mujeres;Menores de 16 años;Inmigraciones;3;
Cumbres Mayores;2021;Mujeres;De 16 a 39 años;Inmigraciones;15;
Cumbres Mayores;2021;Mujeres;De 40 a 64 años;Inmigraciones;8;
Cumbres Mayores;2021;Mujeres;De 65 y más años;Inmigraciones;3;
Cumbres Mayores;2021;Mujeres;TOTAL;Inmigraciones;29;
Cumbres Mayores;2021;Ambos sexos;Menores de 16 años;Inmigraciones;7;
Cumbres Mayores;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;27;
Cumbres Mayores;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;15;
Cumbres Mayores;2021;Ambos sexos;De 65 y más años;Inmigraciones;4;
Cumbres Mayores;2021;Ambos sexos;TOTAL;Inmigraciones;53;
El Almendro;2019;Hombres;Menores de 16 años;Inmigraciones;3;
El Almendro;2019;Hombres;De 16 a 39 años;Inmigraciones;8;
El Almendro;2019;Hombres;De 40 a 64 años;Inmigraciones;7;
El Almendro;2019;Hombres;De 65 y más años;Inmigraciones;3;
El Almendro;2019;Hombres;TOTAL;Inmigraciones;21;
El Almendro;2019;Mujeres;Menores de 16 años;Inmigraciones;4;
El Almendro;2019;Mujeres;De 16 a 39 años;Inmigraciones;9;
El Almendro;2019;Mujeres;De 40 a 64 años;Inmigraciones;6;
El Almendro;2019;Mujeres;De 65 y más años;Inmigraciones;1;
El Almendro;2019;Mujeres;TOTAL;Inmigraciones;20;
El Almendro;2019;Ambos sexos;Menores de 16 años;Inmigraciones;7;
El Almendro;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;17;
El Almendro;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;13;
El Almendro;2019;Ambos sexos;De 65 y más años;Inmigraciones;4;
El Almendro;2019;Ambos sexos;TOTAL;Inmigraciones;41;
El Almendro;2020;Hombres;Menores de 16 años;Inmigraciones;3;
El Almendro;2020;Hombres;De 16 a 39 años;Inmigraciones;10;
El Almendro;2020;Hombres;De 40 a 64 años;Inmigraciones;8;
El Almendro;2020;Hombres;De 65 y más años;Inmigraciones;-;
El Almendro;2020;Hombres;TOTAL;Inmigraciones;21;
El Almendro;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
El Almendro;2020;Mujeres;De 16 a 39 años;Inmigraciones;2;
El Almendro;2020;Mujeres;De 40 a 64 años;Inmigraciones;5;
El Almendro;2020;Mujeres;De 65 y más años;Inmigraciones;-;
El Almendro;2020;Mujeres;TOTAL;Inmigraciones;10;
El Almendro;2020;Ambos sexos;Menores de 16 años;Inmigraciones;6;
El Almendro;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;12;
El Almendro;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;13;
El Almendro;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
El Almendro;2020;Ambos sexos;TOTAL;Inmigraciones;31;
El Almendro;2021;Hombres;Menores de 16 años;Inmigraciones;-;
El Almendro;2021;Hombres;De 16 a 39 años;Inmigraciones;9;
El Almendro;2021;Hombres;De 40 a 64 años;Inmigraciones;6;
El Almendro;2021;Hombres;De 65 y más años;Inmigraciones;3;
El Almendro;2021;Hombres;TOTAL;Inmigraciones;18;
El Almendro;2021;Mujeres;Menores de 16 años;Inmigraciones;5;
El Almendro;2021;Mujeres;De 16 a 39 años;Inmigraciones;7;
El Almendro;2021;Mujeres;De 40 a 64 años;Inmigraciones;6;
El Almendro;2021;Mujeres;De 65 y más años;Inmigraciones;3;
El Almendro;2021;Mujeres;TOTAL;Inmigraciones;21;
El Almendro;2021;Ambos sexos;Menores de 16 años;Inmigraciones;5;
El Almendro;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;16;
