Lugar de residencia;Anual;Sexo;Medida;Valor;
Alcalá del Valle;2019;Ambos sexos;Crecimiento vegetativo;-4;
Alcalá del Valle;2019;Hombres;Crecimiento vegetativo;-13;
Alcalá del Valle;2019;Mujeres;Crecimiento vegetativo;9;
Alcalá del Valle;2020;Ambos sexos;Crecimiento vegetativo;-33;
Alcalá del Valle;2020;Hombres;Crecimiento vegetativo;-20;
Alcalá del Valle;2020;Mujeres;Crecimiento vegetativo;-13;
Alcalá del Valle;2021;Ambos sexos;Crecimiento vegetativo;-17;
Alcalá del Valle;2021;Hombres;Crecimiento vegetativo;-13;
Alcalá del Valle;2021;Mujeres;Crecimiento vegetativo;-4;
Alcalá del Valle;2022;Ambos sexos;Crecimiento vegetativo;-17;
Alcalá del Valle;2022;Hombres;Crecimiento vegetativo;-14;
Alcalá del Valle;2022;Mujeres;Crecimiento vegetativo;-3;
Alcalá del Valle;2023;Ambos sexos;Crecimiento vegetativo;-24;
Alcalá del Valle;2023;Hombres;Crecimiento vegetativo;-10;
Alcalá del Valle;2023;Mujeres;Crecimiento vegetativo;-14;
Algar;1996;Ambos sexos;Crecimiento vegetativo;-10;
Algar;1996;Hombres;Crecimiento vegetativo;-8;
Algar;1996;Mujeres;Crecimiento vegetativo;-2;
Algar;1997;Ambos sexos;Crecimiento vegetativo;14;
Algar;1997;Hombres;Crecimiento vegetativo;8;
Algar;1997;Mujeres;Crecimiento vegetativo;6;
Algar;1998;Ambos sexos;Crecimiento vegetativo;-4;
Algar;1998;Hombres;Crecimiento vegetativo;-7;
Algar;1998;Mujeres;Crecimiento vegetativo;3;
Algar;1999;Ambos sexos;Crecimiento vegetativo;-1;
Algar;1999;Hombres;Crecimiento vegetativo;-2;
Algar;1999;Mujeres;Crecimiento vegetativo;1;
Algar;2000;Ambos sexos;Crecimiento vegetativo;11;
Algar;2000;Hombres;Crecimiento vegetativo;8;
Algar;2000;Mujeres;Crecimiento vegetativo;3;
Algar;2001;Ambos sexos;Crecimiento vegetativo;-5;
Algar;2001;Hombres;Crecimiento vegetativo;-3;
Algar;2001;Mujeres;Crecimiento vegetativo;-2;
Algar;2002;Ambos sexos;Crecimiento vegetativo;-6;
Algar;2002;Hombres;Crecimiento vegetativo;-4;
Algar;2002;Mujeres;Crecimiento vegetativo;-2;
Algar;2003;Ambos sexos;Crecimiento vegetativo;5;
Algar;2003;Hombres;Crecimiento vegetativo;1;
Algar;2003;Mujeres;Crecimiento vegetativo;4;
Algar;2004;Ambos sexos;Crecimiento vegetativo;2;
Algar;2004;Hombres;Crecimiento vegetativo;-3;
Algar;2004;Mujeres;Crecimiento vegetativo;5;
Algar;2005;Ambos sexos;Crecimiento vegetativo;-5;
Algar;2005;Hombres;Crecimiento vegetativo;-4;
Algar;2005;Mujeres;Crecimiento vegetativo;-1;
Algar;2006;Ambos sexos;Crecimiento vegetativo;6;
Algar;2006;Hombres;Crecimiento vegetativo;2;
Algar;2006;Mujeres;Crecimiento vegetativo;4;
Algar;2007;Ambos sexos;Crecimiento vegetativo;-6;
Algar;2007;Hombres;Crecimiento vegetativo;-3;
Algar;2007;Mujeres;Crecimiento vegetativo;-3;
Algar;2008;Ambos sexos;Crecimiento vegetativo;-9;
Algar;2008;Hombres;Crecimiento vegetativo;-4;
Algar;2008;Mujeres;Crecimiento vegetativo;-5;
Algar;2009;Ambos sexos;Crecimiento vegetativo;6;
Algar;2009;Hombres;Crecimiento vegetativo;0;
Algar;2009;Mujeres;Crecimiento vegetativo;6;
Algar;2010;Ambos sexos;Crecimiento vegetativo;-7;
Algar;2010;Hombres;Crecimiento vegetativo;-5;
Algar;2010;Mujeres;Crecimiento vegetativo;-2;
Algar;2011;Ambos sexos;Crecimiento vegetativo;0;
Algar;2011;Hombres;Crecimiento vegetativo;3;
Algar;2011;Mujeres;Crecimiento vegetativo;-3;
Algar;2012;Ambos sexos;Crecimiento vegetativo;2;
Algar;2012;Hombres;Crecimiento vegetativo;7;
Algar;2012;Mujeres;Crecimiento vegetativo;-5;
Algar;2013;Ambos sexos;Crecimiento vegetativo;-3;
Algar;2013;Hombres;Crecimiento vegetativo;-4;
Algar;2013;Mujeres;Crecimiento vegetativo;1;
Algar;2014;Ambos sexos;Crecimiento vegetativo;-11;
Algar;2014;Hombres;Crecimiento vegetativo;-6;
Algar;2014;Mujeres;Crecimiento vegetativo;-5;
Algar;2015;Ambos sexos;Crecimiento vegetativo;-12;
Algar;2015;Hombres;Crecimiento vegetativo;-9;
Algar;2015;Mujeres;Crecimiento vegetativo;-3;
Algar;2016;Ambos sexos;Crecimiento vegetativo;8;
Algar;2016;Hombres;Crecimiento vegetativo;6;
Algar;2016;Mujeres;Crecimiento vegetativo;2;
Algar;2017;Ambos sexos;Crecimiento vegetativo;-20;
Algar;2017;Hombres;Crecimiento vegetativo;-9;
Algar;2017;Mujeres;Crecimiento vegetativo;-11;
Algar;2018;Ambos sexos;Crecimiento vegetativo;-7;
Algar;2018;Hombres;Crecimiento vegetativo;-8;
Algar;2018;Mujeres;Crecimiento vegetativo;1;
Algar;2019;Ambos sexos;Crecimiento vegetativo;-11;
Algar;2019;Hombres;Crecimiento vegetativo;-9;
Algar;2019;Mujeres;Crecimiento vegetativo;-2;
Algar;2020;Ambos sexos;Crecimiento vegetativo;-10;
Algar;2020;Hombres;Crecimiento vegetativo;-3;
Algar;2020;Mujeres;Crecimiento vegetativo;-7;
Algar;2021;Ambos sexos;Crecimiento vegetativo;-10;
Algar;2021;Hombres;Crecimiento vegetativo;-8;
Algar;2021;Mujeres;Crecimiento vegetativo;-2;
Algar;2022;Ambos sexos;Crecimiento vegetativo;-5;
Algar;2022;Hombres;Crecimiento vegetativo;-8;
Algar;2022;Mujeres;Crecimiento vegetativo;3;
Algar;2023;Ambos sexos;Crecimiento vegetativo;-8;
Algar;2023;Hombres;Crecimiento vegetativo;-3;
Algar;2023;Mujeres;Crecimiento vegetativo;-5;
Algeciras;1996;Ambos sexos;Crecimiento vegetativo;307;
