Lugar de residencia;Anual;Sexo;Medida;Valor;
Albaida del Aljarafe;2013;Mujeres;Crecimiento vegetativo;12;
Albaida del Aljarafe;2014;Ambos sexos;Crecimiento vegetativo;30;
Albaida del Aljarafe;2014;Hombres;Crecimiento vegetativo;12;
Albaida del Aljarafe;2014;Mujeres;Crecimiento vegetativo;18;
Albaida del Aljarafe;2015;Ambos sexos;Crecimiento vegetativo;18;
Albaida del Aljarafe;2015;Hombres;Crecimiento vegetativo;9;
Albaida del Aljarafe;2015;Mujeres;Crecimiento vegetativo;9;
Albaida del Aljarafe;2016;Ambos sexos;Crecimiento vegetativo;14;
Albaida del Aljarafe;2016;Hombres;Crecimiento vegetativo;4;
Albaida del Aljarafe;2016;Mujeres;Crecimiento vegetativo;10;
Albaida del Aljarafe;2017;Ambos sexos;Crecimiento vegetativo;7;
Albaida del Aljarafe;2017;Hombres;Crecimiento vegetativo;4;
Albaida del Aljarafe;2017;Mujeres;Crecimiento vegetativo;3;
Albaida del Aljarafe;2018;Ambos sexos;Crecimiento vegetativo;8;
Albaida del Aljarafe;2018;Hombres;Crecimiento vegetativo;1;
Albaida del Aljarafe;2018;Mujeres;Crecimiento vegetativo;7;
Albaida del Aljarafe;2019;Ambos sexos;Crecimiento vegetativo;15;
Albaida del Aljarafe;2019;Hombres;Crecimiento vegetativo;0;
Albaida del Aljarafe;2019;Mujeres;Crecimiento vegetativo;15;
Albaida del Aljarafe;2020;Ambos sexos;Crecimiento vegetativo;5;
Albaida del Aljarafe;2020;Hombres;Crecimiento vegetativo;-2;
Albaida del Aljarafe;2020;Mujeres;Crecimiento vegetativo;7;
Albaida del Aljarafe;2021;Ambos sexos;Crecimiento vegetativo;3;
Albaida del Aljarafe;2021;Hombres;Crecimiento vegetativo;2;
Albaida del Aljarafe;2021;Mujeres;Crecimiento vegetativo;1;
Albaida del Aljarafe;2022;Ambos sexos;Crecimiento vegetativo;13;
Albaida del Aljarafe;2022;Hombres;Crecimiento vegetativo;9;
Albaida del Aljarafe;2022;Mujeres;Crecimiento vegetativo;4;
Albaida del Aljarafe;2023;Ambos sexos;Crecimiento vegetativo;2;
Albaida del Aljarafe;2023;Hombres;Crecimiento vegetativo;2;
Albaida del Aljarafe;2023;Mujeres;Crecimiento vegetativo;0;
Alcalá de Guadaíra;1996;Ambos sexos;Crecimiento vegetativo;139;
Alcalá de Guadaíra;1996;Hombres;Crecimiento vegetativo;73;
Alcalá de Guadaíra;1996;Mujeres;Crecimiento vegetativo;66;
Alcalá de Guadaíra;1997;Ambos sexos;Crecimiento vegetativo;259;
Alcalá de Guadaíra;1997;Hombres;Crecimiento vegetativo;141;
Alcalá de Guadaíra;1997;Mujeres;Crecimiento vegetativo;118;
Alcalá de Guadaíra;1998;Ambos sexos;Crecimiento vegetativo;171;
Alcalá de Guadaíra;1998;Hombres;Crecimiento vegetativo;100;
Alcalá de Guadaíra;1998;Mujeres;Crecimiento vegetativo;71;
Alcalá de Guadaíra;1999;Ambos sexos;Crecimiento vegetativo;154;
Alcalá de Guadaíra;1999;Hombres;Crecimiento vegetativo;71;
Alcalá de Guadaíra;1999;Mujeres;Crecimiento vegetativo;83;
Alcalá de Guadaíra;2000;Ambos sexos;Crecimiento vegetativo;288;
Alcalá de Guadaíra;2000;Hombres;Crecimiento vegetativo;201;
Alcalá de Guadaíra;2000;Mujeres;Crecimiento vegetativo;87;
Alcalá de Guadaíra;2001;Ambos sexos;Crecimiento vegetativo;224;
Alcalá de Guadaíra;2001;Hombres;Crecimiento vegetativo;118;
Alcalá de Guadaíra;2001;Mujeres;Crecimiento vegetativo;106;
Alcalá de Guadaíra;2002;Ambos sexos;Crecimiento vegetativo;279;
Alcalá de Guadaíra;2002;Hombres;Crecimiento vegetativo;107;
Alcalá de Guadaíra;2002;Mujeres;Crecimiento vegetativo;172;
Alcalá de Guadaíra;2003;Ambos sexos;Crecimiento vegetativo;355;
Alcalá de Guadaíra;2003;Hombres;Crecimiento vegetativo;190;
Alcalá de Guadaíra;2003;Mujeres;Crecimiento vegetativo;165;
Alcalá de Guadaíra;2004;Ambos sexos;Crecimiento vegetativo;398;
Alcalá de Guadaíra;2004;Hombres;Crecimiento vegetativo;206;
Alcalá de Guadaíra;2004;Mujeres;Crecimiento vegetativo;192;
Alcalá de Guadaíra;2005;Ambos sexos;Crecimiento vegetativo;430;
Alcalá de Guadaíra;2005;Hombres;Crecimiento vegetativo;244;
Alcalá de Guadaíra;2005;Mujeres;Crecimiento vegetativo;186;
Alcalá de Guadaíra;2006;Ambos sexos;Crecimiento vegetativo;564;
Alcalá de Guadaíra;2006;Hombres;Crecimiento vegetativo;295;
Alcalá de Guadaíra;2006;Mujeres;Crecimiento vegetativo;269;
Alcalá de Guadaíra;2007;Ambos sexos;Crecimiento vegetativo;568;
Alcalá de Guadaíra;2007;Hombres;Crecimiento vegetativo;306;
Alcalá de Guadaíra;2007;Mujeres;Crecimiento vegetativo;262;
Alcalá de Guadaíra;2008;Ambos sexos;Crecimiento vegetativo;685;
Alcalá de Guadaíra;2008;Hombres;Crecimiento vegetativo;341;
Alcalá de Guadaíra;2008;Mujeres;Crecimiento vegetativo;344;
Alcalá de Guadaíra;2009;Ambos sexos;Crecimiento vegetativo;647;
Alcalá de Guadaíra;2009;Hombres;Crecimiento vegetativo;342;
Alcalá de Guadaíra;2009;Mujeres;Crecimiento vegetativo;305;
Alcalá de Guadaíra;2010;Ambos sexos;Crecimiento vegetativo;591;
Alcalá de Guadaíra;2010;Hombres;Crecimiento vegetativo;279;
Alcalá de Guadaíra;2010;Mujeres;Crecimiento vegetativo;312;
Alcalá de Guadaíra;2011;Ambos sexos;Crecimiento vegetativo;535;
Alcalá de Guadaíra;2011;Hombres;Crecimiento vegetativo;243;
Alcalá de Guadaíra;2011;Mujeres;Crecimiento vegetativo;292;
Alcalá de Guadaíra;2012;Ambos sexos;Crecimiento vegetativo;389;
Alcalá de Guadaíra;2012;Hombres;Crecimiento vegetativo;215;
Alcalá de Guadaíra;2012;Mujeres;Crecimiento vegetativo;174;
Alcalá de Guadaíra;2013;Ambos sexos;Crecimiento vegetativo;420;
Alcalá de Guadaíra;2013;Hombres;Crecimiento vegetativo;200;
Alcalá de Guadaíra;2013;Mujeres;Crecimiento vegetativo;220;
Alcalá de Guadaíra;2014;Ambos sexos;Crecimiento vegetativo;365;
Alcalá de Guadaíra;2014;Hombres;Crecimiento vegetativo;173;
Alcalá de Guadaíra;2014;Mujeres;Crecimiento vegetativo;192;
Alcalá de Guadaíra;2015;Ambos sexos;Crecimiento vegetativo;287;
Alcalá de Guadaíra;2015;Hombres;Crecimiento vegetativo;140;
Alcalá de Guadaíra;2015;Mujeres;Crecimiento vegetativo;147;
Alcalá de Guadaíra;2016;Ambos sexos;Crecimiento vegetativo;177;
Alcalá de Guadaíra;2016;Hombres;Crecimiento vegetativo;92;
Alcalá de Guadaíra;2016;Mujeres;Crecimiento vegetativo;85;
Alcalá de Guadaíra;2017;Ambos sexos;Crecimiento vegetativo;154;
Alcalá de Guadaíra;2017;Hombres;Crecimiento vegetativo;88;
Alcalá de Guadaíra;2017;Mujeres;Crecimiento vegetativo;66;
Alcalá de Guadaíra;2018;Ambos sexos;Crecimiento vegetativo;60;
Alcalá de Guadaíra;2018;Hombres;Crecimiento vegetativo;26;
Alcalá de Guadaíra;2018;Mujeres;Crecimiento vegetativo;34;
Alcalá de Guadaíra;2019;Ambos sexos;Crecimiento vegetativo;76;
Alcalá de Guadaíra;2019;Hombres;Crecimiento vegetativo;55;
Alcalá de Guadaíra;2019;Mujeres;Crecimiento vegetativo;21;
Alcalá de Guadaíra;2020;Ambos sexos;Crecimiento vegetativo;16;
Alcalá de Guadaíra;2020;Hombres;Crecimiento vegetativo;10;
Alcalá de Guadaíra;2020;Mujeres;Crecimiento vegetativo;6;
Alcalá de Guadaíra;2021;Ambos sexos;Crecimiento vegetativo;-84;
Alcalá de Guadaíra;2021;Hombres;Crecimiento vegetativo;-20;
Alcalá de Guadaíra;2021;Mujeres;Crecimiento vegetativo;-64;
