Territorio;Características básicas de la explotación;Medida;Valor;
Belalcázar;Nº explotaciones;Colmenas;0;
Belalcázar;Cabezas;Equinos;30;
Belalcázar;Cabezas;Bovinos;9731;
Belalcázar;Cabezas;Ovinos;65864;
Belalcázar;Cabezas;Caprinos;1031;
Belalcázar;Cabezas;Porcinos;3618;
Belalcázar;Cabezas;Aves corral;124;
Belalcázar;Cabezas;Conejas madre;0;
Belalcázar;UGT;Colmenas;0;
Belalcázar;UGT;Equinos;111;
Belalcázar;UGT;Bovinos;7970,2;
Belalcázar;UGT;Ovinos;6586,4;
Belalcázar;UGT;Caprinos;103,1;
Belalcázar;UGT;Porcinos;939,136;
Belalcázar;UGT;Aves corral;1,218;
Belalcázar;UGT;Conejas madre;0;
Belmez;Nº explotaciones;Bovinos;18;
Belmez;Nº explotaciones;Ovinos;39;
Belmez;Nº explotaciones;Caprinos;10;
Belmez;Nº explotaciones;Porcinos;23;
Belmez;Nº explotaciones;Aves corral;2;
Belmez;Nº explotaciones;Conejas madre;0;
Belmez;Nº explotaciones;Colmenas;0;
Belmez;Cabezas;Equinos;28;
Belmez;Cabezas;Bovinos;2383;
Belmez;Cabezas;Ovinos;18171;
Belmez;Cabezas;Caprinos;130;
Belmez;Cabezas;Porcinos;6700;
Belmez;Cabezas;Aves corral;24;
Belmez;Cabezas;Conejas madre;0;
Belmez;UGT;Colmenas;0;
Belmez;UGT;Equinos;152;
Belmez;UGT;Bovinos;1703,5;
Belmez;UGT;Ovinos;1817,1;
Belmez;UGT;Caprinos;13;
Belmez;UGT;Porcinos;1947,376;
Belmez;UGT;Aves corral;0,336;
Belmez;UGT;Conejas madre;0;
Benamejí;Nº explotaciones;Bovinos;0;
Benamejí;Nº explotaciones;Ovinos;1;
Benamejí;Nº explotaciones;Caprinos;2;
Benamejí;Nº explotaciones;Porcinos;1;
Benamejí;Nº explotaciones;Aves corral;0;
Benamejí;Nº explotaciones;Conejas madre;0;
Benamejí;Nº explotaciones;Colmenas;1;
Benamejí;Cabezas;Equinos;2;
Benamejí;Cabezas;Bovinos;0;
Benamejí;Cabezas;Ovinos;2;
Benamejí;Cabezas;Caprinos;76;
Benamejí;Cabezas;Porcinos;1850;
Benamejí;Cabezas;Aves corral;0;
Benamejí;Cabezas;Conejas madre;0;
Benamejí;UGT;Colmenas;7;
Benamejí;UGT;Equinos;3;
Benamejí;UGT;Bovinos;0;
Benamejí;UGT;Ovinos;0,2;
Benamejí;UGT;Caprinos;7,6;
Benamejí;UGT;Porcinos;555;
Benamejí;UGT;Aves corral;0;
Benamejí;UGT;Conejas madre;0;
Bujalance;Nº explotaciones;Bovinos;0;
Bujalance;Nº explotaciones;Ovinos;0;
Bujalance;Nº explotaciones;Caprinos;0;
Bujalance;Nº explotaciones;Porcinos;0;
Bujalance;Nº explotaciones;Aves corral;1;
Bujalance;Nº explotaciones;Conejas madre;0;
Bujalance;Nº explotaciones;Colmenas;0;
Bujalance;Cabezas;Equinos;3;
Bujalance;Cabezas;Bovinos;0;
Bujalance;Cabezas;Ovinos;0;
Bujalance;Cabezas;Caprinos;0;
Bujalance;Cabezas;Porcinos;0;
Bujalance;Cabezas;Aves corral;6500;
Bujalance;Cabezas;Conejas madre;0;
Bujalance;UGT;Colmenas;0;
Bujalance;UGT;Equinos;12;
Bujalance;UGT;Bovinos;0;
Bujalance;UGT;Ovinos;0;
Bujalance;UGT;Caprinos;0;
Bujalance;UGT;Porcinos;0;
Bujalance;UGT;Aves corral;91;
Bujalance;UGT;Conejas madre;0;
Cabra;Nº explotaciones;Bovinos;5;
Cabra;Nº explotaciones;Ovinos;14;
Cabra;Nº explotaciones;Caprinos;15;
Cabra;Nº explotaciones;Porcinos;9;
Cabra;Nº explotaciones;Aves corral;4;
Cabra;Nº explotaciones;Conejas madre;0;
Cabra;Nº explotaciones;Colmenas;1;
Cabra;Cabezas;Equinos;18;
Cabra;Cabezas;Bovinos;62;
Cabra;Cabezas;Ovinos;3481;
Cabra;Cabezas;Caprinos;2350;
Cabra;Cabezas;Porcinos;7943;
Cabra;Cabezas;Aves corral;3701;
Cabra;Cabezas;Conejas madre;0;
Cabra;UGT;Colmenas;4;
Cabra;UGT;Equinos;35;
Cabra;UGT;Bovinos;43,1;
Cabra;UGT;Ovinos;348,1;
Cabra;UGT;Caprinos;235;
Cabra;UGT;Porcinos;2066,761;
Cabra;UGT;Aves corral;51,66;
Cabra;UGT;Conejas madre;0;
Cañete de las Torres;Nº explotaciones;Bovinos;0;
Cañete de las Torres;Nº explotaciones;Ovinos;2;
Cañete de las Torres;Nº explotaciones;Caprinos;2;
Cañete de las Torres;Nº explotaciones;Porcinos;0;
Cañete de las Torres;Nº explotaciones;Aves corral;0;
Cañete de las Torres;Nº explotaciones;Conejas madre;0;
Cañete de las Torres;Nº explotaciones;Colmenas;0;
Cañete de las Torres;Cabezas;Equinos;4;
Cañete de las Torres;Cabezas;Bovinos;0;
Cañete de las Torres;Cabezas;Ovinos;94;
Cañete de las Torres;Cabezas;Caprinos;187;
Cañete de las Torres;Cabezas;Porcinos;0;
Cañete de las Torres;Cabezas;Aves corral;0;
Cañete de las Torres;Cabezas;Conejas madre;0;
Cañete de las Torres;UGT;Colmenas;0;
Cañete de las Torres;UGT;Equinos;21;
Cañete de las Torres;UGT;Bovinos;0;
Cañete de las Torres;UGT;Ovinos;9,4;
Cañete de las Torres;UGT;Caprinos;18,7;
Cañete de las Torres;UGT;Porcinos;0;
Cañete de las Torres;UGT;Aves corral;0;
Cañete de las Torres;UGT;Conejas madre;0;
Carcabuey;Nº explotaciones;Bovinos;3;
Carcabuey;Nº explotaciones;Ovinos;3;
Carcabuey;Nº explotaciones;Caprinos;7;
Carcabuey;Nº explotaciones;Porcinos;10;
Carcabuey;Nº explotaciones;Aves corral;3;
Carcabuey;Nº explotaciones;Conejas madre;0;
Carcabuey;Nº explotaciones;Colmenas;3;
Carcabuey;Cabezas;Equinos;8;
Carcabuey;Cabezas;Bovinos;563;
Carcabuey;Cabezas;Ovinos;37;
Carcabuey;Cabezas;Caprinos;1872;
Carcabuey;Cabezas;Porcinos;28;
Carcabuey;Cabezas;Aves corral;166;
Carcabuey;Cabezas;Conejas madre;0;
Carcabuey;UGT;Colmenas;207;
Carcabuey;UGT;Equinos;30;
Carcabuey;UGT;Bovinos;385,4;
Carcabuey;UGT;Ovinos;3,7;
Carcabuey;UGT;Caprinos;187,2;
Carcabuey;UGT;Porcinos;6,743;
Carcabuey;UGT;Aves corral;1,921;
Carcabuey;UGT;Conejas madre;0;
Cardeña;Nº explotaciones;Bovinos;160;
Cardeña;Nº explotaciones;Ovinos;117;
Cardeña;Nº explotaciones;Caprinos;41;
Cardeña;Nº explotaciones;Porcinos;185;
Cardeña;Nº explotaciones;Aves corral;6;
Cardeña;Nº explotaciones;Conejas madre;1;
Cardeña;Nº explotaciones;Colmenas;0;
Cardeña;Cabezas;Equinos;85;
Cardeña;Cabezas;Bovinos;21625;
Cardeña;Cabezas;Ovinos;36064;
Cardeña;Cabezas;Caprinos;570;
Cardeña;Cabezas;Porcinos;45907;
Cardeña;Cabezas;Aves corral;137;
Cardeña;Cabezas;Conejas madre;2;
Cardeña;UGT;Colmenas;0;
Cardeña;UGT;Equinos;470;
Cardeña;UGT;Bovinos;14281,4;
Cardeña;UGT;Ovinos;3606,4;
Cardeña;UGT;Caprinos;57;
Cardeña;UGT;Porcinos;12609,276;
Cardeña;UGT;Aves corral;1,633;
Cardeña;UGT;Conejas madre;0,04;
Castro del Río;Nº explotaciones;Bovinos;1;
Castro del Río;Nº explotaciones;Ovinos;5;
Castro del Río;Nº explotaciones;Caprinos;15;
Castro del Río;Nº explotaciones;Porcinos;3;
Castro del Río;Nº explotaciones;Aves corral;1;
Castro del Río;Nº explotaciones;Conejas madre;0;
Castro del Río;Nº explotaciones;Colmenas;0;
Castro del Río;Cabezas;Equinos;12;
Castro del Río;Cabezas;Bovinos;9;
Castro del Río;Cabezas;Ovinos;68;
Castro del Río;Cabezas;Caprinos;1808;
Castro del Río;Cabezas;Porcinos;10;
Castro del Río;Cabezas;Aves corral;34;
Castro del Río;Cabezas;Conejas madre;0;
Castro del Río;UGT;Colmenas;0;
Castro del Río;UGT;Equinos;26;
Castro del Río;UGT;Bovinos;6,3;
Castro del Río;UGT;Ovinos;6,8;
Castro del Río;UGT;Caprinos;180,8;
Castro del Río;UGT;Porcinos;3;
Castro del Río;UGT;Aves corral;0,47;
Castro del Río;UGT;Conejas madre;0;
Conquista;Nº explotaciones;Bovinos;6;
Conquista;Nº explotaciones;Ovinos;14;
Conquista;Nº explotaciones;Caprinos;1;
Conquista;Nº explotaciones;Porcinos;20;
Conquista;Nº explotaciones;Aves corral;2;
Conquista;Nº explotaciones;Conejas madre;0;
Conquista;Nº explotaciones;Colmenas;0;
Conquista;Cabezas;Equinos;4;
Conquista;Cabezas;Bovinos;573;
Conquista;Cabezas;Ovinos;5316;
Conquista;Cabezas;Caprinos;9;
Conquista;Cabezas;Porcinos;1144;
Conquista;Cabezas;Aves corral;294;
Conquista;Cabezas;Conejas madre;0;
Conquista;UGT;Colmenas;0;
Conquista;UGT;Equinos;68;
Conquista;UGT;Bovinos;404,3;
Conquista;UGT;Ovinos;531,6;
Conquista;UGT;Caprinos;0,9;
Conquista;UGT;Porcinos;338,557;
Conquista;UGT;Aves corral;4,116;
Conquista;UGT;Conejas madre;0;
Córdoba (capital);Nº explotaciones;Bovinos;37;
Córdoba (capital);Nº explotaciones;Ovinos;38;
Córdoba (capital);Nº explotaciones;Caprinos;28;
Córdoba (capital);Nº explotaciones;Porcinos;9;
Córdoba (capital);Nº explotaciones;Aves corral;4;
Córdoba (capital);Nº explotaciones;Conejas madre;0;
Córdoba (capital);Nº explotaciones;Colmenas;1;
Córdoba (capital);Cabezas;Equinos;44;
Córdoba (capital);Cabezas;Bovinos;4573;
Córdoba (capital);Cabezas;Ovinos;19080;
Córdoba (capital);Cabezas;Caprinos;2472;
Córdoba (capital);Cabezas;Porcinos;1135;
Córdoba (capital);Cabezas;Aves corral;11022;
Córdoba (capital);Cabezas;Conejas madre;0;
Córdoba (capital);UGT;Colmenas;47;
Córdoba (capital);UGT;Equinos;577;
Córdoba (capital);UGT;Bovinos;3311,7;
Córdoba (capital);UGT;Ovinos;1908;
Córdoba (capital);UGT;Caprinos;247,2;
Córdoba (capital);UGT;Porcinos;338,367;
Córdoba (capital);UGT;Aves corral;89,308;
Córdoba (capital);UGT;Conejas madre;0;
Doña Mencía;Nº explotaciones;Bovinos;0;
Doña Mencía;Nº explotaciones;Ovinos;0;
Doña Mencía;Nº explotaciones;Caprinos;0;
Doña Mencía;Nº explotaciones;Porcinos;0;
Doña Mencía;Nº explotaciones;Aves corral;0;
Doña Mencía;Nº explotaciones;Conejas madre;0;
Doña Mencía;Nº explotaciones;Colmenas;0;
Doña Mencía;Cabezas;Equinos;0;
Doña Mencía;Cabezas;Bovinos;0;
Doña Mencía;Cabezas;Ovinos;0;
Doña Mencía;Cabezas;Caprinos;0;
Doña Mencía;Cabezas;Porcinos;0;
Doña Mencía;Cabezas;Aves corral;0;
Doña Mencía;Cabezas;Conejas madre;0;
Doña Mencía;UGT;Colmenas;0;
Doña Mencía;UGT;Equinos;0;
Doña Mencía;UGT;Bovinos;0;
Doña Mencía;UGT;Ovinos;0;
Doña Mencía;UGT;Caprinos;0;
Doña Mencía;UGT;Porcinos;0;
Doña Mencía;UGT;Aves corral;0;
Doña Mencía;UGT;Conejas madre;0;
Dos Torres;Nº explotaciones;Bovinos;94;
Dos Torres;Nº explotaciones;Ovinos;56;
Dos Torres;Nº explotaciones;Caprinos;9;
Dos Torres;Nº explotaciones;Porcinos;38;
Dos Torres;Nº explotaciones;Aves corral;6;
Dos Torres;Nº explotaciones;Conejas madre;0;
Dos Torres;Nº explotaciones;Colmenas;3;
Dos Torres;Cabezas;Equinos;45;
Dos Torres;Cabezas;Bovinos;15780;
Dos Torres;Cabezas;Ovinos;19408;
Dos Torres;Cabezas;Caprinos;2687;
Dos Torres;Cabezas;Porcinos;3124;
Dos Torres;Cabezas;Aves corral;102510;
Dos Torres;Cabezas;Conejas madre;0;
Dos Torres;UGT;Colmenas;568;
Dos Torres;UGT;Equinos;105;
Dos Torres;UGT;Bovinos;12582,1;
Dos Torres;UGT;Ovinos;1940,8;
Dos Torres;UGT;Caprinos;268,7;
Dos Torres;UGT;Porcinos;847,116;
Dos Torres;UGT;Aves corral;853,64;
Dos Torres;UGT;Conejas madre;0;
El Carpio;Nº explotaciones;Bovinos;0;
El Carpio;Nº explotaciones;Ovinos;2;
El Carpio;Nº explotaciones;Caprinos;2;
El Carpio;Nº explotaciones;Porcinos;1;
El Carpio;Nº explotaciones;Aves corral;0;
El Carpio;Nº explotaciones;Conejas madre;0;
El Carpio;Nº explotaciones;Colmenas;0;
El Carpio;Cabezas;Equinos;2;
El Carpio;Cabezas;Bovinos;0;
El Carpio;Cabezas;Ovinos;2813;
El Carpio;Cabezas;Caprinos;18;
El Carpio;Cabezas;Porcinos;1;
El Carpio;Cabezas;Aves corral;0;
El Carpio;Cabezas;Conejas madre;0;
El Carpio;UGT;Colmenas;0;
El Carpio;UGT;Equinos;8;
El Carpio;UGT;Bovinos;0;
El Carpio;UGT;Ovinos;281,3;
El Carpio;UGT;Caprinos;1,8;
El Carpio;UGT;Porcinos;0,3;
El Carpio;UGT;Aves corral;0;
El Carpio;UGT;Conejas madre;0;
El Guijo;Nº explotaciones;Bovinos;18;
El Guijo;Nº explotaciones;Ovinos;17;
El Guijo;Nº explotaciones;Caprinos;1;
El Guijo;Nº explotaciones;Porcinos;26;
El Guijo;Nº explotaciones;Aves corral;1;
El Guijo;Nº explotaciones;Conejas madre;0;
El Guijo;Nº explotaciones;Colmenas;0;
El Guijo;Cabezas;Equinos;9;
El Guijo;Cabezas;Bovinos;1972;
El Guijo;Cabezas;Ovinos;7908;
El Guijo;Cabezas;Caprinos;16;
El Guijo;Cabezas;Porcinos;3480;
El Guijo;Cabezas;Aves corral;8;
El Guijo;Cabezas;Conejas madre;0;
El Guijo;UGT;Colmenas;0;
El Guijo;UGT;Equinos;23;
El Guijo;UGT;Bovinos;1487,9;
El Guijo;UGT;Ovinos;790,8;
El Guijo;UGT;Caprinos;1,6;
El Guijo;UGT;Porcinos;856,859;
El Guijo;UGT;Aves corral;0,112;
El Guijo;UGT;Conejas madre;0;
El Viso;Nº explotaciones;Bovinos;27;
El Viso;Nº explotaciones;Ovinos;55;
El Viso;Nº explotaciones;Caprinos;6;
El Viso;Nº explotaciones;Porcinos;12;
El Viso;Nº explotaciones;Aves corral;9;
El Viso;Nº explotaciones;Conejas madre;0;
El Viso;Nº explotaciones;Colmenas;0;
El Viso;Cabezas;Equinos;26;
El Viso;Cabezas;Bovinos;4836;
El Viso;Cabezas;Ovinos;39113;
El Viso;Cabezas;Caprinos;571;
El Viso;Cabezas;Porcinos;1975;
El Viso;Cabezas;Aves corral;335591;
El Viso;Cabezas;Conejas madre;0;
El Viso;UGT;Colmenas;0;
El Viso;UGT;Equinos;108;
El Viso;UGT;Bovinos;3772,1;
El Viso;UGT;Ovinos;3911,3;
El Viso;UGT;Caprinos;57,1;
El Viso;UGT;Porcinos;471,37;
El Viso;UGT;Aves corral;2392,817;
El Viso;UGT;Conejas madre;0;
Encinas Reales;Nº explotaciones;Bovinos;0;
Encinas Reales;Nº explotaciones;Ovinos;1;
Encinas Reales;Nº explotaciones;Caprinos;1;
Encinas Reales;Nº explotaciones;Porcinos;0;
Encinas Reales;Nº explotaciones;Aves corral;2;
Encinas Reales;Nº explotaciones;Conejas madre;0;
Encinas Reales;Nº explotaciones;Colmenas;0;
Encinas Reales;Cabezas;Equinos;1;
Encinas Reales;Cabezas;Bovinos;0;
Encinas Reales;Cabezas;Ovinos;270;
Encinas Reales;Cabezas;Caprinos;35;
Encinas Reales;Cabezas;Porcinos;0;
Encinas Reales;Cabezas;Aves corral;7250;
Encinas Reales;Cabezas;Conejas madre;0;
Encinas Reales;UGT;Colmenas;0;
Encinas Reales;UGT;Equinos;1;
Encinas Reales;UGT;Bovinos;0;
Encinas Reales;UGT;Ovinos;27;
Encinas Reales;UGT;Caprinos;3,5;
Encinas Reales;UGT;Porcinos;0;
Encinas Reales;UGT;Aves corral;217,5;
Encinas Reales;UGT;Conejas madre;0;
Espejo;Nº explotaciones;Bovinos;0;
Espejo;Nº explotaciones;Ovinos;1;
Espejo;Nº explotaciones;Caprinos;2;
Espejo;Nº explotaciones;Porcinos;0;
Espejo;Nº explotaciones;Aves corral;0;
Espejo;Nº explotaciones;Conejas madre;0;
Espejo;Nº explotaciones;Colmenas;0;
Espejo;Cabezas;Equinos;2;
Espejo;Cabezas;Bovinos;0;
Espejo;Cabezas;Ovinos;1124;
Espejo;Cabezas;Caprinos;409;
Espejo;Cabezas;Porcinos;0;
Espejo;Cabezas;Aves corral;0;
Espejo;Cabezas;Conejas madre;0;
Espejo;UGT;Colmenas;0;
Espejo;UGT;Equinos;4;
Espejo;UGT;Bovinos;0;
Espejo;UGT;Ovinos;112,4;
Espejo;UGT;Caprinos;40,9;
Espejo;UGT;Porcinos;0;
Espejo;UGT;Aves corral;0;
Espejo;UGT;Conejas madre;0;
Espiel;Nº explotaciones;Bovinos;25;
Espiel;Nº explotaciones;Ovinos;55;
Espiel;Nº explotaciones;Caprinos;9;
Espiel;Nº explotaciones;Porcinos;23;
Espiel;Nº explotaciones;Aves corral;0;
Espiel;Nº explotaciones;Conejas madre;0;
Espiel;Nº explotaciones;Colmenas;4;
Espiel;Cabezas;Equinos;38;
Espiel;Cabezas;Bovinos;2004;
Espiel;Cabezas;Ovinos;17361;
Espiel;Cabezas;Caprinos;887;
Espiel;Cabezas;Porcinos;4887;
Espiel;Cabezas;Aves corral;0;
Espiel;Cabezas;Conejas madre;0;
Espiel;UGT;Colmenas;208;
Espiel;UGT;Equinos;356;
Espiel;UGT;Bovinos;1443,8;
Espiel;UGT;Ovinos;1736,1;
Espiel;UGT;Caprinos;88,7;
Espiel;UGT;Porcinos;1366,719;
Espiel;UGT;Aves corral;0;
Espiel;UGT;Conejas madre;0;
Fernán-Núñez;Nº explotaciones;Bovinos;0;
Fernán-Núñez;Nº explotaciones;Ovinos;4;
Fernán-Núñez;Nº explotaciones;Caprinos;1;
Fernán-Núñez;Nº explotaciones;Porcinos;0;
Fernán-Núñez;Nº explotaciones;Aves corral;0;
Fernán-Núñez;Nº explotaciones;Conejas madre;0;
Fernán-Núñez;Nº explotaciones;Colmenas;0;
Fernán-Núñez;Cabezas;Equinos;1;
Fernán-Núñez;Cabezas;Bovinos;0;
Fernán-Núñez;Cabezas;Ovinos;595;
Fernán-Núñez;Cabezas;Caprinos;21;
Fernán-Núñez;Cabezas;Porcinos;0;
Fernán-Núñez;Cabezas;Aves corral;0;
Fernán-Núñez;Cabezas;Conejas madre;0;
Fernán-Núñez;UGT;Colmenas;0;
Fernán-Núñez;UGT;Equinos;1;
Fernán-Núñez;UGT;Bovinos;0;
Fernán-Núñez;UGT;Ovinos;59,5;
Fernán-Núñez;UGT;Caprinos;2,1;
Fernán-Núñez;UGT;Porcinos;0;
Fernán-Núñez;UGT;Aves corral;0;
Fernán-Núñez;UGT;Conejas madre;0;
Fuente Carreteros;Nº explotaciones;Bovinos;0;
Fuente Carreteros;Nº explotaciones;Ovinos;0;
Fuente Carreteros;Nº explotaciones;Caprinos;0;
Fuente Carreteros;Nº explotaciones;Porcinos;0;
Fuente Carreteros;Nº explotaciones;Aves corral;0;
Fuente Carreteros;Nº explotaciones;Conejas madre;0;
Fuente Carreteros;Nº explotaciones;Colmenas;0;
Fuente Carreteros;Cabezas;Equinos;0;
Fuente Carreteros;Cabezas;Bovinos;0;
Fuente Carreteros;Cabezas;Ovinos;0;
Fuente Carreteros;Cabezas;Caprinos;0;
Fuente Carreteros;Cabezas;Porcinos;0;
Fuente Carreteros;Cabezas;Aves corral;0;
Fuente Carreteros;Cabezas;Conejas madre;0;
Fuente Carreteros;UGT;Colmenas;0;
Fuente Carreteros;UGT;Equinos;0;
Fuente Carreteros;UGT;Bovinos;0;
Fuente Carreteros;UGT;Ovinos;0;
Fuente Carreteros;UGT;Caprinos;0;
Fuente Carreteros;UGT;Porcinos;0;
Fuente Carreteros;UGT;Aves corral;0;
Fuente Carreteros;UGT;Conejas madre;0;
Fuente la Lancha;Nº explotaciones;Bovinos;3;
Fuente la Lancha;Nº explotaciones;Ovinos;5;
Fuente la Lancha;Nº explotaciones;Caprinos;1;
Fuente la Lancha;Nº explotaciones;Porcinos;2;
Fuente la Lancha;Nº explotaciones;Aves corral;0;
Fuente la Lancha;Nº explotaciones;Conejas madre;0;
Fuente la Lancha;Nº explotaciones;Colmenas;0;
Fuente la Lancha;Cabezas;Equinos;2;
Fuente la Lancha;Cabezas;Bovinos;133;
Fuente la Lancha;Cabezas;Ovinos;1819;
Fuente la Lancha;Cabezas;Caprinos;10;
Fuente la Lancha;Cabezas;Porcinos;7;
Fuente la Lancha;Cabezas;Aves corral;0;
Fuente la Lancha;Cabezas;Conejas madre;0;
Fuente la Lancha;UGT;Colmenas;0;
Fuente la Lancha;UGT;Equinos;3;
Fuente la Lancha;UGT;Bovinos;97,1;
Fuente la Lancha;UGT;Ovinos;181,9;
Fuente la Lancha;UGT;Caprinos;1;
Fuente la Lancha;UGT;Porcinos;2,7;
Fuente la Lancha;UGT;Aves corral;0;
Fuente la Lancha;UGT;Conejas madre;0;
Fuente Obejuna;Nº explotaciones;Bovinos;35;
Fuente Obejuna;Nº explotaciones;Ovinos;167;
Fuente Obejuna;Nº explotaciones;Caprinos;42;
Fuente Obejuna;Nº explotaciones;Porcinos;125;
Fuente Obejuna;Nº explotaciones;Aves corral;14;
Fuente Obejuna;Nº explotaciones;Conejas madre;0;
Fuente Obejuna;Nº explotaciones;Colmenas;2;
Fuente Obejuna;Cabezas;Equinos;47;
Fuente Obejuna;Cabezas;Bovinos;1924;
Fuente Obejuna;Cabezas;Ovinos;89916;
Fuente Obejuna;Cabezas;Caprinos;1014;
Fuente Obejuna;Cabezas;Porcinos;43800;
Fuente Obejuna;Cabezas;Aves corral;150230;
Fuente Obejuna;Cabezas;Conejas madre;0;
Fuente Obejuna;UGT;Colmenas;70;
Fuente Obejuna;UGT;Equinos;320;
Fuente Obejuna;UGT;Bovinos;1350,1;
Fuente Obejuna;UGT;Ovinos;8991,6;
Fuente Obejuna;UGT;Caprinos;101,4;
Fuente Obejuna;UGT;Porcinos;12186,149;
Fuente Obejuna;UGT;Aves corral;1715,263;
Fuente Obejuna;UGT;Conejas madre;0;
Fuente Palmera;Nº explotaciones;Bovinos;9;
Fuente Palmera;Nº explotaciones;Ovinos;6;
Fuente Palmera;Nº explotaciones;Caprinos;3;
Fuente Palmera;Nº explotaciones;Porcinos;0;
Fuente Palmera;Nº explotaciones;Aves corral;4;
Fuente Palmera;Nº explotaciones;Conejas madre;0;
Fuente Palmera;Nº explotaciones;Colmenas;3;
Fuente Palmera;Cabezas;Equinos;8;
Fuente Palmera;Cabezas;Bovinos;1021;
Fuente Palmera;Cabezas;Ovinos;1270;
Fuente Palmera;Cabezas;Caprinos;1062;
Fuente Palmera;Cabezas;Porcinos;0;
Fuente Palmera;Cabezas;Aves corral;2879;
Fuente Palmera;Cabezas;Conejas madre;0;
Fuente Palmera;UGT;Colmenas;164;
Fuente Palmera;UGT;Equinos;27;
Fuente Palmera;UGT;Bovinos;766,6;
Fuente Palmera;UGT;Ovinos;127;
Fuente Palmera;UGT;Caprinos;106,2;
Fuente Palmera;UGT;Porcinos;0;
Fuente Palmera;UGT;Aves corral;40,061;
Fuente Palmera;UGT;Conejas madre;0;
Fuente-Tójar;Nº explotaciones;Bovinos;0;
Fuente-Tójar;Nº explotaciones;Ovinos;1;
Fuente-Tójar;Nº explotaciones;Caprinos;2;
Fuente-Tójar;Nº explotaciones;Porcinos;1;
Fuente-Tójar;Nº explotaciones;Aves corral;0;
Fuente-Tójar;Nº explotaciones;Conejas madre;0;
Fuente-Tójar;Nº explotaciones;Colmenas;1;
Fuente-Tójar;Cabezas;Equinos;3;
Fuente-Tójar;Cabezas;Bovinos;0;
Fuente-Tójar;Cabezas;Ovinos;13;
Fuente-Tójar;Cabezas;Caprinos;234;
Fuente-Tójar;Cabezas;Porcinos;1;
Fuente-Tójar;Cabezas;Aves corral;0;
Fuente-Tójar;Cabezas;Conejas madre;0;
Fuente-Tójar;UGT;Colmenas;77;
Fuente-Tójar;UGT;Equinos;5;
Fuente-Tójar;UGT;Bovinos;0;
Fuente-Tójar;UGT;Ovinos;1,3;
Fuente-Tójar;UGT;Caprinos;23,4;
Fuente-Tójar;UGT;Porcinos;0,3;
Fuente-Tójar;UGT;Aves corral;0;
Fuente-Tójar;UGT;Conejas madre;0;
Guadalcázar;Nº explotaciones;Bovinos;0;
Guadalcázar;Nº explotaciones;Ovinos;3;
Guadalcázar;Nº explotaciones;Caprinos;1;
Guadalcázar;Nº explotaciones;Porcinos;0;
Guadalcázar;Nº explotaciones;Aves corral;1;
Guadalcázar;Nº explotaciones;Conejas madre;0;
Guadalcázar;Nº explotaciones;Colmenas;0;
Guadalcázar;Cabezas;Equinos;0;
Guadalcázar;Cabezas;Bovinos;0;
Guadalcázar;Cabezas;Ovinos;4172;
Guadalcázar;Cabezas;Caprinos;332;
Guadalcázar;Cabezas;Porcinos;0;
Guadalcázar;Cabezas;Aves corral;2000;
Guadalcázar;Cabezas;Conejas madre;0;
Guadalcázar;UGT;Colmenas;0;
Guadalcázar;UGT;Equinos;0;
Guadalcázar;UGT;Bovinos;0;
Guadalcázar;UGT;Ovinos;417,2;
Guadalcázar;UGT;Caprinos;33,2;
Guadalcázar;UGT;Porcinos;0;
Guadalcázar;UGT;Aves corral;28;
Guadalcázar;UGT;Conejas madre;0;
Hinojosa del Duque;Nº explotaciones;Bovinos;40;
Hinojosa del Duque;Nº explotaciones;Ovinos;129;
Hinojosa del Duque;Nº explotaciones;Caprinos;28;
Hinojosa del Duque;Nº explotaciones;Porcinos;44;
Hinojosa del Duque;Nº explotaciones;Aves corral;4;
Hinojosa del Duque;Nº explotaciones;Conejas madre;0;
Hinojosa del Duque;Nº explotaciones;Colmenas;2;
Hinojosa del Duque;Cabezas;Equinos;36;
Hinojosa del Duque;Cabezas;Bovinos;4715;
Hinojosa del Duque;Cabezas;Ovinos;80080;
Hinojosa del Duque;Cabezas;Caprinos;1469;
Hinojosa del Duque;Cabezas;Porcinos;4019;
Hinojosa del Duque;Cabezas;Aves corral;110196;
Hinojosa del Duque;Cabezas;Conejas madre;0;
Hinojosa del Duque;UGT;Colmenas;17;
Hinojosa del Duque;UGT;Equinos;110;
Hinojosa del Duque;UGT;Bovinos;3482,2;
Hinojosa del Duque;UGT;Ovinos;8008;
Hinojosa del Duque;UGT;Caprinos;146,9;
Hinojosa del Duque;UGT;Porcinos;1115,166;
Hinojosa del Duque;UGT;Aves corral;785,904;
Hinojosa del Duque;UGT;Conejas madre;0;
Hornachuelos;Nº explotaciones;Bovinos;17;
Hornachuelos;Nº explotaciones;Ovinos;15;
Hornachuelos;Nº explotaciones;Caprinos;9;
Hornachuelos;Nº explotaciones;Porcinos;13;
Hornachuelos;Nº explotaciones;Aves corral;0;
Hornachuelos;Nº explotaciones;Conejas madre;0;
Hornachuelos;Nº explotaciones;Colmenas;4;
Hornachuelos;Cabezas;Equinos;24;
Hornachuelos;Cabezas;Bovinos;1639;
Hornachuelos;Cabezas;Ovinos;5852;
Hornachuelos;Cabezas;Caprinos;2737;
Hornachuelos;Cabezas;Porcinos;4145;
Hornachuelos;Cabezas;Aves corral;0;
Hornachuelos;Cabezas;Conejas madre;0;
