Territorio;Características básicas de la explotación;Medida;Valor;
Bollullos de la Mitación;UGT;Caprinos;0;
Bollullos de la Mitación;UGT;Porcinos;1020,66;
Bollullos de la Mitación;UGT;Aves corral;141,12;
Bollullos de la Mitación;UGT;Conejas madre;0;
Bormujos;Nº explotaciones;Bovinos;4;
Bormujos;Nº explotaciones;Ovinos;0;
Bormujos;Nº explotaciones;Caprinos;0;
Bormujos;Nº explotaciones;Porcinos;1;
Bormujos;Nº explotaciones;Aves corral;0;
Bormujos;Nº explotaciones;Conejas madre;0;
Bormujos;Nº explotaciones;Colmenas;0;
Bormujos;Cabezas;Equinos;3;
Bormujos;Cabezas;Bovinos;54;
Bormujos;Cabezas;Ovinos;0;
Bormujos;Cabezas;Caprinos;0;
Bormujos;Cabezas;Porcinos;2171;
Bormujos;Cabezas;Aves corral;0;
Bormujos;Cabezas;Conejas madre;0;
Bormujos;UGT;Colmenas;0;
Bormujos;UGT;Equinos;37;
Bormujos;UGT;Bovinos;46,1;
Bormujos;UGT;Ovinos;0;
Bormujos;UGT;Caprinos;0;
Bormujos;UGT;Porcinos;597,75;
Bormujos;UGT;Aves corral;0;
Bormujos;UGT;Conejas madre;0;
Brenes;Nº explotaciones;Bovinos;2;
Brenes;Nº explotaciones;Ovinos;1;
Brenes;Nº explotaciones;Caprinos;1;
Brenes;Nº explotaciones;Porcinos;0;
Brenes;Nº explotaciones;Aves corral;1;
Brenes;Nº explotaciones;Conejas madre;0;
Brenes;Nº explotaciones;Colmenas;0;
Brenes;Cabezas;Equinos;1;
Brenes;Cabezas;Bovinos;270;
Brenes;Cabezas;Ovinos;758;
Brenes;Cabezas;Caprinos;17;
Brenes;Cabezas;Porcinos;0;
Brenes;Cabezas;Aves corral;95000;
Brenes;Cabezas;Conejas madre;0;
Brenes;UGT;Colmenas;0;
Brenes;UGT;Equinos;6;
Brenes;UGT;Bovinos;270;
Brenes;UGT;Ovinos;75,8;
Brenes;UGT;Caprinos;1,7;
Brenes;UGT;Porcinos;0;
Brenes;UGT;Aves corral;1330;
Brenes;UGT;Conejas madre;0;
Burguillos;Nº explotaciones;Bovinos;5;
Burguillos;Nº explotaciones;Ovinos;9;
Burguillos;Nº explotaciones;Caprinos;5;
Burguillos;Nº explotaciones;Porcinos;5;
Burguillos;Nº explotaciones;Aves corral;0;
Burguillos;Nº explotaciones;Conejas madre;0;
Burguillos;Nº explotaciones;Colmenas;0;
Burguillos;Cabezas;Equinos;9;
Burguillos;Cabezas;Bovinos;431;
Burguillos;Cabezas;Ovinos;997;
Burguillos;Cabezas;Caprinos;453;
Burguillos;Cabezas;Porcinos;3694;
Burguillos;Cabezas;Aves corral;0;
Burguillos;Cabezas;Conejas madre;0;
Burguillos;UGT;Colmenas;0;
Burguillos;UGT;Equinos;49;
Burguillos;UGT;Bovinos;305,2;
Burguillos;UGT;Ovinos;99,7;
Burguillos;UGT;Caprinos;45,3;
Burguillos;UGT;Porcinos;1114,2;
Burguillos;UGT;Aves corral;0;
Burguillos;UGT;Conejas madre;0;
Camas;Nº explotaciones;Bovinos;4;
Camas;Nº explotaciones;Ovinos;0;
Camas;Nº explotaciones;Caprinos;3;
Camas;Nº explotaciones;Porcinos;0;
Camas;Nº explotaciones;Aves corral;0;
Camas;Nº explotaciones;Conejas madre;0;
Camas;Nº explotaciones;Colmenas;0;
Camas;Cabezas;Equinos;2;
Camas;Cabezas;Bovinos;35;
Camas;Cabezas;Ovinos;0;
Camas;Cabezas;Caprinos;636;
Camas;Cabezas;Porcinos;0;
Camas;Cabezas;Aves corral;0;
Camas;Cabezas;Conejas madre;0;
Camas;UGT;Colmenas;0;
Camas;UGT;Equinos;12;
Camas;UGT;Bovinos;32,7;
Camas;UGT;Ovinos;0;
Camas;UGT;Caprinos;63,6;
Camas;UGT;Porcinos;0;
Camas;UGT;Aves corral;0;
Camas;UGT;Conejas madre;0;
Cantillana;Nº explotaciones;Bovinos;3;
Cantillana;Nº explotaciones;Ovinos;3;
Cantillana;Nº explotaciones;Caprinos;2;
Cantillana;Nº explotaciones;Porcinos;4;
Cantillana;Nº explotaciones;Aves corral;3;
Cantillana;Nº explotaciones;Conejas madre;1;
Cantillana;Nº explotaciones;Colmenas;1;
Cantillana;Cabezas;Equinos;12;
Cantillana;Cabezas;Bovinos;1733;
Cantillana;Cabezas;Ovinos;260;
Cantillana;Cabezas;Caprinos;1484;
Cantillana;Cabezas;Porcinos;2441;
Cantillana;Cabezas;Aves corral;19831;
Cantillana;Cabezas;Conejas madre;2;
Cantillana;UGT;Colmenas;150;
Cantillana;UGT;Equinos;76;
Cantillana;UGT;Bovinos;991,5;
Cantillana;UGT;Ovinos;26;
Cantillana;UGT;Caprinos;148,4;
Cantillana;UGT;Porcinos;732,262;
Cantillana;UGT;Aves corral;139,162;
Cantillana;UGT;Conejas madre;0,04;
Cañada Rosal;Nº explotaciones;Bovinos;1;
Cañada Rosal;Nº explotaciones;Ovinos;8;
Cañada Rosal;Nº explotaciones;Caprinos;7;
Cañada Rosal;Nº explotaciones;Porcinos;1;
Cañada Rosal;Nº explotaciones;Aves corral;8;
Cañada Rosal;Nº explotaciones;Conejas madre;0;
Cañada Rosal;Nº explotaciones;Colmenas;1;
Cañada Rosal;Cabezas;Equinos;11;
Cañada Rosal;Cabezas;Bovinos;10;
Cañada Rosal;Cabezas;Ovinos;236;
Cañada Rosal;Cabezas;Caprinos;1153;
Cañada Rosal;Cabezas;Porcinos;1085;
Cañada Rosal;Cabezas;Aves corral;163996;
Cañada Rosal;Cabezas;Conejas madre;0;
Cañada Rosal;UGT;Colmenas;12;
Cañada Rosal;UGT;Equinos;26;
Cañada Rosal;UGT;Bovinos;9,2;
Cañada Rosal;UGT;Ovinos;23,6;
Cañada Rosal;UGT;Caprinos;115,3;
Cañada Rosal;UGT;Porcinos;139,85;
Cañada Rosal;UGT;Aves corral;1582,693;
Cañada Rosal;UGT;Conejas madre;0;
Carmona;Nº explotaciones;Bovinos;31;
Carmona;Nº explotaciones;Ovinos;25;
Carmona;Nº explotaciones;Caprinos;37;
Carmona;Nº explotaciones;Porcinos;39;
Carmona;Nº explotaciones;Aves corral;13;
Carmona;Nº explotaciones;Conejas madre;0;
Carmona;Nº explotaciones;Colmenas;1;
Carmona;Cabezas;Equinos;78;
Carmona;Cabezas;Bovinos;2761;
Carmona;Cabezas;Ovinos;8977;
Carmona;Cabezas;Caprinos;10215;
Carmona;Cabezas;Porcinos;134187;
Carmona;Cabezas;Aves corral;506230;
Carmona;Cabezas;Conejas madre;0;
Carmona;UGT;Colmenas;930;
Carmona;UGT;Equinos;790;
Carmona;UGT;Bovinos;1548,6;
Carmona;UGT;Ovinos;897,7;
Carmona;UGT;Caprinos;1021,5;
Carmona;UGT;Porcinos;31683,996;
Carmona;UGT;Aves corral;7209,113;
Carmona;UGT;Conejas madre;0;
Carrión de los Céspedes;Nº explotaciones;Bovinos;1;
Carrión de los Céspedes;Nº explotaciones;Ovinos;0;
Carrión de los Céspedes;Nº explotaciones;Caprinos;0;
Carrión de los Céspedes;Nº explotaciones;Porcinos;1;
Carrión de los Céspedes;Nº explotaciones;Aves corral;0;
Carrión de los Céspedes;Nº explotaciones;Conejas madre;0;
Carrión de los Céspedes;Nº explotaciones;Colmenas;0;
Carrión de los Céspedes;Cabezas;Equinos;1;
Carrión de los Céspedes;Cabezas;Bovinos;10;
Carrión de los Céspedes;Cabezas;Ovinos;0;
Carrión de los Céspedes;Cabezas;Caprinos;0;
Carrión de los Céspedes;Cabezas;Porcinos;8;
Carrión de los Céspedes;Cabezas;Aves corral;0;
Carrión de los Céspedes;Cabezas;Conejas madre;0;
Carrión de los Céspedes;UGT;Colmenas;0;
Carrión de los Céspedes;UGT;Equinos;15;
Carrión de los Céspedes;UGT;Bovinos;8,2;
Carrión de los Céspedes;UGT;Ovinos;0;
Carrión de los Céspedes;UGT;Caprinos;0;
Carrión de los Céspedes;UGT;Porcinos;3,8;
Carrión de los Céspedes;UGT;Aves corral;0;
Carrión de los Céspedes;UGT;Conejas madre;0;
Casariche;Nº explotaciones;Bovinos;1;
Casariche;Nº explotaciones;Ovinos;0;
Casariche;Nº explotaciones;Caprinos;4;
Casariche;Nº explotaciones;Porcinos;0;
Casariche;Nº explotaciones;Aves corral;7;
Casariche;Nº explotaciones;Conejas madre;0;
Casariche;Nº explotaciones;Colmenas;0;
Casariche;Cabezas;Equinos;4;
Casariche;Cabezas;Bovinos;117;
Casariche;Cabezas;Ovinos;0;
Casariche;Cabezas;Caprinos;2665;
Casariche;Cabezas;Porcinos;0;
Casariche;Cabezas;Aves corral;126700;
Casariche;Cabezas;Conejas madre;0;
Casariche;UGT;Colmenas;0;
Casariche;UGT;Equinos;23;
Casariche;UGT;Bovinos;102,2;
Casariche;UGT;Ovinos;0;
Casariche;UGT;Caprinos;266,5;
Casariche;UGT;Porcinos;0;
Casariche;UGT;Aves corral;1878,2;
Casariche;UGT;Conejas madre;0;
Castilblanco de los Arroyos;Nº explotaciones;Bovinos;50;
Castilblanco de los Arroyos;Nº explotaciones;Ovinos;35;
Castilblanco de los Arroyos;Nº explotaciones;Caprinos;15;
Castilblanco de los Arroyos;Nº explotaciones;Porcinos;54;
Castilblanco de los Arroyos;Nº explotaciones;Aves corral;9;
Castilblanco de los Arroyos;Nº explotaciones;Conejas madre;1;
Castilblanco de los Arroyos;Nº explotaciones;Colmenas;4;
Castilblanco de los Arroyos;Cabezas;Equinos;54;
Castilblanco de los Arroyos;Cabezas;Bovinos;5889;
Castilblanco de los Arroyos;Cabezas;Ovinos;5203;
Castilblanco de los Arroyos;Cabezas;Caprinos;2287;
Castilblanco de los Arroyos;Cabezas;Porcinos;11693;
Castilblanco de los Arroyos;Cabezas;Aves corral;10327;
Castilblanco de los Arroyos;Cabezas;Conejas madre;3;
Castilblanco de los Arroyos;UGT;Colmenas;2154;
Castilblanco de los Arroyos;UGT;Equinos;379;
Castilblanco de los Arroyos;UGT;Bovinos;4192,6;
Castilblanco de los Arroyos;UGT;Ovinos;520,3;
Castilblanco de los Arroyos;UGT;Caprinos;228,7;
Castilblanco de los Arroyos;UGT;Porcinos;3393,105;
Castilblanco de los Arroyos;UGT;Aves corral;74,353;
Castilblanco de los Arroyos;UGT;Conejas madre;0,06;
Castilleja de Guzmán;Nº explotaciones;Bovinos;0;
Castilleja de Guzmán;Nº explotaciones;Ovinos;1;
Castilleja de Guzmán;Nº explotaciones;Caprinos;1;
Castilleja de Guzmán;Nº explotaciones;Porcinos;0;
Castilleja de Guzmán;Nº explotaciones;Aves corral;0;
Castilleja de Guzmán;Nº explotaciones;Conejas madre;0;
Castilleja de Guzmán;Nº explotaciones;Colmenas;0;
Castilleja de Guzmán;Cabezas;Equinos;1;
Castilleja de Guzmán;Cabezas;Bovinos;0;
Castilleja de Guzmán;Cabezas;Ovinos;4260;
Castilleja de Guzmán;Cabezas;Caprinos;20;
Castilleja de Guzmán;Cabezas;Porcinos;0;
Castilleja de Guzmán;Cabezas;Aves corral;0;
Castilleja de Guzmán;Cabezas;Conejas madre;0;
Castilleja de Guzmán;UGT;Colmenas;0;
Castilleja de Guzmán;UGT;Equinos;20;
Castilleja de Guzmán;UGT;Bovinos;0;
Castilleja de Guzmán;UGT;Ovinos;426;
Castilleja de Guzmán;UGT;Caprinos;2;
Castilleja de Guzmán;UGT;Porcinos;0;
Castilleja de Guzmán;UGT;Aves corral;0;
Castilleja de Guzmán;UGT;Conejas madre;0;
Castilleja de la Cuesta;Nº explotaciones;Bovinos;0;
Castilleja de la Cuesta;Nº explotaciones;Ovinos;0;
Castilleja de la Cuesta;Nº explotaciones;Caprinos;0;
Castilleja de la Cuesta;Nº explotaciones;Porcinos;0;
Castilleja de la Cuesta;Nº explotaciones;Aves corral;0;
Castilleja de la Cuesta;Nº explotaciones;Conejas madre;0;
Castilleja de la Cuesta;Nº explotaciones;Colmenas;0;
Castilleja de la Cuesta;Cabezas;Equinos;0;
Castilleja de la Cuesta;Cabezas;Bovinos;0;
Castilleja de la Cuesta;Cabezas;Ovinos;0;
Castilleja de la Cuesta;Cabezas;Caprinos;0;
Castilleja de la Cuesta;Cabezas;Porcinos;0;
Castilleja de la Cuesta;Cabezas;Aves corral;0;
Castilleja de la Cuesta;Cabezas;Conejas madre;0;
Castilleja de la Cuesta;UGT;Colmenas;0;
Castilleja de la Cuesta;UGT;Equinos;0;
Castilleja de la Cuesta;UGT;Bovinos;0;
Castilleja de la Cuesta;UGT;Ovinos;0;
Castilleja de la Cuesta;UGT;Caprinos;0;
Castilleja de la Cuesta;UGT;Porcinos;0;
Castilleja de la Cuesta;UGT;Aves corral;0;
Castilleja de la Cuesta;UGT;Conejas madre;0;
Castilleja del Campo;Nº explotaciones;Bovinos;0;
Castilleja del Campo;Nº explotaciones;Ovinos;0;
Castilleja del Campo;Nº explotaciones;Caprinos;1;
Castilleja del Campo;Nº explotaciones;Porcinos;1;
Castilleja del Campo;Nº explotaciones;Aves corral;0;
Castilleja del Campo;Nº explotaciones;Conejas madre;0;
Castilleja del Campo;Nº explotaciones;Colmenas;0;
Castilleja del Campo;Cabezas;Equinos;2;
Castilleja del Campo;Cabezas;Bovinos;0;
Castilleja del Campo;Cabezas;Ovinos;0;
Castilleja del Campo;Cabezas;Caprinos;8;
Castilleja del Campo;Cabezas;Porcinos;733;
Castilleja del Campo;Cabezas;Aves corral;0;
Castilleja del Campo;Cabezas;Conejas madre;0;
Castilleja del Campo;UGT;Colmenas;0;
Castilleja del Campo;UGT;Equinos;375;
Castilleja del Campo;UGT;Bovinos;0;
Castilleja del Campo;UGT;Ovinos;0;
Castilleja del Campo;UGT;Caprinos;0,8;
Castilleja del Campo;UGT;Porcinos;219,9;
Castilleja del Campo;UGT;Aves corral;0;
Castilleja del Campo;UGT;Conejas madre;0;
Cazalla de la Sierra;Nº explotaciones;Bovinos;33;
Cazalla de la Sierra;Nº explotaciones;Ovinos;130;
Cazalla de la Sierra;Nº explotaciones;Caprinos;25;
Cazalla de la Sierra;Nº explotaciones;Porcinos;77;
Cazalla de la Sierra;Nº explotaciones;Aves corral;4;
Cazalla de la Sierra;Nº explotaciones;Conejas madre;0;
Cazalla de la Sierra;Nº explotaciones;Colmenas;2;
Cazalla de la Sierra;Cabezas;Equinos;65;
Cazalla de la Sierra;Cabezas;Bovinos;3917;
Cazalla de la Sierra;Cabezas;Ovinos;37028;
Cazalla de la Sierra;Cabezas;Caprinos;3396;
Cazalla de la Sierra;Cabezas;Porcinos;18912;
Cazalla de la Sierra;Cabezas;Aves corral;64;
Cazalla de la Sierra;Cabezas;Conejas madre;0;
Cazalla de la Sierra;UGT;Colmenas;520;
Cazalla de la Sierra;UGT;Equinos;228;
Cazalla de la Sierra;UGT;Bovinos;2825,5;
Cazalla de la Sierra;UGT;Ovinos;3702,8;
Cazalla de la Sierra;UGT;Caprinos;339,6;
Cazalla de la Sierra;UGT;Porcinos;5575,921;
Cazalla de la Sierra;UGT;Aves corral;0,896;
Cazalla de la Sierra;UGT;Conejas madre;0;
Constantina;Nº explotaciones;Bovinos;54;
Constantina;Nº explotaciones;Ovinos;154;
Constantina;Nº explotaciones;Caprinos;36;
Constantina;Nº explotaciones;Porcinos;120;
Constantina;Nº explotaciones;Aves corral;4;
Constantina;Nº explotaciones;Conejas madre;0;
Constantina;Nº explotaciones;Colmenas;1;
Constantina;Cabezas;Equinos;101;
Constantina;Cabezas;Bovinos;10725;
Constantina;Cabezas;Ovinos;39013;
Constantina;Cabezas;Caprinos;5111;
Constantina;Cabezas;Porcinos;49766;
Constantina;Cabezas;Aves corral;1835;
Constantina;Cabezas;Conejas madre;0;
Constantina;UGT;Colmenas;286;
Constantina;UGT;Equinos;754;
Constantina;UGT;Bovinos;7585,4;
Constantina;UGT;Ovinos;3901,3;
Constantina;UGT;Caprinos;511,1;
Constantina;UGT;Porcinos;14719,1;
Constantina;UGT;Aves corral;25,085;
Constantina;UGT;Conejas madre;0;
Coria del Río;Nº explotaciones;Bovinos;7;
Coria del Río;Nº explotaciones;Ovinos;0;
Coria del Río;Nº explotaciones;Caprinos;1;
Coria del Río;Nº explotaciones;Porcinos;0;
Coria del Río;Nº explotaciones;Aves corral;2;
Coria del Río;Nº explotaciones;Conejas madre;0;
Coria del Río;Nº explotaciones;Colmenas;0;
Coria del Río;Cabezas;Equinos;7;
Coria del Río;Cabezas;Bovinos;197;
Coria del Río;Cabezas;Ovinos;0;
Coria del Río;Cabezas;Caprinos;159;
Coria del Río;Cabezas;Porcinos;0;
Coria del Río;Cabezas;Aves corral;265;
Coria del Río;Cabezas;Conejas madre;0;
Coria del Río;UGT;Colmenas;0;
Coria del Río;UGT;Equinos;73;
Coria del Río;UGT;Bovinos;154,6;
Coria del Río;UGT;Ovinos;0;
Coria del Río;UGT;Caprinos;15,9;
Coria del Río;UGT;Porcinos;0;
Coria del Río;UGT;Aves corral;7,71;
Coria del Río;UGT;Conejas madre;0;
Coripe;Nº explotaciones;Bovinos;5;
Coripe;Nº explotaciones;Ovinos;3;
Coripe;Nº explotaciones;Caprinos;4;
Coripe;Nº explotaciones;Porcinos;7;
Coripe;Nº explotaciones;Aves corral;1;
Coripe;Nº explotaciones;Conejas madre;0;
Coripe;Nº explotaciones;Colmenas;3;
Coripe;Cabezas;Equinos;7;
Coripe;Cabezas;Bovinos;1002;
Coripe;Cabezas;Ovinos;3612;
Coripe;Cabezas;Caprinos;1646;
Coripe;Cabezas;Porcinos;1190;
Coripe;Cabezas;Aves corral;4000;
Coripe;Cabezas;Conejas madre;0;
Coripe;UGT;Colmenas;518;
Coripe;UGT;Equinos;226;
Coripe;UGT;Bovinos;688,3;
Coripe;UGT;Ovinos;361,2;
Coripe;UGT;Caprinos;164,6;
Coripe;UGT;Porcinos;316,75;
Coripe;UGT;Aves corral;120;
Coripe;UGT;Conejas madre;0;
Dos Hermanas;Nº explotaciones;Bovinos;10;
Dos Hermanas;Nº explotaciones;Ovinos;3;
Dos Hermanas;Nº explotaciones;Caprinos;1;
Dos Hermanas;Nº explotaciones;Porcinos;0;
Dos Hermanas;Nº explotaciones;Aves corral;2;
Dos Hermanas;Nº explotaciones;Conejas madre;0;
Dos Hermanas;Nº explotaciones;Colmenas;0;
Dos Hermanas;Cabezas;Equinos;16;
Dos Hermanas;Cabezas;Bovinos;1255;
Dos Hermanas;Cabezas;Ovinos;1833;
Dos Hermanas;Cabezas;Caprinos;162;
Dos Hermanas;Cabezas;Porcinos;0;
Dos Hermanas;Cabezas;Aves corral;100;
Dos Hermanas;Cabezas;Conejas madre;0;
Dos Hermanas;UGT;Colmenas;0;
Dos Hermanas;UGT;Equinos;200;
Dos Hermanas;UGT;Bovinos;962,2;
Dos Hermanas;UGT;Ovinos;183,3;
Dos Hermanas;UGT;Caprinos;16,2;
Dos Hermanas;UGT;Porcinos;0;
Dos Hermanas;UGT;Aves corral;1,4;
Dos Hermanas;UGT;Conejas madre;0;
Écija;Nº explotaciones;Bovinos;17;
Écija;Nº explotaciones;Ovinos;10;
Écija;Nº explotaciones;Caprinos;11;
Écija;Nº explotaciones;Porcinos;9;
Écija;Nº explotaciones;Aves corral;13;
Écija;Nº explotaciones;Conejas madre;0;
Écija;Nº explotaciones;Colmenas;1;
Écija;Cabezas;Equinos;32;
Écija;Cabezas;Bovinos;3067;
Écija;Cabezas;Ovinos;1904;
Écija;Cabezas;Caprinos;3634;
Écija;Cabezas;Porcinos;31949;
Écija;Cabezas;Aves corral;102316;
Écija;Cabezas;Conejas madre;0;
Écija;UGT;Colmenas;14;
Écija;UGT;Equinos;205;
Écija;UGT;Bovinos;2465,8;
Écija;UGT;Ovinos;190,4;
Écija;UGT;Caprinos;363,4;
Écija;UGT;Porcinos;8403,809;
Écija;UGT;Aves corral;2237,172;
Écija;UGT;Conejas madre;0;
El Castillo de las Guardas;Nº explotaciones;Bovinos;34;
El Castillo de las Guardas;Nº explotaciones;Ovinos;56;
El Castillo de las Guardas;Nº explotaciones;Caprinos;25;
El Castillo de las Guardas;Nº explotaciones;Porcinos;40;
El Castillo de las Guardas;Nº explotaciones;Aves corral;4;
El Castillo de las Guardas;Nº explotaciones;Conejas madre;0;
El Castillo de las Guardas;Nº explotaciones;Colmenas;2;
El Castillo de las Guardas;Cabezas;Equinos;22;
El Castillo de las Guardas;Cabezas;Bovinos;7134;
El Castillo de las Guardas;Cabezas;Ovinos;4029;
El Castillo de las Guardas;Cabezas;Caprinos;3067;
El Castillo de las Guardas;Cabezas;Porcinos;8581;
El Castillo de las Guardas;Cabezas;Aves corral;52506;
El Castillo de las Guardas;Cabezas;Conejas madre;0;
El Castillo de las Guardas;UGT;Colmenas;1170;
El Castillo de las Guardas;UGT;Equinos;244;
El Castillo de las Guardas;UGT;Bovinos;5222,2;
El Castillo de las Guardas;UGT;Ovinos;402,9;
El Castillo de las Guardas;UGT;Caprinos;306,7;
El Castillo de las Guardas;UGT;Porcinos;2169,179;
El Castillo de las Guardas;UGT;Aves corral;908,224;
El Castillo de las Guardas;UGT;Conejas madre;0;
El Coronil;Nº explotaciones;Bovinos;0;
El Coronil;Nº explotaciones;Ovinos;1;
El Coronil;Nº explotaciones;Caprinos;2;
El Coronil;Nº explotaciones;Porcinos;1;
El Coronil;Nº explotaciones;Aves corral;0;
El Coronil;Nº explotaciones;Conejas madre;0;
El Coronil;Nº explotaciones;Colmenas;0;
El Coronil;Cabezas;Equinos;7;
El Coronil;Cabezas;Bovinos;0;
El Coronil;Cabezas;Ovinos;791;
El Coronil;Cabezas;Caprinos;525;
El Coronil;Cabezas;Porcinos;212;
El Coronil;Cabezas;Aves corral;0;
El Coronil;Cabezas;Conejas madre;0;
El Coronil;UGT;Colmenas;0;
El Coronil;UGT;Equinos;35;
El Coronil;UGT;Bovinos;0;
El Coronil;UGT;Ovinos;79,1;
El Coronil;UGT;Caprinos;52,5;
El Coronil;UGT;Porcinos;75,4;
El Coronil;UGT;Aves corral;0;
El Coronil;UGT;Conejas madre;0;
El Cuervo de Sevilla;Nº explotaciones;Bovinos;1;
El Cuervo de Sevilla;Nº explotaciones;Ovinos;8;
El Cuervo de Sevilla;Nº explotaciones;Caprinos;5;
El Cuervo de Sevilla;Nº explotaciones;Porcinos;1;
El Cuervo de Sevilla;Nº explotaciones;Aves corral;1;
El Cuervo de Sevilla;Nº explotaciones;Conejas madre;0;
El Cuervo de Sevilla;Nº explotaciones;Colmenas;0;
El Cuervo de Sevilla;Cabezas;Equinos;3;
El Cuervo de Sevilla;Cabezas;Bovinos;2;
El Cuervo de Sevilla;Cabezas;Ovinos;1406;
El Cuervo de Sevilla;Cabezas;Caprinos;711;
El Cuervo de Sevilla;Cabezas;Porcinos;1;
El Cuervo de Sevilla;Cabezas;Aves corral;11;
El Cuervo de Sevilla;Cabezas;Conejas madre;0;
El Cuervo de Sevilla;UGT;Colmenas;0;
El Cuervo de Sevilla;UGT;Equinos;38;
El Cuervo de Sevilla;UGT;Bovinos;1,7;
El Cuervo de Sevilla;UGT;Ovinos;140,6;
El Cuervo de Sevilla;UGT;Caprinos;71,1;
El Cuervo de Sevilla;UGT;Porcinos;0,5;
El Cuervo de Sevilla;UGT;Aves corral;0,147;
El Cuervo de Sevilla;UGT;Conejas madre;0;
El Garrobo;Nº explotaciones;Bovinos;5;
El Garrobo;Nº explotaciones;Ovinos;5;
El Garrobo;Nº explotaciones;Caprinos;1;
El Garrobo;Nº explotaciones;Porcinos;1;
El Garrobo;Nº explotaciones;Aves corral;0;
El Garrobo;Nº explotaciones;Conejas madre;0;
El Garrobo;Nº explotaciones;Colmenas;0;
El Garrobo;Cabezas;Equinos;7;
El Garrobo;Cabezas;Bovinos;812;
El Garrobo;Cabezas;Ovinos;229;
El Garrobo;Cabezas;Caprinos;184;
El Garrobo;Cabezas;Porcinos;570;
El Garrobo;Cabezas;Aves corral;0;
El Garrobo;Cabezas;Conejas madre;0;
El Garrobo;UGT;Colmenas;0;
El Garrobo;UGT;Equinos;57;
El Garrobo;UGT;Bovinos;600,1;
El Garrobo;UGT;Ovinos;22,9;
El Garrobo;UGT;Caprinos;18,4;
El Garrobo;UGT;Porcinos;171;
El Garrobo;UGT;Aves corral;0;
El Garrobo;UGT;Conejas madre;0;
El Madroño;Nº explotaciones;Bovinos;7;
El Madroño;Nº explotaciones;Ovinos;19;
El Madroño;Nº explotaciones;Caprinos;5;
El Madroño;Nº explotaciones;Porcinos;15;
El Madroño;Nº explotaciones;Aves corral;2;
El Madroño;Nº explotaciones;Conejas madre;0;
El Madroño;Nº explotaciones;Colmenas;4;
El Madroño;Cabezas;Equinos;9;
El Madroño;Cabezas;Bovinos;655;
El Madroño;Cabezas;Ovinos;1403;
El Madroño;Cabezas;Caprinos;172;
El Madroño;Cabezas;Porcinos;313;
El Madroño;Cabezas;Aves corral;10209;
El Madroño;Cabezas;Conejas madre;0;
El Madroño;UGT;Colmenas;1105;
El Madroño;UGT;Equinos;28;
El Madroño;UGT;Bovinos;470;
El Madroño;UGT;Ovinos;140,3;
El Madroño;UGT;Caprinos;17,2;
El Madroño;UGT;Porcinos;78,8;
El Madroño;UGT;Aves corral;306,126;
El Madroño;UGT;Conejas madre;0;
El Pedroso;Nº explotaciones;Bovinos;42;
El Pedroso;Nº explotaciones;Ovinos;57;
El Pedroso;Nº explotaciones;Caprinos;12;
El Pedroso;Nº explotaciones;Porcinos;25;
El Pedroso;Nº explotaciones;Aves corral;5;
El Pedroso;Nº explotaciones;Conejas madre;0;
El Pedroso;Nº explotaciones;Colmenas;2;
El Pedroso;Cabezas;Equinos;35;
El Pedroso;Cabezas;Bovinos;6024;
El Pedroso;Cabezas;Ovinos;11268;
El Pedroso;Cabezas;Caprinos;360;
El Pedroso;Cabezas;Porcinos;13145;
El Pedroso;Cabezas;Aves corral;104;
El Pedroso;Cabezas;Conejas madre;0;
El Pedroso;UGT;Colmenas;290;
El Pedroso;UGT;Equinos;157;
El Pedroso;UGT;Bovinos;4373,9;
El Pedroso;UGT;Ovinos;1126,8;
El Pedroso;UGT;Caprinos;36;
El Pedroso;UGT;Porcinos;3843,579;
El Pedroso;UGT;Aves corral;1,224;
El Pedroso;UGT;Conejas madre;0;
El Real de la Jara;Nº explotaciones;Bovinos;33;
El Real de la Jara;Nº explotaciones;Ovinos;44;
El Real de la Jara;Nº explotaciones;Caprinos;20;
El Real de la Jara;Nº explotaciones;Porcinos;60;
El Real de la Jara;Nº explotaciones;Aves corral;4;
El Real de la Jara;Nº explotaciones;Conejas madre;0;
El Real de la Jara;Nº explotaciones;Colmenas;0;
El Real de la Jara;Cabezas;Equinos;32;
El Real de la Jara;Cabezas;Bovinos;2521;
El Real de la Jara;Cabezas;Ovinos;10242;
El Real de la Jara;Cabezas;Caprinos;5384;
El Real de la Jara;Cabezas;Porcinos;11743;
El Real de la Jara;Cabezas;Aves corral;293;
El Real de la Jara;Cabezas;Conejas madre;0;
El Real de la Jara;UGT;Colmenas;0;
El Real de la Jara;UGT;Equinos;109;
El Real de la Jara;UGT;Bovinos;1743,1;
El Real de la Jara;UGT;Ovinos;1024,2;
El Real de la Jara;UGT;Caprinos;538,4;
El Real de la Jara;UGT;Porcinos;3572,379;
El Real de la Jara;UGT;Aves corral;4,102;
El Real de la Jara;UGT;Conejas madre;0;
El Ronquillo;Nº explotaciones;Bovinos;26;
El Ronquillo;Nº explotaciones;Ovinos;23;
El Ronquillo;Nº explotaciones;Caprinos;11;
El Ronquillo;Nº explotaciones;Porcinos;29;
El Ronquillo;Nº explotaciones;Aves corral;1;
El Ronquillo;Nº explotaciones;Conejas madre;0;
El Ronquillo;Nº explotaciones;Colmenas;0;
El Ronquillo;Cabezas;Equinos;26;
El Ronquillo;Cabezas;Bovinos;1677;
El Ronquillo;Cabezas;Ovinos;1619;
