Territorio;Tipo de entidad de credito;Medida;Valor;
Álora;TOTAL;Nº de oficinas;3;
Alozaina;Bancos;Nº de oficinas;-;
Alozaina;Cooperativas de credito;Nº de oficinas;1;
Alozaina;Sucursales comunitarias;Nº de oficinas;-;
Alozaina;Establecimientos financieros de credito;Nº de oficinas;-;
Alozaina;TOTAL;Nº de oficinas;1;
Alpandeire;Bancos;Nº de oficinas;-;
Alpandeire;Cooperativas de credito;Nº de oficinas;-;
Alpandeire;Sucursales comunitarias;Nº de oficinas;-;
Alpandeire;Establecimientos financieros de credito;Nº de oficinas;-;
Alpandeire;TOTAL;Nº de oficinas;-;
Antequera;Bancos;Nº de oficinas;11;
Antequera;Cooperativas de credito;Nº de oficinas;4;
Antequera;Sucursales comunitarias;Nº de oficinas;-;
Antequera;Establecimientos financieros de credito;Nº de oficinas;-;
Antequera;TOTAL;Nº de oficinas;15;
Árchez;Bancos;Nº de oficinas;-;
Árchez;Cooperativas de credito;Nº de oficinas;-;
Árchez;Sucursales comunitarias;Nº de oficinas;-;
Árchez;Establecimientos financieros de credito;Nº de oficinas;-;
Árchez;TOTAL;Nº de oficinas;-;
Archidona;Bancos;Nº de oficinas;3;
Archidona;Cooperativas de credito;Nº de oficinas;2;
Archidona;Sucursales comunitarias;Nº de oficinas;-;
Archidona;Establecimientos financieros de credito;Nº de oficinas;-;
Archidona;TOTAL;Nº de oficinas;5;
Ardales;Bancos;Nº de oficinas;1;
Ardales;Cooperativas de credito;Nº de oficinas;1;
Ardales;Sucursales comunitarias;Nº de oficinas;-;
Ardales;Establecimientos financieros de credito;Nº de oficinas;-;
Ardales;TOTAL;Nº de oficinas;2;
Arenas;Bancos;Nº de oficinas;-;
Arenas;Cooperativas de credito;Nº de oficinas;-;
Arenas;Sucursales comunitarias;Nº de oficinas;-;
Arenas;Establecimientos financieros de credito;Nº de oficinas;-;
Arenas;TOTAL;Nº de oficinas;-;
Arriate;Bancos;Nº de oficinas;2;
Arriate;Cooperativas de credito;Nº de oficinas;-;
Arriate;Sucursales comunitarias;Nº de oficinas;-;
Arriate;Establecimientos financieros de credito;Nº de oficinas;-;
Arriate;TOTAL;Nº de oficinas;2;
Atajate;Bancos;Nº de oficinas;-;
Atajate;Cooperativas de credito;Nº de oficinas;-;
Atajate;Sucursales comunitarias;Nº de oficinas;-;
Atajate;Establecimientos financieros de credito;Nº de oficinas;-;
Atajate;TOTAL;Nº de oficinas;-;
Benadalid;Bancos;Nº de oficinas;-;
Benadalid;Cooperativas de credito;Nº de oficinas;-;
Benadalid;Sucursales comunitarias;Nº de oficinas;-;
Benadalid;Establecimientos financieros de credito;Nº de oficinas;-;
Benadalid;TOTAL;Nº de oficinas;-;
Benahavís;Bancos;Nº de oficinas;2;
Benahavís;Cooperativas de credito;Nº de oficinas;1;
Benahavís;Sucursales comunitarias;Nº de oficinas;-;
Benahavís;Establecimientos financieros de credito;Nº de oficinas;-;
Benahavís;TOTAL;Nº de oficinas;3;
Benalauría;Bancos;Nº de oficinas;-;
Benalauría;Cooperativas de credito;Nº de oficinas;-;
Benalauría;Sucursales comunitarias;Nº de oficinas;-;
Benalauría;Establecimientos financieros de credito;Nº de oficinas;-;
Benalauría;TOTAL;Nº de oficinas;-;
Benalmádena;Bancos;Nº de oficinas;16;
Benalmádena;Cooperativas de credito;Nº de oficinas;3;
Benalmádena;Sucursales comunitarias;Nº de oficinas;-;
Benalmádena;Establecimientos financieros de credito;Nº de oficinas;-;
Benalmádena;TOTAL;Nº de oficinas;19;
Benamargosa;Bancos;Nº de oficinas;-;
Benamargosa;Cooperativas de credito;Nº de oficinas;1;
Benamargosa;Sucursales comunitarias;Nº de oficinas;-;
Benamargosa;Establecimientos financieros de credito;Nº de oficinas;-;
Benamargosa;TOTAL;Nº de oficinas;1;
Benamocarra;Bancos;Nº de oficinas;-;
Benamocarra;Cooperativas de credito;Nº de oficinas;1;
Benamocarra;Sucursales comunitarias;Nº de oficinas;-;
Benamocarra;Establecimientos financieros de credito;Nº de oficinas;-;
Benamocarra;TOTAL;Nº de oficinas;1;
Benaoján;Bancos;Nº de oficinas;1;
Benaoján;Cooperativas de credito;Nº de oficinas;-;
Benaoján;Sucursales comunitarias;Nº de oficinas;-;
Benaoján;Establecimientos financieros de credito;Nº de oficinas;-;
Benaoján;TOTAL;Nº de oficinas;1;
Benarrabá;Bancos;Nº de oficinas;-;
Benarrabá;Cooperativas de credito;Nº de oficinas;-;
Benarrabá;Sucursales comunitarias;Nº de oficinas;-;
Benarrabá;Establecimientos financieros de credito;Nº de oficinas;-;
Benarrabá;TOTAL;Nº de oficinas;-;
Campillos;Bancos;Nº de oficinas;2;
Campillos;Cooperativas de credito;Nº de oficinas;2;
Campillos;Sucursales comunitarias;Nº de oficinas;-;
Campillos;Establecimientos financieros de credito;Nº de oficinas;-;
Campillos;TOTAL;Nº de oficinas;4;
Canillas de Aceituno;Bancos;Nº de oficinas;-;
Canillas de Aceituno;Cooperativas de credito;Nº de oficinas;-;
Canillas de Aceituno;Sucursales comunitarias;Nº de oficinas;-;
Canillas de Aceituno;Establecimientos financieros de credito;Nº de oficinas;-;
Canillas de Aceituno;TOTAL;Nº de oficinas;-;
Canillas de Albaida;Bancos;Nº de oficinas;-;
Canillas de Albaida;Cooperativas de credito;Nº de oficinas;-;
Canillas de Albaida;Sucursales comunitarias;Nº de oficinas;-;
Canillas de Albaida;Establecimientos financieros de credito;Nº de oficinas;-;
Canillas de Albaida;TOTAL;Nº de oficinas;-;
Cañete la Real;Bancos;Nº de oficinas;-;
Cañete la Real;Cooperativas de credito;Nº de oficinas;1;
Cañete la Real;Sucursales comunitarias;Nº de oficinas;-;
Cañete la Real;Establecimientos financieros de credito;Nº de oficinas;-;
Cañete la Real;TOTAL;Nº de oficinas;1;
Carratraca;Bancos;Nº de oficinas;-;
Carratraca;Cooperativas de credito;Nº de oficinas;-;
Carratraca;Sucursales comunitarias;Nº de oficinas;-;
Carratraca;Establecimientos financieros de credito;Nº de oficinas;-;
Carratraca;TOTAL;Nº de oficinas;-;
Cartajima;Bancos;Nº de oficinas;-;
Cartajima;Cooperativas de credito;Nº de oficinas;-;
Cartajima;Sucursales comunitarias;Nº de oficinas;-;
Cartajima;Establecimientos financieros de credito;Nº de oficinas;-;
Cartajima;TOTAL;Nº de oficinas;-;
Cártama;Bancos;Nº de oficinas;6;
Cártama;Cooperativas de credito;Nº de oficinas;3;
Cártama;Sucursales comunitarias;Nº de oficinas;-;
Cártama;Establecimientos financieros de credito;Nº de oficinas;-;
Cártama;TOTAL;Nº de oficinas;9;
Casabermeja;Bancos;Nº de oficinas;1;
Casabermeja;Cooperativas de credito;Nº de oficinas;-;
Casabermeja;Sucursales comunitarias;Nº de oficinas;-;
Casabermeja;Establecimientos financieros de credito;Nº de oficinas;-;
Casabermeja;TOTAL;Nº de oficinas;1;
Casarabonela;Bancos;Nº de oficinas;1;
Casarabonela;Cooperativas de credito;Nº de oficinas;1;
Casarabonela;Sucursales comunitarias;Nº de oficinas;-;
Casarabonela;Establecimientos financieros de credito;Nº de oficinas;-;
Casarabonela;TOTAL;Nº de oficinas;2;
Casares;Bancos;Nº de oficinas;1;
Casares;Cooperativas de credito;Nº de oficinas;-;
Casares;Sucursales comunitarias;Nº de oficinas;-;
Casares;Establecimientos financieros de credito;Nº de oficinas;-;
Casares;TOTAL;Nº de oficinas;1;
Coín;Bancos;Nº de oficinas;4;
Coín;Cooperativas de credito;Nº de oficinas;3;
Coín;Sucursales comunitarias;Nº de oficinas;-;
Coín;Establecimientos financieros de credito;Nº de oficinas;-;
Coín;TOTAL;Nº de oficinas;7;
Colmenar;Bancos;Nº de oficinas;1;
Colmenar;Cooperativas de credito;Nº de oficinas;1;
Colmenar;Sucursales comunitarias;Nº de oficinas;-;
Colmenar;Establecimientos financieros de credito;Nº de oficinas;-;
Colmenar;TOTAL;Nº de oficinas;2;
Comares;Bancos;Nº de oficinas;-;
Comares;Cooperativas de credito;Nº de oficinas;1;
Comares;Sucursales comunitarias;Nº de oficinas;-;
Comares;Establecimientos financieros de credito;Nº de oficinas;-;
Comares;TOTAL;Nº de oficinas;1;
Cómpeta;Bancos;Nº de oficinas;2;
Cómpeta;Cooperativas de credito;Nº de oficinas;1;
Cómpeta;Sucursales comunitarias;Nº de oficinas;-;
Cómpeta;Establecimientos financieros de credito;Nº de oficinas;-;
Cómpeta;TOTAL;Nº de oficinas;3;
Cortes de la Frontera;Bancos;Nº de oficinas;2;
Cortes de la Frontera;Cooperativas de credito;Nº de oficinas;1;
Cortes de la Frontera;Sucursales comunitarias;Nº de oficinas;-;
Cortes de la Frontera;Establecimientos financieros de credito;Nº de oficinas;-;
Cortes de la Frontera;TOTAL;Nº de oficinas;3;
Cuevas Bajas;Bancos;Nº de oficinas;-;
Cuevas Bajas;Cooperativas de credito;Nº de oficinas;-;
Cuevas Bajas;Sucursales comunitarias;Nº de oficinas;-;
Cuevas Bajas;Establecimientos financieros de credito;Nº de oficinas;-;
Cuevas Bajas;TOTAL;Nº de oficinas;-;
Cuevas de San Marcos;Bancos;Nº de oficinas;1;
Cuevas de San Marcos;Cooperativas de credito;Nº de oficinas;-;
Cuevas de San Marcos;Sucursales comunitarias;Nº de oficinas;-;
Cuevas de San Marcos;Establecimientos financieros de credito;Nº de oficinas;-;
Cuevas de San Marcos;TOTAL;Nº de oficinas;1;
Cuevas del Becerro;Bancos;Nº de oficinas;-;
Cuevas del Becerro;Cooperativas de credito;Nº de oficinas;-;
Cuevas del Becerro;Sucursales comunitarias;Nº de oficinas;-;
Cuevas del Becerro;Establecimientos financieros de credito;Nº de oficinas;-;
Cuevas del Becerro;TOTAL;Nº de oficinas;-;
Cútar;Bancos;Nº de oficinas;-;
Cútar;Cooperativas de credito;Nº de oficinas;-;
Cútar;Sucursales comunitarias;Nº de oficinas;-;
Cútar;Establecimientos financieros de credito;Nº de oficinas;-;
Cútar;TOTAL;Nº de oficinas;-;
El Borge;Bancos;Nº de oficinas;-;
El Borge;Cooperativas de credito;Nº de oficinas;1;
El Borge;Sucursales comunitarias;Nº de oficinas;-;
El Borge;Establecimientos financieros de credito;Nº de oficinas;-;
El Borge;TOTAL;Nº de oficinas;1;
El Burgo;Bancos;Nº de oficinas;-;
El Burgo;Cooperativas de credito;Nº de oficinas;1;
El Burgo;Sucursales comunitarias;Nº de oficinas;-;
El Burgo;Establecimientos financieros de credito;Nº de oficinas;-;
El Burgo;TOTAL;Nº de oficinas;1;
Estepona;Bancos;Nº de oficinas;15;
Estepona;Cooperativas de credito;Nº de oficinas;3;
Estepona;Sucursales comunitarias;Nº de oficinas;-;
Estepona;Establecimientos financieros de credito;Nº de oficinas;-;
Estepona;TOTAL;Nº de oficinas;18;
Faraján;Bancos;Nº de oficinas;-;
Faraján;Cooperativas de credito;Nº de oficinas;-;
Faraján;Sucursales comunitarias;Nº de oficinas;-;
Faraján;Establecimientos financieros de credito;Nº de oficinas;-;
Faraján;TOTAL;Nº de oficinas;-;
Frigiliana;Bancos;Nº de oficinas;1;
Frigiliana;Cooperativas de credito;Nº de oficinas;-;
Frigiliana;Sucursales comunitarias;Nº de oficinas;-;
Frigiliana;Establecimientos financieros de credito;Nº de oficinas;-;
Frigiliana;TOTAL;Nº de oficinas;1;
Fuengirola;Bancos;Nº de oficinas;17;
Fuengirola;Cooperativas de credito;Nº de oficinas;4;
Fuengirola;Sucursales comunitarias;Nº de oficinas;-;
Fuengirola;Establecimientos financieros de credito;Nº de oficinas;-;
Fuengirola;TOTAL;Nº de oficinas;21;
Fuente de Piedra;Bancos;Nº de oficinas;-;
Fuente de Piedra;Cooperativas de credito;Nº de oficinas;-;
Fuente de Piedra;Sucursales comunitarias;Nº de oficinas;-;
Fuente de Piedra;Establecimientos financieros de credito;Nº de oficinas;-;
Fuente de Piedra;TOTAL;Nº de oficinas;-;
Gaucín;Bancos;Nº de oficinas;-;
Gaucín;Cooperativas de credito;Nº de oficinas;-;
Gaucín;Sucursales comunitarias;Nº de oficinas;-;
Gaucín;Establecimientos financieros de credito;Nº de oficinas;-;
Gaucín;TOTAL;Nº de oficinas;-;
Genalguacil;Bancos;Nº de oficinas;-;
Genalguacil;Cooperativas de credito;Nº de oficinas;-;
Genalguacil;Sucursales comunitarias;Nº de oficinas;-;
Genalguacil;Establecimientos financieros de credito;Nº de oficinas;-;
Genalguacil;TOTAL;Nº de oficinas;-;
Guaro;Bancos;Nº de oficinas;-;
Guaro;Cooperativas de credito;Nº de oficinas;-;
Guaro;Sucursales comunitarias;Nº de oficinas;-;
Guaro;Establecimientos financieros de credito;Nº de oficinas;-;
Guaro;TOTAL;Nº de oficinas;-;
Humilladero;Bancos;Nº de oficinas;1;
Humilladero;Cooperativas de credito;Nº de oficinas;1;
Humilladero;Sucursales comunitarias;Nº de oficinas;-;
Humilladero;Establecimientos financieros de credito;Nº de oficinas;-;
Humilladero;TOTAL;Nº de oficinas;2;
Igualeja;Bancos;Nº de oficinas;-;
Igualeja;Cooperativas de credito;Nº de oficinas;-;
Igualeja;Sucursales comunitarias;Nº de oficinas;-;
Igualeja;Establecimientos financieros de credito;Nº de oficinas;-;
Igualeja;TOTAL;Nº de oficinas;-;
Istán;Bancos;Nº de oficinas;-;
Istán;Cooperativas de credito;Nº de oficinas;1;
Istán;Sucursales comunitarias;Nº de oficinas;-;
Istán;Establecimientos financieros de credito;Nº de oficinas;-;
Istán;TOTAL;Nº de oficinas;1;
Iznate;Bancos;Nº de oficinas;-;
Iznate;Cooperativas de credito;Nº de oficinas;1;
Iznate;Sucursales comunitarias;Nº de oficinas;-;
Iznate;Establecimientos financieros de credito;Nº de oficinas;-;
Iznate;TOTAL;Nº de oficinas;1;
Jimera de Líbar;Bancos;Nº de oficinas;-;
Jimera de Líbar;Cooperativas de credito;Nº de oficinas;-;
Jimera de Líbar;Sucursales comunitarias;Nº de oficinas;-;
Jimera de Líbar;Establecimientos financieros de credito;Nº de oficinas;-;
Jimera de Líbar;TOTAL;Nº de oficinas;-;
Jubrique;Bancos;Nº de oficinas;-;
Jubrique;Cooperativas de credito;Nº de oficinas;-;
Jubrique;Sucursales comunitarias;Nº de oficinas;-;
Jubrique;Establecimientos financieros de credito;Nº de oficinas;-;
Jubrique;TOTAL;Nº de oficinas;-;
Júzcar;Bancos;Nº de oficinas;-;
Júzcar;Cooperativas de credito;Nº de oficinas;-;
Júzcar;Sucursales comunitarias;Nº de oficinas;-;
Júzcar;Establecimientos financieros de credito;Nº de oficinas;-;
Júzcar;TOTAL;Nº de oficinas;-;
Macharaviaya;Bancos;Nº de oficinas;-;
Macharaviaya;Cooperativas de credito;Nº de oficinas;-;
Macharaviaya;Sucursales comunitarias;Nº de oficinas;-;
Macharaviaya;Establecimientos financieros de credito;Nº de oficinas;-;
Macharaviaya;TOTAL;Nº de oficinas;-;
Málaga (capital);Bancos;Nº de oficinas;161;
Málaga (capital);Cooperativas de credito;Nº de oficinas;33;
Málaga (capital);Sucursales comunitarias;Nº de oficinas;3;
Málaga (capital);Establecimientos financieros de credito;Nº de oficinas;3;
Málaga (capital);TOTAL;Nº de oficinas;200;
Manilva;Bancos;Nº de oficinas;5;
Manilva;Cooperativas de credito;Nº de oficinas;2;
Manilva;Sucursales comunitarias;Nº de oficinas;-;
Manilva;Establecimientos financieros de credito;Nº de oficinas;-;
Manilva;TOTAL;Nº de oficinas;7;
Marbella;Bancos;Nº de oficinas;49;
Marbella;Cooperativas de credito;Nº de oficinas;6;
Marbella;Sucursales comunitarias;Nº de oficinas;-;
Marbella;Establecimientos financieros de credito;Nº de oficinas;1;
Marbella;TOTAL;Nº de oficinas;56;
Mijas;Bancos;Nº de oficinas;18;
Mijas;Cooperativas de credito;Nº de oficinas;2;
Mijas;Sucursales comunitarias;Nº de oficinas;-;
Mijas;Establecimientos financieros de credito;Nº de oficinas;-;
Mijas;TOTAL;Nº de oficinas;20;
Moclinejo;Bancos;Nº de oficinas;-;
Moclinejo;Cooperativas de credito;Nº de oficinas;-;
Moclinejo;Sucursales comunitarias;Nº de oficinas;-;
Moclinejo;Establecimientos financieros de credito;Nº de oficinas;-;
Moclinejo;TOTAL;Nº de oficinas;-;
Mollina;Bancos;Nº de oficinas;2;
Mollina;Cooperativas de credito;Nº de oficinas;1;
Mollina;Sucursales comunitarias;Nº de oficinas;-;
Mollina;Establecimientos financieros de credito;Nº de oficinas;-;
Mollina;TOTAL;Nº de oficinas;3;
Monda;Bancos;Nº de oficinas;1;
Monda;Cooperativas de credito;Nº de oficinas;1;
Monda;Sucursales comunitarias;Nº de oficinas;-;
Monda;Establecimientos financieros de credito;Nº de oficinas;-;
Monda;TOTAL;Nº de oficinas;2;
Montecorto;Bancos;Nº de oficinas;-;
Montecorto;Cooperativas de credito;Nº de oficinas;-;
Montecorto;Sucursales comunitarias;Nº de oficinas;-;
Montecorto;Establecimientos financieros de credito;Nº de oficinas;-;
Montecorto;TOTAL;Nº de oficinas;-;
Montejaque;Bancos;Nº de oficinas;1;
Montejaque;Cooperativas de credito;Nº de oficinas;-;
Montejaque;Sucursales comunitarias;Nº de oficinas;-;
Montejaque;Establecimientos financieros de credito;Nº de oficinas;-;
Montejaque;TOTAL;Nº de oficinas;1;
Nerja;Bancos;Nº de oficinas;9;
Nerja;Cooperativas de credito;Nº de oficinas;3;
Nerja;Sucursales comunitarias;Nº de oficinas;-;
Nerja;Establecimientos financieros de credito;Nº de oficinas;-;
Nerja;TOTAL;Nº de oficinas;12;
Ojen;Bancos;Nº de oficinas;-;
Ojen;Cooperativas de credito;Nº de oficinas;1;
Ojen;Sucursales comunitarias;Nº de oficinas;-;
Ojen;Establecimientos financieros de credito;Nº de oficinas;-;
Ojen;TOTAL;Nº de oficinas;1;
Parauta;Bancos;Nº de oficinas;-;
Parauta;Cooperativas de credito;Nº de oficinas;-;
Parauta;Sucursales comunitarias;Nº de oficinas;-;
Parauta;Establecimientos financieros de credito;Nº de oficinas;-;
Parauta;TOTAL;Nº de oficinas;-;
Periana;Bancos;Nº de oficinas;-;
Periana;Cooperativas de credito;Nº de oficinas;1;
Periana;Sucursales comunitarias;Nº de oficinas;-;
Periana;Establecimientos financieros de credito;Nº de oficinas;-;
Periana;TOTAL;Nº de oficinas;1;
Pizarra;Bancos;Nº de oficinas;2;
Pizarra;Cooperativas de credito;Nº de oficinas;2;
Pizarra;Sucursales comunitarias;Nº de oficinas;-;
Pizarra;Establecimientos financieros de credito;Nº de oficinas;-;
Pizarra;TOTAL;Nº de oficinas;4;
Pujerra;Bancos;Nº de oficinas;-;
Pujerra;Cooperativas de credito;Nº de oficinas;-;
Pujerra;Sucursales comunitarias;Nº de oficinas;-;
Pujerra;Establecimientos financieros de credito;Nº de oficinas;-;
Pujerra;TOTAL;Nº de oficinas;-;
Rincón de la Victoria;Bancos;Nº de oficinas;7;
Rincón de la Victoria;Cooperativas de credito;Nº de oficinas;3;
Rincón de la Victoria;Sucursales comunitarias;Nº de oficinas;-;
Rincón de la Victoria;Establecimientos financieros de credito;Nº de oficinas;-;
Rincón de la Victoria;TOTAL;Nº de oficinas;10;
Riogordo;Bancos;Nº de oficinas;1;
Riogordo;Cooperativas de credito;Nº de oficinas;1;
Riogordo;Sucursales comunitarias;Nº de oficinas;-;
Riogordo;Establecimientos financieros de credito;Nº de oficinas;-;
Riogordo;TOTAL;Nº de oficinas;2;
Ronda;Bancos;Nº de oficinas;10;
Ronda;Cooperativas de credito;Nº de oficinas;3;
Ronda;Sucursales comunitarias;Nº de oficinas;-;
Ronda;Establecimientos financieros de credito;Nº de oficinas;-;
Ronda;TOTAL;Nº de oficinas;13;
Salares;Bancos;Nº de oficinas;-;
Salares;Cooperativas de credito;Nº de oficinas;-;
Salares;Sucursales comunitarias;Nº de oficinas;-;
Salares;Establecimientos financieros de credito;Nº de oficinas;-;
Salares;TOTAL;Nº de oficinas;-;
Sayalonga;Bancos;Nº de oficinas;-;
Sayalonga;Cooperativas de credito;Nº de oficinas;-;
Sayalonga;Sucursales comunitarias;Nº de oficinas;-;
Sayalonga;Establecimientos financieros de credito;Nº de oficinas;-;
Sayalonga;TOTAL;Nº de oficinas;-;
Sedella;Bancos;Nº de oficinas;-;
Sedella;Cooperativas de credito;Nº de oficinas;-;
Sedella;Sucursales comunitarias;Nº de oficinas;-;
Sedella;Establecimientos financieros de credito;Nº de oficinas;-;
Sedella;TOTAL;Nº de oficinas;-;
Serrato;Bancos;Nº de oficinas;-;
Serrato;Cooperativas de credito;Nº de oficinas;-;
Serrato;Sucursales comunitarias;Nº de oficinas;-;
Serrato;Establecimientos financieros de credito;Nº de oficinas;-;
Serrato;TOTAL;Nº de oficinas;-;
Sierra de Yeguas;Bancos;Nº de oficinas;-;
Sierra de Yeguas;Cooperativas de credito;Nº de oficinas;1;
Sierra de Yeguas;Sucursales comunitarias;Nº de oficinas;-;
Sierra de Yeguas;Establecimientos financieros de credito;Nº de oficinas;-;
Sierra de Yeguas;TOTAL;Nº de oficinas;1;
Teba;Bancos;Nº de oficinas;1;
Teba;Cooperativas de credito;Nº de oficinas;1;
Teba;Sucursales comunitarias;Nº de oficinas;-;
Teba;Establecimientos financieros de credito;Nº de oficinas;-;
Teba;TOTAL;Nº de oficinas;2;
Tolox;Bancos;Nº de oficinas;-;
Tolox;Cooperativas de credito;Nº de oficinas;-;
Tolox;Sucursales comunitarias;Nº de oficinas;-;
Tolox;Establecimientos financieros de credito;Nº de oficinas;-;
Tolox;TOTAL;Nº de oficinas;-;
Torremolinos;Bancos;Nº de oficinas;14;
Torremolinos;Cooperativas de credito;Nº de oficinas;3;
Torremolinos;Sucursales comunitarias;Nº de oficinas;-;
Torremolinos;Establecimientos financieros de credito;Nº de oficinas;-;
Torremolinos;TOTAL;Nº de oficinas;17;
Torrox;Bancos;Nº de oficinas;6;
Torrox;Cooperativas de credito;Nº de oficinas;2;
Torrox;Sucursales comunitarias;Nº de oficinas;-;
Torrox;Establecimientos financieros de credito;Nº de oficinas;-;
Torrox;TOTAL;Nº de oficinas;8;
Totalán;Bancos;Nº de oficinas;-;
Totalán;Cooperativas de credito;Nº de oficinas;1;
Totalán;Sucursales comunitarias;Nº de oficinas;-;
Totalán;Establecimientos financieros de credito;Nº de oficinas;-;
Totalán;TOTAL;Nº de oficinas;1;
Valle de Abdalajís;Bancos;Nº de oficinas;-;
Valle de Abdalajís;Cooperativas de credito;Nº de oficinas;-;
Valle de Abdalajís;Sucursales comunitarias;Nº de oficinas;-;
Valle de Abdalajís;Establecimientos financieros de credito;Nº de oficinas;-;
Valle de Abdalajís;TOTAL;Nº de oficinas;-;
Velez-Málaga;Bancos;Nº de oficinas;19;
Velez-Málaga;Cooperativas de credito;Nº de oficinas;8;
Velez-Málaga;Sucursales comunitarias;Nº de oficinas;-;
Velez-Málaga;Establecimientos financieros de credito;Nº de oficinas;-;
Velez-Málaga;TOTAL;Nº de oficinas;27;
Villanueva de Algaidas;Bancos;Nº de oficinas;2;
Villanueva de Algaidas;Cooperativas de credito;Nº de oficinas;1;
Villanueva de Algaidas;Sucursales comunitarias;Nº de oficinas;-;
Villanueva de Algaidas;Establecimientos financieros de credito;Nº de oficinas;-;
Villanueva de Algaidas;TOTAL;Nº de oficinas;3;
Villanueva de la Concepción;Bancos;Nº de oficinas;-;
Villanueva de la Concepción;Cooperativas de credito;Nº de oficinas;-;
Villanueva de la Concepción;Sucursales comunitarias;Nº de oficinas;-;
Villanueva de la Concepción;Establecimientos financieros de credito;Nº de oficinas;-;
Villanueva de la Concepción;TOTAL;Nº de oficinas;-;
Villanueva de Tapia;Bancos;Nº de oficinas;-;
Villanueva de Tapia;Cooperativas de credito;Nº de oficinas;1;
Villanueva de Tapia;Sucursales comunitarias;Nº de oficinas;-;
Villanueva de Tapia;Establecimientos financieros de credito;Nº de oficinas;-;
Villanueva de Tapia;TOTAL;Nº de oficinas;1;
Villanueva del Rosario;Bancos;Nº de oficinas;1;
Villanueva del Rosario;Cooperativas de credito;Nº de oficinas;1;
Villanueva del Rosario;Sucursales comunitarias;Nº de oficinas;-;
Villanueva del Rosario;Establecimientos financieros de credito;Nº de oficinas;-;
Villanueva del Rosario;TOTAL;Nº de oficinas;2;
Villanueva del Trabuco;Bancos;Nº de oficinas;2;
Villanueva del Trabuco;Cooperativas de credito;Nº de oficinas;1;
Villanueva del Trabuco;Sucursales comunitarias;Nº de oficinas;-;
Villanueva del Trabuco;Establecimientos financieros de credito;Nº de oficinas;-;
Villanueva del Trabuco;TOTAL;Nº de oficinas;3;
Viñuela;Bancos;Nº de oficinas;-;
Viñuela;Cooperativas de credito;Nº de oficinas;1;
Viñuela;Sucursales comunitarias;Nº de oficinas;-;
Viñuela;Establecimientos financieros de credito;Nº de oficinas;-;
Viñuela;TOTAL;Nº de oficinas;1;
Yunquera;Bancos;Nº de oficinas;-;
Yunquera;Cooperativas de credito;Nº de oficinas;1;
Yunquera;Sucursales comunitarias;Nº de oficinas;-;
Yunquera;Establecimientos financieros de credito;Nº de oficinas;-;
Yunquera;TOTAL;Nº de oficinas;1;
Sevilla;Bancos;Nº de oficinas;440;
Sevilla;Cooperativas de credito;Nº de oficinas;141;
Sevilla;Sucursales comunitarias;Nº de oficinas;4;
Sevilla;Establecimientos financieros de credito;Nº de oficinas;3;
Sevilla;TOTAL;Nº de oficinas;588;
Aguadulce;Bancos;Nº de oficinas;1;
Aguadulce;Cooperativas de credito;Nº de oficinas;1;
Aguadulce;Sucursales comunitarias;Nº de oficinas;-;
Aguadulce;Establecimientos financieros de credito;Nº de oficinas;-;
Aguadulce;TOTAL;Nº de oficinas;2;
Alanís;Bancos;Nº de oficinas;1;
Alanís;Cooperativas de credito;Nº de oficinas;1;
Alanís;Sucursales comunitarias;Nº de oficinas;-;
Alanís;Establecimientos financieros de credito;Nº de oficinas;-;
Alanís;TOTAL;Nº de oficinas;2;
Albaida del Aljarafe;Bancos;Nº de oficinas;1;
Albaida del Aljarafe;Cooperativas de credito;Nº de oficinas;-;
Albaida del Aljarafe;Sucursales comunitarias;Nº de oficinas;-;
Albaida del Aljarafe;Establecimientos financieros de credito;Nº de oficinas;-;
Albaida del Aljarafe;TOTAL;Nº de oficinas;1;
Alcalá de Guadaíra;Bancos;Nº de oficinas;11;
Alcalá de Guadaíra;Cooperativas de credito;Nº de oficinas;2;
Alcalá de Guadaíra;Sucursales comunitarias;Nº de oficinas;-;
Alcalá de Guadaíra;Establecimientos financieros de credito;Nº de oficinas;-;
Alcalá de Guadaíra;TOTAL;Nº de oficinas;13;
Alcalá del Río;Bancos;Nº de oficinas;2;
Alcalá del Río;Cooperativas de credito;Nº de oficinas;1;
Alcalá del Río;Sucursales comunitarias;Nº de oficinas;-;
Alcalá del Río;Establecimientos financieros de credito;Nº de oficinas;-;
Alcalá del Río;TOTAL;Nº de oficinas;3;
Alcolea del Río;Bancos;Nº de oficinas;1;
Alcolea del Río;Cooperativas de credito;Nº de oficinas;1;
Alcolea del Río;Sucursales comunitarias;Nº de oficinas;-;
Alcolea del Río;Establecimientos financieros de credito;Nº de oficinas;-;
Alcolea del Río;TOTAL;Nº de oficinas;2;
Algámitas;Bancos;Nº de oficinas;1;
Algámitas;Cooperativas de credito;Nº de oficinas;-;
Algámitas;Sucursales comunitarias;Nº de oficinas;-;
Algámitas;Establecimientos financieros de credito;Nº de oficinas;-;
Algámitas;TOTAL;Nº de oficinas;1;
Almaden de la Plata;Bancos;Nº de oficinas;1;
Almaden de la Plata;Cooperativas de credito;Nº de oficinas;-;
Almaden de la Plata;Sucursales comunitarias;Nº de oficinas;-;
Almaden de la Plata;Establecimientos financieros de credito;Nº de oficinas;-;
Almaden de la Plata;TOTAL;Nº de oficinas;1;
Almensilla;Bancos;Nº de oficinas;1;
