Territorio;Estado del dato;Tipo de establecimiento turístico;Medida;Valor;
Jaén;Provisional;Viviendas con fines turísticos;Nº de plazas;3111;
Jaén;Provisional;Total;Nº de plazas;27717;
Albanchez de Mágina;Provisional;Apartamentos turísticos;Nº de plazas;-;
Albanchez de Mágina;Provisional;Hostal;Nº de plazas;-;
Albanchez de Mágina;Provisional;Hotel;Nº de plazas;-;
Albanchez de Mágina;Provisional;Hotel-Apartamento;Nº de plazas;-;
Albanchez de Mágina;Provisional;Pensión;Nº de plazas;-;
Albanchez de Mágina;Provisional;Albergues;Nº de plazas;-;
Albanchez de Mágina;Provisional;Campings;Nº de plazas;-;
Albanchez de Mágina;Provisional;Casas Rurales;Nº de plazas;-;
Albanchez de Mágina;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;35;
Albanchez de Mágina;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Albanchez de Mágina;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Albanchez de Mágina;Provisional;Total;Nº de plazas;167;
Alcalá la Real;Provisional;Apartamentos turísticos;Nº de plazas;-;
Alcalá la Real;Provisional;Hostal;Nº de plazas;-;
Alcalá la Real;Provisional;Hotel;Nº de plazas;-;
Alcalá la Real;Provisional;Hotel-Apartamento;Nº de plazas;-;
Alcalá la Real;Provisional;Pensión;Nº de plazas;-;
Alcalá la Real;Provisional;Albergues;Nº de plazas;-;
Alcalá la Real;Provisional;Campings;Nº de plazas;-;
Alcalá la Real;Provisional;Casas Rurales;Nº de plazas;136;
Alcalá la Real;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;384;
Alcalá la Real;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Alcalá la Real;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Alcalá la Real;Provisional;Total;Nº de plazas;856;
Alcaudete;Provisional;Apartamentos turísticos;Nº de plazas;-;
Alcaudete;Provisional;Hostal;Nº de plazas;-;
Alcaudete;Provisional;Hotel;Nº de plazas;-;
Alcaudete;Provisional;Hotel-Apartamento;Nº de plazas;-;
Alcaudete;Provisional;Pensión;Nº de plazas;-;
Alcaudete;Provisional;Albergues;Nº de plazas;-;
Alcaudete;Provisional;Campings;Nº de plazas;-;
Alcaudete;Provisional;Casas Rurales;Nº de plazas;-;
Alcaudete;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;139;
Alcaudete;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Alcaudete;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Alcaudete;Provisional;Total;Nº de plazas;272;
Aldeaquemada;Provisional;Apartamentos turísticos;Nº de plazas;-;
Aldeaquemada;Provisional;Hostal;Nº de plazas;-;
Aldeaquemada;Provisional;Hotel;Nº de plazas;-;
Aldeaquemada;Provisional;Hotel-Apartamento;Nº de plazas;-;
Aldeaquemada;Provisional;Pensión;Nº de plazas;-;
Aldeaquemada;Provisional;Albergues;Nº de plazas;-;
Aldeaquemada;Provisional;Campings;Nº de plazas;-;
Aldeaquemada;Provisional;Casas Rurales;Nº de plazas;-;
Aldeaquemada;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Aldeaquemada;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Aldeaquemada;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Aldeaquemada;Provisional;Total;Nº de plazas;103;
Andújar;Provisional;Apartamentos turísticos;Nº de plazas;-;
Andújar;Provisional;Hostal;Nº de plazas;-;
Andújar;Provisional;Hotel;Nº de plazas;310;
Andújar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Andújar;Provisional;Pensión;Nº de plazas;-;
Andújar;Provisional;Albergues;Nº de plazas;-;
Andújar;Provisional;Campings;Nº de plazas;-;
Andújar;Provisional;Casas Rurales;Nº de plazas;91;
Andújar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;161;
Andújar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Andújar;Provisional;Viviendas con fines turísticos;Nº de plazas;118;
Andújar;Provisional;Total;Nº de plazas;1058;
Arjona;Provisional;Apartamentos turísticos;Nº de plazas;-;
Arjona;Provisional;Hostal;Nº de plazas;-;
Arjona;Provisional;Hotel;Nº de plazas;-;
Arjona;Provisional;Hotel-Apartamento;Nº de plazas;-;
Arjona;Provisional;Pensión;Nº de plazas;-;
Arjona;Provisional;Albergues;Nº de plazas;-;
Arjona;Provisional;Campings;Nº de plazas;-;
Arjona;Provisional;Casas Rurales;Nº de plazas;-;
Arjona;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Arjona;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Arjona;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Arjona;Provisional;Total;Nº de plazas;47;
Arjonilla;Provisional;Apartamentos turísticos;Nº de plazas;-;
Arjonilla;Provisional;Hostal;Nº de plazas;-;
Arjonilla;Provisional;Hotel;Nº de plazas;-;
Arjonilla;Provisional;Hotel-Apartamento;Nº de plazas;-;
Arjonilla;Provisional;Pensión;Nº de plazas;-;
Arjonilla;Provisional;Albergues;Nº de plazas;-;
Arjonilla;Provisional;Campings;Nº de plazas;-;
Arjonilla;Provisional;Casas Rurales;Nº de plazas;-;
Arjonilla;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Arjonilla;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Arjonilla;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Arjonilla;Provisional;Total;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Apartamentos turísticos;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Hostal;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Hotel;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Hotel-Apartamento;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Pensión;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Albergues;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Campings;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Casas Rurales;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Arroyo del Ojanco;Provisional;Total;Nº de plazas;-;
Baeza;Provisional;Apartamentos turísticos;Nº de plazas;92;
Baeza;Provisional;Hostal;Nº de plazas;-;
Baeza;Provisional;Hotel;Nº de plazas;607;
Baeza;Provisional;Hotel-Apartamento;Nº de plazas;-;
Baeza;Provisional;Pensión;Nº de plazas;-;
Baeza;Provisional;Albergues;Nº de plazas;-;
Baeza;Provisional;Campings;Nº de plazas;-;
Baeza;Provisional;Casas Rurales;Nº de plazas;-;
Baeza;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;151;
Baeza;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Baeza;Provisional;Viviendas con fines turísticos;Nº de plazas;335;
Baeza;Provisional;Total;Nº de plazas;1258;
Bailén;Provisional;Apartamentos turísticos;Nº de plazas;-;
Bailén;Provisional;Hostal;Nº de plazas;-;
Bailén;Provisional;Hotel;Nº de plazas;-;
Bailén;Provisional;Hotel-Apartamento;Nº de plazas;-;
Bailén;Provisional;Pensión;Nº de plazas;-;
Bailén;Provisional;Albergues;Nº de plazas;-;
Bailén;Provisional;Campings;Nº de plazas;-;
Bailén;Provisional;Casas Rurales;Nº de plazas;-;
Bailén;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Bailén;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Bailén;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Bailén;Provisional;Total;Nº de plazas;318;
Baños de la Encina;Provisional;Apartamentos turísticos;Nº de plazas;-;
Baños de la Encina;Provisional;Hostal;Nº de plazas;-;
Baños de la Encina;Provisional;Hotel;Nº de plazas;-;
Baños de la Encina;Provisional;Hotel-Apartamento;Nº de plazas;-;
Baños de la Encina;Provisional;Pensión;Nº de plazas;-;
Baños de la Encina;Provisional;Albergues;Nº de plazas;-;
Baños de la Encina;Provisional;Campings;Nº de plazas;-;
Baños de la Encina;Provisional;Casas Rurales;Nº de plazas;-;
Baños de la Encina;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;150;
Baños de la Encina;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Baños de la Encina;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Baños de la Encina;Provisional;Total;Nº de plazas;329;
Beas de Segura;Provisional;Apartamentos turísticos;Nº de plazas;-;
Beas de Segura;Provisional;Hostal;Nº de plazas;-;
Beas de Segura;Provisional;Hotel;Nº de plazas;-;
Beas de Segura;Provisional;Hotel-Apartamento;Nº de plazas;-;
Beas de Segura;Provisional;Pensión;Nº de plazas;-;
Beas de Segura;Provisional;Albergues;Nº de plazas;-;
Beas de Segura;Provisional;Campings;Nº de plazas;-;
Beas de Segura;Provisional;Casas Rurales;Nº de plazas;-;
Beas de Segura;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;53;
Beas de Segura;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Beas de Segura;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Beas de Segura;Provisional;Total;Nº de plazas;315;
Bedmar y Garcíez;Provisional;Apartamentos turísticos;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Hostal;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Hotel;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Hotel-Apartamento;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Pensión;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Albergues;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Campings;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Casas Rurales;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;139;
Bedmar y Garcíez;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Bedmar y Garcíez;Provisional;Total;Nº de plazas;233;
Begíjar;Provisional;Apartamentos turísticos;Nº de plazas;-;
Begíjar;Provisional;Hostal;Nº de plazas;-;
Begíjar;Provisional;Hotel;Nº de plazas;-;
Begíjar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Begíjar;Provisional;Pensión;Nº de plazas;-;
Begíjar;Provisional;Albergues;Nº de plazas;-;
Begíjar;Provisional;Campings;Nº de plazas;-;
Begíjar;Provisional;Casas Rurales;Nº de plazas;-;
Begíjar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Begíjar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Begíjar;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Begíjar;Provisional;Total;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Apartamentos turísticos;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Hostal;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Hotel;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Hotel-Apartamento;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Pensión;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Albergues;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Campings;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Casas Rurales;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Bélmez de la Moraleda;Provisional;Total;Nº de plazas;32;
Benatae;Provisional;Apartamentos turísticos;Nº de plazas;-;
Benatae;Provisional;Hostal;Nº de plazas;-;
Benatae;Provisional;Hotel;Nº de plazas;-;
Benatae;Provisional;Hotel-Apartamento;Nº de plazas;-;
Benatae;Provisional;Pensión;Nº de plazas;-;
Benatae;Provisional;Albergues;Nº de plazas;-;
Benatae;Provisional;Campings;Nº de plazas;-;
Benatae;Provisional;Casas Rurales;Nº de plazas;-;
Benatae;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;24;
Benatae;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Benatae;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Benatae;Provisional;Total;Nº de plazas;54;
Cabra del Santo Cristo;Provisional;Apartamentos turísticos;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Hostal;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Hotel;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Hotel-Apartamento;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Pensión;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Albergues;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Campings;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Casas Rurales;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;24;
Cabra del Santo Cristo;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Cabra del Santo Cristo;Provisional;Total;Nº de plazas;136;
Cambil;Provisional;Apartamentos turísticos;Nº de plazas;-;
Cambil;Provisional;Hostal;Nº de plazas;-;
Cambil;Provisional;Hotel;Nº de plazas;-;
Cambil;Provisional;Hotel-Apartamento;Nº de plazas;-;
Cambil;Provisional;Pensión;Nº de plazas;-;
Cambil;Provisional;Albergues;Nº de plazas;-;
Cambil;Provisional;Campings;Nº de plazas;-;
Cambil;Provisional;Casas Rurales;Nº de plazas;-;
Cambil;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;80;
Cambil;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Cambil;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Cambil;Provisional;Total;Nº de plazas;246;
Campillo de Arenas;Provisional;Apartamentos turísticos;Nº de plazas;-;
Campillo de Arenas;Provisional;Hostal;Nº de plazas;-;
Campillo de Arenas;Provisional;Hotel;Nº de plazas;-;
Campillo de Arenas;Provisional;Hotel-Apartamento;Nº de plazas;-;
Campillo de Arenas;Provisional;Pensión;Nº de plazas;-;
Campillo de Arenas;Provisional;Albergues;Nº de plazas;-;
Campillo de Arenas;Provisional;Campings;Nº de plazas;-;
Campillo de Arenas;Provisional;Casas Rurales;Nº de plazas;-;
Campillo de Arenas;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Campillo de Arenas;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Campillo de Arenas;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Campillo de Arenas;Provisional;Total;Nº de plazas;-;
Canena;Provisional;Apartamentos turísticos;Nº de plazas;-;
Canena;Provisional;Hostal;Nº de plazas;-;
Canena;Provisional;Hotel;Nº de plazas;-;
Canena;Provisional;Hotel-Apartamento;Nº de plazas;-;
Canena;Provisional;Pensión;Nº de plazas;-;
Canena;Provisional;Albergues;Nº de plazas;-;
Canena;Provisional;Campings;Nº de plazas;-;
Canena;Provisional;Casas Rurales;Nº de plazas;-;
Canena;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Canena;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Canena;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Canena;Provisional;Total;Nº de plazas;-;
Carboneros;Provisional;Apartamentos turísticos;Nº de plazas;-;
Carboneros;Provisional;Hostal;Nº de plazas;-;
Carboneros;Provisional;Hotel;Nº de plazas;-;
Carboneros;Provisional;Hotel-Apartamento;Nº de plazas;-;
Carboneros;Provisional;Pensión;Nº de plazas;-;
Carboneros;Provisional;Albergues;Nº de plazas;-;
Carboneros;Provisional;Campings;Nº de plazas;-;
Carboneros;Provisional;Casas Rurales;Nº de plazas;-;
Carboneros;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Carboneros;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Carboneros;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Carboneros;Provisional;Total;Nº de plazas;-;
Cárcheles;Provisional;Apartamentos turísticos;Nº de plazas;-;
Cárcheles;Provisional;Hostal;Nº de plazas;-;
Cárcheles;Provisional;Hotel;Nº de plazas;-;
Cárcheles;Provisional;Hotel-Apartamento;Nº de plazas;-;
Cárcheles;Provisional;Pensión;Nº de plazas;-;
Cárcheles;Provisional;Albergues;Nº de plazas;-;
Cárcheles;Provisional;Campings;Nº de plazas;-;
Cárcheles;Provisional;Casas Rurales;Nº de plazas;-;
Cárcheles;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;30;
Cárcheles;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Cárcheles;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Cárcheles;Provisional;Total;Nº de plazas;82;
Castellar;Provisional;Apartamentos turísticos;Nº de plazas;-;
Castellar;Provisional;Hostal;Nº de plazas;-;
Castellar;Provisional;Hotel;Nº de plazas;-;
Castellar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Castellar;Provisional;Pensión;Nº de plazas;-;
Castellar;Provisional;Albergues;Nº de plazas;-;
Castellar;Provisional;Campings;Nº de plazas;-;
Castellar;Provisional;Casas Rurales;Nº de plazas;-;
Castellar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Castellar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Castellar;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Castellar;Provisional;Total;Nº de plazas;-;
Castillo de Locubín;Provisional;Apartamentos turísticos;Nº de plazas;-;
Castillo de Locubín;Provisional;Hostal;Nº de plazas;-;
Castillo de Locubín;Provisional;Hotel;Nº de plazas;-;
Castillo de Locubín;Provisional;Hotel-Apartamento;Nº de plazas;-;
Castillo de Locubín;Provisional;Pensión;Nº de plazas;-;
Castillo de Locubín;Provisional;Albergues;Nº de plazas;-;
Castillo de Locubín;Provisional;Campings;Nº de plazas;-;
Castillo de Locubín;Provisional;Casas Rurales;Nº de plazas;66;
Castillo de Locubín;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;99;
Castillo de Locubín;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Castillo de Locubín;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Castillo de Locubín;Provisional;Total;Nº de plazas;171;
Cazalilla;Provisional;Apartamentos turísticos;Nº de plazas;-;
Cazalilla;Provisional;Hostal;Nº de plazas;-;
Cazalilla;Provisional;Hotel;Nº de plazas;-;
Cazalilla;Provisional;Hotel-Apartamento;Nº de plazas;-;
Cazalilla;Provisional;Pensión;Nº de plazas;-;
Cazalilla;Provisional;Albergues;Nº de plazas;-;
Cazalilla;Provisional;Campings;Nº de plazas;-;
Cazalilla;Provisional;Casas Rurales;Nº de plazas;-;
Cazalilla;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Cazalilla;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Cazalilla;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Cazalilla;Provisional;Total;Nº de plazas;-;
Cazorla;Provisional;Apartamentos turísticos;Nº de plazas;224;
Cazorla;Provisional;Hostal;Nº de plazas;-;
Cazorla;Provisional;Hotel;Nº de plazas;454;
Cazorla;Provisional;Hotel-Apartamento;Nº de plazas;-;
Cazorla;Provisional;Pensión;Nº de plazas;-;
Cazorla;Provisional;Albergues;Nº de plazas;-;
Cazorla;Provisional;Campings;Nº de plazas;-;
Cazorla;Provisional;Casas Rurales;Nº de plazas;93;
Cazorla;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;815;
Cazorla;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Cazorla;Provisional;Viviendas con fines turísticos;Nº de plazas;339;
Cazorla;Provisional;Total;Nº de plazas;2614;
Chilluévar;Provisional;Apartamentos turísticos;Nº de plazas;-;
Chilluévar;Provisional;Hostal;Nº de plazas;-;
Chilluévar;Provisional;Hotel;Nº de plazas;-;
Chilluévar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Chilluévar;Provisional;Pensión;Nº de plazas;-;
Chilluévar;Provisional;Albergues;Nº de plazas;-;
Chilluévar;Provisional;Campings;Nº de plazas;-;
Chilluévar;Provisional;Casas Rurales;Nº de plazas;-;
Chilluévar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;62;
Chilluévar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Chilluévar;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Chilluévar;Provisional;Total;Nº de plazas;62;
Escañuela;Provisional;Apartamentos turísticos;Nº de plazas;-;
Escañuela;Provisional;Hostal;Nº de plazas;-;
Escañuela;Provisional;Hotel;Nº de plazas;-;
Escañuela;Provisional;Hotel-Apartamento;Nº de plazas;-;
Escañuela;Provisional;Pensión;Nº de plazas;-;
Escañuela;Provisional;Albergues;Nº de plazas;-;
Escañuela;Provisional;Campings;Nº de plazas;-;
Escañuela;Provisional;Casas Rurales;Nº de plazas;-;
Escañuela;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Escañuela;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Escañuela;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Escañuela;Provisional;Total;Nº de plazas;-;
Espeluy;Provisional;Apartamentos turísticos;Nº de plazas;-;
Espeluy;Provisional;Hostal;Nº de plazas;-;
Espeluy;Provisional;Hotel;Nº de plazas;-;
Espeluy;Provisional;Hotel-Apartamento;Nº de plazas;-;
Espeluy;Provisional;Pensión;Nº de plazas;-;
Espeluy;Provisional;Albergues;Nº de plazas;-;
Espeluy;Provisional;Campings;Nº de plazas;-;
Espeluy;Provisional;Casas Rurales;Nº de plazas;-;
Espeluy;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Espeluy;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Espeluy;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Espeluy;Provisional;Total;Nº de plazas;-;
Frailes;Provisional;Apartamentos turísticos;Nº de plazas;-;
Frailes;Provisional;Hostal;Nº de plazas;-;
Frailes;Provisional;Hotel;Nº de plazas;-;
Frailes;Provisional;Hotel-Apartamento;Nº de plazas;-;
Frailes;Provisional;Pensión;Nº de plazas;-;
Frailes;Provisional;Albergues;Nº de plazas;-;
Frailes;Provisional;Campings;Nº de plazas;-;
Frailes;Provisional;Casas Rurales;Nº de plazas;-;
Frailes;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;57;
Frailes;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Frailes;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Frailes;Provisional;Total;Nº de plazas;107;
Fuensanta de Martos;Provisional;Apartamentos turísticos;Nº de plazas;-;
Fuensanta de Martos;Provisional;Hostal;Nº de plazas;-;
Fuensanta de Martos;Provisional;Hotel;Nº de plazas;-;
Fuensanta de Martos;Provisional;Hotel-Apartamento;Nº de plazas;-;
Fuensanta de Martos;Provisional;Pensión;Nº de plazas;-;
Fuensanta de Martos;Provisional;Albergues;Nº de plazas;-;
Fuensanta de Martos;Provisional;Campings;Nº de plazas;-;
Fuensanta de Martos;Provisional;Casas Rurales;Nº de plazas;-;
Fuensanta de Martos;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Fuensanta de Martos;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Fuensanta de Martos;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Fuensanta de Martos;Provisional;Total;Nº de plazas;-;
Génave;Provisional;Apartamentos turísticos;Nº de plazas;-;
Génave;Provisional;Hostal;Nº de plazas;-;
Génave;Provisional;Hotel;Nº de plazas;-;
Génave;Provisional;Hotel-Apartamento;Nº de plazas;-;
Génave;Provisional;Pensión;Nº de plazas;-;
Génave;Provisional;Albergues;Nº de plazas;-;
Génave;Provisional;Campings;Nº de plazas;-;
Génave;Provisional;Casas Rurales;Nº de plazas;-;
Génave;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Génave;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Génave;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Génave;Provisional;Total;Nº de plazas;-;
Guarromán;Provisional;Apartamentos turísticos;Nº de plazas;-;
Guarromán;Provisional;Hostal;Nº de plazas;-;
Guarromán;Provisional;Hotel;Nº de plazas;-;
Guarromán;Provisional;Hotel-Apartamento;Nº de plazas;-;
Guarromán;Provisional;Pensión;Nº de plazas;-;
Guarromán;Provisional;Albergues;Nº de plazas;-;
Guarromán;Provisional;Campings;Nº de plazas;-;
Guarromán;Provisional;Casas Rurales;Nº de plazas;-;
Guarromán;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Guarromán;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Guarromán;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Guarromán;Provisional;Total;Nº de plazas;71;
Hinojares;Provisional;Apartamentos turísticos;Nº de plazas;-;
Hinojares;Provisional;Hostal;Nº de plazas;-;
Hinojares;Provisional;Hotel;Nº de plazas;-;
Hinojares;Provisional;Hotel-Apartamento;Nº de plazas;-;
Hinojares;Provisional;Pensión;Nº de plazas;-;
Hinojares;Provisional;Albergues;Nº de plazas;-;
Hinojares;Provisional;Campings;Nº de plazas;-;
Hinojares;Provisional;Casas Rurales;Nº de plazas;47;
Hinojares;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;74;
Hinojares;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Hinojares;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Hinojares;Provisional;Total;Nº de plazas;198;
Hornos;Provisional;Apartamentos turísticos;Nº de plazas;102;
Hornos;Provisional;Hostal;Nº de plazas;-;
Hornos;Provisional;Hotel;Nº de plazas;-;
Hornos;Provisional;Hotel-Apartamento;Nº de plazas;-;
Hornos;Provisional;Pensión;Nº de plazas;-;
Hornos;Provisional;Albergues;Nº de plazas;-;
Hornos;Provisional;Campings;Nº de plazas;-;
Hornos;Provisional;Casas Rurales;Nº de plazas;80;
Hornos;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;59;
Hornos;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Hornos;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Hornos;Provisional;Total;Nº de plazas;613;
Huelma;Provisional;Apartamentos turísticos;Nº de plazas;-;
Huelma;Provisional;Hostal;Nº de plazas;-;
Huelma;Provisional;Hotel;Nº de plazas;-;
Huelma;Provisional;Hotel-Apartamento;Nº de plazas;-;
Huelma;Provisional;Pensión;Nº de plazas;-;
Huelma;Provisional;Albergues;Nº de plazas;-;
Huelma;Provisional;Campings;Nº de plazas;-;
Huelma;Provisional;Casas Rurales;Nº de plazas;-;
Huelma;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;36;
Huelma;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Huelma;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Huelma;Provisional;Total;Nº de plazas;87;
