Territorio;Medida;Valor;
Archidona;Renta neta media por persona;10738;
Archidona;Renta bruta media por persona;12441;
Archidona;Renta neta media por hogar;26009;
Archidona;Renta bruta media por hogar;30133;
Archidona;Renta por unidad de consumo;15887;
Ardales;Renta neta media por persona;10648;
Ardales;Renta bruta media por persona;12135;
Ardales;Renta neta media por hogar;24566;
Ardales;Renta bruta media por hogar;27999;
Ardales;Renta por unidad de consumo;15469;
Arenas;Renta neta media por persona;9465;
Arenas;Renta bruta media por persona;10600;
Arenas;Renta neta media por hogar;19056;
Arenas;Renta bruta media por hogar;21341;
Arenas;Renta por unidad de consumo;13297;
Arriate;Renta neta media por persona;10537;
Arriate;Renta bruta media por persona;12146;
Arriate;Renta neta media por hogar;26796;
Arriate;Renta bruta media por hogar;30887;
Arriate;Renta por unidad de consumo;15965;
Atajate;Renta neta media por persona;11201;
Atajate;Renta bruta media por persona;12875;
Atajate;Renta neta media por hogar;21070;
Atajate;Renta bruta media por hogar;24220;
Atajate;Renta por unidad de consumo;15629;
Benadalid;Renta neta media por persona;10314;
Benadalid;Renta bruta media por persona;11830;
Benadalid;Renta neta media por hogar;21504;
Benadalid;Renta bruta media por hogar;24667;
Benadalid;Renta por unidad de consumo;14693;
Benahavís;Renta neta media por persona;9269;
Benahavís;Renta bruta media por persona;15618;
Benahavís;Renta neta media por hogar;23849;
Benahavís;Renta bruta media por hogar;40188;
Benahavís;Renta por unidad de consumo;21261;
Benalauría;Renta neta media por persona;10054;
Benalauría;Renta bruta media por persona;11399;
Benalauría;Renta neta media por hogar;21667;
Benalauría;Renta bruta media por hogar;24562;
Benalauría;Renta por unidad de consumo;14318;
Benalmádena;Renta neta media por persona;12100;
Benalmádena;Renta bruta media por persona;14811;
Benalmádena;Renta neta media por hogar;30262;
Benalmádena;Renta bruta media por hogar;37040;
Benalmádena;Renta por unidad de consumo;18537;
Benamargosa;Renta neta media por persona;8667;
Benamargosa;Renta bruta media por persona;9542;
Benamargosa;Renta neta media por hogar;19250;
Benamargosa;Renta bruta media por hogar;21193;
Benamargosa;Renta por unidad de consumo;12676;
Benamocarra;Renta neta media por persona;9210;
Benamocarra;Renta bruta media por persona;10372;
Benamocarra;Renta neta media por hogar;23525;
Benamocarra;Renta bruta media por hogar;26494;
Benamocarra;Renta por unidad de consumo;14005;
Benaoján;Renta neta media por persona;9615;
Benaoján;Renta bruta media por persona;10982;
Benaoján;Renta neta media por hogar;23155;
Benaoján;Renta bruta media por hogar;26448;
Benaoján;Renta por unidad de consumo;14188;
Benarrabá;Renta neta media por persona;10974;
Benarrabá;Renta bruta media por persona;12389;
Benarrabá;Renta neta media por hogar;21322;
Benarrabá;Renta bruta media por hogar;24071;
Benarrabá;Renta por unidad de consumo;14818;
Campillos;Renta neta media por persona;10914;
Campillos;Renta bruta media por persona;12590;
Campillos;Renta neta media por hogar;27793;
Campillos;Renta bruta media por hogar;32061;
Campillos;Renta por unidad de consumo;16274;
Canillas de Aceituno;Renta neta media por persona;9543;
Canillas de Aceituno;Renta bruta media por persona;10812;
Canillas de Aceituno;Renta neta media por hogar;19675;
Canillas de Aceituno;Renta bruta media por hogar;22291;
Canillas de Aceituno;Renta por unidad de consumo;13776;
Canillas de Albaida;Renta neta media por persona;9883;
Canillas de Albaida;Renta bruta media por persona;11173;
Canillas de Albaida;Renta neta media por hogar;20987;
Canillas de Albaida;Renta bruta media por hogar;23726;
Canillas de Albaida;Renta por unidad de consumo;13955;
Cañete la Real;Renta neta media por persona;11330;
Cañete la Real;Renta bruta media por persona;12841;
Cañete la Real;Renta neta media por hogar;22790;
Cañete la Real;Renta bruta media por hogar;25831;
Cañete la Real;Renta por unidad de consumo;15614;
Carratraca;Renta neta media por persona;10577;
Carratraca;Renta bruta media por persona;12119;
Carratraca;Renta neta media por hogar;23740;
Carratraca;Renta bruta media por hogar;27202;
Carratraca;Renta por unidad de consumo;15279;
Cartajima;Renta neta media por persona;13331;
Cartajima;Renta bruta media por persona;15336;
Cartajima;Renta neta media por hogar;25561;
Cartajima;Renta bruta media por hogar;29405;
Cartajima;Renta por unidad de consumo;18485;
Cártama;Renta neta media por persona;10391;
Cártama;Renta bruta media por persona;12060;
Cártama;Renta neta media por hogar;29211;
Cártama;Renta bruta media por hogar;33901;
Cártama;Renta por unidad de consumo;16204;
Casabermeja;Renta neta media por persona;10732;
Casabermeja;Renta bruta media por persona;12353;
Casabermeja;Renta neta media por hogar;26221;
Casabermeja;Renta bruta media por hogar;30182;
Casabermeja;Renta por unidad de consumo;15836;
Casarabonela;Renta neta media por persona;10533;
Casarabonela;Renta bruta media por persona;12145;
Casarabonela;Renta neta media por hogar;23893;
Casarabonela;Renta bruta media por hogar;27548;
Casarabonela;Renta por unidad de consumo;15414;
Casares;Renta neta media por persona;11511;
Casares;Renta bruta media por persona;13736;
Casares;Renta neta media por hogar;28847;
Casares;Renta bruta media por hogar;34423;
Casares;Renta por unidad de consumo;17975;
Coín;Renta neta media por persona;9867;
Coín;Renta bruta media por persona;11614;
Coín;Renta neta media por hogar;28296;
Coín;Renta bruta media por hogar;33306;
Coín;Renta por unidad de consumo;15540;
Colmenar;Renta neta media por persona;9428;
Colmenar;Renta bruta media por persona;10670;
Colmenar;Renta neta media por hogar;23125;
Colmenar;Renta bruta media por hogar;26172;
Colmenar;Renta por unidad de consumo;14123;
Comares;Renta neta media por persona;8820;
Comares;Renta bruta media por persona;9894;
Comares;Renta neta media por hogar;19797;
Comares;Renta bruta media por hogar;22208;
Comares;Renta por unidad de consumo;13501;
Cómpeta;Renta neta media por persona;8850;
Cómpeta;Renta bruta media por persona;10164;
Cómpeta;Renta neta media por hogar;21239;
Cómpeta;Renta bruta media por hogar;24395;
Cómpeta;Renta por unidad de consumo;13903;
Cortes de la Frontera;Renta neta media por persona;10240;
Cortes de la Frontera;Renta bruta media por persona;11632;
Cortes de la Frontera;Renta neta media por hogar;22762;
Cortes de la Frontera;Renta bruta media por hogar;25857;
Cortes de la Frontera;Renta por unidad de consumo;14773;
Cuevas Bajas;Renta neta media por persona;9419;
Cuevas Bajas;Renta bruta media por persona;10513;
Cuevas Bajas;Renta neta media por hogar;22308;
Cuevas Bajas;Renta bruta media por hogar;24899;
Cuevas Bajas;Renta por unidad de consumo;13865;
Cuevas de San Marcos;Renta neta media por persona;9080;
Cuevas de San Marcos;Renta bruta media por persona;10104;
Cuevas de San Marcos;Renta neta media por hogar;21928;
Cuevas de San Marcos;Renta bruta media por hogar;24401;
Cuevas de San Marcos;Renta por unidad de consumo;13275;
Cuevas del Becerro;Renta neta media por persona;10431;
Cuevas del Becerro;Renta bruta media por persona;11790;
Cuevas del Becerro;Renta neta media por hogar;23231;
Cuevas del Becerro;Renta bruta media por hogar;26260;
Cuevas del Becerro;Renta por unidad de consumo;14984;
Cútar;Renta neta media por persona;9184;
Cútar;Renta bruta media por persona;10085;
Cútar;Renta neta media por hogar;18465;
Cútar;Renta bruta media por hogar;20277;
Cútar;Renta por unidad de consumo;13192;
El Borge;Renta neta media por persona;9193;
El Borge;Renta bruta media por persona;se;
El Borge;Renta neta media por hogar;19207;
El Borge;Renta bruta media por hogar;21066;
El Borge;Renta por unidad de consumo;12973;
El Burgo;Renta neta media por persona;9952;
El Burgo;Renta bruta media por persona;11134;
El Burgo;Renta neta media por hogar;21662;
El Burgo;Renta bruta media por hogar;24234;
El Burgo;Renta por unidad de consumo;14198;
Estepona;Renta neta media por persona;11304;
Estepona;Renta bruta media por persona;13804;
Estepona;Renta neta media por hogar;30341;
Estepona;Renta bruta media por hogar;37049;
Estepona;Renta por unidad de consumo;18021;
Faraján;Renta neta media por persona;12470;
Faraján;Renta bruta media por persona;15104;
Faraján;Renta neta media por hogar;26891;
Faraján;Renta bruta media por hogar;32571;
Faraján;Renta por unidad de consumo;18114;
Frigiliana;Renta neta media por persona;10298;
Frigiliana;Renta bruta media por persona;12062;
Frigiliana;Renta neta media por hogar;25181;
Frigiliana;Renta bruta media por hogar;29492;
Frigiliana;Renta por unidad de consumo;16100;
Fuengirola;Renta neta media por persona;10396;
Fuengirola;Renta bruta media por persona;12478;
Fuengirola;Renta neta media por hogar;27194;
Fuengirola;Renta bruta media por hogar;32643;
Fuengirola;Renta por unidad de consumo;16599;
Fuente de Piedra;Renta neta media por persona;10171;
Fuente de Piedra;Renta bruta media por persona;11610;
Fuente de Piedra;Renta neta media por hogar;24765;
Fuente de Piedra;Renta bruta media por hogar;28268;
Fuente de Piedra;Renta por unidad de consumo;15018;
Gaucín;Renta neta media por persona;10147;
Gaucín;Renta bruta media por persona;11866;
Gaucín;Renta neta media por hogar;23296;
Gaucín;Renta bruta media por hogar;27243;
Gaucín;Renta por unidad de consumo;15173;
Genalguacil;Renta neta media por persona;9988;
Genalguacil;Renta bruta media por persona;11337;
Genalguacil;Renta neta media por hogar;18501;
Genalguacil;Renta bruta media por hogar;20999;
Genalguacil;Renta por unidad de consumo;13275;
Guaro;Renta neta media por persona;9657;
Guaro;Renta bruta media por persona;10944;
Guaro;Renta neta media por hogar;24332;
Guaro;Renta bruta media por hogar;27574;
Guaro;Renta por unidad de consumo;14621;
Humilladero;Renta neta media por persona;9965;
Humilladero;Renta bruta media por persona;11289;
Humilladero;Renta neta media por hogar;19906;
Humilladero;Renta bruta media por hogar;22548;
Humilladero;Renta por unidad de consumo;13888;
Igualeja;Renta neta media por persona;12456;
Igualeja;Renta bruta media por persona;14252;
Igualeja;Renta neta media por hogar;27276;
Igualeja;Renta bruta media por hogar;31210;
Igualeja;Renta por unidad de consumo;17767;
Istán;Renta neta media por persona;12143;
Istán;Renta bruta media por persona;14690;
Istán;Renta neta media por hogar;28345;
Istán;Renta bruta media por hogar;34291;
Istán;Renta por unidad de consumo;18828;
Iznate;Renta neta media por persona;8602;
Iznate;Renta bruta media por persona;9577;
Iznate;Renta neta media por hogar;20191;
Iznate;Renta bruta media por hogar;22478;
Iznate;Renta por unidad de consumo;12735;
Jimera de Líbar;Renta neta media por persona;11740;
Jimera de Líbar;Renta bruta media por persona;13668;
Jimera de Líbar;Renta neta media por hogar;22214;
Jimera de Líbar;Renta bruta media por hogar;25861;
Jimera de Líbar;Renta por unidad de consumo;16163;
Jubrique;Renta neta media por persona;10633;
Jubrique;Renta bruta media por persona;12001;
Jubrique;Renta neta media por hogar;19481;
Jubrique;Renta bruta media por hogar;21988;
Jubrique;Renta por unidad de consumo;14406;
Júzcar;Renta neta media por persona;11427;
Júzcar;Renta bruta media por persona;13151;
Júzcar;Renta neta media por hogar;24270;
Júzcar;Renta bruta media por hogar;27933;
Júzcar;Renta por unidad de consumo;16333;
Macharaviaya;Renta neta media por persona;10392;
Macharaviaya;Renta bruta media por persona;12092;
Macharaviaya;Renta neta media por hogar;27694;
Macharaviaya;Renta bruta media por hogar;32227;
Macharaviaya;Renta por unidad de consumo;16113;
Málaga (capital);Renta neta media por persona;12764;
Málaga (capital);Renta bruta media por persona;15426;
Málaga (capital);Renta neta media por hogar;33786;
Málaga (capital);Renta bruta media por hogar;40831;
Málaga (capital);Renta por unidad de consumo;19311;
Manilva;Renta neta media por persona;10852;
Manilva;Renta bruta media por persona;12790;
Manilva;Renta neta media por hogar;26279;
Manilva;Renta bruta media por hogar;30970;
Manilva;Renta por unidad de consumo;16519;
Marbella;Renta neta media por persona;12050;
Marbella;Renta bruta media por persona;14884;
Marbella;Renta neta media por hogar;33447;
Marbella;Renta bruta media por hogar;41314;
Marbella;Renta por unidad de consumo;19254;
Mijas;Renta neta media por persona;10331;
Mijas;Renta bruta media por persona;12403;
Mijas;Renta neta media por hogar;27764;
Mijas;Renta bruta media por hogar;33332;
Mijas;Renta por unidad de consumo;16376;
Moclinejo;Renta neta media por persona;9040;
Moclinejo;Renta bruta media por persona;10171;
Moclinejo;Renta neta media por hogar;23477;
Moclinejo;Renta bruta media por hogar;26413;
Moclinejo;Renta por unidad de consumo;13682;
Mollina;Renta neta media por persona;9478;
Mollina;Renta bruta media por persona;10776;
Mollina;Renta neta media por hogar;22283;
Mollina;Renta bruta media por hogar;25331;
Mollina;Renta por unidad de consumo;14357;
Monda;Renta neta media por persona;9343;
Monda;Renta bruta media por persona;10758;
Monda;Renta neta media por hogar;24371;
Monda;Renta bruta media por hogar;28059;
Monda;Renta por unidad de consumo;14340;
Montecorto;Renta neta media por persona;10274;
Montecorto;Renta bruta media por persona;11659;
Montecorto;Renta neta media por hogar;23581;
Montecorto;Renta bruta media por hogar;26763;
Montecorto;Renta por unidad de consumo;14983;
Montejaque;Renta neta media por persona;9716;
Montejaque;Renta bruta media por persona;10922;
Montejaque;Renta neta media por hogar;20719;
Montejaque;Renta bruta media por hogar;23290;
Montejaque;Renta por unidad de consumo;14049;
Nerja;Renta neta media por persona;10528;
Nerja;Renta bruta media por persona;12384;
Nerja;Renta neta media por hogar;26915;
Nerja;Renta bruta media por hogar;31659;
Nerja;Renta por unidad de consumo;16335;
Ojén;Renta neta media por persona;10793;
Ojén;Renta bruta media por persona;12898;
Ojén;Renta neta media por hogar;26740;
Ojén;Renta bruta media por hogar;31955;
Ojén;Renta por unidad de consumo;16580;
Parauta;Renta neta media por persona;10406;
Parauta;Renta bruta media por persona;11775;
Parauta;Renta neta media por hogar;20966;
Parauta;Renta bruta media por hogar;23724;
Parauta;Renta por unidad de consumo;14101;
Periana;Renta neta media por persona;9274;
Periana;Renta bruta media por persona;10432;
Periana;Renta neta media por hogar;21392;
Periana;Renta bruta media por hogar;24062;
Periana;Renta por unidad de consumo;13482;
Pizarra;Renta neta media por persona;10011;
Pizarra;Renta bruta media por persona;11483;
Pizarra;Renta neta media por hogar;27634;
Pizarra;Renta bruta media por hogar;31698;
Pizarra;Renta por unidad de consumo;15409;
Pujerra;Renta neta media por persona;11760;
Pujerra;Renta bruta media por persona;13404;
Pujerra;Renta neta media por hogar;24704;
Pujerra;Renta bruta media por hogar;28159;
Pujerra;Renta por unidad de consumo;16481;
Rincón de la Victoria;Renta neta media por persona;14268;
Rincón de la Victoria;Renta bruta media por persona;17574;
Rincón de la Victoria;Renta neta media por hogar;35496;
Rincón de la Victoria;Renta bruta media por hogar;43724;
Rincón de la Victoria;Renta por unidad de consumo;21591;
Riogordo;Renta neta media por persona;9550;
Riogordo;Renta bruta media por persona;10749;
Riogordo;Renta neta media por hogar;22791;
Riogordo;Renta bruta media por hogar;25653;
Riogordo;Renta por unidad de consumo;14048;
Ronda;Renta neta media por persona;12067;
Ronda;Renta bruta media por persona;14331;
Ronda;Renta neta media por hogar;30008;
Ronda;Renta bruta media por hogar;35640;
Ronda;Renta por unidad de consumo;17914;
Salares;Renta neta media por persona;8801;
Salares;Renta bruta media por persona;9876;
Salares;Renta neta media por hogar;17889;
Salares;Renta bruta media por hogar;20074;
Salares;Renta por unidad de consumo;12451;
Sayalonga;Renta neta media por persona;8875;
Sayalonga;Renta bruta media por persona;10113;
Sayalonga;Renta neta media por hogar;19112;
Sayalonga;Renta bruta media por hogar;21778;
Sayalonga;Renta por unidad de consumo;14113;
Sedella;Renta neta media por persona;11136;
Sedella;Renta bruta media por persona;12741;
Sedella;Renta neta media por hogar;20503;
Sedella;Renta bruta media por hogar;23458;
Sedella;Renta por unidad de consumo;15401;
Serrato;Renta neta media por persona;9944;
Serrato;Renta bruta media por persona;10860;
Serrato;Renta neta media por hogar;20110;
Serrato;Renta bruta media por hogar;21961;
Serrato;Renta por unidad de consumo;13590;
Sierra de Yeguas;Renta neta media por persona;9879;
Sierra de Yeguas;Renta bruta media por persona;11118;
Sierra de Yeguas;Renta neta media por hogar;24880;
Sierra de Yeguas;Renta bruta media por hogar;28001;
Sierra de Yeguas;Renta por unidad de consumo;14738;
Teba;Renta neta media por persona;9812;
Teba;Renta bruta media por persona;11016;
Teba;Renta neta media por hogar;23034;
Teba;Renta bruta media por hogar;25860;
Teba;Renta por unidad de consumo;14187;
Tolox;Renta neta media por persona;10058;
Tolox;Renta bruta media por persona;11465;
Tolox;Renta neta media por hogar;22730;
Tolox;Renta bruta media por hogar;25908;
Tolox;Renta por unidad de consumo;14747;
Torremolinos;Renta neta media por persona;12481;
Torremolinos;Renta bruta media por persona;15183;
Torremolinos;Renta neta media por hogar;30002;
Torremolinos;Renta bruta media por hogar;36495;
Torremolinos;Renta por unidad de consumo;18689;
Torrox;Renta neta media por persona;9280;
Torrox;Renta bruta media por persona;10751;
Torrox;Renta neta media por hogar;22204;
Torrox;Renta bruta media por hogar;25725;
Torrox;Renta por unidad de consumo;14387;
Totalán;Renta neta media por persona;9106;
Totalán;Renta bruta media por persona;10346;
Totalán;Renta neta media por hogar;22932;
Totalán;Renta bruta media por hogar;26052;
Totalán;Renta por unidad de consumo;13770;
Valle de Abdalajís;Renta neta media por persona;9435;
Valle de Abdalajís;Renta bruta media por persona;10415;
Valle de Abdalajís;Renta neta media por hogar;22193;
Valle de Abdalajís;Renta bruta media por hogar;24498;
Valle de Abdalajís;Renta por unidad de consumo;13650;
Vélez-Málaga;Renta neta media por persona;11175;
Vélez-Málaga;Renta bruta media por persona;13204;
Vélez-Málaga;Renta neta media por hogar;28854;
Vélez-Málaga;Renta bruta media por hogar;34092;
Vélez-Málaga;Renta por unidad de consumo;16937;
Villanueva de Algaidas;Renta neta media por persona;9919;
Villanueva de Algaidas;Renta bruta media por persona;11090;
Villanueva de Algaidas;Renta neta media por hogar;23669;
Villanueva de Algaidas;Renta bruta media por hogar;26463;
Villanueva de Algaidas;Renta por unidad de consumo;14545;
Villanueva de la Concepción;Renta neta media por persona;9457;
Villanueva de la Concepción;Renta bruta media por persona;10705;
Villanueva de la Concepción;Renta neta media por hogar;24595;
Villanueva de la Concepción;Renta bruta media por hogar;27840;
Villanueva de la Concepción;Renta por unidad de consumo;14359;
Villanueva de Tapia;Renta neta media por persona;10577;
Villanueva de Tapia;Renta bruta media por persona;11856;
Villanueva de Tapia;Renta neta media por hogar;24388;
Villanueva de Tapia;Renta bruta media por hogar;27337;
Villanueva de Tapia;Renta por unidad de consumo;15321;
Villanueva del Rosario;Renta neta media por persona;10522;
Villanueva del Rosario;Renta bruta media por persona;11974;
Villanueva del Rosario;Renta neta media por hogar;24215;
Villanueva del Rosario;Renta bruta media por hogar;27556;
Villanueva del Rosario;Renta por unidad de consumo;15462;
Villanueva del Trabuco;Renta neta media por persona;9549;
Villanueva del Trabuco;Renta bruta media por persona;10855;
Villanueva del Trabuco;Renta neta media por hogar;23588;
Villanueva del Trabuco;Renta bruta media por hogar;26813;
Villanueva del Trabuco;Renta por unidad de consumo;14401;
Viñuela;Renta neta media por persona;9595;
Viñuela;Renta bruta media por persona;10985;
Viñuela;Renta neta media por hogar;22105;
Viñuela;Renta bruta media por hogar;25305;
Viñuela;Renta por unidad de consumo;14628;
Yunquera;Renta neta media por persona;9542;
Yunquera;Renta bruta media por persona;10845;
Yunquera;Renta neta media por hogar;22129;
Yunquera;Renta bruta media por hogar;25151;
Yunquera;Renta por unidad de consumo;14049;
Sevilla;Renta neta media por persona;12013;
Sevilla;Renta bruta media por persona;14387;
Sevilla;Renta neta media por hogar;31899;
Sevilla;Renta bruta media por hogar;38203;
Sevilla;Renta por unidad de consumo;18246;
Aguadulce;Renta neta media por persona;9650;
Aguadulce;Renta bruta media por persona;10911;
Aguadulce;Renta neta media por hogar;22991;
Aguadulce;Renta bruta media por hogar;25993;
Aguadulce;Renta por unidad de consumo;14235;
Alanís;Renta neta media por persona;9494;
Alanís;Renta bruta media por persona;10625;
Alanís;Renta neta media por hogar;21228;
Alanís;Renta bruta media por hogar;23757;
Alanís;Renta por unidad de consumo;13587;
Albaida del Aljarafe;Renta neta media por persona;9225;
Albaida del Aljarafe;Renta bruta media por persona;10594;
Albaida del Aljarafe;Renta neta media por hogar;25980;
Albaida del Aljarafe;Renta bruta media por hogar;29834;
Albaida del Aljarafe;Renta por unidad de consumo;14178;
Alcalá de Guadaíra;Renta neta media por persona;11426;
Alcalá de Guadaíra;Renta bruta media por persona;13616;
Alcalá de Guadaíra;Renta neta media por hogar;31747;
Alcalá de Guadaíra;Renta bruta media por hogar;37832;
Alcalá de Guadaíra;Renta por unidad de consumo;17652;
Alcalá del Río;Renta neta media por persona;10202;
Alcalá del Río;Renta bruta media por persona;11782;
Alcalá del Río;Renta neta media por hogar;27163;
Alcalá del Río;Renta bruta media por hogar;31370;
Alcalá del Río;Renta por unidad de consumo;15591;
Alcolea del Río;Renta neta media por persona;9045;
Alcolea del Río;Renta bruta media por persona;10086;
Alcolea del Río;Renta neta media por hogar;23987;
Alcolea del Río;Renta bruta media por hogar;26746;
Alcolea del Río;Renta por unidad de consumo;13630;
Algámitas;Renta neta media por persona;9322;
Algámitas;Renta bruta media por persona;se;
Algámitas;Renta neta media por hogar;22587;
Algámitas;Renta bruta media por hogar;25099;
Algámitas;Renta por unidad de consumo;13647;
Almadén de la Plata;Renta neta media por persona;10560;
Almadén de la Plata;Renta bruta media por persona;11790;
Almadén de la Plata;Renta neta media por hogar;23478;
Almadén de la Plata;Renta bruta media por hogar;26213;
Almadén de la Plata;Renta por unidad de consumo;15042;
Almensilla;Renta neta media por persona;11275;
Almensilla;Renta bruta media por persona;13335;
Almensilla;Renta neta media por hogar;30926;
Almensilla;Renta bruta media por hogar;36575;
Almensilla;Renta por unidad de consumo;17319;
Arahal;Renta neta media por persona;10045;
Arahal;Renta bruta media por persona;11506;
Arahal;Renta neta media por hogar;29171;
Arahal;Renta bruta media por hogar;33413;
Arahal;Renta por unidad de consumo;15753;
Aznalcázar;Renta neta media por persona;9748;
Aznalcázar;Renta bruta media por persona;11097;
Aznalcázar;Renta neta media por hogar;26294;
Aznalcázar;Renta bruta media por hogar;29932;
Aznalcázar;Renta por unidad de consumo;14737;
Aznalcóllar;Renta neta media por persona;9911;
Aznalcóllar;Renta bruta media por persona;11219;
Aznalcóllar;Renta neta media por hogar;26017;
Aznalcóllar;Renta bruta media por hogar;29454;
Aznalcóllar;Renta por unidad de consumo;14872;
Badolatosa;Renta neta media por persona;8598;
Badolatosa;Renta bruta media por persona;se;
Badolatosa;Renta neta media por hogar;21439;
Badolatosa;Renta bruta media por hogar;23767;
Badolatosa;Renta por unidad de consumo;12714;
Benacazón;Renta neta media por persona;9685;
Benacazón;Renta bruta media por persona;11100;
Benacazón;Renta neta media por hogar;27163;
Benacazón;Renta bruta media por hogar;31132;
Benacazón;Renta por unidad de consumo;15070;
Bollullos de la Mitación;Renta neta media por persona;11615;
Bollullos de la Mitación;Renta bruta media por persona;14039;
Bollullos de la Mitación;Renta neta media por hogar;34283;
Bollullos de la Mitación;Renta bruta media por hogar;41439;
Bollullos de la Mitación;Renta por unidad de consumo;18396;
Bormujos;Renta neta media por persona;13379;
Bormujos;Renta bruta media por persona;16683;
Bormujos;Renta neta media por hogar;39740;
Bormujos;Renta bruta media por hogar;49550;
Bormujos;Renta por unidad de consumo;21339;
Brenes;Renta neta media por persona;9626;
Brenes;Renta bruta media por persona;10965;
Brenes;Renta neta media por hogar;26076;
Brenes;Renta bruta media por hogar;29702;
Brenes;Renta por unidad de consumo;14657;
Burguillos;Renta neta media por persona;9209;
Burguillos;Renta bruta media por persona;10484;
Burguillos;Renta neta media por hogar;25402;
Burguillos;Renta bruta media por hogar;28917;
Burguillos;Renta por unidad de consumo;14091;
Camas;Renta neta media por persona;10984;
Camas;Renta bruta media por persona;12905;
Camas;Renta neta media por hogar;27784;
Camas;Renta bruta media por hogar;32640;
Camas;Renta por unidad de consumo;16418;
Cantillana;Renta neta media por persona;9352;
Cantillana;Renta bruta media por persona;10579;
Cantillana;Renta neta media por hogar;25221;
Cantillana;Renta bruta media por hogar;28529;
Cantillana;Renta por unidad de consumo;14217;
Cañada Rosal;Renta neta media por persona;10029;
Cañada Rosal;Renta bruta media por persona;11395;
Cañada Rosal;Renta neta media por hogar;26343;
Cañada Rosal;Renta bruta media por hogar;29927;
Cañada Rosal;Renta por unidad de consumo;15231;
Carmona;Renta neta media por persona;10826;
Carmona;Renta bruta media por persona;12613;
Carmona;Renta neta media por hogar;28661;
Carmona;Renta bruta media por hogar;33396;
Carmona;Renta por unidad de consumo;16369;
Carrión de los Céspedes;Renta neta media por persona;10506;
Carrión de los Céspedes;Renta bruta media por persona;11936;
Carrión de los Céspedes;Renta neta media por hogar;26898;
Carrión de los Céspedes;Renta bruta media por hogar;30559;
Carrión de los Céspedes;Renta por unidad de consumo;15682;
Casariche;Renta neta media por persona;8936;
Casariche;Renta bruta media por persona;se;
Casariche;Renta neta media por hogar;22888;
Casariche;Renta bruta media por hogar;27303;
Casariche;Renta por unidad de consumo;14111;
Castilblanco de los Arroyos;Renta neta media por persona;9551;
Castilblanco de los Arroyos;Renta bruta media por persona;10844;
Castilblanco de los Arroyos;Renta neta media por hogar;22617;
Castilblanco de los Arroyos;Renta bruta media por hogar;25682;
Castilblanco de los Arroyos;Renta por unidad de consumo;14026;
Castilleja de Guzmán;Renta neta media por persona;13586;
Castilleja de Guzmán;Renta bruta media por persona;16727;
Castilleja de Guzmán;Renta neta media por hogar;41822;
Castilleja de Guzmán;Renta bruta media por hogar;51492;
Castilleja de Guzmán;Renta por unidad de consumo;21191;
Castilleja de la Cuesta;Renta neta media por persona;11706;
Castilleja de la Cuesta;Renta bruta media por persona;13835;
Castilleja de la Cuesta;Renta neta media por hogar;31968;
Castilleja de la Cuesta;Renta bruta media por hogar;37785;
Castilleja de la Cuesta;Renta por unidad de consumo;17921;
Castilleja del Campo;Renta neta media por persona;10650;
Castilleja del Campo;Renta bruta media por persona;12137;
Castilleja del Campo;Renta neta media por hogar;27042;
Castilleja del Campo;Renta bruta media por hogar;30815;
Castilleja del Campo;Renta por unidad de consumo;15819;
Cazalla de la Sierra;Renta neta media por persona;10328;
Cazalla de la Sierra;Renta bruta media por persona;11857;
Cazalla de la Sierra;Renta neta media por hogar;25048;
Cazalla de la Sierra;Renta bruta media por hogar;28754;
Cazalla de la Sierra;Renta por unidad de consumo;15192;
Constantina;Renta neta media por persona;9773;
Constantina;Renta bruta media por persona;11025;
Constantina;Renta neta media por hogar;23592;
Constantina;Renta bruta media por hogar;26615;
Constantina;Renta por unidad de consumo;14171;
Coria del Río;Renta neta media por persona;9719;
Coria del Río;Renta bruta media por persona;11167;
Coria del Río;Renta neta media por hogar;26476;
Coria del Río;Renta bruta media por hogar;30423;
Coria del Río;Renta por unidad de consumo;14880;
Coripe;Renta neta media por persona;10192;
Coripe;Renta bruta media por persona;11477;
Coripe;Renta neta media por hogar;22207;
Coripe;Renta bruta media por hogar;25005;
Coripe;Renta por unidad de consumo;14611;
Dos Hermanas;Renta neta media por persona;12351;
Dos Hermanas;Renta bruta media por persona;14874;
Dos Hermanas;Renta neta media por hogar;35004;
Dos Hermanas;Renta bruta media por hogar;42155;
Dos Hermanas;Renta por unidad de consumo;19121;
Écija;Renta neta media por persona;10315;
Écija;Renta bruta media por persona;11927;
Écija;Renta neta media por hogar;27277;
Écija;Renta bruta media por hogar;31541;
Écija;Renta por unidad de consumo;15635;
El Castillo de las Guardas;Renta neta media por persona;10702;
El Castillo de las Guardas;Renta bruta media por persona;12133;
El Castillo de las Guardas;Renta neta media por hogar;23762;
El Castillo de las Guardas;Renta bruta media por hogar;26938;
El Castillo de las Guardas;Renta por unidad de consumo;15082;
El Coronil;Renta neta media por persona;9945;
El Coronil;Renta bruta media por persona;11184;
El Coronil;Renta neta media por hogar;25599;
El Coronil;Renta bruta media por hogar;28787;
El Coronil;Renta por unidad de consumo;14832;
El Cuervo de Sevilla;Renta neta media por persona;8869;
El Cuervo de Sevilla;Renta bruta media por persona;9949;
El Cuervo de Sevilla;Renta neta media por hogar;23640;
El Cuervo de Sevilla;Renta bruta media por hogar;26514;
El Cuervo de Sevilla;Renta por unidad de consumo;13530;
El Garrobo;Renta neta media por persona;10483;
