Territorio;Medida;Valor;
Villablanca;Renta bruta media por hogar;26800;
Villablanca;Renta por unidad de consumo;13903;
Villalba del Alcor;Renta neta media por persona;9319;
Villalba del Alcor;Renta bruta media por persona;10413;
Villalba del Alcor;Renta neta media por hogar;24551;
Villalba del Alcor;Renta bruta media por hogar;27433;
Villalba del Alcor;Renta por unidad de consumo;13922;
Villanueva de las Cruces;Renta neta media por persona;11435;
Villanueva de las Cruces;Renta bruta media por persona;12955;
Villanueva de las Cruces;Renta neta media por hogar;23415;
Villanueva de las Cruces;Renta bruta media por hogar;26527;
Villanueva de las Cruces;Renta por unidad de consumo;15801;
Villanueva de los Castillejos;Renta neta media por persona;10798;
Villanueva de los Castillejos;Renta bruta media por persona;12458;
Villanueva de los Castillejos;Renta neta media por hogar;26600;
Villanueva de los Castillejos;Renta bruta media por hogar;30690;
Villanueva de los Castillejos;Renta por unidad de consumo;15941;
Villarrasa;Renta neta media por persona;10199;
Villarrasa;Renta bruta media por persona;11629;
Villarrasa;Renta neta media por hogar;26469;
Villarrasa;Renta bruta media por hogar;30180;
Villarrasa;Renta por unidad de consumo;15214;
Zalamea la Real;Renta neta media por persona;11875;
Zalamea la Real;Renta bruta media por persona;13745;
Zalamea la Real;Renta neta media por hogar;27739;
Zalamea la Real;Renta bruta media por hogar;32110;
Zalamea la Real;Renta por unidad de consumo;17279;
Zufre;Renta neta media por persona;10705;
Zufre;Renta bruta media por persona;12054;
Zufre;Renta neta media por hogar;23262;
Zufre;Renta bruta media por hogar;26195;
Zufre;Renta por unidad de consumo;15174;
Jaén;Renta neta media por persona;11074;
Jaén;Renta bruta media por persona;12869;
Jaén;Renta neta media por hogar;27429;
Jaén;Renta bruta media por hogar;31877;
Jaén;Renta por unidad de consumo;16414;
Albanchez de Mágina;Renta neta media por persona;10323;
Albanchez de Mágina;Renta bruta media por persona;11458;
Albanchez de Mágina;Renta neta media por hogar;21599;
Albanchez de Mágina;Renta bruta media por hogar;23974;
Albanchez de Mágina;Renta por unidad de consumo;14394;
Alcalá la Real;Renta neta media por persona;10863;
Alcalá la Real;Renta bruta media por persona;12626;
Alcalá la Real;Renta neta media por hogar;26455;
Alcalá la Real;Renta bruta media por hogar;30749;
Alcalá la Real;Renta por unidad de consumo;16240;
Alcaudete;Renta neta media por persona;10321;
Alcaudete;Renta bruta media por persona;11697;
Alcaudete;Renta neta media por hogar;24556;
Alcaudete;Renta bruta media por hogar;27831;
Alcaudete;Renta por unidad de consumo;15130;
Aldeaquemada;Renta neta media por persona;11937;
Aldeaquemada;Renta bruta media por persona;13922;
Aldeaquemada;Renta neta media por hogar;24998;
Aldeaquemada;Renta bruta media por hogar;29152;
Aldeaquemada;Renta por unidad de consumo;16441;
Andújar;Renta neta media por persona;10654;
Andújar;Renta bruta media por persona;12299;
Andújar;Renta neta media por hogar;26140;
Andújar;Renta bruta media por hogar;30176;
Andújar;Renta por unidad de consumo;15771;
Arjona;Renta neta media por persona;10324;
Arjona;Renta bruta media por persona;11705;
Arjona;Renta neta media por hogar;25267;
Arjona;Renta bruta media por hogar;28645;
Arjona;Renta por unidad de consumo;15206;
Arjonilla;Renta neta media por persona;9919;
Arjonilla;Renta bruta media por persona;11147;
Arjonilla;Renta neta media por hogar;24140;
Arjonilla;Renta bruta media por hogar;27127;
Arjonilla;Renta por unidad de consumo;14510;
Arquillos;Renta neta media por persona;9076;
Arquillos;Renta bruta media por persona;10114;
Arquillos;Renta neta media por hogar;21628;
Arquillos;Renta bruta media por hogar;24102;
Arquillos;Renta por unidad de consumo;13421;
Arroyo del Ojanco;Renta neta media por persona;9362;
Arroyo del Ojanco;Renta bruta media por persona;10420;
Arroyo del Ojanco;Renta neta media por hogar;21418;
Arroyo del Ojanco;Renta bruta media por hogar;23836;
Arroyo del Ojanco;Renta por unidad de consumo;13499;
Baeza;Renta neta media por persona;10925;
Baeza;Renta bruta media por persona;12856;
Baeza;Renta neta media por hogar;28087;
Baeza;Renta bruta media por hogar;33053;
Baeza;Renta por unidad de consumo;16512;
Bailén;Renta neta media por persona;9571;
Bailén;Renta bruta media por persona;10889;
Bailén;Renta neta media por hogar;25288;
Bailén;Renta bruta media por hogar;28769;
Bailén;Renta por unidad de consumo;14472;
Baños de la Encina;Renta neta media por persona;9993;
Baños de la Encina;Renta bruta media por persona;11244;
Baños de la Encina;Renta neta media por hogar;23872;
Baños de la Encina;Renta bruta media por hogar;26859;
Baños de la Encina;Renta por unidad de consumo;14596;
Beas de Segura;Renta neta media por persona;8924;
Beas de Segura;Renta bruta media por persona;10010;
Beas de Segura;Renta neta media por hogar;20819;
Beas de Segura;Renta bruta media por hogar;23352;
Beas de Segura;Renta por unidad de consumo;12867;
Bedmar y Garcíez;Renta neta media por persona;9317;
Bedmar y Garcíez;Renta bruta media por persona;10305;
Bedmar y Garcíez;Renta neta media por hogar;21879;
Bedmar y Garcíez;Renta bruta media por hogar;24201;
Bedmar y Garcíez;Renta por unidad de consumo;13479;
Begíjar;Renta neta media por persona;9263;
Begíjar;Renta bruta media por persona;10354;
Begíjar;Renta neta media por hogar;22429;
Begíjar;Renta bruta media por hogar;25070;
Begíjar;Renta por unidad de consumo;13559;
Bélmez de la Moraleda;Renta neta media por persona;9799;
Bélmez de la Moraleda;Renta bruta media por persona;10758;
Bélmez de la Moraleda;Renta neta media por hogar;22169;
Bélmez de la Moraleda;Renta bruta media por hogar;24336;
Bélmez de la Moraleda;Renta por unidad de consumo;13902;
Benatae;Renta neta media por persona;10775;
Benatae;Renta bruta media por persona;12014;
Benatae;Renta neta media por hogar;21354;
Benatae;Renta bruta media por hogar;23809;
Benatae;Renta por unidad de consumo;15026;
Cabra del Santo Cristo;Renta neta media por persona;9502;
Cabra del Santo Cristo;Renta bruta media por persona;10451;
Cabra del Santo Cristo;Renta neta media por hogar;21355;
Cabra del Santo Cristo;Renta bruta media por hogar;23487;
Cabra del Santo Cristo;Renta por unidad de consumo;13473;
Cambil;Renta neta media por persona;8754;
Cambil;Renta bruta media por persona;9646;
Cambil;Renta neta media por hogar;19382;
Cambil;Renta bruta media por hogar;21353;
Cambil;Renta por unidad de consumo;12384;
Campillo de Arenas;Renta neta media por persona;10653;
Campillo de Arenas;Renta bruta media por persona;12112;
Campillo de Arenas;Renta neta media por hogar;23836;
Campillo de Arenas;Renta bruta media por hogar;27100;
Campillo de Arenas;Renta por unidad de consumo;15532;
Canena;Renta neta media por persona;10841;
Canena;Renta bruta media por persona;12561;
Canena;Renta neta media por hogar;28412;
Canena;Renta bruta media por hogar;32919;
Canena;Renta por unidad de consumo;16345;
Carboneros;Renta neta media por persona;9039;
Carboneros;Renta bruta media por persona;9930;
Carboneros;Renta neta media por hogar;22339;
Carboneros;Renta bruta media por hogar;24541;
Carboneros;Renta por unidad de consumo;13046;
Cárcheles;Renta neta media por persona;10922;
Cárcheles;Renta bruta media por persona;12758;
Cárcheles;Renta neta media por hogar;24197;
Cárcheles;Renta bruta media por hogar;28265;
Cárcheles;Renta por unidad de consumo;15616;
Castellar;Renta neta media por persona;9666;
Castellar;Renta bruta media por persona;10857;
Castellar;Renta neta media por hogar;22642;
Castellar;Renta bruta media por hogar;25431;
Castellar;Renta por unidad de consumo;13977;
Castillo de Locubín;Renta neta media por persona;10431;
Castillo de Locubín;Renta bruta media por persona;11622;
Castillo de Locubín;Renta neta media por hogar;23000;
Castillo de Locubín;Renta bruta media por hogar;25626;
Castillo de Locubín;Renta por unidad de consumo;14822;
Cazalilla;Renta neta media por persona;10381;
Cazalilla;Renta bruta media por persona;11451;
Cazalilla;Renta neta media por hogar;22919;
Cazalilla;Renta bruta media por hogar;25281;
Cazalilla;Renta por unidad de consumo;14797;
Cazorla;Renta neta media por persona;11081;
Cazorla;Renta bruta media por persona;12761;
Cazorla;Renta neta media por hogar;25052;
Cazorla;Renta bruta media por hogar;28847;
Cazorla;Renta por unidad de consumo;15927;
Chiclana de Segura;Renta neta media por persona;9250;
Chiclana de Segura;Renta bruta media por persona;10269;
Chiclana de Segura;Renta neta media por hogar;17191;
Chiclana de Segura;Renta bruta media por hogar;19084;
Chiclana de Segura;Renta por unidad de consumo;12501;
Chilluévar;Renta neta media por persona;9232;
Chilluévar;Renta bruta media por persona;10221;
Chilluévar;Renta neta media por hogar;19530;
Chilluévar;Renta bruta media por hogar;21623;
Chilluévar;Renta por unidad de consumo;12891;
Escañuela;Renta neta media por persona;9197;
Escañuela;Renta bruta media por persona;10272;
Escañuela;Renta neta media por hogar;24845;
Escañuela;Renta bruta media por hogar;27754;
Escañuela;Renta por unidad de consumo;14078;
Espeluy;Renta neta media por persona;10113;
Espeluy;Renta bruta media por persona;11321;
Espeluy;Renta neta media por hogar;22773;
Espeluy;Renta bruta media por hogar;25490;
Espeluy;Renta por unidad de consumo;14330;
Frailes;Renta neta media por persona;9643;
Frailes;Renta bruta media por persona;10668;
Frailes;Renta neta media por hogar;21969;
Frailes;Renta bruta media por hogar;24306;
Frailes;Renta por unidad de consumo;13852;
Fuensanta de Martos;Renta neta media por persona;9260;
Fuensanta de Martos;Renta bruta media por persona;10346;
Fuensanta de Martos;Renta neta media por hogar;21781;
Fuensanta de Martos;Renta bruta media por hogar;24336;
Fuensanta de Martos;Renta por unidad de consumo;13398;
Fuerte del Rey;Renta neta media por persona;10157;
Fuerte del Rey;Renta bruta media por persona;11545;
Fuerte del Rey;Renta neta media por hogar;24626;
Fuerte del Rey;Renta bruta media por hogar;27992;
Fuerte del Rey;Renta por unidad de consumo;15071;
Génave;Renta neta media por persona;9422;
Génave;Renta bruta media por persona;10400;
Génave;Renta neta media por hogar;19542;
Génave;Renta bruta media por hogar;21570;
Génave;Renta por unidad de consumo;13040;
Guarromán;Renta neta media por persona;9202;
Guarromán;Renta bruta media por persona;10272;
Guarromán;Renta neta media por hogar;24185;
Guarromán;Renta bruta media por hogar;26996;
Guarromán;Renta por unidad de consumo;13930;
Higuera de Calatrava;Renta neta media por persona;8672;
Higuera de Calatrava;Renta bruta media por persona;9519;
Higuera de Calatrava;Renta neta media por hogar;21086;
Higuera de Calatrava;Renta bruta media por hogar;23143;
Higuera de Calatrava;Renta por unidad de consumo;12889;
Hinojares;Renta neta media por persona;10065;
Hinojares;Renta bruta media por persona;11243;
Hinojares;Renta neta media por hogar;21722;
Hinojares;Renta bruta media por hogar;24264;
Hinojares;Renta por unidad de consumo;14453;
Hornos;Renta neta media por persona;10935;
Hornos;Renta bruta media por persona;12410;
Hornos;Renta neta media por hogar;21871;
Hornos;Renta bruta media por hogar;24819;
Hornos;Renta por unidad de consumo;14871;
Huelma;Renta neta media por persona;9262;
Huelma;Renta bruta media por persona;10399;
Huelma;Renta neta media por hogar;23099;
Huelma;Renta bruta media por hogar;25934;
Huelma;Renta por unidad de consumo;13752;
Huesa;Renta neta media por persona;7603;
Huesa;Renta bruta media por persona;se;
Huesa;Renta neta media por hogar;17611;
Huesa;Renta bruta media por hogar;19159;
Huesa;Renta por unidad de consumo;11074;
Ibros;Renta neta media por persona;9255;
Ibros;Renta bruta media por persona;10347;
Ibros;Renta neta media por hogar;23588;
Ibros;Renta bruta media por hogar;26371;
Ibros;Renta por unidad de consumo;13580;
Iznatoraf;Renta neta media por persona;8952;
Iznatoraf;Renta bruta media por persona;9877;
Iznatoraf;Renta neta media por hogar;19138;
Iznatoraf;Renta bruta media por hogar;21115;
Iznatoraf;Renta por unidad de consumo;12679;
Jabalquinto;Renta neta media por persona;9678;
Jabalquinto;Renta bruta media por persona;se;
Jabalquinto;Renta neta media por hogar;22395;
Jabalquinto;Renta bruta media por hogar;24718;
Jabalquinto;Renta por unidad de consumo;13955;
Jaén (capital);Renta neta media por persona;13791;
Jaén (capital);Renta bruta media por persona;16657;
Jaén (capital);Renta neta media por hogar;35128;
Jaén (capital);Renta bruta media por hogar;42429;
Jaén (capital);Renta por unidad de consumo;20540;
Jamilena;Renta neta media por persona;9756;
Jamilena;Renta bruta media por persona;10978;
Jamilena;Renta neta media por hogar;23799;
Jamilena;Renta bruta media por hogar;26779;
Jamilena;Renta por unidad de consumo;14387;
Jimena;Renta neta media por persona;9717;
Jimena;Renta bruta media por persona;10797;
Jimena;Renta neta media por hogar;21828;
Jimena;Renta bruta media por hogar;24253;
Jimena;Renta por unidad de consumo;13831;
Jódar;Renta neta media por persona;8578;
Jódar;Renta bruta media por persona;se;
Jódar;Renta neta media por hogar;21973;
Jódar;Renta bruta media por hogar;24234;
Jódar;Renta por unidad de consumo;12780;
La Carolina;Renta neta media por persona;10809;
La Carolina;Renta bruta media por persona;12393;
La Carolina;Renta neta media por hogar;25476;
La Carolina;Renta bruta media por hogar;29208;
La Carolina;Renta por unidad de consumo;15757;
La Guardia de Jaén;Renta neta media por persona;13653;
La Guardia de Jaén;Renta bruta media por persona;16817;
La Guardia de Jaén;Renta neta media por hogar;39540;
La Guardia de Jaén;Renta bruta media por hogar;48706;
La Guardia de Jaén;Renta por unidad de consumo;21346;
La Iruela;Renta neta media por persona;10082;
La Iruela;Renta bruta media por persona;11405;
La Iruela;Renta neta media por hogar;22356;
La Iruela;Renta bruta media por hogar;25288;
La Iruela;Renta por unidad de consumo;14316;
La Puerta de Segura;Renta neta media por persona;10174;
La Puerta de Segura;Renta bruta media por persona;11509;
La Puerta de Segura;Renta neta media por hogar;22372;
La Puerta de Segura;Renta bruta media por hogar;25308;
La Puerta de Segura;Renta por unidad de consumo;14526;
Lahiguera;Renta neta media por persona;9831;
Lahiguera;Renta bruta media por persona;se;
Lahiguera;Renta neta media por hogar;23015;
Lahiguera;Renta bruta media por hogar;25631;
Lahiguera;Renta por unidad de consumo;14218;
Larva;Renta neta media por persona;8911;
Larva;Renta bruta media por persona;se;
Larva;Renta neta media por hogar;19242;
Larva;Renta bruta media por hogar;21206;
Larva;Renta por unidad de consumo;12704;
Linares;Renta neta media por persona;11641;
Linares;Renta bruta media por persona;13597;
Linares;Renta neta media por hogar;29955;
Linares;Renta bruta media por hogar;34985;
Linares;Renta por unidad de consumo;17339;
Lopera;Renta neta media por persona;9744;
Lopera;Renta bruta media por persona;10866;
Lopera;Renta neta media por hogar;23602;
Lopera;Renta bruta media por hogar;26320;
Lopera;Renta por unidad de consumo;14269;
Los Villares;Renta neta media por persona;10256;
Los Villares;Renta bruta media por persona;11810;
Los Villares;Renta neta media por hogar;26220;
Los Villares;Renta bruta media por hogar;30191;
