Territorio;Nacionalidad;Medida;Valor;
La Roda de Andalucía;América;Inmigraciones ;8;
La Roda de Andalucía;América Norte;Inmigraciones ;-;
La Roda de Andalucía;Central-Caribe;Inmigraciones ;4;
La Roda de Andalucía;América Sur;Inmigraciones ;4;
La Roda de Andalucía;Asia;Inmigraciones ;-;
La Roda de Andalucía;Próximo Oriente;Inmigraciones ;-;
La Roda de Andalucía;Resto Asia;Inmigraciones ;-;
La Roda de Andalucía;Oceanía;Inmigraciones ;-;
La Roda de Andalucía;Apátridas;Inmigraciones ;-;
La Roda de Andalucía;TOTAL;Inmigraciones ;34;
Lantejuela;Española;Inmigraciones ;1;
Lantejuela;Extranjera;Inmigraciones ;14;
Lantejuela;Europa;Inmigraciones ;-;
Lantejuela;UE27;Inmigraciones ;-;
Lantejuela;Resto de Europa;Inmigraciones ;-;
Lantejuela;África;Inmigraciones ;-;
Lantejuela;África Norte;Inmigraciones ;-;
Lantejuela;Sub-Sahara;Inmigraciones ;-;
Lantejuela;Resto África;Inmigraciones ;-;
Lantejuela;América;Inmigraciones ;13;
Lantejuela;América Norte;Inmigraciones ;-;
Lantejuela;Central-Caribe;Inmigraciones ;11;
Lantejuela;América Sur;Inmigraciones ;2;
Lantejuela;Asia;Inmigraciones ;1;
Lantejuela;Próximo Oriente;Inmigraciones ;-;
Lantejuela;Resto Asia;Inmigraciones ;1;
Lantejuela;Oceanía;Inmigraciones ;-;
Lantejuela;Apátridas;Inmigraciones ;-;
Lantejuela;TOTAL;Inmigraciones ;15;
Las Cabezas de San Juan;Española;Inmigraciones ;27;
Las Cabezas de San Juan;Extranjera;Inmigraciones ;67;
Las Cabezas de San Juan;Europa;Inmigraciones ;9;
Las Cabezas de San Juan;UE27;Inmigraciones ;6;
Las Cabezas de San Juan;Resto de Europa;Inmigraciones ;3;
Las Cabezas de San Juan;África;Inmigraciones ;26;
Las Cabezas de San Juan;África Norte;Inmigraciones ;26;
Las Cabezas de San Juan;Sub-Sahara;Inmigraciones ;-;
Las Cabezas de San Juan;Resto África;Inmigraciones ;-;
Las Cabezas de San Juan;América;Inmigraciones ;29;
Las Cabezas de San Juan;América Norte;Inmigraciones ;-;
Las Cabezas de San Juan;Central-Caribe;Inmigraciones ;14;
Las Cabezas de San Juan;América Sur;Inmigraciones ;15;
Las Cabezas de San Juan;Asia;Inmigraciones ;3;
Las Cabezas de San Juan;Próximo Oriente;Inmigraciones ;-;
Las Cabezas de San Juan;Resto Asia;Inmigraciones ;3;
Las Cabezas de San Juan;Oceanía;Inmigraciones ;-;
Las Cabezas de San Juan;Apátridas;Inmigraciones ;-;
Las Cabezas de San Juan;TOTAL;Inmigraciones ;94;
Las Navas de la Concepción;Española;Inmigraciones ;-;
Las Navas de la Concepción;Extranjera;Inmigraciones ;3;
Las Navas de la Concepción;Europa;Inmigraciones ;1;
Las Navas de la Concepción;UE27;Inmigraciones ;1;
Las Navas de la Concepción;Resto de Europa;Inmigraciones ;-;
Las Navas de la Concepción;África;Inmigraciones ;-;
Las Navas de la Concepción;África Norte;Inmigraciones ;-;
Las Navas de la Concepción;Sub-Sahara;Inmigraciones ;-;
Las Navas de la Concepción;Resto África;Inmigraciones ;-;
Las Navas de la Concepción;América;Inmigraciones ;2;
Las Navas de la Concepción;América Norte;Inmigraciones ;-;
Las Navas de la Concepción;Central-Caribe;Inmigraciones ;1;
Las Navas de la Concepción;América Sur;Inmigraciones ;1;
Las Navas de la Concepción;Asia;Inmigraciones ;-;
Las Navas de la Concepción;Próximo Oriente;Inmigraciones ;-;
Las Navas de la Concepción;Resto Asia;Inmigraciones ;-;
Las Navas de la Concepción;Oceanía;Inmigraciones ;-;
Las Navas de la Concepción;Apátridas;Inmigraciones ;-;
Las Navas de la Concepción;TOTAL;Inmigraciones ;3;
Lebrija;Española;Inmigraciones ;14;
Lebrija;Extranjera;Inmigraciones ;93;
Lebrija;Europa;Inmigraciones ;8;
Lebrija;UE27;Inmigraciones ;4;
Lebrija;Resto de Europa;Inmigraciones ;4;
Lebrija;África;Inmigraciones ;11;
Lebrija;África Norte;Inmigraciones ;9;
Lebrija;Sub-Sahara;Inmigraciones ;-;
Lebrija;Resto África;Inmigraciones ;2;
Lebrija;América;Inmigraciones ;67;
Lebrija;América Norte;Inmigraciones ;5;
Lebrija;Central-Caribe;Inmigraciones ;11;
Lebrija;América Sur;Inmigraciones ;51;
Lebrija;Asia;Inmigraciones ;7;
Lebrija;Próximo Oriente;Inmigraciones ;-;
Lebrija;Resto Asia;Inmigraciones ;7;
Lebrija;Oceanía;Inmigraciones ;-;
Lebrija;Apátridas;Inmigraciones ;2;
Lebrija;TOTAL;Inmigraciones ;109;
Lora de Estepa;Española;Inmigraciones ;1;
Lora de Estepa;Extranjera;Inmigraciones ;4;
Lora de Estepa;Europa;Inmigraciones ;2;
Lora de Estepa;UE27;Inmigraciones ;2;
Lora de Estepa;Resto de Europa;Inmigraciones ;-;
Lora de Estepa;África;Inmigraciones ;-;
Lora de Estepa;África Norte;Inmigraciones ;-;
Lora de Estepa;Sub-Sahara;Inmigraciones ;-;
Lora de Estepa;Resto África;Inmigraciones ;-;
Lora de Estepa;América;Inmigraciones ;2;
Lora de Estepa;América Norte;Inmigraciones ;-;
Lora de Estepa;Central-Caribe;Inmigraciones ;-;
Lora de Estepa;América Sur;Inmigraciones ;2;
Lora de Estepa;Asia;Inmigraciones ;-;
Lora de Estepa;Próximo Oriente;Inmigraciones ;-;
Lora de Estepa;Resto Asia;Inmigraciones ;-;
Lora de Estepa;Oceanía;Inmigraciones ;-;
Lora de Estepa;Apátridas;Inmigraciones ;-;
Lora de Estepa;TOTAL;Inmigraciones ;5;
Lora del Río;Española;Inmigraciones ;28;
Lora del Río;Extranjera;Inmigraciones ;61;
Lora del Río;Europa;Inmigraciones ;10;
Lora del Río;UE27;Inmigraciones ;10;
Lora del Río;Resto de Europa;Inmigraciones ;-;
Lora del Río;África;Inmigraciones ;8;
Lora del Río;África Norte;Inmigraciones ;8;
Lora del Río;Sub-Sahara;Inmigraciones ;-;
Lora del Río;Resto África;Inmigraciones ;-;
Lora del Río;América;Inmigraciones ;24;
Lora del Río;América Norte;Inmigraciones ;-;
Lora del Río;Central-Caribe;Inmigraciones ;11;
Lora del Río;América Sur;Inmigraciones ;13;
Lora del Río;Asia;Inmigraciones ;19;
Lora del Río;Próximo Oriente;Inmigraciones ;-;
Lora del Río;Resto Asia;Inmigraciones ;19;
Lora del Río;Oceanía;Inmigraciones ;-;
Lora del Río;Apátridas;Inmigraciones ;-;
Lora del Río;TOTAL;Inmigraciones ;89;
Los Corrales;Española;Inmigraciones ;4;
Los Corrales;Extranjera;Inmigraciones ;20;
Los Corrales;Europa;Inmigraciones ;1;
Los Corrales;UE27;Inmigraciones ;1;
Los Corrales;Resto de Europa;Inmigraciones ;-;
Los Corrales;África;Inmigraciones ;12;
Los Corrales;África Norte;Inmigraciones ;7;
Los Corrales;Sub-Sahara;Inmigraciones ;-;
Los Corrales;Resto África;Inmigraciones ;5;
Los Corrales;América;Inmigraciones ;5;
Los Corrales;América Norte;Inmigraciones ;-;
Los Corrales;Central-Caribe;Inmigraciones ;3;
Los Corrales;América Sur;Inmigraciones ;2;
Los Corrales;Asia;Inmigraciones ;2;
Los Corrales;Próximo Oriente;Inmigraciones ;-;
Los Corrales;Resto Asia;Inmigraciones ;2;
Los Corrales;Oceanía;Inmigraciones ;-;
Los Corrales;Apátridas;Inmigraciones ;-;
Los Corrales;TOTAL;Inmigraciones ;24;
Los Molares;Española;Inmigraciones ;3;
Los Molares;Extranjera;Inmigraciones ;22;
Los Molares;Europa;Inmigraciones ;1;
Los Molares;UE27;Inmigraciones ;1;
Los Molares;Resto de Europa;Inmigraciones ;-;
Los Molares;África;Inmigraciones ;6;
Los Molares;África Norte;Inmigraciones ;6;
Los Molares;Sub-Sahara;Inmigraciones ;-;
Los Molares;Resto África;Inmigraciones ;-;
Los Molares;América;Inmigraciones ;8;
Los Molares;América Norte;Inmigraciones ;2;
Los Molares;Central-Caribe;Inmigraciones ;-;
Los Molares;América Sur;Inmigraciones ;6;
Los Molares;Asia;Inmigraciones ;1;
Los Molares;Próximo Oriente;Inmigraciones ;1;
Los Molares;Resto Asia;Inmigraciones ;-;
Los Molares;Oceanía;Inmigraciones ;6;
Los Molares;Apátridas;Inmigraciones ;-;
Los Molares;TOTAL;Inmigraciones ;25;
Los Palacios y Villafranca;Española;Inmigraciones ;64;
Los Palacios y Villafranca;Extranjera;Inmigraciones ;90;
Los Palacios y Villafranca;Europa;Inmigraciones ;29;
Los Palacios y Villafranca;UE27;Inmigraciones ;21;
Los Palacios y Villafranca;Resto de Europa;Inmigraciones ;8;
Los Palacios y Villafranca;África;Inmigraciones ;14;
Los Palacios y Villafranca;África Norte;Inmigraciones ;13;
Los Palacios y Villafranca;Sub-Sahara;Inmigraciones ;-;
Los Palacios y Villafranca;Resto África;Inmigraciones ;1;
Los Palacios y Villafranca;América;Inmigraciones ;45;
Los Palacios y Villafranca;América Norte;Inmigraciones ;-;
Los Palacios y Villafranca;Central-Caribe;Inmigraciones ;27;
Los Palacios y Villafranca;América Sur;Inmigraciones ;18;
Los Palacios y Villafranca;Asia;Inmigraciones ;2;
Los Palacios y Villafranca;Próximo Oriente;Inmigraciones ;-;
Los Palacios y Villafranca;Resto Asia;Inmigraciones ;2;
Los Palacios y Villafranca;Oceanía;Inmigraciones ;-;
Los Palacios y Villafranca;Apátridas;Inmigraciones ;-;
Los Palacios y Villafranca;TOTAL;Inmigraciones ;154;
Mairena del Alcor;Española;Inmigraciones ;33;
Mairena del Alcor;Extranjera;Inmigraciones ;142;
Mairena del Alcor;Europa;Inmigraciones ;20;
Mairena del Alcor;UE27;Inmigraciones ;17;
Mairena del Alcor;Resto de Europa;Inmigraciones ;3;
Mairena del Alcor;África;Inmigraciones ;37;
Mairena del Alcor;África Norte;Inmigraciones ;32;
Mairena del Alcor;Sub-Sahara;Inmigraciones ;1;
Mairena del Alcor;Resto África;Inmigraciones ;4;
Mairena del Alcor;América;Inmigraciones ;78;
Mairena del Alcor;América Norte;Inmigraciones ;1;
Mairena del Alcor;Central-Caribe;Inmigraciones ;21;
Mairena del Alcor;América Sur;Inmigraciones ;56;
Mairena del Alcor;Asia;Inmigraciones ;7;
Mairena del Alcor;Próximo Oriente;Inmigraciones ;-;
Mairena del Alcor;Resto Asia;Inmigraciones ;7;
Mairena del Alcor;Oceanía;Inmigraciones ;-;
Mairena del Alcor;Apátridas;Inmigraciones ;-;
Mairena del Alcor;TOTAL;Inmigraciones ;175;
Mairena del Aljarafe;Española;Inmigraciones ;125;
Mairena del Aljarafe;Extranjera;Inmigraciones ;481;
Mairena del Aljarafe;Europa;Inmigraciones ;106;
Mairena del Aljarafe;UE27;Inmigraciones ;60;
Mairena del Aljarafe;Resto de Europa;Inmigraciones ;46;
Mairena del Aljarafe;África;Inmigraciones ;34;
Mairena del Aljarafe;África Norte;Inmigraciones ;23;
Mairena del Aljarafe;Sub-Sahara;Inmigraciones ;1;
Mairena del Aljarafe;Resto África;Inmigraciones ;10;
Mairena del Aljarafe;América;Inmigraciones ;320;
Mairena del Aljarafe;América Norte;Inmigraciones ;7;
Mairena del Aljarafe;Central-Caribe;Inmigraciones ;63;
Mairena del Aljarafe;América Sur;Inmigraciones ;250;
Mairena del Aljarafe;Asia;Inmigraciones ;21;
Mairena del Aljarafe;Próximo Oriente;Inmigraciones ;5;
Mairena del Aljarafe;Resto Asia;Inmigraciones ;16;
Mairena del Aljarafe;Oceanía;Inmigraciones ;-;
Mairena del Aljarafe;Apátridas;Inmigraciones ;-;
Mairena del Aljarafe;TOTAL;Inmigraciones ;606;
Marchena;Española;Inmigraciones ;23;
Marchena;Extranjera;Inmigraciones ;119;
Marchena;Europa;Inmigraciones ;33;
Marchena;UE27;Inmigraciones ;28;
Marchena;Resto de Europa;Inmigraciones ;5;
Marchena;África;Inmigraciones ;28;
Marchena;África Norte;Inmigraciones ;24;
Marchena;Sub-Sahara;Inmigraciones ;-;
Marchena;Resto África;Inmigraciones ;4;
Marchena;América;Inmigraciones ;55;
Marchena;América Norte;Inmigraciones ;1;
Marchena;Central-Caribe;Inmigraciones ;15;
Marchena;América Sur;Inmigraciones ;39;
Marchena;Asia;Inmigraciones ;3;
Marchena;Próximo Oriente;Inmigraciones ;-;
Marchena;Resto Asia;Inmigraciones ;3;
Marchena;Oceanía;Inmigraciones ;-;
Marchena;Apátridas;Inmigraciones ;-;
Marchena;TOTAL;Inmigraciones ;142;
Marinaleda;Española;Inmigraciones ;-;
Marinaleda;Extranjera;Inmigraciones ;8;
Marinaleda;Europa;Inmigraciones ;1;
Marinaleda;UE27;Inmigraciones ;1;
Marinaleda;Resto de Europa;Inmigraciones ;-;
Marinaleda;África;Inmigraciones ;1;
Marinaleda;África Norte;Inmigraciones ;1;
Marinaleda;Sub-Sahara;Inmigraciones ;-;
Marinaleda;Resto África;Inmigraciones ;-;
Marinaleda;América;Inmigraciones ;6;
Marinaleda;América Norte;Inmigraciones ;-;
Marinaleda;Central-Caribe;Inmigraciones ;4;
Marinaleda;América Sur;Inmigraciones ;2;
Marinaleda;Asia;Inmigraciones ;-;
Marinaleda;Próximo Oriente;Inmigraciones ;-;
Marinaleda;Resto Asia;Inmigraciones ;-;
Marinaleda;Oceanía;Inmigraciones ;-;
Marinaleda;Apátridas;Inmigraciones ;-;
Marinaleda;TOTAL;Inmigraciones ;8;
Martín de la Jara;Española;Inmigraciones ;1;
Martín de la Jara;Extranjera;Inmigraciones ;11;
Martín de la Jara;Europa;Inmigraciones ;3;
Martín de la Jara;UE27;Inmigraciones ;3;
Martín de la Jara;Resto de Europa;Inmigraciones ;-;
Martín de la Jara;África;Inmigraciones ;2;
Martín de la Jara;África Norte;Inmigraciones ;2;
Martín de la Jara;Sub-Sahara;Inmigraciones ;-;
Martín de la Jara;Resto África;Inmigraciones ;-;
Martín de la Jara;América;Inmigraciones ;6;
Martín de la Jara;América Norte;Inmigraciones ;-;
Martín de la Jara;Central-Caribe;Inmigraciones ;3;
Martín de la Jara;América Sur;Inmigraciones ;3;
Martín de la Jara;Asia;Inmigraciones ;-;
Martín de la Jara;Próximo Oriente;Inmigraciones ;-;
Martín de la Jara;Resto Asia;Inmigraciones ;-;
Martín de la Jara;Oceanía;Inmigraciones ;-;
Martín de la Jara;Apátridas;Inmigraciones ;-;
Martín de la Jara;TOTAL;Inmigraciones ;12;
Montellano;Española;Inmigraciones ;10;
Montellano;Extranjera;Inmigraciones ;24;
Montellano;Europa;Inmigraciones ;10;
Montellano;UE27;Inmigraciones ;10;
Montellano;Resto de Europa;Inmigraciones ;-;
Montellano;África;Inmigraciones ;2;
Montellano;África Norte;Inmigraciones ;1;
Montellano;Sub-Sahara;Inmigraciones ;-;
Montellano;Resto África;Inmigraciones ;1;
Montellano;América;Inmigraciones ;11;
Montellano;América Norte;Inmigraciones ;1;
Montellano;Central-Caribe;Inmigraciones ;6;
Montellano;América Sur;Inmigraciones ;4;
Montellano;Asia;Inmigraciones ;1;
Montellano;Próximo Oriente;Inmigraciones ;-;
Montellano;Resto Asia;Inmigraciones ;1;
Montellano;Oceanía;Inmigraciones ;-;
Montellano;Apátridas;Inmigraciones ;-;
Montellano;TOTAL;Inmigraciones ;34;
Morón de la Frontera;Española;Inmigraciones ;45;
Morón de la Frontera;Extranjera;Inmigraciones ;103;
Morón de la Frontera;Europa;Inmigraciones ;11;
Morón de la Frontera;UE27;Inmigraciones ;10;
Morón de la Frontera;Resto de Europa;Inmigraciones ;1;
Morón de la Frontera;África;Inmigraciones ;24;
Morón de la Frontera;África Norte;Inmigraciones ;16;
Morón de la Frontera;Sub-Sahara;Inmigraciones ;1;
Morón de la Frontera;Resto África;Inmigraciones ;7;
Morón de la Frontera;América;Inmigraciones ;63;
Morón de la Frontera;América Norte;Inmigraciones ;3;
Morón de la Frontera;Central-Caribe;Inmigraciones ;20;
Morón de la Frontera;América Sur;Inmigraciones ;40;
Morón de la Frontera;Asia;Inmigraciones ;5;
Morón de la Frontera;Próximo Oriente;Inmigraciones ;-;
Morón de la Frontera;Resto Asia;Inmigraciones ;5;
Morón de la Frontera;Oceanía;Inmigraciones ;-;
Morón de la Frontera;Apátridas;Inmigraciones ;-;
Morón de la Frontera;TOTAL;Inmigraciones ;148;
Olivares;Española;Inmigraciones ;18;
Olivares;Extranjera;Inmigraciones ;70;
Olivares;Europa;Inmigraciones ;22;
Olivares;UE27;Inmigraciones ;19;
Olivares;Resto de Europa;Inmigraciones ;3;
Olivares;África;Inmigraciones ;8;
Olivares;África Norte;Inmigraciones ;8;
Olivares;Sub-Sahara;Inmigraciones ;-;
Olivares;Resto África;Inmigraciones ;-;
Olivares;América;Inmigraciones ;40;
Olivares;América Norte;Inmigraciones ;4;
Olivares;Central-Caribe;Inmigraciones ;21;
Olivares;América Sur;Inmigraciones ;15;
Olivares;Asia;Inmigraciones ;-;
Olivares;Próximo Oriente;Inmigraciones ;-;
Olivares;Resto Asia;Inmigraciones ;-;
Olivares;Oceanía;Inmigraciones ;-;
Olivares;Apátridas;Inmigraciones ;-;
Olivares;TOTAL;Inmigraciones ;88;
Osuna;Española;Inmigraciones ;14;
Osuna;Extranjera;Inmigraciones ;92;
Osuna;Europa;Inmigraciones ;7;
Osuna;UE27;Inmigraciones ;7;
Osuna;Resto de Europa;Inmigraciones ;-;
Osuna;África;Inmigraciones ;14;
Osuna;África Norte;Inmigraciones ;5;
Osuna;Sub-Sahara;Inmigraciones ;-;
Osuna;Resto África;Inmigraciones ;9;
Osuna;América;Inmigraciones ;63;
Osuna;América Norte;Inmigraciones ;2;
Osuna;Central-Caribe;Inmigraciones ;25;
Osuna;América Sur;Inmigraciones ;36;
Osuna;Asia;Inmigraciones ;8;
Osuna;Próximo Oriente;Inmigraciones ;1;
Osuna;Resto Asia;Inmigraciones ;7;
Osuna;Oceanía;Inmigraciones ;-;
Osuna;Apátridas;Inmigraciones ;1;
Osuna;TOTAL;Inmigraciones ;107;
Palomares del Río;Española;Inmigraciones ;14;
Palomares del Río;Extranjera;Inmigraciones ;35;
Palomares del Río;Europa;Inmigraciones ;7;
Palomares del Río;UE27;Inmigraciones ;6;
Palomares del Río;Resto de Europa;Inmigraciones ;1;
Palomares del Río;África;Inmigraciones ;-;
Palomares del Río;África Norte;Inmigraciones ;-;
Palomares del Río;Sub-Sahara;Inmigraciones ;-;
Palomares del Río;Resto África;Inmigraciones ;-;
Palomares del Río;América;Inmigraciones ;19;
Palomares del Río;América Norte;Inmigraciones ;-;
Palomares del Río;Central-Caribe;Inmigraciones ;6;
Palomares del Río;América Sur;Inmigraciones ;13;
Palomares del Río;Asia;Inmigraciones ;9;
Palomares del Río;Próximo Oriente;Inmigraciones ;-;
Palomares del Río;Resto Asia;Inmigraciones ;9;
Palomares del Río;Oceanía;Inmigraciones ;-;
Palomares del Río;Apátridas;Inmigraciones ;-;
Palomares del Río;TOTAL;Inmigraciones ;49;
Paradas;Española;Inmigraciones ;4;
Paradas;Extranjera;Inmigraciones ;24;
Paradas;Europa;Inmigraciones ;1;
Paradas;UE27;Inmigraciones ;1;
Paradas;Resto de Europa;Inmigraciones ;-;
Paradas;África;Inmigraciones ;1;
Paradas;África Norte;Inmigraciones ;1;
Paradas;Sub-Sahara;Inmigraciones ;-;
Paradas;Resto África;Inmigraciones ;-;
Paradas;América;Inmigraciones ;21;
Paradas;América Norte;Inmigraciones ;-;
Paradas;Central-Caribe;Inmigraciones ;7;
Paradas;América Sur;Inmigraciones ;14;
Paradas;Asia;Inmigraciones ;1;
Paradas;Próximo Oriente;Inmigraciones ;-;
Paradas;Resto Asia;Inmigraciones ;1;
Paradas;Oceanía;Inmigraciones ;-;
Paradas;Apátridas;Inmigraciones ;-;
Paradas;TOTAL;Inmigraciones ;28;
Pedrera;Española;Inmigraciones ;2;
Pedrera;Extranjera;Inmigraciones ;57;
Pedrera;Europa;Inmigraciones ;39;
Pedrera;UE27;Inmigraciones ;39;
Pedrera;Resto de Europa;Inmigraciones ;-;
Pedrera;África;Inmigraciones ;2;
Pedrera;África Norte;Inmigraciones ;2;
Pedrera;Sub-Sahara;Inmigraciones ;-;
Pedrera;Resto África;Inmigraciones ;-;
Pedrera;América;Inmigraciones ;16;
Pedrera;América Norte;Inmigraciones ;-;
Pedrera;Central-Caribe;Inmigraciones ;3;
Pedrera;América Sur;Inmigraciones ;13;
Pedrera;Asia;Inmigraciones ;-;
Pedrera;Próximo Oriente;Inmigraciones ;-;
Pedrera;Resto Asia;Inmigraciones ;-;
Pedrera;Oceanía;Inmigraciones ;-;
Pedrera;Apátridas;Inmigraciones ;-;
Pedrera;TOTAL;Inmigraciones ;59;
Peñaflor;Española;Inmigraciones ;3;
Peñaflor;Extranjera;Inmigraciones ;8;
Peñaflor;Europa;Inmigraciones ;5;
Peñaflor;UE27;Inmigraciones ;5;
Peñaflor;Resto de Europa;Inmigraciones ;-;
Peñaflor;África;Inmigraciones ;1;
Peñaflor;África Norte;Inmigraciones ;1;
Peñaflor;Sub-Sahara;Inmigraciones ;-;
Peñaflor;Resto África;Inmigraciones ;-;
Peñaflor;América;Inmigraciones ;2;
Peñaflor;América Norte;Inmigraciones ;-;
Peñaflor;Central-Caribe;Inmigraciones ;1;
Peñaflor;América Sur;Inmigraciones ;1;
Peñaflor;Asia;Inmigraciones ;-;
Peñaflor;Próximo Oriente;Inmigraciones ;-;
Peñaflor;Resto Asia;Inmigraciones ;-;
Peñaflor;Oceanía;Inmigraciones ;-;
Peñaflor;Apátridas;Inmigraciones ;-;
Peñaflor;TOTAL;Inmigraciones ;11;
Pilas;Española;Inmigraciones ;17;
Pilas;Extranjera;Inmigraciones ;112;
Pilas;Europa;Inmigraciones ;55;
Pilas;UE27;Inmigraciones ;51;
Pilas;Resto de Europa;Inmigraciones ;4;
Pilas;África;Inmigraciones ;21;
Pilas;África Norte;Inmigraciones ;21;
Pilas;Sub-Sahara;Inmigraciones ;-;
Pilas;Resto África;Inmigraciones ;-;
Pilas;América;Inmigraciones ;36;
Pilas;América Norte;Inmigraciones ;-;
Pilas;Central-Caribe;Inmigraciones ;11;
Pilas;América Sur;Inmigraciones ;25;
Pilas;Asia;Inmigraciones ;-;
Pilas;Próximo Oriente;Inmigraciones ;-;
Pilas;Resto Asia;Inmigraciones ;-;
Pilas;Oceanía;Inmigraciones ;-;
Pilas;Apátridas;Inmigraciones ;-;
Pilas;TOTAL;Inmigraciones ;129;
Pruna;Española;Inmigraciones ;-;
Pruna;Extranjera;Inmigraciones ;20;
Pruna;Europa;Inmigraciones ;9;
Pruna;UE27;Inmigraciones ;3;
Pruna;Resto de Europa;Inmigraciones ;6;
Pruna;África;Inmigraciones ;1;
Pruna;África Norte;Inmigraciones ;1;
Pruna;Sub-Sahara;Inmigraciones ;-;
Pruna;Resto África;Inmigraciones ;-;
Pruna;América;Inmigraciones ;10;
Pruna;América Norte;Inmigraciones ;-;
Pruna;Central-Caribe;Inmigraciones ;6;
Pruna;América Sur;Inmigraciones ;4;
Pruna;Asia;Inmigraciones ;-;
Pruna;Próximo Oriente;Inmigraciones ;-;
Pruna;Resto Asia;Inmigraciones ;-;
Pruna;Oceanía;Inmigraciones ;-;
Pruna;Apátridas;Inmigraciones ;-;
Pruna;TOTAL;Inmigraciones ;20;
Salteras;Española;Inmigraciones ;7;
Salteras;Extranjera;Inmigraciones ;27;
Salteras;Europa;Inmigraciones ;3;
Salteras;UE27;Inmigraciones ;3;
Salteras;Resto de Europa;Inmigraciones ;-;
Salteras;África;Inmigraciones ;4;
Salteras;África Norte;Inmigraciones ;2;
Salteras;Sub-Sahara;Inmigraciones ;-;
Salteras;Resto África;Inmigraciones ;2;
Salteras;América;Inmigraciones ;20;
Salteras;América Norte;Inmigraciones ;1;
Salteras;Central-Caribe;Inmigraciones ;1;
Salteras;América Sur;Inmigraciones ;18;
Salteras;Asia;Inmigraciones ;-;
Salteras;Próximo Oriente;Inmigraciones ;-;
Salteras;Resto Asia;Inmigraciones ;-;
Salteras;Oceanía;Inmigraciones ;-;
Salteras;Apátridas;Inmigraciones ;-;
Salteras;TOTAL;Inmigraciones ;34;
San Juan de Aznalfarache;Española;Inmigraciones ;74;
San Juan de Aznalfarache;Extranjera;Inmigraciones ;657;
San Juan de Aznalfarache;Europa;Inmigraciones ;53;
San Juan de Aznalfarache;UE27;Inmigraciones ;26;
San Juan de Aznalfarache;Resto de Europa;Inmigraciones ;27;
San Juan de Aznalfarache;África;Inmigraciones ;46;
San Juan de Aznalfarache;África Norte;Inmigraciones ;42;
San Juan de Aznalfarache;Sub-Sahara;Inmigraciones ;-;
