Territorio;Nacionalidad;Medida;Valor;
Otívar;TOTAL;Inmigraciones ;26;
Padul;Española;Inmigraciones ;19;
Padul;Extranjera;Inmigraciones ;69;
Padul;Europa;Inmigraciones ;17;
Padul;UE27;Inmigraciones ;12;
Padul;Resto de Europa;Inmigraciones ;5;
Padul;África;Inmigraciones ;11;
Padul;África Norte;Inmigraciones ;9;
Padul;Sub-Sahara;Inmigraciones ;-;
Padul;Resto África;Inmigraciones ;2;
Padul;América;Inmigraciones ;40;
Padul;América Norte;Inmigraciones ;1;
Padul;Central-Caribe;Inmigraciones ;10;
Padul;América Sur;Inmigraciones ;29;
Padul;Asia;Inmigraciones ;1;
Padul;Próximo Oriente;Inmigraciones ;-;
Padul;Resto Asia;Inmigraciones ;1;
Padul;Oceanía;Inmigraciones ;-;
Padul;Apátridas;Inmigraciones ;-;
Padul;TOTAL;Inmigraciones ;88;
Pampaneira;Española;Inmigraciones ;-;
Pampaneira;Extranjera;Inmigraciones ;2;
Pampaneira;Europa;Inmigraciones ;1;
Pampaneira;UE27;Inmigraciones ;-;
Pampaneira;Resto de Europa;Inmigraciones ;1;
Pampaneira;África;Inmigraciones ;1;
Pampaneira;África Norte;Inmigraciones ;-;
Pampaneira;Sub-Sahara;Inmigraciones ;-;
Pampaneira;Resto África;Inmigraciones ;1;
Pampaneira;América;Inmigraciones ;-;
Pampaneira;América Norte;Inmigraciones ;-;
Pampaneira;Central-Caribe;Inmigraciones ;-;
Pampaneira;América Sur;Inmigraciones ;-;
Pampaneira;Asia;Inmigraciones ;-;
Pampaneira;Próximo Oriente;Inmigraciones ;-;
Pampaneira;Resto Asia;Inmigraciones ;-;
Pampaneira;Oceanía;Inmigraciones ;-;
Pampaneira;Apátridas;Inmigraciones ;-;
Pampaneira;TOTAL;Inmigraciones ;2;
Pedro Martínez;Española;Inmigraciones ;4;
Pedro Martínez;Extranjera;Inmigraciones ;6;
Pedro Martínez;Europa;Inmigraciones ;2;
Pedro Martínez;UE27;Inmigraciones ;2;
Pedro Martínez;Resto de Europa;Inmigraciones ;-;
Pedro Martínez;África;Inmigraciones ;1;
Pedro Martínez;África Norte;Inmigraciones ;1;
Pedro Martínez;Sub-Sahara;Inmigraciones ;-;
Pedro Martínez;Resto África;Inmigraciones ;-;
Pedro Martínez;América;Inmigraciones ;3;
Pedro Martínez;América Norte;Inmigraciones ;-;
Pedro Martínez;Central-Caribe;Inmigraciones ;-;
Pedro Martínez;América Sur;Inmigraciones ;3;
Pedro Martínez;Asia;Inmigraciones ;-;
Pedro Martínez;Próximo Oriente;Inmigraciones ;-;
Pedro Martínez;Resto Asia;Inmigraciones ;-;
Pedro Martínez;Oceanía;Inmigraciones ;-;
Pedro Martínez;Apátridas;Inmigraciones ;-;
Pedro Martínez;TOTAL;Inmigraciones ;10;
Peligros;Española;Inmigraciones ;29;
Peligros;Extranjera;Inmigraciones ;58;
Peligros;Europa;Inmigraciones ;11;
Peligros;UE27;Inmigraciones ;7;
Peligros;Resto de Europa;Inmigraciones ;4;
Peligros;África;Inmigraciones ;7;
Peligros;África Norte;Inmigraciones ;7;
Peligros;Sub-Sahara;Inmigraciones ;-;
Peligros;Resto África;Inmigraciones ;-;
Peligros;América;Inmigraciones ;38;
Peligros;América Norte;Inmigraciones ;1;
Peligros;Central-Caribe;Inmigraciones ;5;
Peligros;América Sur;Inmigraciones ;32;
Peligros;Asia;Inmigraciones ;2;
Peligros;Próximo Oriente;Inmigraciones ;-;
Peligros;Resto Asia;Inmigraciones ;2;
Peligros;Oceanía;Inmigraciones ;-;
Peligros;Apátridas;Inmigraciones ;-;
Peligros;TOTAL;Inmigraciones ;87;
Pinos Genil;Española;Inmigraciones ;3;
Pinos Genil;Extranjera;Inmigraciones ;20;
Pinos Genil;Europa;Inmigraciones ;9;
Pinos Genil;UE27;Inmigraciones ;6;
Pinos Genil;Resto de Europa;Inmigraciones ;3;
Pinos Genil;África;Inmigraciones ;5;
Pinos Genil;África Norte;Inmigraciones ;5;
Pinos Genil;Sub-Sahara;Inmigraciones ;-;
Pinos Genil;Resto África;Inmigraciones ;-;
Pinos Genil;América;Inmigraciones ;6;
Pinos Genil;América Norte;Inmigraciones ;-;
Pinos Genil;Central-Caribe;Inmigraciones ;2;
Pinos Genil;América Sur;Inmigraciones ;4;
Pinos Genil;Asia;Inmigraciones ;-;
Pinos Genil;Próximo Oriente;Inmigraciones ;-;
Pinos Genil;Resto Asia;Inmigraciones ;-;
Pinos Genil;Oceanía;Inmigraciones ;-;
Pinos Genil;Apátridas;Inmigraciones ;-;
Pinos Genil;TOTAL;Inmigraciones ;23;
Pinos Puente;Española;Inmigraciones ;28;
Pinos Puente;Extranjera;Inmigraciones ;64;
Pinos Puente;Europa;Inmigraciones ;13;
Pinos Puente;UE27;Inmigraciones ;13;
Pinos Puente;Resto de Europa;Inmigraciones ;-;
Pinos Puente;África;Inmigraciones ;29;
Pinos Puente;África Norte;Inmigraciones ;24;
Pinos Puente;Sub-Sahara;Inmigraciones ;-;
Pinos Puente;Resto África;Inmigraciones ;5;
Pinos Puente;América;Inmigraciones ;20;
Pinos Puente;América Norte;Inmigraciones ;-;
Pinos Puente;Central-Caribe;Inmigraciones ;1;
Pinos Puente;América Sur;Inmigraciones ;19;
Pinos Puente;Asia;Inmigraciones ;2;
Pinos Puente;Próximo Oriente;Inmigraciones ;1;
Pinos Puente;Resto Asia;Inmigraciones ;1;
Pinos Puente;Oceanía;Inmigraciones ;-;
Pinos Puente;Apátridas;Inmigraciones ;-;
Pinos Puente;TOTAL;Inmigraciones ;92;
Píñar;Española;Inmigraciones ;1;
Píñar;Extranjera;Inmigraciones ;13;
Píñar;Europa;Inmigraciones ;4;
Píñar;UE27;Inmigraciones ;4;
Píñar;Resto de Europa;Inmigraciones ;-;
Píñar;África;Inmigraciones ;6;
Píñar;África Norte;Inmigraciones ;2;
Píñar;Sub-Sahara;Inmigraciones ;-;
Píñar;Resto África;Inmigraciones ;4;
Píñar;América;Inmigraciones ;3;
Píñar;América Norte;Inmigraciones ;-;
Píñar;Central-Caribe;Inmigraciones ;1;
Píñar;América Sur;Inmigraciones ;2;
Píñar;Asia;Inmigraciones ;-;
Píñar;Próximo Oriente;Inmigraciones ;-;
Píñar;Resto Asia;Inmigraciones ;-;
Píñar;Oceanía;Inmigraciones ;-;
Píñar;Apátridas;Inmigraciones ;-;
Píñar;TOTAL;Inmigraciones ;14;
Polopos;Española;Inmigraciones ;3;
Polopos;Extranjera;Inmigraciones ;71;
Polopos;Europa;Inmigraciones ;29;
Polopos;UE27;Inmigraciones ;26;
Polopos;Resto de Europa;Inmigraciones ;3;
Polopos;África;Inmigraciones ;42;
Polopos;África Norte;Inmigraciones ;41;
Polopos;Sub-Sahara;Inmigraciones ;-;
Polopos;Resto África;Inmigraciones ;1;
Polopos;América;Inmigraciones ;-;
Polopos;América Norte;Inmigraciones ;-;
Polopos;Central-Caribe;Inmigraciones ;-;
Polopos;América Sur;Inmigraciones ;-;
Polopos;Asia;Inmigraciones ;-;
Polopos;Próximo Oriente;Inmigraciones ;-;
Polopos;Resto Asia;Inmigraciones ;-;
Polopos;Oceanía;Inmigraciones ;-;
Polopos;Apátridas;Inmigraciones ;-;
Polopos;TOTAL;Inmigraciones ;74;
Pórtugos;Española;Inmigraciones ;-;
Pórtugos;Extranjera;Inmigraciones ;8;
Pórtugos;Europa;Inmigraciones ;6;
Pórtugos;UE27;Inmigraciones ;6;
Pórtugos;Resto de Europa;Inmigraciones ;-;
Pórtugos;África;Inmigraciones ;2;
Pórtugos;África Norte;Inmigraciones ;2;
Pórtugos;Sub-Sahara;Inmigraciones ;-;
Pórtugos;Resto África;Inmigraciones ;-;
Pórtugos;América;Inmigraciones ;-;
Pórtugos;América Norte;Inmigraciones ;-;
Pórtugos;Central-Caribe;Inmigraciones ;-;
Pórtugos;América Sur;Inmigraciones ;-;
Pórtugos;Asia;Inmigraciones ;-;
Pórtugos;Próximo Oriente;Inmigraciones ;-;
Pórtugos;Resto Asia;Inmigraciones ;-;
Pórtugos;Oceanía;Inmigraciones ;-;
Pórtugos;Apátridas;Inmigraciones ;-;
Pórtugos;TOTAL;Inmigraciones ;8;
Puebla de Don Fadrique;Española;Inmigraciones ;3;
Puebla de Don Fadrique;Extranjera;Inmigraciones ;24;
Puebla de Don Fadrique;Europa;Inmigraciones ;1;
Puebla de Don Fadrique;UE27;Inmigraciones ;-;
Puebla de Don Fadrique;Resto de Europa;Inmigraciones ;1;
Puebla de Don Fadrique;África;Inmigraciones ;10;
Puebla de Don Fadrique;África Norte;Inmigraciones ;9;
Puebla de Don Fadrique;Sub-Sahara;Inmigraciones ;1;
Puebla de Don Fadrique;Resto África;Inmigraciones ;-;
Puebla de Don Fadrique;América;Inmigraciones ;13;
Puebla de Don Fadrique;América Norte;Inmigraciones ;-;
Puebla de Don Fadrique;Central-Caribe;Inmigraciones ;3;
Puebla de Don Fadrique;América Sur;Inmigraciones ;10;
Puebla de Don Fadrique;Asia;Inmigraciones ;-;
Puebla de Don Fadrique;Próximo Oriente;Inmigraciones ;-;
Puebla de Don Fadrique;Resto Asia;Inmigraciones ;-;
Puebla de Don Fadrique;Oceanía;Inmigraciones ;-;
Puebla de Don Fadrique;Apátridas;Inmigraciones ;-;
Puebla de Don Fadrique;TOTAL;Inmigraciones ;27;
Pulianas;Española;Inmigraciones ;13;
Pulianas;Extranjera;Inmigraciones ;28;
Pulianas;Europa;Inmigraciones ;5;
Pulianas;UE27;Inmigraciones ;5;
Pulianas;Resto de Europa;Inmigraciones ;-;
Pulianas;África;Inmigraciones ;2;
Pulianas;África Norte;Inmigraciones ;2;
Pulianas;Sub-Sahara;Inmigraciones ;-;
Pulianas;Resto África;Inmigraciones ;-;
Pulianas;América;Inmigraciones ;18;
Pulianas;América Norte;Inmigraciones ;1;
Pulianas;Central-Caribe;Inmigraciones ;3;
Pulianas;América Sur;Inmigraciones ;14;
Pulianas;Asia;Inmigraciones ;3;
Pulianas;Próximo Oriente;Inmigraciones ;-;
Pulianas;Resto Asia;Inmigraciones ;3;
Pulianas;Oceanía;Inmigraciones ;-;
Pulianas;Apátridas;Inmigraciones ;-;
Pulianas;TOTAL;Inmigraciones ;41;
Purullena;Española;Inmigraciones ;4;
Purullena;Extranjera;Inmigraciones ;16;
Purullena;Europa;Inmigraciones ;2;
Purullena;UE27;Inmigraciones ;2;
Purullena;Resto de Europa;Inmigraciones ;-;
Purullena;África;Inmigraciones ;4;
Purullena;África Norte;Inmigraciones ;4;
Purullena;Sub-Sahara;Inmigraciones ;-;
Purullena;Resto África;Inmigraciones ;-;
Purullena;América;Inmigraciones ;10;
Purullena;América Norte;Inmigraciones ;-;
Purullena;Central-Caribe;Inmigraciones ;1;
Purullena;América Sur;Inmigraciones ;9;
Purullena;Asia;Inmigraciones ;-;
Purullena;Próximo Oriente;Inmigraciones ;-;
Purullena;Resto Asia;Inmigraciones ;-;
Purullena;Oceanía;Inmigraciones ;-;
Purullena;Apátridas;Inmigraciones ;-;
Purullena;TOTAL;Inmigraciones ;20;
Quéntar;Española;Inmigraciones ;7;
Quéntar;Extranjera;Inmigraciones ;7;
Quéntar;Europa;Inmigraciones ;2;
Quéntar;UE27;Inmigraciones ;2;
Quéntar;Resto de Europa;Inmigraciones ;-;
Quéntar;África;Inmigraciones ;1;
Quéntar;África Norte;Inmigraciones ;-;
Quéntar;Sub-Sahara;Inmigraciones ;-;
Quéntar;Resto África;Inmigraciones ;1;
Quéntar;América;Inmigraciones ;4;
Quéntar;América Norte;Inmigraciones ;-;
Quéntar;Central-Caribe;Inmigraciones ;3;
Quéntar;América Sur;Inmigraciones ;1;
Quéntar;Asia;Inmigraciones ;-;
Quéntar;Próximo Oriente;Inmigraciones ;-;
Quéntar;Resto Asia;Inmigraciones ;-;
Quéntar;Oceanía;Inmigraciones ;-;
Quéntar;Apátridas;Inmigraciones ;-;
Quéntar;TOTAL;Inmigraciones ;14;
Rubite;Española;Inmigraciones ;1;
Rubite;Extranjera;Inmigraciones ;17;
Rubite;Europa;Inmigraciones ;9;
Rubite;UE27;Inmigraciones ;6;
Rubite;Resto de Europa;Inmigraciones ;3;
Rubite;África;Inmigraciones ;8;
Rubite;África Norte;Inmigraciones ;8;
Rubite;Sub-Sahara;Inmigraciones ;-;
Rubite;Resto África;Inmigraciones ;-;
Rubite;América;Inmigraciones ;-;
Rubite;América Norte;Inmigraciones ;-;
Rubite;Central-Caribe;Inmigraciones ;-;
Rubite;América Sur;Inmigraciones ;-;
Rubite;Asia;Inmigraciones ;-;
Rubite;Próximo Oriente;Inmigraciones ;-;
Rubite;Resto Asia;Inmigraciones ;-;
Rubite;Oceanía;Inmigraciones ;-;
Rubite;Apátridas;Inmigraciones ;-;
Rubite;TOTAL;Inmigraciones ;18;
Salar;Española;Inmigraciones ;4;
Salar;Extranjera;Inmigraciones ;25;
Salar;Europa;Inmigraciones ;5;
Salar;UE27;Inmigraciones ;2;
Salar;Resto de Europa;Inmigraciones ;3;
Salar;África;Inmigraciones ;14;
Salar;África Norte;Inmigraciones ;14;
Salar;Sub-Sahara;Inmigraciones ;-;
Salar;Resto África;Inmigraciones ;-;
Salar;América;Inmigraciones ;6;
Salar;América Norte;Inmigraciones ;-;
Salar;Central-Caribe;Inmigraciones ;-;
Salar;América Sur;Inmigraciones ;6;
Salar;Asia;Inmigraciones ;-;
Salar;Próximo Oriente;Inmigraciones ;-;
Salar;Resto Asia;Inmigraciones ;-;
Salar;Oceanía;Inmigraciones ;-;
Salar;Apátridas;Inmigraciones ;-;
Salar;TOTAL;Inmigraciones ;29;
Salobreña;Española;Inmigraciones ;27;
Salobreña;Extranjera;Inmigraciones ;185;
Salobreña;Europa;Inmigraciones ;111;
Salobreña;UE27;Inmigraciones ;86;
Salobreña;Resto de Europa;Inmigraciones ;25;
Salobreña;África;Inmigraciones ;21;
Salobreña;África Norte;Inmigraciones ;21;
Salobreña;Sub-Sahara;Inmigraciones ;-;
Salobreña;Resto África;Inmigraciones ;-;
Salobreña;América;Inmigraciones ;46;
Salobreña;América Norte;Inmigraciones ;11;
Salobreña;Central-Caribe;Inmigraciones ;12;
Salobreña;América Sur;Inmigraciones ;23;
Salobreña;Asia;Inmigraciones ;5;
Salobreña;Próximo Oriente;Inmigraciones ;-;
Salobreña;Resto Asia;Inmigraciones ;5;
Salobreña;Oceanía;Inmigraciones ;2;
Salobreña;Apátridas;Inmigraciones ;-;
Salobreña;TOTAL;Inmigraciones ;212;
Santa Cruz del Comercio;Española;Inmigraciones ;-;
Santa Cruz del Comercio;Extranjera;Inmigraciones ;7;
Santa Cruz del Comercio;Europa;Inmigraciones ;5;
Santa Cruz del Comercio;UE27;Inmigraciones ;-;
Santa Cruz del Comercio;Resto de Europa;Inmigraciones ;5;
Santa Cruz del Comercio;África;Inmigraciones ;1;
Santa Cruz del Comercio;África Norte;Inmigraciones ;1;
Santa Cruz del Comercio;Sub-Sahara;Inmigraciones ;-;
Santa Cruz del Comercio;Resto África;Inmigraciones ;-;
Santa Cruz del Comercio;América;Inmigraciones ;-;
Santa Cruz del Comercio;América Norte;Inmigraciones ;-;
Santa Cruz del Comercio;Central-Caribe;Inmigraciones ;-;
Santa Cruz del Comercio;América Sur;Inmigraciones ;-;
Santa Cruz del Comercio;Asia;Inmigraciones ;-;
Santa Cruz del Comercio;Próximo Oriente;Inmigraciones ;-;
Santa Cruz del Comercio;Resto Asia;Inmigraciones ;-;
Santa Cruz del Comercio;Oceanía;Inmigraciones ;1;
Santa Cruz del Comercio;Apátridas;Inmigraciones ;-;
Santa Cruz del Comercio;TOTAL;Inmigraciones ;7;
Santa Fe;Española;Inmigraciones ;53;
Santa Fe;Extranjera;Inmigraciones ;136;
Santa Fe;Europa;Inmigraciones ;12;
Santa Fe;UE27;Inmigraciones ;8;
Santa Fe;Resto de Europa;Inmigraciones ;4;
Santa Fe;África;Inmigraciones ;26;
Santa Fe;África Norte;Inmigraciones ;23;
Santa Fe;Sub-Sahara;Inmigraciones ;-;
Santa Fe;Resto África;Inmigraciones ;3;
Santa Fe;América;Inmigraciones ;97;
Santa Fe;América Norte;Inmigraciones ;-;
Santa Fe;Central-Caribe;Inmigraciones ;10;
Santa Fe;América Sur;Inmigraciones ;87;
Santa Fe;Asia;Inmigraciones ;1;
Santa Fe;Próximo Oriente;Inmigraciones ;-;
Santa Fe;Resto Asia;Inmigraciones ;1;
Santa Fe;Oceanía;Inmigraciones ;-;
Santa Fe;Apátridas;Inmigraciones ;-;
Santa Fe;TOTAL;Inmigraciones ;189;
Soportújar;Española;Inmigraciones ;1;
Soportújar;Extranjera;Inmigraciones ;5;
Soportújar;Europa;Inmigraciones ;1;
Soportújar;UE27;Inmigraciones ;-;
Soportújar;Resto de Europa;Inmigraciones ;1;
Soportújar;África;Inmigraciones ;-;
Soportújar;África Norte;Inmigraciones ;-;
Soportújar;Sub-Sahara;Inmigraciones ;-;
Soportújar;Resto África;Inmigraciones ;-;
Soportújar;América;Inmigraciones ;4;
Soportújar;América Norte;Inmigraciones ;-;
Soportújar;Central-Caribe;Inmigraciones ;-;
Soportújar;América Sur;Inmigraciones ;4;
Soportújar;Asia;Inmigraciones ;-;
Soportújar;Próximo Oriente;Inmigraciones ;-;
Soportújar;Resto Asia;Inmigraciones ;-;
Soportújar;Oceanía;Inmigraciones ;-;
Soportújar;Apátridas;Inmigraciones ;-;
Soportújar;TOTAL;Inmigraciones ;6;
Sorvilán;Española;Inmigraciones ;-;
Sorvilán;Extranjera;Inmigraciones ;10;
Sorvilán;Europa;Inmigraciones ;1;
Sorvilán;UE27;Inmigraciones ;1;
Sorvilán;Resto de Europa;Inmigraciones ;-;
Sorvilán;África;Inmigraciones ;7;
Sorvilán;África Norte;Inmigraciones ;7;
Sorvilán;Sub-Sahara;Inmigraciones ;-;
Sorvilán;Resto África;Inmigraciones ;-;
Sorvilán;América;Inmigraciones ;2;
Sorvilán;América Norte;Inmigraciones ;-;
Sorvilán;Central-Caribe;Inmigraciones ;-;
Sorvilán;América Sur;Inmigraciones ;2;
Sorvilán;Asia;Inmigraciones ;-;
Sorvilán;Próximo Oriente;Inmigraciones ;-;
Sorvilán;Resto Asia;Inmigraciones ;-;
Sorvilán;Oceanía;Inmigraciones ;-;
Sorvilán;Apátridas;Inmigraciones ;-;
Sorvilán;TOTAL;Inmigraciones ;10;
Torre-Cardela;Española;Inmigraciones ;2;
Torre-Cardela;Extranjera;Inmigraciones ;1;
Torre-Cardela;Europa;Inmigraciones ;-;
Torre-Cardela;UE27;Inmigraciones ;-;
Torre-Cardela;Resto de Europa;Inmigraciones ;-;
Torre-Cardela;África;Inmigraciones ;-;
Torre-Cardela;África Norte;Inmigraciones ;-;
Torre-Cardela;Sub-Sahara;Inmigraciones ;-;
Torre-Cardela;Resto África;Inmigraciones ;-;
Torre-Cardela;América;Inmigraciones ;1;
Torre-Cardela;América Norte;Inmigraciones ;-;
Torre-Cardela;Central-Caribe;Inmigraciones ;-;
Torre-Cardela;América Sur;Inmigraciones ;1;
Torre-Cardela;Asia;Inmigraciones ;-;
Torre-Cardela;Próximo Oriente;Inmigraciones ;-;
Torre-Cardela;Resto Asia;Inmigraciones ;-;
Torre-Cardela;Oceanía;Inmigraciones ;-;
Torre-Cardela;Apátridas;Inmigraciones ;-;
Torre-Cardela;TOTAL;Inmigraciones ;3;
Torrenueva Costa;Española;Inmigraciones ;9;
Torrenueva Costa;Extranjera;Inmigraciones ;66;
Torrenueva Costa;Europa;Inmigraciones ;21;
Torrenueva Costa;UE27;Inmigraciones ;21;
Torrenueva Costa;Resto de Europa;Inmigraciones ;-;
Torrenueva Costa;África;Inmigraciones ;25;
Torrenueva Costa;África Norte;Inmigraciones ;21;
Torrenueva Costa;Sub-Sahara;Inmigraciones ;-;
Torrenueva Costa;Resto África;Inmigraciones ;4;
Torrenueva Costa;América;Inmigraciones ;19;
Torrenueva Costa;América Norte;Inmigraciones ;-;
Torrenueva Costa;Central-Caribe;Inmigraciones ;7;
Torrenueva Costa;América Sur;Inmigraciones ;12;
Torrenueva Costa;Asia;Inmigraciones ;1;
Torrenueva Costa;Próximo Oriente;Inmigraciones ;-;
Torrenueva Costa;Resto Asia;Inmigraciones ;1;
Torrenueva Costa;Oceanía;Inmigraciones ;-;
Torrenueva Costa;Apátridas;Inmigraciones ;-;
Torrenueva Costa;TOTAL;Inmigraciones ;75;
Torvizcón;Española;Inmigraciones ;-;
Torvizcón;Extranjera;Inmigraciones ;9;
Torvizcón;Europa;Inmigraciones ;3;
Torvizcón;UE27;Inmigraciones ;2;
Torvizcón;Resto de Europa;Inmigraciones ;1;
Torvizcón;África;Inmigraciones ;3;
Torvizcón;África Norte;Inmigraciones ;3;
Torvizcón;Sub-Sahara;Inmigraciones ;-;
Torvizcón;Resto África;Inmigraciones ;-;
Torvizcón;América;Inmigraciones ;3;
Torvizcón;América Norte;Inmigraciones ;-;
Torvizcón;Central-Caribe;Inmigraciones ;-;
Torvizcón;América Sur;Inmigraciones ;3;
Torvizcón;Asia;Inmigraciones ;-;
Torvizcón;Próximo Oriente;Inmigraciones ;-;
Torvizcón;Resto Asia;Inmigraciones ;-;
Torvizcón;Oceanía;Inmigraciones ;-;
Torvizcón;Apátridas;Inmigraciones ;-;
Torvizcón;TOTAL;Inmigraciones ;9;
Trevélez;Española;Inmigraciones ;-;
Trevélez;Extranjera;Inmigraciones ;8;
Trevélez;Europa;Inmigraciones ;-;
Trevélez;UE27;Inmigraciones ;-;
Trevélez;Resto de Europa;Inmigraciones ;-;
Trevélez;África;Inmigraciones ;-;
Trevélez;África Norte;Inmigraciones ;-;
Trevélez;Sub-Sahara;Inmigraciones ;-;
Trevélez;Resto África;Inmigraciones ;-;
Trevélez;América;Inmigraciones ;8;
Trevélez;América Norte;Inmigraciones ;-;
Trevélez;Central-Caribe;Inmigraciones ;-;
Trevélez;América Sur;Inmigraciones ;8;
Trevélez;Asia;Inmigraciones ;-;
Trevélez;Próximo Oriente;Inmigraciones ;-;
Trevélez;Resto Asia;Inmigraciones ;-;
Trevélez;Oceanía;Inmigraciones ;-;
Trevélez;Apátridas;Inmigraciones ;-;
Trevélez;TOTAL;Inmigraciones ;8;
Turón;Española;Inmigraciones ;-;
Turón;Extranjera;Inmigraciones ;3;
Turón;Europa;Inmigraciones ;2;
Turón;UE27;Inmigraciones ;-;
Turón;Resto de Europa;Inmigraciones ;2;
Turón;África;Inmigraciones ;-;
Turón;África Norte;Inmigraciones ;-;
Turón;Sub-Sahara;Inmigraciones ;-;
Turón;Resto África;Inmigraciones ;-;
Turón;América;Inmigraciones ;1;
Turón;América Norte;Inmigraciones ;-;
Turón;Central-Caribe;Inmigraciones ;-;
Turón;América Sur;Inmigraciones ;1;
Turón;Asia;Inmigraciones ;-;
Turón;Próximo Oriente;Inmigraciones ;-;
Turón;Resto Asia;Inmigraciones ;-;
Turón;Oceanía;Inmigraciones ;-;
Turón;Apátridas;Inmigraciones ;-;
Turón;TOTAL;Inmigraciones ;3;
Ugíjar;Española;Inmigraciones ;6;
Ugíjar;Extranjera;Inmigraciones ;30;
Ugíjar;Europa;Inmigraciones ;7;
Ugíjar;UE27;Inmigraciones ;5;
Ugíjar;Resto de Europa;Inmigraciones ;2;
Ugíjar;África;Inmigraciones ;14;
Ugíjar;África Norte;Inmigraciones ;14;
Ugíjar;Sub-Sahara;Inmigraciones ;-;
Ugíjar;Resto África;Inmigraciones ;-;
Ugíjar;América;Inmigraciones ;8;
Ugíjar;América Norte;Inmigraciones ;-;
Ugíjar;Central-Caribe;Inmigraciones ;-;
Ugíjar;América Sur;Inmigraciones ;8;
Ugíjar;Asia;Inmigraciones ;1;
Ugíjar;Próximo Oriente;Inmigraciones ;-;
Ugíjar;Resto Asia;Inmigraciones ;1;
Ugíjar;Oceanía;Inmigraciones ;-;
Ugíjar;Apátridas;Inmigraciones ;-;
Ugíjar;TOTAL;Inmigraciones ;36;
Valderrubio;Española;Inmigraciones ;6;
Valderrubio;Extranjera;Inmigraciones ;4;
Valderrubio;Europa;Inmigraciones ;-;
Valderrubio;UE27;Inmigraciones ;-;
Valderrubio;Resto de Europa;Inmigraciones ;-;
Valderrubio;África;Inmigraciones ;-;
Valderrubio;África Norte;Inmigraciones ;-;
Valderrubio;Sub-Sahara;Inmigraciones ;-;
Valderrubio;Resto África;Inmigraciones ;-;
Valderrubio;América;Inmigraciones ;4;
Valderrubio;América Norte;Inmigraciones ;-;
Valderrubio;Central-Caribe;Inmigraciones ;1;
Valderrubio;América Sur;Inmigraciones ;3;
Valderrubio;Asia;Inmigraciones ;-;
Valderrubio;Próximo Oriente;Inmigraciones ;-;
Valderrubio;Resto Asia;Inmigraciones ;-;
Valderrubio;Oceanía;Inmigraciones ;-;
Valderrubio;Apátridas;Inmigraciones ;-;
Valderrubio;TOTAL;Inmigraciones ;10;
Valle del Zalabí;Española;Inmigraciones ;1;
Valle del Zalabí;Extranjera;Inmigraciones ;19;
Valle del Zalabí;Europa;Inmigraciones ;-;
Valle del Zalabí;UE27;Inmigraciones ;-;
Valle del Zalabí;Resto de Europa;Inmigraciones ;-;
Valle del Zalabí;África;Inmigraciones ;8;
Valle del Zalabí;África Norte;Inmigraciones ;8;
Valle del Zalabí;Sub-Sahara;Inmigraciones ;-;
Valle del Zalabí;Resto África;Inmigraciones ;-;
Valle del Zalabí;América;Inmigraciones ;11;
Valle del Zalabí;América Norte;Inmigraciones ;-;
Valle del Zalabí;Central-Caribe;Inmigraciones ;4;
Valle del Zalabí;América Sur;Inmigraciones ;7;
Valle del Zalabí;Asia;Inmigraciones ;-;
Valle del Zalabí;Próximo Oriente;Inmigraciones ;-;
Valle del Zalabí;Resto Asia;Inmigraciones ;-;
Valle del Zalabí;Oceanía;Inmigraciones ;-;
Valle del Zalabí;Apátridas;Inmigraciones ;-;
Valle del Zalabí;TOTAL;Inmigraciones ;20;
Válor;Española;Inmigraciones ;1;
Válor;Extranjera;Inmigraciones ;13;
Válor;Europa;Inmigraciones ;9;
Válor;UE27;Inmigraciones ;5;
Válor;Resto de Europa;Inmigraciones ;4;
Válor;África;Inmigraciones ;2;
Válor;África Norte;Inmigraciones ;2;
Válor;Sub-Sahara;Inmigraciones ;-;
Válor;Resto África;Inmigraciones ;-;
Válor;América;Inmigraciones ;2;
Válor;América Norte;Inmigraciones ;-;
Válor;Central-Caribe;Inmigraciones ;1;
Válor;América Sur;Inmigraciones ;1;
Válor;Asia;Inmigraciones ;-;
Válor;Próximo Oriente;Inmigraciones ;-;
Válor;Resto Asia;Inmigraciones ;-;
Válor;Oceanía;Inmigraciones ;-;
Válor;Apátridas;Inmigraciones ;-;
Válor;TOTAL;Inmigraciones ;14;
Vegas del Genil;Española;Inmigraciones ;28;
Vegas del Genil;Extranjera;Inmigraciones ;81;
Vegas del Genil;Europa;Inmigraciones ;10;
Vegas del Genil;UE27;Inmigraciones ;5;
Vegas del Genil;Resto de Europa;Inmigraciones ;5;
Vegas del Genil;África;Inmigraciones ;12;
Vegas del Genil;África Norte;Inmigraciones ;10;
Vegas del Genil;Sub-Sahara;Inmigraciones ;-;
Vegas del Genil;Resto África;Inmigraciones ;2;
Vegas del Genil;América;Inmigraciones ;59;
Vegas del Genil;América Norte;Inmigraciones ;-;
Vegas del Genil;Central-Caribe;Inmigraciones ;3;
Vegas del Genil;América Sur;Inmigraciones ;56;
Vegas del Genil;Asia;Inmigraciones ;-;
Vegas del Genil;Próximo Oriente;Inmigraciones ;-;
Vegas del Genil;Resto Asia;Inmigraciones ;-;
Vegas del Genil;Oceanía;Inmigraciones ;-;
Vegas del Genil;Apátridas;Inmigraciones ;-;
Vegas del Genil;TOTAL;Inmigraciones ;109;
