Territorio;Tipo de instalación;Medida;Valor;
Alsodux;Juegos tradicionales y populares;Espacios deportivos;-;
Alsodux;Circuitos de karting;Espacios deportivos;-;
Alsodux;Circuitos de motocross;Espacios deportivos;-;
Alsodux;Rocódromos;Espacios deportivos;-;
Alsodux;Pistas de esquí;Espacios deportivos;-;
Alsodux;Campos de tiro;Espacios deportivos;-;
Alsodux;Otros espacios singulares;Espacios deportivos;-;
Alsodux;Áreas de actividad acuática;Espacios deportivos;-;
Alsodux;Áreas de actividad aérea;Espacios deportivos;-;
Alsodux;Áreas de actividad terrestre;Espacios deportivos;-;
Alsodux;Total;Espacios deportivos;-;
Antas;Campos de fútbol;Espacios deportivos;1;
Antas;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Antas;Frontones;Espacios deportivos;-;
Antas;Otros campos;Espacios deportivos;-;
Antas;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Antas;Polideportivos;Espacios deportivos;-;
Antas;Piscinas aire libre;Espacios deportivos;-;
Antas;Piscinas cubiertas;Espacios deportivos;-;
Antas;Pistas de atletismo;Espacios deportivos;-;
Antas;Pistas de padel;Espacios deportivos;-;
Antas;Pistas de petanca;Espacios deportivos;-;
Antas;Pistas de squash;Espacios deportivos;-;
Antas;Pistas de tenis;Espacios deportivos;-;
Antas;Pistas polideportivas;Espacios deportivos;3;
Antas;Salas;Espacios deportivos;1;
Antas;Velódromos;Espacios deportivos;-;
Antas;Otros espacios convencionales;Espacios deportivos;1;
Antas;Carriles de bicicleta;Espacios deportivos;-;
Antas;Circuitos de velocidad;Espacios deportivos;-;
Antas;Campos de golf;Espacios deportivos;-;
Antas;Pistas de hípica;Espacios deportivos;-;
Antas;Juegos tradicionales y populares;Espacios deportivos;-;
Antas;Circuitos de karting;Espacios deportivos;-;
Antas;Circuitos de motocross;Espacios deportivos;-;
Antas;Rocódromos;Espacios deportivos;-;
Antas;Pistas de esquí;Espacios deportivos;-;
Antas;Campos de tiro;Espacios deportivos;-;
Antas;Otros espacios singulares;Espacios deportivos;1;
Antas;Áreas de actividad acuática;Espacios deportivos;-;
Antas;Áreas de actividad aérea;Espacios deportivos;-;
Antas;Áreas de actividad terrestre;Espacios deportivos;-;
Antas;Total;Espacios deportivos;8;
Arboleas;Campos de fútbol;Espacios deportivos;-;
Arboleas;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Arboleas;Frontones;Espacios deportivos;-;
Arboleas;Otros campos;Espacios deportivos;-;
Arboleas;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Arboleas;Polideportivos;Espacios deportivos;-;
Arboleas;Piscinas aire libre;Espacios deportivos;2;
Arboleas;Piscinas cubiertas;Espacios deportivos;-;
Arboleas;Pistas de atletismo;Espacios deportivos;-;
Arboleas;Pistas de padel;Espacios deportivos;-;
Arboleas;Pistas de petanca;Espacios deportivos;1;
Arboleas;Pistas de squash;Espacios deportivos;-;
Arboleas;Pistas de tenis;Espacios deportivos;-;
Arboleas;Pistas polideportivas;Espacios deportivos;2;
Arboleas;Salas;Espacios deportivos;-;
Arboleas;Velódromos;Espacios deportivos;-;
Arboleas;Otros espacios convencionales;Espacios deportivos;-;
Arboleas;Carriles de bicicleta;Espacios deportivos;-;
Arboleas;Circuitos de velocidad;Espacios deportivos;-;
Arboleas;Campos de golf;Espacios deportivos;-;
Arboleas;Pistas de hípica;Espacios deportivos;-;
Arboleas;Juegos tradicionales y populares;Espacios deportivos;-;
Arboleas;Circuitos de karting;Espacios deportivos;-;
Arboleas;Circuitos de motocross;Espacios deportivos;-;
Arboleas;Rocódromos;Espacios deportivos;-;
Arboleas;Pistas de esquí;Espacios deportivos;-;
Arboleas;Campos de tiro;Espacios deportivos;-;
Arboleas;Otros espacios singulares;Espacios deportivos;-;
Arboleas;Áreas de actividad acuática;Espacios deportivos;-;
Arboleas;Áreas de actividad aérea;Espacios deportivos;-;
Arboleas;Áreas de actividad terrestre;Espacios deportivos;-;
Arboleas;Total;Espacios deportivos;5;
Armuña de Almanzora;Campos de fútbol;Espacios deportivos;1;
Armuña de Almanzora;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Armuña de Almanzora;Frontones;Espacios deportivos;-;
Armuña de Almanzora;Otros campos;Espacios deportivos;-;
Armuña de Almanzora;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Armuña de Almanzora;Polideportivos;Espacios deportivos;-;
Armuña de Almanzora;Piscinas aire libre;Espacios deportivos;1;
Armuña de Almanzora;Piscinas cubiertas;Espacios deportivos;-;
Armuña de Almanzora;Pistas de atletismo;Espacios deportivos;-;
Armuña de Almanzora;Pistas de padel;Espacios deportivos;-;
Armuña de Almanzora;Pistas de petanca;Espacios deportivos;-;
Armuña de Almanzora;Pistas de squash;Espacios deportivos;-;
Armuña de Almanzora;Pistas de tenis;Espacios deportivos;-;
Armuña de Almanzora;Pistas polideportivas;Espacios deportivos;2;
Armuña de Almanzora;Salas;Espacios deportivos;1;
Armuña de Almanzora;Velódromos;Espacios deportivos;-;
Armuña de Almanzora;Otros espacios convencionales;Espacios deportivos;-;
Armuña de Almanzora;Carriles de bicicleta;Espacios deportivos;-;
Armuña de Almanzora;Circuitos de velocidad;Espacios deportivos;-;
Armuña de Almanzora;Campos de golf;Espacios deportivos;-;
Armuña de Almanzora;Pistas de hípica;Espacios deportivos;-;
Armuña de Almanzora;Juegos tradicionales y populares;Espacios deportivos;-;
Armuña de Almanzora;Circuitos de karting;Espacios deportivos;-;
Armuña de Almanzora;Circuitos de motocross;Espacios deportivos;-;
Armuña de Almanzora;Rocódromos;Espacios deportivos;-;
Armuña de Almanzora;Pistas de esquí;Espacios deportivos;-;
Armuña de Almanzora;Campos de tiro;Espacios deportivos;-;
Armuña de Almanzora;Otros espacios singulares;Espacios deportivos;-;
Armuña de Almanzora;Áreas de actividad acuática;Espacios deportivos;-;
Armuña de Almanzora;Áreas de actividad aérea;Espacios deportivos;-;
Armuña de Almanzora;Áreas de actividad terrestre;Espacios deportivos;-;
Armuña de Almanzora;Total;Espacios deportivos;5;
Bacares;Campos de fútbol;Espacios deportivos;-;
Bacares;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Bacares;Frontones;Espacios deportivos;1;
Bacares;Otros campos;Espacios deportivos;-;
Bacares;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Bacares;Polideportivos;Espacios deportivos;-;
Bacares;Piscinas aire libre;Espacios deportivos;2;
Bacares;Piscinas cubiertas;Espacios deportivos;-;
Bacares;Pistas de atletismo;Espacios deportivos;-;
Bacares;Pistas de padel;Espacios deportivos;-;
Bacares;Pistas de petanca;Espacios deportivos;-;
Bacares;Pistas de squash;Espacios deportivos;-;
Bacares;Pistas de tenis;Espacios deportivos;-;
Bacares;Pistas polideportivas;Espacios deportivos;1;
Bacares;Salas;Espacios deportivos;-;
Bacares;Velódromos;Espacios deportivos;-;
Bacares;Otros espacios convencionales;Espacios deportivos;-;
Bacares;Carriles de bicicleta;Espacios deportivos;-;
Bacares;Circuitos de velocidad;Espacios deportivos;-;
Bacares;Campos de golf;Espacios deportivos;-;
Bacares;Pistas de hípica;Espacios deportivos;-;
Bacares;Juegos tradicionales y populares;Espacios deportivos;-;
Bacares;Circuitos de karting;Espacios deportivos;-;
Bacares;Circuitos de motocross;Espacios deportivos;-;
Bacares;Rocódromos;Espacios deportivos;-;
Bacares;Pistas de esquí;Espacios deportivos;-;
Bacares;Campos de tiro;Espacios deportivos;-;
Bacares;Otros espacios singulares;Espacios deportivos;-;
Bacares;Áreas de actividad acuática;Espacios deportivos;-;
Bacares;Áreas de actividad aérea;Espacios deportivos;-;
Bacares;Áreas de actividad terrestre;Espacios deportivos;-;
Bacares;Total;Espacios deportivos;4;
Bayárcal;Campos de fútbol;Espacios deportivos;-;
Bayárcal;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Bayárcal;Frontones;Espacios deportivos;-;
Bayárcal;Otros campos;Espacios deportivos;-;
Bayárcal;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Bayárcal;Polideportivos;Espacios deportivos;-;
Bayárcal;Piscinas aire libre;Espacios deportivos;1;
Bayárcal;Piscinas cubiertas;Espacios deportivos;-;
Bayárcal;Pistas de atletismo;Espacios deportivos;-;
Bayárcal;Pistas de padel;Espacios deportivos;-;
Bayárcal;Pistas de petanca;Espacios deportivos;-;
Bayárcal;Pistas de squash;Espacios deportivos;-;
Bayárcal;Pistas de tenis;Espacios deportivos;-;
Bayárcal;Pistas polideportivas;Espacios deportivos;1;
Bayárcal;Salas;Espacios deportivos;-;
Bayárcal;Velódromos;Espacios deportivos;-;
Bayárcal;Otros espacios convencionales;Espacios deportivos;-;
Bayárcal;Carriles de bicicleta;Espacios deportivos;-;
Bayárcal;Circuitos de velocidad;Espacios deportivos;-;
Bayárcal;Campos de golf;Espacios deportivos;-;
Bayárcal;Pistas de hípica;Espacios deportivos;1;
Bayárcal;Juegos tradicionales y populares;Espacios deportivos;-;
Bayárcal;Circuitos de karting;Espacios deportivos;-;
Bayárcal;Circuitos de motocross;Espacios deportivos;-;
Bayárcal;Rocódromos;Espacios deportivos;-;
Bayárcal;Pistas de esquí;Espacios deportivos;3;
Bayárcal;Campos de tiro;Espacios deportivos;-;
Bayárcal;Otros espacios singulares;Espacios deportivos;1;
Bayárcal;Áreas de actividad acuática;Espacios deportivos;-;
Bayárcal;Áreas de actividad aérea;Espacios deportivos;-;
Bayárcal;Áreas de actividad terrestre;Espacios deportivos;12;
Bayárcal;Total;Espacios deportivos;20;
Bayarque;Campos de fútbol;Espacios deportivos;-;
Bayarque;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Bayarque;Frontones;Espacios deportivos;1;
Bayarque;Otros campos;Espacios deportivos;-;
Bayarque;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Bayarque;Polideportivos;Espacios deportivos;-;
Bayarque;Piscinas aire libre;Espacios deportivos;2;
Bayarque;Piscinas cubiertas;Espacios deportivos;-;
Bayarque;Pistas de atletismo;Espacios deportivos;-;
Bayarque;Pistas de padel;Espacios deportivos;-;
Bayarque;Pistas de petanca;Espacios deportivos;-;
Bayarque;Pistas de squash;Espacios deportivos;-;
Bayarque;Pistas de tenis;Espacios deportivos;-;
Bayarque;Pistas polideportivas;Espacios deportivos;1;
Bayarque;Salas;Espacios deportivos;-;
Bayarque;Velódromos;Espacios deportivos;-;
Bayarque;Otros espacios convencionales;Espacios deportivos;-;
Bayarque;Carriles de bicicleta;Espacios deportivos;-;
Bayarque;Circuitos de velocidad;Espacios deportivos;-;
Bayarque;Campos de golf;Espacios deportivos;-;
Bayarque;Pistas de hípica;Espacios deportivos;-;
Bayarque;Juegos tradicionales y populares;Espacios deportivos;-;
Bayarque;Circuitos de karting;Espacios deportivos;-;
Bayarque;Circuitos de motocross;Espacios deportivos;-;
Bayarque;Rocódromos;Espacios deportivos;-;
Bayarque;Pistas de esquí;Espacios deportivos;-;
Bayarque;Campos de tiro;Espacios deportivos;-;
Bayarque;Otros espacios singulares;Espacios deportivos;-;
Bayarque;Áreas de actividad acuática;Espacios deportivos;-;
Bayarque;Áreas de actividad aérea;Espacios deportivos;-;
Bayarque;Áreas de actividad terrestre;Espacios deportivos;-;
Bayarque;Total;Espacios deportivos;4;
Bédar;Campos de fútbol;Espacios deportivos;-;
Bédar;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Bédar;Frontones;Espacios deportivos;-;
Bédar;Otros campos;Espacios deportivos;-;
Bédar;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Bédar;Polideportivos;Espacios deportivos;-;
Bédar;Piscinas aire libre;Espacios deportivos;1;
Bédar;Piscinas cubiertas;Espacios deportivos;-;
Bédar;Pistas de atletismo;Espacios deportivos;-;
Bédar;Pistas de padel;Espacios deportivos;-;
Bédar;Pistas de petanca;Espacios deportivos;-;
Bédar;Pistas de squash;Espacios deportivos;-;
Bédar;Pistas de tenis;Espacios deportivos;-;
Bédar;Pistas polideportivas;Espacios deportivos;1;
Bédar;Salas;Espacios deportivos;-;
Bédar;Velódromos;Espacios deportivos;-;
Bédar;Otros espacios convencionales;Espacios deportivos;-;
Bédar;Carriles de bicicleta;Espacios deportivos;-;
Bédar;Circuitos de velocidad;Espacios deportivos;-;
Bédar;Campos de golf;Espacios deportivos;-;
Bédar;Pistas de hípica;Espacios deportivos;-;
Bédar;Juegos tradicionales y populares;Espacios deportivos;-;
Bédar;Circuitos de karting;Espacios deportivos;-;
Bédar;Circuitos de motocross;Espacios deportivos;-;
Bédar;Rocódromos;Espacios deportivos;-;
Bédar;Pistas de esquí;Espacios deportivos;-;
Bédar;Campos de tiro;Espacios deportivos;-;
Bédar;Otros espacios singulares;Espacios deportivos;-;
Bédar;Áreas de actividad acuática;Espacios deportivos;-;
Bédar;Áreas de actividad aérea;Espacios deportivos;-;
Bédar;Áreas de actividad terrestre;Espacios deportivos;-;
Bédar;Total;Espacios deportivos;2;
Beires;Campos de fútbol;Espacios deportivos;-;
Beires;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Beires;Frontones;Espacios deportivos;-;
Beires;Otros campos;Espacios deportivos;-;
Beires;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Beires;Polideportivos;Espacios deportivos;-;
Beires;Piscinas aire libre;Espacios deportivos;-;
Beires;Piscinas cubiertas;Espacios deportivos;-;
Beires;Pistas de atletismo;Espacios deportivos;-;
Beires;Pistas de padel;Espacios deportivos;-;
Beires;Pistas de petanca;Espacios deportivos;-;
Beires;Pistas de squash;Espacios deportivos;-;
Beires;Pistas de tenis;Espacios deportivos;-;
Beires;Pistas polideportivas;Espacios deportivos;-;
Beires;Salas;Espacios deportivos;-;
Beires;Velódromos;Espacios deportivos;-;
Beires;Otros espacios convencionales;Espacios deportivos;-;
Beires;Carriles de bicicleta;Espacios deportivos;-;
Beires;Circuitos de velocidad;Espacios deportivos;-;
Beires;Campos de golf;Espacios deportivos;-;
Beires;Pistas de hípica;Espacios deportivos;-;
Beires;Juegos tradicionales y populares;Espacios deportivos;-;
Beires;Circuitos de karting;Espacios deportivos;-;
Beires;Circuitos de motocross;Espacios deportivos;-;
Beires;Rocódromos;Espacios deportivos;-;
Beires;Pistas de esquí;Espacios deportivos;-;
Beires;Campos de tiro;Espacios deportivos;-;
Beires;Otros espacios singulares;Espacios deportivos;-;
Beires;Áreas de actividad acuática;Espacios deportivos;-;
Beires;Áreas de actividad aérea;Espacios deportivos;-;
Beires;Áreas de actividad terrestre;Espacios deportivos;1;
Beires;Total;Espacios deportivos;1;
Benahadux;Campos de fútbol;Espacios deportivos;1;
Benahadux;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Benahadux;Frontones;Espacios deportivos;-;
Benahadux;Otros campos;Espacios deportivos;-;
Benahadux;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;1;
Benahadux;Polideportivos;Espacios deportivos;-;
Benahadux;Piscinas aire libre;Espacios deportivos;1;
Benahadux;Piscinas cubiertas;Espacios deportivos;-;
Benahadux;Pistas de atletismo;Espacios deportivos;-;
Benahadux;Pistas de padel;Espacios deportivos;-;
Benahadux;Pistas de petanca;Espacios deportivos;-;
Benahadux;Pistas de squash;Espacios deportivos;-;
Benahadux;Pistas de tenis;Espacios deportivos;-;
Benahadux;Pistas polideportivas;Espacios deportivos;3;
Benahadux;Salas;Espacios deportivos;-;
Benahadux;Velódromos;Espacios deportivos;-;
Benahadux;Otros espacios convencionales;Espacios deportivos;-;
Benahadux;Carriles de bicicleta;Espacios deportivos;-;
Benahadux;Circuitos de velocidad;Espacios deportivos;-;
Benahadux;Campos de golf;Espacios deportivos;-;
Benahadux;Pistas de hípica;Espacios deportivos;-;
Benahadux;Juegos tradicionales y populares;Espacios deportivos;-;
Benahadux;Circuitos de karting;Espacios deportivos;-;
Benahadux;Circuitos de motocross;Espacios deportivos;-;
Benahadux;Rocódromos;Espacios deportivos;-;
Benahadux;Pistas de esquí;Espacios deportivos;-;
Benahadux;Campos de tiro;Espacios deportivos;-;
Benahadux;Otros espacios singulares;Espacios deportivos;-;
Benahadux;Áreas de actividad acuática;Espacios deportivos;-;
Benahadux;Áreas de actividad aérea;Espacios deportivos;-;
Benahadux;Áreas de actividad terrestre;Espacios deportivos;-;
Benahadux;Total;Espacios deportivos;7;
Benitagla;Campos de fútbol;Espacios deportivos;-;
Benitagla;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Benitagla;Frontones;Espacios deportivos;-;
Benitagla;Otros campos;Espacios deportivos;-;
Benitagla;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Benitagla;Polideportivos;Espacios deportivos;-;
Benitagla;Piscinas aire libre;Espacios deportivos;-;
Benitagla;Piscinas cubiertas;Espacios deportivos;-;
Benitagla;Pistas de atletismo;Espacios deportivos;-;
Benitagla;Pistas de padel;Espacios deportivos;-;
Benitagla;Pistas de petanca;Espacios deportivos;-;
Benitagla;Pistas de squash;Espacios deportivos;-;
Benitagla;Pistas de tenis;Espacios deportivos;-;
Benitagla;Pistas polideportivas;Espacios deportivos;-;
Benitagla;Salas;Espacios deportivos;-;
Benitagla;Velódromos;Espacios deportivos;-;
Benitagla;Otros espacios convencionales;Espacios deportivos;-;
Benitagla;Carriles de bicicleta;Espacios deportivos;-;
Benitagla;Circuitos de velocidad;Espacios deportivos;-;
Benitagla;Campos de golf;Espacios deportivos;-;
Benitagla;Pistas de hípica;Espacios deportivos;-;
Benitagla;Juegos tradicionales y populares;Espacios deportivos;-;
Benitagla;Circuitos de karting;Espacios deportivos;-;
Benitagla;Circuitos de motocross;Espacios deportivos;-;
Benitagla;Rocódromos;Espacios deportivos;-;
Benitagla;Pistas de esquí;Espacios deportivos;-;
Benitagla;Campos de tiro;Espacios deportivos;-;
Benitagla;Otros espacios singulares;Espacios deportivos;-;
Benitagla;Áreas de actividad acuática;Espacios deportivos;-;
Benitagla;Áreas de actividad aérea;Espacios deportivos;-;
Benitagla;Áreas de actividad terrestre;Espacios deportivos;-;
Benitagla;Total;Espacios deportivos;-;
Benizalón;Campos de fútbol;Espacios deportivos;-;
Benizalón;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Benizalón;Frontones;Espacios deportivos;-;
