Territorio;Tipo de instalación;Medida;Valor;
Sorvilán;Pistas de tenis;Espacios deportivos;-;
Sorvilán;Pistas polideportivas;Espacios deportivos;1;
Sorvilán;Salas;Espacios deportivos;-;
Sorvilán;Velódromos;Espacios deportivos;-;
Sorvilán;Otros espacios convencionales;Espacios deportivos;-;
Sorvilán;Carriles de bicicleta;Espacios deportivos;-;
Sorvilán;Circuitos de velocidad;Espacios deportivos;-;
Sorvilán;Campos de golf;Espacios deportivos;-;
Sorvilán;Pistas de hípica;Espacios deportivos;-;
Sorvilán;Juegos tradicionales y populares;Espacios deportivos;-;
Sorvilán;Circuitos de karting;Espacios deportivos;-;
Sorvilán;Circuitos de motocross;Espacios deportivos;-;
Sorvilán;Rocódromos;Espacios deportivos;-;
Sorvilán;Pistas de esquí;Espacios deportivos;-;
Sorvilán;Campos de tiro;Espacios deportivos;-;
Sorvilán;Otros espacios singulares;Espacios deportivos;-;
Sorvilán;Áreas de actividad acuática;Espacios deportivos;-;
Sorvilán;Áreas de actividad aérea;Espacios deportivos;-;
Sorvilán;Áreas de actividad terrestre;Espacios deportivos;-;
Sorvilán;Total;Espacios deportivos;1;
Torre-Cardela;Campos de fútbol;Espacios deportivos;-;
Torre-Cardela;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Torre-Cardela;Frontones;Espacios deportivos;-;
Torre-Cardela;Otros campos;Espacios deportivos;1;
Torre-Cardela;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Torre-Cardela;Polideportivos;Espacios deportivos;-;
Torre-Cardela;Piscinas aire libre;Espacios deportivos;-;
Torre-Cardela;Piscinas cubiertas;Espacios deportivos;-;
Torre-Cardela;Pistas de atletismo;Espacios deportivos;-;
Torre-Cardela;Pistas de padel;Espacios deportivos;-;
Torre-Cardela;Pistas de petanca;Espacios deportivos;2;
Torre-Cardela;Pistas de squash;Espacios deportivos;-;
Torre-Cardela;Pistas de tenis;Espacios deportivos;-;
Torre-Cardela;Pistas polideportivas;Espacios deportivos;1;
Torre-Cardela;Salas;Espacios deportivos;-;
Torre-Cardela;Velódromos;Espacios deportivos;-;
Torre-Cardela;Otros espacios convencionales;Espacios deportivos;-;
Torre-Cardela;Carriles de bicicleta;Espacios deportivos;-;
Torre-Cardela;Circuitos de velocidad;Espacios deportivos;-;
Torre-Cardela;Campos de golf;Espacios deportivos;-;
Torre-Cardela;Pistas de hípica;Espacios deportivos;-;
Torre-Cardela;Juegos tradicionales y populares;Espacios deportivos;-;
Torre-Cardela;Circuitos de karting;Espacios deportivos;-;
Torre-Cardela;Circuitos de motocross;Espacios deportivos;-;
Torre-Cardela;Rocódromos;Espacios deportivos;-;
Torre-Cardela;Pistas de esquí;Espacios deportivos;-;
Torre-Cardela;Campos de tiro;Espacios deportivos;-;
Torre-Cardela;Otros espacios singulares;Espacios deportivos;-;
Torre-Cardela;Áreas de actividad acuática;Espacios deportivos;-;
Torre-Cardela;Áreas de actividad aérea;Espacios deportivos;-;
Torre-Cardela;Áreas de actividad terrestre;Espacios deportivos;-;
Torre-Cardela;Total;Espacios deportivos;5;
Torvizcón;Campos de fútbol;Espacios deportivos;-;
Torvizcón;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Torvizcón;Frontones;Espacios deportivos;-;
Torvizcón;Otros campos;Espacios deportivos;-;
Torvizcón;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Torvizcón;Polideportivos;Espacios deportivos;-;
Torvizcón;Piscinas aire libre;Espacios deportivos;2;
Torvizcón;Piscinas cubiertas;Espacios deportivos;-;
Torvizcón;Pistas de atletismo;Espacios deportivos;-;
Torvizcón;Pistas de padel;Espacios deportivos;-;
Torvizcón;Pistas de petanca;Espacios deportivos;-;
Torvizcón;Pistas de squash;Espacios deportivos;-;
Torvizcón;Pistas de tenis;Espacios deportivos;-;
Torvizcón;Pistas polideportivas;Espacios deportivos;1;
Torvizcón;Salas;Espacios deportivos;-;
Torvizcón;Velódromos;Espacios deportivos;-;
Torvizcón;Otros espacios convencionales;Espacios deportivos;-;
Torvizcón;Carriles de bicicleta;Espacios deportivos;-;
Torvizcón;Circuitos de velocidad;Espacios deportivos;-;
Torvizcón;Campos de golf;Espacios deportivos;-;
Torvizcón;Pistas de hípica;Espacios deportivos;-;
Torvizcón;Juegos tradicionales y populares;Espacios deportivos;-;
Torvizcón;Circuitos de karting;Espacios deportivos;-;
Torvizcón;Circuitos de motocross;Espacios deportivos;-;
Torvizcón;Rocódromos;Espacios deportivos;-;
Torvizcón;Pistas de esquí;Espacios deportivos;-;
Torvizcón;Campos de tiro;Espacios deportivos;-;
Torvizcón;Otros espacios singulares;Espacios deportivos;-;
Torvizcón;Áreas de actividad acuática;Espacios deportivos;-;
Torvizcón;Áreas de actividad aérea;Espacios deportivos;-;
Torvizcón;Áreas de actividad terrestre;Espacios deportivos;1;
Torvizcón;Total;Espacios deportivos;4;
Trevélez;Campos de fútbol;Espacios deportivos;-;
Trevélez;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Trevélez;Frontones;Espacios deportivos;-;
Trevélez;Otros campos;Espacios deportivos;-;
Trevélez;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Trevélez;Polideportivos;Espacios deportivos;-;
Trevélez;Piscinas aire libre;Espacios deportivos;-;
Trevélez;Piscinas cubiertas;Espacios deportivos;-;
Trevélez;Pistas de atletismo;Espacios deportivos;-;
Trevélez;Pistas de padel;Espacios deportivos;-;
Trevélez;Pistas de petanca;Espacios deportivos;-;
Trevélez;Pistas de squash;Espacios deportivos;-;
Trevélez;Pistas de tenis;Espacios deportivos;-;
Trevélez;Pistas polideportivas;Espacios deportivos;1;
Trevélez;Salas;Espacios deportivos;-;
Trevélez;Velódromos;Espacios deportivos;-;
Trevélez;Otros espacios convencionales;Espacios deportivos;-;
Trevélez;Carriles de bicicleta;Espacios deportivos;-;
Trevélez;Circuitos de velocidad;Espacios deportivos;-;
Trevélez;Campos de golf;Espacios deportivos;-;
Trevélez;Pistas de hípica;Espacios deportivos;-;
Trevélez;Juegos tradicionales y populares;Espacios deportivos;-;
Trevélez;Circuitos de karting;Espacios deportivos;-;
Trevélez;Circuitos de motocross;Espacios deportivos;-;
Trevélez;Rocódromos;Espacios deportivos;-;
Trevélez;Pistas de esquí;Espacios deportivos;-;
Trevélez;Campos de tiro;Espacios deportivos;-;
Trevélez;Otros espacios singulares;Espacios deportivos;-;
Trevélez;Áreas de actividad acuática;Espacios deportivos;-;
Trevélez;Áreas de actividad aérea;Espacios deportivos;-;
Trevélez;Áreas de actividad terrestre;Espacios deportivos;2;
Trevélez;Total;Espacios deportivos;3;
Turón;Campos de fútbol;Espacios deportivos;-;
Turón;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Turón;Frontones;Espacios deportivos;-;
Turón;Otros campos;Espacios deportivos;-;
Turón;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Turón;Polideportivos;Espacios deportivos;-;
Turón;Piscinas aire libre;Espacios deportivos;-;
Turón;Piscinas cubiertas;Espacios deportivos;-;
Turón;Pistas de atletismo;Espacios deportivos;-;
Turón;Pistas de padel;Espacios deportivos;-;
Turón;Pistas de petanca;Espacios deportivos;-;
Turón;Pistas de squash;Espacios deportivos;-;
Turón;Pistas de tenis;Espacios deportivos;-;
Turón;Pistas polideportivas;Espacios deportivos;1;
Turón;Salas;Espacios deportivos;-;
Turón;Velódromos;Espacios deportivos;-;
Turón;Otros espacios convencionales;Espacios deportivos;-;
Turón;Carriles de bicicleta;Espacios deportivos;-;
Turón;Circuitos de velocidad;Espacios deportivos;-;
Turón;Campos de golf;Espacios deportivos;-;
Turón;Pistas de hípica;Espacios deportivos;-;
Turón;Juegos tradicionales y populares;Espacios deportivos;-;
Turón;Circuitos de karting;Espacios deportivos;-;
Turón;Circuitos de motocross;Espacios deportivos;-;
Turón;Rocódromos;Espacios deportivos;-;
Turón;Pistas de esquí;Espacios deportivos;-;
Turón;Campos de tiro;Espacios deportivos;-;
Turón;Otros espacios singulares;Espacios deportivos;-;
Turón;Áreas de actividad acuática;Espacios deportivos;-;
Turón;Áreas de actividad aérea;Espacios deportivos;-;
Turón;Áreas de actividad terrestre;Espacios deportivos;-;
Turón;Total;Espacios deportivos;1;
Ugíjar;Campos de fútbol;Espacios deportivos;-;
Ugíjar;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Ugíjar;Frontones;Espacios deportivos;-;
Ugíjar;Otros campos;Espacios deportivos;-;
Ugíjar;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Ugíjar;Polideportivos;Espacios deportivos;-;
Ugíjar;Piscinas aire libre;Espacios deportivos;2;
Ugíjar;Piscinas cubiertas;Espacios deportivos;-;
Ugíjar;Pistas de atletismo;Espacios deportivos;-;
Ugíjar;Pistas de padel;Espacios deportivos;-;
Ugíjar;Pistas de petanca;Espacios deportivos;-;
Ugíjar;Pistas de squash;Espacios deportivos;-;
Ugíjar;Pistas de tenis;Espacios deportivos;-;
Ugíjar;Pistas polideportivas;Espacios deportivos;8;
Ugíjar;Salas;Espacios deportivos;-;
Ugíjar;Velódromos;Espacios deportivos;-;
Ugíjar;Otros espacios convencionales;Espacios deportivos;-;
Ugíjar;Carriles de bicicleta;Espacios deportivos;-;
Ugíjar;Circuitos de velocidad;Espacios deportivos;-;
Ugíjar;Campos de golf;Espacios deportivos;-;
Ugíjar;Pistas de hípica;Espacios deportivos;-;
Ugíjar;Juegos tradicionales y populares;Espacios deportivos;-;
Ugíjar;Circuitos de karting;Espacios deportivos;-;
Ugíjar;Circuitos de motocross;Espacios deportivos;-;
Ugíjar;Rocódromos;Espacios deportivos;-;
Ugíjar;Pistas de esquí;Espacios deportivos;-;
Ugíjar;Campos de tiro;Espacios deportivos;-;
Ugíjar;Otros espacios singulares;Espacios deportivos;-;
Ugíjar;Áreas de actividad acuática;Espacios deportivos;-;
Ugíjar;Áreas de actividad aérea;Espacios deportivos;-;
Ugíjar;Áreas de actividad terrestre;Espacios deportivos;-;
Ugíjar;Total;Espacios deportivos;10;
Valle del Zalabí;Campos de fútbol;Espacios deportivos;-;
Valle del Zalabí;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Valle del Zalabí;Frontones;Espacios deportivos;-;
Valle del Zalabí;Otros campos;Espacios deportivos;3;
Valle del Zalabí;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Valle del Zalabí;Polideportivos;Espacios deportivos;-;
Valle del Zalabí;Piscinas aire libre;Espacios deportivos;2;
Valle del Zalabí;Piscinas cubiertas;Espacios deportivos;-;
Valle del Zalabí;Pistas de atletismo;Espacios deportivos;-;
Valle del Zalabí;Pistas de padel;Espacios deportivos;-;
Valle del Zalabí;Pistas de petanca;Espacios deportivos;-;
Valle del Zalabí;Pistas de squash;Espacios deportivos;-;
Valle del Zalabí;Pistas de tenis;Espacios deportivos;-;
Valle del Zalabí;Pistas polideportivas;Espacios deportivos;5;
Valle del Zalabí;Salas;Espacios deportivos;-;
Valle del Zalabí;Velódromos;Espacios deportivos;-;
Valle del Zalabí;Otros espacios convencionales;Espacios deportivos;-;
Valle del Zalabí;Carriles de bicicleta;Espacios deportivos;-;
Valle del Zalabí;Circuitos de velocidad;Espacios deportivos;-;
Valle del Zalabí;Campos de golf;Espacios deportivos;-;
Valle del Zalabí;Pistas de hípica;Espacios deportivos;-;
Valle del Zalabí;Juegos tradicionales y populares;Espacios deportivos;-;
Valle del Zalabí;Circuitos de karting;Espacios deportivos;-;
Valle del Zalabí;Circuitos de motocross;Espacios deportivos;-;
Valle del Zalabí;Rocódromos;Espacios deportivos;-;
Valle del Zalabí;Pistas de esquí;Espacios deportivos;-;
Valle del Zalabí;Campos de tiro;Espacios deportivos;-;
Valle del Zalabí;Otros espacios singulares;Espacios deportivos;-;
Valle del Zalabí;Áreas de actividad acuática;Espacios deportivos;-;
Valle del Zalabí;Áreas de actividad aérea;Espacios deportivos;-;
Valle del Zalabí;Áreas de actividad terrestre;Espacios deportivos;1;
Valle del Zalabí;Total;Espacios deportivos;12;
Válor;Campos de fútbol;Espacios deportivos;-;
Válor;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Válor;Frontones;Espacios deportivos;-;
Válor;Otros campos;Espacios deportivos;-;
Válor;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Válor;Polideportivos;Espacios deportivos;1;
Válor;Piscinas aire libre;Espacios deportivos;3;
Válor;Piscinas cubiertas;Espacios deportivos;-;
Válor;Pistas de atletismo;Espacios deportivos;-;
Válor;Pistas de padel;Espacios deportivos;-;
Válor;Pistas de petanca;Espacios deportivos;-;
Válor;Pistas de squash;Espacios deportivos;-;
Válor;Pistas de tenis;Espacios deportivos;-;
Válor;Pistas polideportivas;Espacios deportivos;1;
Válor;Salas;Espacios deportivos;-;
Válor;Velódromos;Espacios deportivos;-;
Válor;Otros espacios convencionales;Espacios deportivos;-;
Válor;Carriles de bicicleta;Espacios deportivos;-;
Válor;Circuitos de velocidad;Espacios deportivos;-;
Válor;Campos de golf;Espacios deportivos;-;
Válor;Pistas de hípica;Espacios deportivos;-;
Válor;Juegos tradicionales y populares;Espacios deportivos;-;
Válor;Circuitos de karting;Espacios deportivos;-;
Válor;Circuitos de motocross;Espacios deportivos;-;
Válor;Rocódromos;Espacios deportivos;-;
Válor;Pistas de esquí;Espacios deportivos;-;
Válor;Campos de tiro;Espacios deportivos;-;
Válor;Otros espacios singulares;Espacios deportivos;-;
Válor;Áreas de actividad acuática;Espacios deportivos;-;
Válor;Áreas de actividad aérea;Espacios deportivos;-;
Válor;Áreas de actividad terrestre;Espacios deportivos;-;
Válor;Total;Espacios deportivos;5;
Vegas del Genil;Campos de fútbol;Espacios deportivos;2;
Vegas del Genil;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Vegas del Genil;Frontones;Espacios deportivos;-;
Vegas del Genil;Otros campos;Espacios deportivos;-;
Vegas del Genil;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Vegas del Genil;Polideportivos;Espacios deportivos;-;
Vegas del Genil;Piscinas aire libre;Espacios deportivos;3;
Vegas del Genil;Piscinas cubiertas;Espacios deportivos;-;
Vegas del Genil;Pistas de atletismo;Espacios deportivos;-;
Vegas del Genil;Pistas de padel;Espacios deportivos;7;
Vegas del Genil;Pistas de petanca;Espacios deportivos;-;
Vegas del Genil;Pistas de squash;Espacios deportivos;-;
Vegas del Genil;Pistas de tenis;Espacios deportivos;5;
Vegas del Genil;Pistas polideportivas;Espacios deportivos;10;
Vegas del Genil;Salas;Espacios deportivos;3;
Vegas del Genil;Velódromos;Espacios deportivos;-;
Vegas del Genil;Otros espacios convencionales;Espacios deportivos;-;
Vegas del Genil;Carriles de bicicleta;Espacios deportivos;1;
Vegas del Genil;Circuitos de velocidad;Espacios deportivos;-;
Vegas del Genil;Campos de golf;Espacios deportivos;-;
Vegas del Genil;Pistas de hípica;Espacios deportivos;-;
Vegas del Genil;Juegos tradicionales y populares;Espacios deportivos;-;
Vegas del Genil;Circuitos de karting;Espacios deportivos;-;
Vegas del Genil;Circuitos de motocross;Espacios deportivos;-;
Vegas del Genil;Rocódromos;Espacios deportivos;-;
Vegas del Genil;Pistas de esquí;Espacios deportivos;-;
Vegas del Genil;Campos de tiro;Espacios deportivos;-;
Vegas del Genil;Otros espacios singulares;Espacios deportivos;-;
Vegas del Genil;Áreas de actividad acuática;Espacios deportivos;-;
Vegas del Genil;Áreas de actividad aérea;Espacios deportivos;-;
Vegas del Genil;Áreas de actividad terrestre;Espacios deportivos;2;
Vegas del Genil;Total;Espacios deportivos;34;
Vélez de Benaudalla;Campos de fútbol;Espacios deportivos;1;
Vélez de Benaudalla;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Vélez de Benaudalla;Frontones;Espacios deportivos;-;
Vélez de Benaudalla;Otros campos;Espacios deportivos;-;
Vélez de Benaudalla;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Vélez de Benaudalla;Polideportivos;Espacios deportivos;-;
Vélez de Benaudalla;Piscinas aire libre;Espacios deportivos;-;
Vélez de Benaudalla;Piscinas cubiertas;Espacios deportivos;-;
Vélez de Benaudalla;Pistas de atletismo;Espacios deportivos;-;
Vélez de Benaudalla;Pistas de padel;Espacios deportivos;-;
Vélez de Benaudalla;Pistas de petanca;Espacios deportivos;-;
Vélez de Benaudalla;Pistas de squash;Espacios deportivos;-;
Vélez de Benaudalla;Pistas de tenis;Espacios deportivos;-;
Vélez de Benaudalla;Pistas polideportivas;Espacios deportivos;2;
Vélez de Benaudalla;Salas;Espacios deportivos;-;
Vélez de Benaudalla;Velódromos;Espacios deportivos;-;
Vélez de Benaudalla;Otros espacios convencionales;Espacios deportivos;-;
Vélez de Benaudalla;Carriles de bicicleta;Espacios deportivos;-;
Vélez de Benaudalla;Circuitos de velocidad;Espacios deportivos;-;
Vélez de Benaudalla;Campos de golf;Espacios deportivos;-;
Vélez de Benaudalla;Pistas de hípica;Espacios deportivos;-;
Vélez de Benaudalla;Juegos tradicionales y populares;Espacios deportivos;-;
Vélez de Benaudalla;Circuitos de karting;Espacios deportivos;-;
Vélez de Benaudalla;Circuitos de motocross;Espacios deportivos;-;
Vélez de Benaudalla;Rocódromos;Espacios deportivos;-;
Vélez de Benaudalla;Pistas de esquí;Espacios deportivos;-;
Vélez de Benaudalla;Campos de tiro;Espacios deportivos;-;
Vélez de Benaudalla;Otros espacios singulares;Espacios deportivos;-;
Vélez de Benaudalla;Áreas de actividad acuática;Espacios deportivos;-;
Vélez de Benaudalla;Áreas de actividad aérea;Espacios deportivos;-;
Vélez de Benaudalla;Áreas de actividad terrestre;Espacios deportivos;1;
Vélez de Benaudalla;Total;Espacios deportivos;4;
Ventas de Huelma;Campos de fútbol;Espacios deportivos;-;
Ventas de Huelma;Espacios pequeños y no reglamentarios;Espacios deportivos;2;
Ventas de Huelma;Frontones;Espacios deportivos;-;
Ventas de Huelma;Otros campos;Espacios deportivos;1;
Ventas de Huelma;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Ventas de Huelma;Polideportivos;Espacios deportivos;-;
Ventas de Huelma;Piscinas aire libre;Espacios deportivos;1;
Ventas de Huelma;Piscinas cubiertas;Espacios deportivos;-;
Ventas de Huelma;Pistas de atletismo;Espacios deportivos;-;
Ventas de Huelma;Pistas de padel;Espacios deportivos;-;
Ventas de Huelma;Pistas de petanca;Espacios deportivos;2;
Ventas de Huelma;Pistas de squash;Espacios deportivos;-;
Ventas de Huelma;Pistas de tenis;Espacios deportivos;-;
Ventas de Huelma;Pistas polideportivas;Espacios deportivos;1;
Ventas de Huelma;Salas;Espacios deportivos;-;
Ventas de Huelma;Velódromos;Espacios deportivos;-;
Ventas de Huelma;Otros espacios convencionales;Espacios deportivos;-;
Ventas de Huelma;Carriles de bicicleta;Espacios deportivos;-;
Ventas de Huelma;Circuitos de velocidad;Espacios deportivos;-;
Ventas de Huelma;Campos de golf;Espacios deportivos;-;
Ventas de Huelma;Pistas de hípica;Espacios deportivos;-;
Ventas de Huelma;Juegos tradicionales y populares;Espacios deportivos;-;
Ventas de Huelma;Circuitos de karting;Espacios deportivos;-;
Ventas de Huelma;Circuitos de motocross;Espacios deportivos;-;
Ventas de Huelma;Rocódromos;Espacios deportivos;-;
Ventas de Huelma;Pistas de esquí;Espacios deportivos;-;
Ventas de Huelma;Campos de tiro;Espacios deportivos;-;
Ventas de Huelma;Otros espacios singulares;Espacios deportivos;-;
Ventas de Huelma;Áreas de actividad acuática;Espacios deportivos;-;
Ventas de Huelma;Áreas de actividad aérea;Espacios deportivos;-;
Ventas de Huelma;Áreas de actividad terrestre;Espacios deportivos;-;
Ventas de Huelma;Total;Espacios deportivos;7;
Villa de Otura;Campos de fútbol;Espacios deportivos;1;
Villa de Otura;Espacios pequeños y no reglamentarios;Espacios deportivos;12;
Villa de Otura;Frontones;Espacios deportivos;-;
Villa de Otura;Otros campos;Espacios deportivos;-;
Villa de Otura;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villa de Otura;Polideportivos;Espacios deportivos;-;
Villa de Otura;Piscinas aire libre;Espacios deportivos;1;
Villa de Otura;Piscinas cubiertas;Espacios deportivos;-;
Villa de Otura;Pistas de atletismo;Espacios deportivos;-;
Villa de Otura;Pistas de padel;Espacios deportivos;-;
Villa de Otura;Pistas de petanca;Espacios deportivos;-;
Villa de Otura;Pistas de squash;Espacios deportivos;-;
Villa de Otura;Pistas de tenis;Espacios deportivos;-;
Villa de Otura;Pistas polideportivas;Espacios deportivos;3;
Villa de Otura;Salas;Espacios deportivos;-;
Villa de Otura;Velódromos;Espacios deportivos;-;
Villa de Otura;Otros espacios convencionales;Espacios deportivos;-;
Villa de Otura;Carriles de bicicleta;Espacios deportivos;-;
Villa de Otura;Circuitos de velocidad;Espacios deportivos;-;
Villa de Otura;Campos de golf;Espacios deportivos;-;
Villa de Otura;Pistas de hípica;Espacios deportivos;-;
Villa de Otura;Juegos tradicionales y populares;Espacios deportivos;-;
Villa de Otura;Circuitos de karting;Espacios deportivos;-;
Villa de Otura;Circuitos de motocross;Espacios deportivos;-;
Villa de Otura;Rocódromos;Espacios deportivos;-;
Villa de Otura;Pistas de esquí;Espacios deportivos;-;
Villa de Otura;Campos de tiro;Espacios deportivos;-;
Villa de Otura;Otros espacios singulares;Espacios deportivos;-;
Villa de Otura;Áreas de actividad acuática;Espacios deportivos;-;
Villa de Otura;Áreas de actividad aérea;Espacios deportivos;-;
Villa de Otura;Áreas de actividad terrestre;Espacios deportivos;-;
Villa de Otura;Total;Espacios deportivos;17;
Villamena;Campos de fútbol;Espacios deportivos;1;
Villamena;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Villamena;Frontones;Espacios deportivos;-;
Villamena;Otros campos;Espacios deportivos;-;
Villamena;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villamena;Polideportivos;Espacios deportivos;-;
Villamena;Piscinas aire libre;Espacios deportivos;-;
Villamena;Piscinas cubiertas;Espacios deportivos;-;
Villamena;Pistas de atletismo;Espacios deportivos;-;
Villamena;Pistas de padel;Espacios deportivos;-;
Villamena;Pistas de petanca;Espacios deportivos;-;
Villamena;Pistas de squash;Espacios deportivos;-;
Villamena;Pistas de tenis;Espacios deportivos;-;
Villamena;Pistas polideportivas;Espacios deportivos;2;
Villamena;Salas;Espacios deportivos;-;
Villamena;Velódromos;Espacios deportivos;-;
Villamena;Otros espacios convencionales;Espacios deportivos;-;
Villamena;Carriles de bicicleta;Espacios deportivos;-;
Villamena;Circuitos de velocidad;Espacios deportivos;-;
Villamena;Campos de golf;Espacios deportivos;-;
Villamena;Pistas de hípica;Espacios deportivos;-;
Villamena;Juegos tradicionales y populares;Espacios deportivos;-;
Villamena;Circuitos de karting;Espacios deportivos;-;
Villamena;Circuitos de motocross;Espacios deportivos;-;
Villamena;Rocódromos;Espacios deportivos;-;
Villamena;Pistas de esquí;Espacios deportivos;-;
Villamena;Campos de tiro;Espacios deportivos;-;
Villamena;Otros espacios singulares;Espacios deportivos;-;
Villamena;Áreas de actividad acuática;Espacios deportivos;-;
Villamena;Áreas de actividad aérea;Espacios deportivos;-;
Villamena;Áreas de actividad terrestre;Espacios deportivos;-;
Villamena;Total;Espacios deportivos;3;
Villanueva de las Torres;Campos de fútbol;Espacios deportivos;-;
Villanueva de las Torres;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Villanueva de las Torres;Frontones;Espacios deportivos;-;
Villanueva de las Torres;Otros campos;Espacios deportivos;1;
Villanueva de las Torres;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villanueva de las Torres;Polideportivos;Espacios deportivos;-;
Villanueva de las Torres;Piscinas aire libre;Espacios deportivos;2;
Villanueva de las Torres;Piscinas cubiertas;Espacios deportivos;1;
Villanueva de las Torres;Pistas de atletismo;Espacios deportivos;-;
Villanueva de las Torres;Pistas de padel;Espacios deportivos;-;
Villanueva de las Torres;Pistas de petanca;Espacios deportivos;-;
Villanueva de las Torres;Pistas de squash;Espacios deportivos;-;
Villanueva de las Torres;Pistas de tenis;Espacios deportivos;-;
Villanueva de las Torres;Pistas polideportivas;Espacios deportivos;1;
Villanueva de las Torres;Salas;Espacios deportivos;-;
Villanueva de las Torres;Velódromos;Espacios deportivos;-;
Villanueva de las Torres;Otros espacios convencionales;Espacios deportivos;-;
Villanueva de las Torres;Carriles de bicicleta;Espacios deportivos;-;
Villanueva de las Torres;Circuitos de velocidad;Espacios deportivos;-;
Villanueva de las Torres;Campos de golf;Espacios deportivos;-;
Villanueva de las Torres;Pistas de hípica;Espacios deportivos;-;
Villanueva de las Torres;Juegos tradicionales y populares;Espacios deportivos;-;
Villanueva de las Torres;Circuitos de karting;Espacios deportivos;-;
Villanueva de las Torres;Circuitos de motocross;Espacios deportivos;-;
Villanueva de las Torres;Rocódromos;Espacios deportivos;-;
Villanueva de las Torres;Pistas de esquí;Espacios deportivos;-;
Villanueva de las Torres;Campos de tiro;Espacios deportivos;-;
Villanueva de las Torres;Otros espacios singulares;Espacios deportivos;-;
Villanueva de las Torres;Áreas de actividad acuática;Espacios deportivos;-;
Villanueva de las Torres;Áreas de actividad aérea;Espacios deportivos;-;
Villanueva de las Torres;Áreas de actividad terrestre;Espacios deportivos;2;
Villanueva de las Torres;Total;Espacios deportivos;8;
Villanueva Mesía;Campos de fútbol;Espacios deportivos;1;
Villanueva Mesía;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Villanueva Mesía;Frontones;Espacios deportivos;-;
Villanueva Mesía;Otros campos;Espacios deportivos;-;
Villanueva Mesía;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villanueva Mesía;Polideportivos;Espacios deportivos;-;
Villanueva Mesía;Piscinas aire libre;Espacios deportivos;1;
Villanueva Mesía;Piscinas cubiertas;Espacios deportivos;-;
Villanueva Mesía;Pistas de atletismo;Espacios deportivos;-;
Villanueva Mesía;Pistas de padel;Espacios deportivos;-;
Villanueva Mesía;Pistas de petanca;Espacios deportivos;-;
Villanueva Mesía;Pistas de squash;Espacios deportivos;-;
Villanueva Mesía;Pistas de tenis;Espacios deportivos;-;
Villanueva Mesía;Pistas polideportivas;Espacios deportivos;2;
Villanueva Mesía;Salas;Espacios deportivos;-;
Villanueva Mesía;Velódromos;Espacios deportivos;-;
Villanueva Mesía;Otros espacios convencionales;Espacios deportivos;-;
Villanueva Mesía;Carriles de bicicleta;Espacios deportivos;-;
Villanueva Mesía;Circuitos de velocidad;Espacios deportivos;-;
Villanueva Mesía;Campos de golf;Espacios deportivos;-;
Villanueva Mesía;Pistas de hípica;Espacios deportivos;-;
Villanueva Mesía;Juegos tradicionales y populares;Espacios deportivos;-;
Villanueva Mesía;Circuitos de karting;Espacios deportivos;-;
Villanueva Mesía;Circuitos de motocross;Espacios deportivos;-;
Villanueva Mesía;Rocódromos;Espacios deportivos;-;
Villanueva Mesía;Pistas de esquí;Espacios deportivos;-;
Villanueva Mesía;Campos de tiro;Espacios deportivos;-;
Villanueva Mesía;Otros espacios singulares;Espacios deportivos;-;
Villanueva Mesía;Áreas de actividad acuática;Espacios deportivos;-;
Villanueva Mesía;Áreas de actividad aérea;Espacios deportivos;-;
Villanueva Mesía;Áreas de actividad terrestre;Espacios deportivos;-;
Villanueva Mesía;Total;Espacios deportivos;4;
Víznar;Campos de fútbol;Espacios deportivos;1;
Víznar;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Víznar;Frontones;Espacios deportivos;-;
Víznar;Otros campos;Espacios deportivos;-;
Víznar;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Víznar;Polideportivos;Espacios deportivos;-;
