Territorio;Medida;Contratos según tipo de jornada;Sexo;Valor;
San Silvestre de Guzmán;Contratos;Indefinidos jornada parcial;Ambos sexos;3;
San Silvestre de Guzmán;Contratos;Indefinidos fijo discontinuo;Hombres;44;
San Silvestre de Guzmán;Contratos;Indefinidos fijo discontinuo;Mujeres;3;
San Silvestre de Guzmán;Contratos;Indefinidos fijo discontinuo;Ambos sexos;47;
San Silvestre de Guzmán;Contratos;Contratos Temporales;Hombres;309;
San Silvestre de Guzmán;Contratos;Contratos Temporales;Mujeres;207;
San Silvestre de Guzmán;Contratos;Contratos Temporales;Ambos sexos;516;
San Silvestre de Guzmán;Contratos;Temporales jornada completa;Hombres;282;
San Silvestre de Guzmán;Contratos;Temporales jornada completa;Mujeres;92;
San Silvestre de Guzmán;Contratos;Temporales jornada completa;Ambos sexos;374;
San Silvestre de Guzmán;Contratos;Temporales jornada parcial;Hombres;27;
San Silvestre de Guzmán;Contratos;Temporales jornada parcial;Mujeres;115;
San Silvestre de Guzmán;Contratos;Temporales jornada parcial;Ambos sexos;142;
San Silvestre de Guzmán;Contratos;No especificado;Hombres;-;
San Silvestre de Guzmán;Contratos;No especificado;Mujeres;-;
San Silvestre de Guzmán;Contratos;No especificado;Ambos sexos;-;
San Silvestre de Guzmán;Contratos;TOTAL;Hombres;380;
San Silvestre de Guzmán;Contratos;TOTAL;Mujeres;218;
San Silvestre de Guzmán;Contratos;TOTAL;Ambos sexos;598;
Sanlúcar de Guadiana;Contratos;Contratos Indefinidos;Hombres;45;
Sanlúcar de Guadiana;Contratos;Contratos Indefinidos;Mujeres;52;
Sanlúcar de Guadiana;Contratos;Contratos Indefinidos;Ambos sexos;97;
Sanlúcar de Guadiana;Contratos;Indefinidos jornada completa;Hombres;8;
Sanlúcar de Guadiana;Contratos;Indefinidos jornada completa;Mujeres;2;
Sanlúcar de Guadiana;Contratos;Indefinidos jornada completa;Ambos sexos;10;
Sanlúcar de Guadiana;Contratos;Indefinidos jornada parcial;Hombres;3;
Sanlúcar de Guadiana;Contratos;Indefinidos jornada parcial;Mujeres;6;
Sanlúcar de Guadiana;Contratos;Indefinidos jornada parcial;Ambos sexos;9;
Sanlúcar de Guadiana;Contratos;Indefinidos fijo discontinuo;Hombres;34;
Sanlúcar de Guadiana;Contratos;Indefinidos fijo discontinuo;Mujeres;44;
Sanlúcar de Guadiana;Contratos;Indefinidos fijo discontinuo;Ambos sexos;78;
Sanlúcar de Guadiana;Contratos;Contratos Temporales;Hombres;46;
Sanlúcar de Guadiana;Contratos;Contratos Temporales;Mujeres;57;
Sanlúcar de Guadiana;Contratos;Contratos Temporales;Ambos sexos;103;
Sanlúcar de Guadiana;Contratos;Temporales jornada completa;Hombres;33;
Sanlúcar de Guadiana;Contratos;Temporales jornada completa;Mujeres;39;
Sanlúcar de Guadiana;Contratos;Temporales jornada completa;Ambos sexos;72;
Sanlúcar de Guadiana;Contratos;Temporales jornada parcial;Hombres;13;
Sanlúcar de Guadiana;Contratos;Temporales jornada parcial;Mujeres;18;
Sanlúcar de Guadiana;Contratos;Temporales jornada parcial;Ambos sexos;31;
Sanlúcar de Guadiana;Contratos;No especificado;Hombres;-;
Sanlúcar de Guadiana;Contratos;No especificado;Mujeres;-;
Sanlúcar de Guadiana;Contratos;No especificado;Ambos sexos;-;
Sanlúcar de Guadiana;Contratos;TOTAL;Hombres;91;
Sanlúcar de Guadiana;Contratos;TOTAL;Mujeres;109;
Sanlúcar de Guadiana;Contratos;TOTAL;Ambos sexos;200;
Santa Ana la Real;Contratos;Contratos Indefinidos;Hombres;17;
Santa Ana la Real;Contratos;Contratos Indefinidos;Mujeres;10;
Santa Ana la Real;Contratos;Contratos Indefinidos;Ambos sexos;27;
Santa Ana la Real;Contratos;Indefinidos jornada completa;Hombres;5;
Santa Ana la Real;Contratos;Indefinidos jornada completa;Mujeres;4;
Santa Ana la Real;Contratos;Indefinidos jornada completa;Ambos sexos;9;
Santa Ana la Real;Contratos;Indefinidos jornada parcial;Hombres;2;
Santa Ana la Real;Contratos;Indefinidos jornada parcial;Mujeres;3;
Santa Ana la Real;Contratos;Indefinidos jornada parcial;Ambos sexos;5;
Santa Ana la Real;Contratos;Indefinidos fijo discontinuo;Hombres;10;
Santa Ana la Real;Contratos;Indefinidos fijo discontinuo;Mujeres;3;
Santa Ana la Real;Contratos;Indefinidos fijo discontinuo;Ambos sexos;13;
Santa Ana la Real;Contratos;Contratos Temporales;Hombres;32;
Santa Ana la Real;Contratos;Contratos Temporales;Mujeres;54;
Santa Ana la Real;Contratos;Contratos Temporales;Ambos sexos;86;
Santa Ana la Real;Contratos;Temporales jornada completa;Hombres;29;
Santa Ana la Real;Contratos;Temporales jornada completa;Mujeres;51;
Santa Ana la Real;Contratos;Temporales jornada completa;Ambos sexos;80;
Santa Ana la Real;Contratos;Temporales jornada parcial;Hombres;3;
Santa Ana la Real;Contratos;Temporales jornada parcial;Mujeres;3;
Santa Ana la Real;Contratos;Temporales jornada parcial;Ambos sexos;6;
Santa Ana la Real;Contratos;No especificado;Hombres;-;
Santa Ana la Real;Contratos;No especificado;Mujeres;-;
Santa Ana la Real;Contratos;No especificado;Ambos sexos;-;
Santa Ana la Real;Contratos;TOTAL;Hombres;49;
Santa Ana la Real;Contratos;TOTAL;Mujeres;64;
Santa Ana la Real;Contratos;TOTAL;Ambos sexos;113;
Santa Bárbara de Casa;Contratos;Contratos Indefinidos;Hombres;135;
Santa Bárbara de Casa;Contratos;Contratos Indefinidos;Mujeres;82;
Santa Bárbara de Casa;Contratos;Contratos Indefinidos;Ambos sexos;217;
Santa Bárbara de Casa;Contratos;Indefinidos jornada completa;Hombres;33;
Santa Bárbara de Casa;Contratos;Indefinidos jornada completa;Mujeres;15;
Santa Bárbara de Casa;Contratos;Indefinidos jornada completa;Ambos sexos;48;
Santa Bárbara de Casa;Contratos;Indefinidos jornada parcial;Hombres;10;
Santa Bárbara de Casa;Contratos;Indefinidos jornada parcial;Mujeres;12;
Santa Bárbara de Casa;Contratos;Indefinidos jornada parcial;Ambos sexos;22;
Santa Bárbara de Casa;Contratos;Indefinidos fijo discontinuo;Hombres;92;
Santa Bárbara de Casa;Contratos;Indefinidos fijo discontinuo;Mujeres;55;
Santa Bárbara de Casa;Contratos;Indefinidos fijo discontinuo;Ambos sexos;147;
Santa Bárbara de Casa;Contratos;Contratos Temporales;Hombres;181;
Santa Bárbara de Casa;Contratos;Contratos Temporales;Mujeres;344;
Santa Bárbara de Casa;Contratos;Contratos Temporales;Ambos sexos;525;
Santa Bárbara de Casa;Contratos;Temporales jornada completa;Hombres;160;
Santa Bárbara de Casa;Contratos;Temporales jornada completa;Mujeres;205;
Santa Bárbara de Casa;Contratos;Temporales jornada completa;Ambos sexos;365;
Santa Bárbara de Casa;Contratos;Temporales jornada parcial;Hombres;21;
Santa Bárbara de Casa;Contratos;Temporales jornada parcial;Mujeres;139;
Santa Bárbara de Casa;Contratos;Temporales jornada parcial;Ambos sexos;160;
Santa Bárbara de Casa;Contratos;No especificado;Hombres;-;
Santa Bárbara de Casa;Contratos;No especificado;Mujeres;-;
Santa Bárbara de Casa;Contratos;No especificado;Ambos sexos;-;
Santa Bárbara de Casa;Contratos;TOTAL;Hombres;316;
Santa Bárbara de Casa;Contratos;TOTAL;Mujeres;426;
Santa Bárbara de Casa;Contratos;TOTAL;Ambos sexos;742;
Santa Olalla del Cala;Contratos;Contratos Indefinidos;Hombres;289;
Santa Olalla del Cala;Contratos;Contratos Indefinidos;Mujeres;55;
Santa Olalla del Cala;Contratos;Contratos Indefinidos;Ambos sexos;344;
Santa Olalla del Cala;Contratos;Indefinidos jornada completa;Hombres;61;
Santa Olalla del Cala;Contratos;Indefinidos jornada completa;Mujeres;12;
Santa Olalla del Cala;Contratos;Indefinidos jornada completa;Ambos sexos;73;
Santa Olalla del Cala;Contratos;Indefinidos jornada parcial;Hombres;2;
Santa Olalla del Cala;Contratos;Indefinidos jornada parcial;Mujeres;33;
Santa Olalla del Cala;Contratos;Indefinidos jornada parcial;Ambos sexos;35;
Santa Olalla del Cala;Contratos;Indefinidos fijo discontinuo;Hombres;226;
Santa Olalla del Cala;Contratos;Indefinidos fijo discontinuo;Mujeres;10;
Santa Olalla del Cala;Contratos;Indefinidos fijo discontinuo;Ambos sexos;236;
Santa Olalla del Cala;Contratos;Contratos Temporales;Hombres;385;
Santa Olalla del Cala;Contratos;Contratos Temporales;Mujeres;265;
Santa Olalla del Cala;Contratos;Contratos Temporales;Ambos sexos;650;
Santa Olalla del Cala;Contratos;Temporales jornada completa;Hombres;351;
Santa Olalla del Cala;Contratos;Temporales jornada completa;Mujeres;166;
Santa Olalla del Cala;Contratos;Temporales jornada completa;Ambos sexos;517;
Santa Olalla del Cala;Contratos;Temporales jornada parcial;Hombres;34;
Santa Olalla del Cala;Contratos;Temporales jornada parcial;Mujeres;99;
Santa Olalla del Cala;Contratos;Temporales jornada parcial;Ambos sexos;133;
Santa Olalla del Cala;Contratos;No especificado;Hombres;-;
Santa Olalla del Cala;Contratos;No especificado;Mujeres;-;
Santa Olalla del Cala;Contratos;No especificado;Ambos sexos;-;
Santa Olalla del Cala;Contratos;TOTAL;Hombres;674;
Santa Olalla del Cala;Contratos;TOTAL;Mujeres;320;
Santa Olalla del Cala;Contratos;TOTAL;Ambos sexos;994;
Trigueros;Contratos;Contratos Indefinidos;Hombres;338;
Trigueros;Contratos;Contratos Indefinidos;Mujeres;199;
Trigueros;Contratos;Contratos Indefinidos;Ambos sexos;537;
Trigueros;Contratos;Indefinidos jornada completa;Hombres;223;
Trigueros;Contratos;Indefinidos jornada completa;Mujeres;28;
Trigueros;Contratos;Indefinidos jornada completa;Ambos sexos;251;
Trigueros;Contratos;Indefinidos jornada parcial;Hombres;48;
Trigueros;Contratos;Indefinidos jornada parcial;Mujeres;108;
Trigueros;Contratos;Indefinidos jornada parcial;Ambos sexos;156;
Trigueros;Contratos;Indefinidos fijo discontinuo;Hombres;67;
Trigueros;Contratos;Indefinidos fijo discontinuo;Mujeres;63;
Trigueros;Contratos;Indefinidos fijo discontinuo;Ambos sexos;130;
Trigueros;Contratos;Contratos Temporales;Hombres;419;
Trigueros;Contratos;Contratos Temporales;Mujeres;730;
Trigueros;Contratos;Contratos Temporales;Ambos sexos;1149;
Trigueros;Contratos;Temporales jornada completa;Hombres;294;
Trigueros;Contratos;Temporales jornada completa;Mujeres;196;
Trigueros;Contratos;Temporales jornada completa;Ambos sexos;490;
Trigueros;Contratos;Temporales jornada parcial;Hombres;125;
Trigueros;Contratos;Temporales jornada parcial;Mujeres;534;
Trigueros;Contratos;Temporales jornada parcial;Ambos sexos;659;
Trigueros;Contratos;No especificado;Hombres;11;
Trigueros;Contratos;No especificado;Mujeres;2;
Trigueros;Contratos;No especificado;Ambos sexos;13;
Trigueros;Contratos;TOTAL;Hombres;768;
Trigueros;Contratos;TOTAL;Mujeres;931;
Trigueros;Contratos;TOTAL;Ambos sexos;1699;
Valdelarco;Contratos;Contratos Indefinidos;Hombres;1;
Valdelarco;Contratos;Contratos Indefinidos;Mujeres;3;
Valdelarco;Contratos;Contratos Indefinidos;Ambos sexos;4;
Valdelarco;Contratos;Indefinidos jornada completa;Hombres;-;
Valdelarco;Contratos;Indefinidos jornada completa;Mujeres;1;
Valdelarco;Contratos;Indefinidos jornada completa;Ambos sexos;1;
Valdelarco;Contratos;Indefinidos jornada parcial;Hombres;-;
Valdelarco;Contratos;Indefinidos jornada parcial;Mujeres;2;
Valdelarco;Contratos;Indefinidos jornada parcial;Ambos sexos;2;
Valdelarco;Contratos;Indefinidos fijo discontinuo;Hombres;1;
Valdelarco;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Valdelarco;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1;
Valdelarco;Contratos;Contratos Temporales;Hombres;20;
Valdelarco;Contratos;Contratos Temporales;Mujeres;31;
Valdelarco;Contratos;Contratos Temporales;Ambos sexos;51;
Valdelarco;Contratos;Temporales jornada completa;Hombres;18;
Valdelarco;Contratos;Temporales jornada completa;Mujeres;24;
Valdelarco;Contratos;Temporales jornada completa;Ambos sexos;42;
Valdelarco;Contratos;Temporales jornada parcial;Hombres;2;
Valdelarco;Contratos;Temporales jornada parcial;Mujeres;7;
Valdelarco;Contratos;Temporales jornada parcial;Ambos sexos;9;
Valdelarco;Contratos;No especificado;Hombres;-;
Valdelarco;Contratos;No especificado;Mujeres;-;
Valdelarco;Contratos;No especificado;Ambos sexos;-;
Valdelarco;Contratos;TOTAL;Hombres;21;
Valdelarco;Contratos;TOTAL;Mujeres;34;
Valdelarco;Contratos;TOTAL;Ambos sexos;55;
Valverde del Camino;Contratos;Contratos Indefinidos;Hombres;677;
Valverde del Camino;Contratos;Contratos Indefinidos;Mujeres;371;
Valverde del Camino;Contratos;Contratos Indefinidos;Ambos sexos;1048;
Valverde del Camino;Contratos;Indefinidos jornada completa;Hombres;300;
Valverde del Camino;Contratos;Indefinidos jornada completa;Mujeres;79;
Valverde del Camino;Contratos;Indefinidos jornada completa;Ambos sexos;379;
Valverde del Camino;Contratos;Indefinidos jornada parcial;Hombres;122;
Valverde del Camino;Contratos;Indefinidos jornada parcial;Mujeres;165;
Valverde del Camino;Contratos;Indefinidos jornada parcial;Ambos sexos;287;
Valverde del Camino;Contratos;Indefinidos fijo discontinuo;Hombres;255;
Valverde del Camino;Contratos;Indefinidos fijo discontinuo;Mujeres;127;
Valverde del Camino;Contratos;Indefinidos fijo discontinuo;Ambos sexos;382;
Valverde del Camino;Contratos;Contratos Temporales;Hombres;654;
Valverde del Camino;Contratos;Contratos Temporales;Mujeres;809;
Valverde del Camino;Contratos;Contratos Temporales;Ambos sexos;1463;
Valverde del Camino;Contratos;Temporales jornada completa;Hombres;483;
Valverde del Camino;Contratos;Temporales jornada completa;Mujeres;397;
Valverde del Camino;Contratos;Temporales jornada completa;Ambos sexos;880;
Valverde del Camino;Contratos;Temporales jornada parcial;Hombres;171;
Valverde del Camino;Contratos;Temporales jornada parcial;Mujeres;412;
Valverde del Camino;Contratos;Temporales jornada parcial;Ambos sexos;583;
Valverde del Camino;Contratos;No especificado;Hombres;-;
Valverde del Camino;Contratos;No especificado;Mujeres;-;
Valverde del Camino;Contratos;No especificado;Ambos sexos;-;
Valverde del Camino;Contratos;TOTAL;Hombres;1331;
Valverde del Camino;Contratos;TOTAL;Mujeres;1180;
Valverde del Camino;Contratos;TOTAL;Ambos sexos;2511;
Villablanca;Contratos;Contratos Indefinidos;Hombres;682;
Villablanca;Contratos;Contratos Indefinidos;Mujeres;607;
Villablanca;Contratos;Contratos Indefinidos;Ambos sexos;1289;
Villablanca;Contratos;Indefinidos jornada completa;Hombres;68;
Villablanca;Contratos;Indefinidos jornada completa;Mujeres;12;
Villablanca;Contratos;Indefinidos jornada completa;Ambos sexos;80;
Villablanca;Contratos;Indefinidos jornada parcial;Hombres;9;
Villablanca;Contratos;Indefinidos jornada parcial;Mujeres;31;
Villablanca;Contratos;Indefinidos jornada parcial;Ambos sexos;40;
Villablanca;Contratos;Indefinidos fijo discontinuo;Hombres;605;
Villablanca;Contratos;Indefinidos fijo discontinuo;Mujeres;564;
Villablanca;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1169;
Villablanca;Contratos;Contratos Temporales;Hombres;1730;
Villablanca;Contratos;Contratos Temporales;Mujeres;704;
Villablanca;Contratos;Contratos Temporales;Ambos sexos;2434;
Villablanca;Contratos;Temporales jornada completa;Hombres;1712;
Villablanca;Contratos;Temporales jornada completa;Mujeres;547;
Villablanca;Contratos;Temporales jornada completa;Ambos sexos;2259;
Villablanca;Contratos;Temporales jornada parcial;Hombres;18;
Villablanca;Contratos;Temporales jornada parcial;Mujeres;157;
Villablanca;Contratos;Temporales jornada parcial;Ambos sexos;175;
Villablanca;Contratos;No especificado;Hombres;-;
Villablanca;Contratos;No especificado;Mujeres;-;
Villablanca;Contratos;No especificado;Ambos sexos;-;
Villablanca;Contratos;TOTAL;Hombres;2412;
Villablanca;Contratos;TOTAL;Mujeres;1311;
Villablanca;Contratos;TOTAL;Ambos sexos;3723;
Villalba del Alcor;Contratos;Contratos Indefinidos;Hombres;222;
Villalba del Alcor;Contratos;Contratos Indefinidos;Mujeres;73;
Villalba del Alcor;Contratos;Contratos Indefinidos;Ambos sexos;295;
Villalba del Alcor;Contratos;Indefinidos jornada completa;Hombres;40;
Villalba del Alcor;Contratos;Indefinidos jornada completa;Mujeres;13;
Villalba del Alcor;Contratos;Indefinidos jornada completa;Ambos sexos;53;
Villalba del Alcor;Contratos;Indefinidos jornada parcial;Hombres;17;
Villalba del Alcor;Contratos;Indefinidos jornada parcial;Mujeres;21;
Villalba del Alcor;Contratos;Indefinidos jornada parcial;Ambos sexos;38;
Villalba del Alcor;Contratos;Indefinidos fijo discontinuo;Hombres;165;
Villalba del Alcor;Contratos;Indefinidos fijo discontinuo;Mujeres;39;
Villalba del Alcor;Contratos;Indefinidos fijo discontinuo;Ambos sexos;204;
Villalba del Alcor;Contratos;Contratos Temporales;Hombres;294;
Villalba del Alcor;Contratos;Contratos Temporales;Mujeres;234;
Villalba del Alcor;Contratos;Contratos Temporales;Ambos sexos;528;
Villalba del Alcor;Contratos;Temporales jornada completa;Hombres;251;
Villalba del Alcor;Contratos;Temporales jornada completa;Mujeres;150;
Villalba del Alcor;Contratos;Temporales jornada completa;Ambos sexos;401;
Villalba del Alcor;Contratos;Temporales jornada parcial;Hombres;43;
Villalba del Alcor;Contratos;Temporales jornada parcial;Mujeres;84;
Villalba del Alcor;Contratos;Temporales jornada parcial;Ambos sexos;127;
Villalba del Alcor;Contratos;No especificado;Hombres;-;
Villalba del Alcor;Contratos;No especificado;Mujeres;-;
Villalba del Alcor;Contratos;No especificado;Ambos sexos;-;
Villalba del Alcor;Contratos;TOTAL;Hombres;516;
Villalba del Alcor;Contratos;TOTAL;Mujeres;307;
Villalba del Alcor;Contratos;TOTAL;Ambos sexos;823;
Villanueva de las Cruces;Contratos;Contratos Indefinidos;Hombres;1;
Villanueva de las Cruces;Contratos;Contratos Indefinidos;Mujeres;4;
Villanueva de las Cruces;Contratos;Contratos Indefinidos;Ambos sexos;5;
Villanueva de las Cruces;Contratos;Indefinidos jornada completa;Hombres;-;
Villanueva de las Cruces;Contratos;Indefinidos jornada completa;Mujeres;1;
Villanueva de las Cruces;Contratos;Indefinidos jornada completa;Ambos sexos;1;
Villanueva de las Cruces;Contratos;Indefinidos jornada parcial;Hombres;1;
Villanueva de las Cruces;Contratos;Indefinidos jornada parcial;Mujeres;3;
Villanueva de las Cruces;Contratos;Indefinidos jornada parcial;Ambos sexos;4;
Villanueva de las Cruces;Contratos;Indefinidos fijo discontinuo;Hombres;-;
Villanueva de las Cruces;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Villanueva de las Cruces;Contratos;Indefinidos fijo discontinuo;Ambos sexos;-;
Villanueva de las Cruces;Contratos;Contratos Temporales;Hombres;29;
Villanueva de las Cruces;Contratos;Contratos Temporales;Mujeres;120;
Villanueva de las Cruces;Contratos;Contratos Temporales;Ambos sexos;149;
Villanueva de las Cruces;Contratos;Temporales jornada completa;Hombres;29;
Villanueva de las Cruces;Contratos;Temporales jornada completa;Mujeres;24;
Villanueva de las Cruces;Contratos;Temporales jornada completa;Ambos sexos;53;
Villanueva de las Cruces;Contratos;Temporales jornada parcial;Hombres;-;
Villanueva de las Cruces;Contratos;Temporales jornada parcial;Mujeres;96;
Villanueva de las Cruces;Contratos;Temporales jornada parcial;Ambos sexos;96;
Villanueva de las Cruces;Contratos;No especificado;Hombres;-;
Villanueva de las Cruces;Contratos;No especificado;Mujeres;-;
Villanueva de las Cruces;Contratos;No especificado;Ambos sexos;-;
Villanueva de las Cruces;Contratos;TOTAL;Hombres;30;
Villanueva de las Cruces;Contratos;TOTAL;Mujeres;124;
Villanueva de las Cruces;Contratos;TOTAL;Ambos sexos;154;
Villanueva de los Castillejos;Contratos;Contratos Indefinidos;Hombres;1136;
Villanueva de los Castillejos;Contratos;Contratos Indefinidos;Mujeres;593;
Villanueva de los Castillejos;Contratos;Contratos Indefinidos;Ambos sexos;1729;
Villanueva de los Castillejos;Contratos;Indefinidos jornada completa;Hombres;73;
Villanueva de los Castillejos;Contratos;Indefinidos jornada completa;Mujeres;28;
Villanueva de los Castillejos;Contratos;Indefinidos jornada completa;Ambos sexos;101;
Villanueva de los Castillejos;Contratos;Indefinidos jornada parcial;Hombres;12;
Villanueva de los Castillejos;Contratos;Indefinidos jornada parcial;Mujeres;13;
Villanueva de los Castillejos;Contratos;Indefinidos jornada parcial;Ambos sexos;25;
Villanueva de los Castillejos;Contratos;Indefinidos fijo discontinuo;Hombres;1051;
Villanueva de los Castillejos;Contratos;Indefinidos fijo discontinuo;Mujeres;552;
Villanueva de los Castillejos;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1603;
Villanueva de los Castillejos;Contratos;Contratos Temporales;Hombres;1663;
Villanueva de los Castillejos;Contratos;Contratos Temporales;Mujeres;1069;
Villanueva de los Castillejos;Contratos;Contratos Temporales;Ambos sexos;2732;
Villanueva de los Castillejos;Contratos;Temporales jornada completa;Hombres;1621;
Villanueva de los Castillejos;Contratos;Temporales jornada completa;Mujeres;636;
Villanueva de los Castillejos;Contratos;Temporales jornada completa;Ambos sexos;2257;
Villanueva de los Castillejos;Contratos;Temporales jornada parcial;Hombres;42;
Villanueva de los Castillejos;Contratos;Temporales jornada parcial;Mujeres;433;
Villanueva de los Castillejos;Contratos;Temporales jornada parcial;Ambos sexos;475;
Villanueva de los Castillejos;Contratos;No especificado;Hombres;-;
Villanueva de los Castillejos;Contratos;No especificado;Mujeres;-;
Villanueva de los Castillejos;Contratos;No especificado;Ambos sexos;-;
Villanueva de los Castillejos;Contratos;TOTAL;Hombres;2799;
Villanueva de los Castillejos;Contratos;TOTAL;Mujeres;1662;
Villanueva de los Castillejos;Contratos;TOTAL;Ambos sexos;4461;
Villarrasa;Contratos;Contratos Indefinidos;Hombres;152;
Villarrasa;Contratos;Contratos Indefinidos;Mujeres;48;
Villarrasa;Contratos;Contratos Indefinidos;Ambos sexos;200;
Villarrasa;Contratos;Indefinidos jornada completa;Hombres;78;
Villarrasa;Contratos;Indefinidos jornada completa;Mujeres;14;
Villarrasa;Contratos;Indefinidos jornada completa;Ambos sexos;92;
Villarrasa;Contratos;Indefinidos jornada parcial;Hombres;6;
Villarrasa;Contratos;Indefinidos jornada parcial;Mujeres;13;
Villarrasa;Contratos;Indefinidos jornada parcial;Ambos sexos;19;
Villarrasa;Contratos;Indefinidos fijo discontinuo;Hombres;68;
Villarrasa;Contratos;Indefinidos fijo discontinuo;Mujeres;21;
Villarrasa;Contratos;Indefinidos fijo discontinuo;Ambos sexos;89;
Villarrasa;Contratos;Contratos Temporales;Hombres;301;
Villarrasa;Contratos;Contratos Temporales;Mujeres;601;
Villarrasa;Contratos;Contratos Temporales;Ambos sexos;902;
Villarrasa;Contratos;Temporales jornada completa;Hombres;290;
Villarrasa;Contratos;Temporales jornada completa;Mujeres;586;
Villarrasa;Contratos;Temporales jornada completa;Ambos sexos;876;
Villarrasa;Contratos;Temporales jornada parcial;Hombres;11;
Villarrasa;Contratos;Temporales jornada parcial;Mujeres;15;
Villarrasa;Contratos;Temporales jornada parcial;Ambos sexos;26;
Villarrasa;Contratos;No especificado;Hombres;-;
Villarrasa;Contratos;No especificado;Mujeres;-;
Villarrasa;Contratos;No especificado;Ambos sexos;-;
Villarrasa;Contratos;TOTAL;Hombres;453;
Villarrasa;Contratos;TOTAL;Mujeres;649;
Villarrasa;Contratos;TOTAL;Ambos sexos;1102;
Zalamea la Real;Contratos;Contratos Indefinidos;Hombres;94;
Zalamea la Real;Contratos;Contratos Indefinidos;Mujeres;26;
Zalamea la Real;Contratos;Contratos Indefinidos;Ambos sexos;120;
Zalamea la Real;Contratos;Indefinidos jornada completa;Hombres;63;
Zalamea la Real;Contratos;Indefinidos jornada completa;Mujeres;10;
Zalamea la Real;Contratos;Indefinidos jornada completa;Ambos sexos;73;
Zalamea la Real;Contratos;Indefinidos jornada parcial;Hombres;3;
Zalamea la Real;Contratos;Indefinidos jornada parcial;Mujeres;6;
Zalamea la Real;Contratos;Indefinidos jornada parcial;Ambos sexos;9;
Zalamea la Real;Contratos;Indefinidos fijo discontinuo;Hombres;28;
Zalamea la Real;Contratos;Indefinidos fijo discontinuo;Mujeres;10;
Zalamea la Real;Contratos;Indefinidos fijo discontinuo;Ambos sexos;38;
Zalamea la Real;Contratos;Contratos Temporales;Hombres;208;
Zalamea la Real;Contratos;Contratos Temporales;Mujeres;204;
Zalamea la Real;Contratos;Contratos Temporales;Ambos sexos;412;
Zalamea la Real;Contratos;Temporales jornada completa;Hombres;156;
Zalamea la Real;Contratos;Temporales jornada completa;Mujeres;115;
Zalamea la Real;Contratos;Temporales jornada completa;Ambos sexos;271;
Zalamea la Real;Contratos;Temporales jornada parcial;Hombres;52;
Zalamea la Real;Contratos;Temporales jornada parcial;Mujeres;89;
Zalamea la Real;Contratos;Temporales jornada parcial;Ambos sexos;141;
Zalamea la Real;Contratos;No especificado;Hombres;-;
Zalamea la Real;Contratos;No especificado;Mujeres;-;
Zalamea la Real;Contratos;No especificado;Ambos sexos;-;
Zalamea la Real;Contratos;TOTAL;Hombres;302;
Zalamea la Real;Contratos;TOTAL;Mujeres;230;
Zalamea la Real;Contratos;TOTAL;Ambos sexos;532;
Zufre;Contratos;Contratos Indefinidos;Hombres;63;
Zufre;Contratos;Contratos Indefinidos;Mujeres;29;
Zufre;Contratos;Contratos Indefinidos;Ambos sexos;92;
Zufre;Contratos;Indefinidos jornada completa;Hombres;16;
Zufre;Contratos;Indefinidos jornada completa;Mujeres;5;
Zufre;Contratos;Indefinidos jornada completa;Ambos sexos;21;
Zufre;Contratos;Indefinidos jornada parcial;Hombres;19;
Zufre;Contratos;Indefinidos jornada parcial;Mujeres;20;
Zufre;Contratos;Indefinidos jornada parcial;Ambos sexos;39;
Zufre;Contratos;Indefinidos fijo discontinuo;Hombres;28;
Zufre;Contratos;Indefinidos fijo discontinuo;Mujeres;4;
Zufre;Contratos;Indefinidos fijo discontinuo;Ambos sexos;32;
Zufre;Contratos;Contratos Temporales;Hombres;145;
Zufre;Contratos;Contratos Temporales;Mujeres;76;
Zufre;Contratos;Contratos Temporales;Ambos sexos;221;
Zufre;Contratos;Temporales jornada completa;Hombres;138;
Zufre;Contratos;Temporales jornada completa;Mujeres;56;
Zufre;Contratos;Temporales jornada completa;Ambos sexos;194;
Zufre;Contratos;Temporales jornada parcial;Hombres;7;
Zufre;Contratos;Temporales jornada parcial;Mujeres;20;
Zufre;Contratos;Temporales jornada parcial;Ambos sexos;27;
Zufre;Contratos;No especificado;Hombres;-;
Zufre;Contratos;No especificado;Mujeres;-;
Zufre;Contratos;No especificado;Ambos sexos;-;
Zufre;Contratos;TOTAL;Hombres;208;
Zufre;Contratos;TOTAL;Mujeres;105;
Zufre;Contratos;TOTAL;Ambos sexos;313;
Jaén;Contratos;Contratos Indefinidos;Hombres;102760;
Jaén;Contratos;Contratos Indefinidos;Mujeres;36268;
Jaén;Contratos;Contratos Indefinidos;Ambos sexos;139028;
Jaén;Contratos;Indefinidos jornada completa;Hombres;17220;
Jaén;Contratos;Indefinidos jornada completa;Mujeres;4772;
Jaén;Contratos;Indefinidos jornada completa;Ambos sexos;21992;
Jaén;Contratos;Indefinidos jornada parcial;Hombres;5707;
Jaén;Contratos;Indefinidos jornada parcial;Mujeres;8769;
Jaén;Contratos;Indefinidos jornada parcial;Ambos sexos;14476;
Jaén;Contratos;Indefinidos fijo discontinuo;Hombres;79833;
Jaén;Contratos;Indefinidos fijo discontinuo;Mujeres;22727;
