Territorio;Medida;Contratos según tipo de jornada;Sexo;Valor;
Montemayor;Contratos;Temporales jornada parcial;Ambos sexos;87;
Montemayor;Contratos;No especificado;Hombres;-;
Montemayor;Contratos;No especificado;Mujeres;-;
Montemayor;Contratos;No especificado;Ambos sexos;-;
Montemayor;Contratos;TOTAL;Hombres;651;
Montemayor;Contratos;TOTAL;Mujeres;522;
Montemayor;Contratos;TOTAL;Ambos sexos;1173;
Montilla;Contratos;Contratos Indefinidos;Hombres;1703;
Montilla;Contratos;Contratos Indefinidos;Mujeres;1029;
Montilla;Contratos;Contratos Indefinidos;Ambos sexos;2732;
Montilla;Contratos;Indefinidos jornada completa;Hombres;482;
Montilla;Contratos;Indefinidos jornada completa;Mujeres;159;
Montilla;Contratos;Indefinidos jornada completa;Ambos sexos;641;
Montilla;Contratos;Indefinidos jornada parcial;Hombres;218;
Montilla;Contratos;Indefinidos jornada parcial;Mujeres;371;
Montilla;Contratos;Indefinidos jornada parcial;Ambos sexos;589;
Montilla;Contratos;Indefinidos fijo discontinuo;Hombres;1003;
Montilla;Contratos;Indefinidos fijo discontinuo;Mujeres;499;
Montilla;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1502;
Montilla;Contratos;Contratos Temporales;Hombres;3609;
Montilla;Contratos;Contratos Temporales;Mujeres;2350;
Montilla;Contratos;Contratos Temporales;Ambos sexos;5959;
Montilla;Contratos;Temporales jornada completa;Hombres;3332;
Montilla;Contratos;Temporales jornada completa;Mujeres;1721;
Montilla;Contratos;Temporales jornada completa;Ambos sexos;5053;
Montilla;Contratos;Temporales jornada parcial;Hombres;277;
Montilla;Contratos;Temporales jornada parcial;Mujeres;629;
Montilla;Contratos;Temporales jornada parcial;Ambos sexos;906;
Montilla;Contratos;No especificado;Hombres;-;
Montilla;Contratos;No especificado;Mujeres;-;
Montilla;Contratos;No especificado;Ambos sexos;-;
Montilla;Contratos;TOTAL;Hombres;5312;
Montilla;Contratos;TOTAL;Mujeres;3379;
Montilla;Contratos;TOTAL;Ambos sexos;8691;
Montoro;Contratos;Contratos Indefinidos;Hombres;2749;
Montoro;Contratos;Contratos Indefinidos;Mujeres;1211;
Montoro;Contratos;Contratos Indefinidos;Ambos sexos;3960;
Montoro;Contratos;Indefinidos jornada completa;Hombres;287;
Montoro;Contratos;Indefinidos jornada completa;Mujeres;60;
Montoro;Contratos;Indefinidos jornada completa;Ambos sexos;347;
Montoro;Contratos;Indefinidos jornada parcial;Hombres;82;
Montoro;Contratos;Indefinidos jornada parcial;Mujeres;253;
Montoro;Contratos;Indefinidos jornada parcial;Ambos sexos;335;
Montoro;Contratos;Indefinidos fijo discontinuo;Hombres;2380;
Montoro;Contratos;Indefinidos fijo discontinuo;Mujeres;898;
Montoro;Contratos;Indefinidos fijo discontinuo;Ambos sexos;3278;
Montoro;Contratos;Contratos Temporales;Hombres;1531;
Montoro;Contratos;Contratos Temporales;Mujeres;1262;
Montoro;Contratos;Contratos Temporales;Ambos sexos;2793;
Montoro;Contratos;Temporales jornada completa;Hombres;1466;
Montoro;Contratos;Temporales jornada completa;Mujeres;994;
Montoro;Contratos;Temporales jornada completa;Ambos sexos;2460;
Montoro;Contratos;Temporales jornada parcial;Hombres;65;
Montoro;Contratos;Temporales jornada parcial;Mujeres;268;
Montoro;Contratos;Temporales jornada parcial;Ambos sexos;333;
Montoro;Contratos;No especificado;Hombres;-;
Montoro;Contratos;No especificado;Mujeres;-;
Montoro;Contratos;No especificado;Ambos sexos;-;
Montoro;Contratos;TOTAL;Hombres;4280;
Montoro;Contratos;TOTAL;Mujeres;2473;
Montoro;Contratos;TOTAL;Ambos sexos;6753;
Monturque;Contratos;Contratos Indefinidos;Hombres;369;
Monturque;Contratos;Contratos Indefinidos;Mujeres;189;
Monturque;Contratos;Contratos Indefinidos;Ambos sexos;558;
Monturque;Contratos;Indefinidos jornada completa;Hombres;81;
Monturque;Contratos;Indefinidos jornada completa;Mujeres;15;
Monturque;Contratos;Indefinidos jornada completa;Ambos sexos;96;
Monturque;Contratos;Indefinidos jornada parcial;Hombres;7;
Monturque;Contratos;Indefinidos jornada parcial;Mujeres;4;
Monturque;Contratos;Indefinidos jornada parcial;Ambos sexos;11;
Monturque;Contratos;Indefinidos fijo discontinuo;Hombres;281;
Monturque;Contratos;Indefinidos fijo discontinuo;Mujeres;170;
Monturque;Contratos;Indefinidos fijo discontinuo;Ambos sexos;451;
Monturque;Contratos;Contratos Temporales;Hombres;225;
Monturque;Contratos;Contratos Temporales;Mujeres;274;
Monturque;Contratos;Contratos Temporales;Ambos sexos;499;
Monturque;Contratos;Temporales jornada completa;Hombres;204;
Monturque;Contratos;Temporales jornada completa;Mujeres;188;
Monturque;Contratos;Temporales jornada completa;Ambos sexos;392;
Monturque;Contratos;Temporales jornada parcial;Hombres;21;
Monturque;Contratos;Temporales jornada parcial;Mujeres;86;
Monturque;Contratos;Temporales jornada parcial;Ambos sexos;107;
Monturque;Contratos;No especificado;Hombres;-;
Monturque;Contratos;No especificado;Mujeres;-;
Monturque;Contratos;No especificado;Ambos sexos;-;
Monturque;Contratos;TOTAL;Hombres;594;
Monturque;Contratos;TOTAL;Mujeres;463;
Monturque;Contratos;TOTAL;Ambos sexos;1057;
Moriles;Contratos;Contratos Indefinidos;Hombres;644;
Moriles;Contratos;Contratos Indefinidos;Mujeres;383;
Moriles;Contratos;Contratos Indefinidos;Ambos sexos;1027;
Moriles;Contratos;Indefinidos jornada completa;Hombres;225;
Moriles;Contratos;Indefinidos jornada completa;Mujeres;16;
Moriles;Contratos;Indefinidos jornada completa;Ambos sexos;241;
Moriles;Contratos;Indefinidos jornada parcial;Hombres;18;
Moriles;Contratos;Indefinidos jornada parcial;Mujeres;24;
Moriles;Contratos;Indefinidos jornada parcial;Ambos sexos;42;
Moriles;Contratos;Indefinidos fijo discontinuo;Hombres;401;
Moriles;Contratos;Indefinidos fijo discontinuo;Mujeres;343;
Moriles;Contratos;Indefinidos fijo discontinuo;Ambos sexos;744;
Moriles;Contratos;Contratos Temporales;Hombres;511;
Moriles;Contratos;Contratos Temporales;Mujeres;594;
Moriles;Contratos;Contratos Temporales;Ambos sexos;1105;
Moriles;Contratos;Temporales jornada completa;Hombres;450;
Moriles;Contratos;Temporales jornada completa;Mujeres;497;
Moriles;Contratos;Temporales jornada completa;Ambos sexos;947;
Moriles;Contratos;Temporales jornada parcial;Hombres;61;
Moriles;Contratos;Temporales jornada parcial;Mujeres;97;
Moriles;Contratos;Temporales jornada parcial;Ambos sexos;158;
Moriles;Contratos;No especificado;Hombres;-;
Moriles;Contratos;No especificado;Mujeres;-;
Moriles;Contratos;No especificado;Ambos sexos;-;
Moriles;Contratos;TOTAL;Hombres;1155;
Moriles;Contratos;TOTAL;Mujeres;977;
Moriles;Contratos;TOTAL;Ambos sexos;2132;
Nueva Carteya;Contratos;Contratos Indefinidos;Hombres;948;
Nueva Carteya;Contratos;Contratos Indefinidos;Mujeres;545;
Nueva Carteya;Contratos;Contratos Indefinidos;Ambos sexos;1493;
Nueva Carteya;Contratos;Indefinidos jornada completa;Hombres;28;
Nueva Carteya;Contratos;Indefinidos jornada completa;Mujeres;14;
Nueva Carteya;Contratos;Indefinidos jornada completa;Ambos sexos;42;
Nueva Carteya;Contratos;Indefinidos jornada parcial;Hombres;22;
Nueva Carteya;Contratos;Indefinidos jornada parcial;Mujeres;42;
Nueva Carteya;Contratos;Indefinidos jornada parcial;Ambos sexos;64;
Nueva Carteya;Contratos;Indefinidos fijo discontinuo;Hombres;898;
Nueva Carteya;Contratos;Indefinidos fijo discontinuo;Mujeres;489;
Nueva Carteya;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1387;
Nueva Carteya;Contratos;Contratos Temporales;Hombres;1069;
Nueva Carteya;Contratos;Contratos Temporales;Mujeres;912;
Nueva Carteya;Contratos;Contratos Temporales;Ambos sexos;1981;
Nueva Carteya;Contratos;Temporales jornada completa;Hombres;1011;
Nueva Carteya;Contratos;Temporales jornada completa;Mujeres;814;
Nueva Carteya;Contratos;Temporales jornada completa;Ambos sexos;1825;
Nueva Carteya;Contratos;Temporales jornada parcial;Hombres;58;
Nueva Carteya;Contratos;Temporales jornada parcial;Mujeres;98;
Nueva Carteya;Contratos;Temporales jornada parcial;Ambos sexos;156;
Nueva Carteya;Contratos;No especificado;Hombres;-;
Nueva Carteya;Contratos;No especificado;Mujeres;-;
Nueva Carteya;Contratos;No especificado;Ambos sexos;-;
Nueva Carteya;Contratos;TOTAL;Hombres;2017;
Nueva Carteya;Contratos;TOTAL;Mujeres;1457;
Nueva Carteya;Contratos;TOTAL;Ambos sexos;3474;
Obejo;Contratos;Contratos Indefinidos;Hombres;122;
Obejo;Contratos;Contratos Indefinidos;Mujeres;32;
Obejo;Contratos;Contratos Indefinidos;Ambos sexos;154;
Obejo;Contratos;Indefinidos jornada completa;Hombres;20;
Obejo;Contratos;Indefinidos jornada completa;Mujeres;13;
Obejo;Contratos;Indefinidos jornada completa;Ambos sexos;33;
Obejo;Contratos;Indefinidos jornada parcial;Hombres;3;
Obejo;Contratos;Indefinidos jornada parcial;Mujeres;2;
Obejo;Contratos;Indefinidos jornada parcial;Ambos sexos;5;
Obejo;Contratos;Indefinidos fijo discontinuo;Hombres;99;
Obejo;Contratos;Indefinidos fijo discontinuo;Mujeres;17;
Obejo;Contratos;Indefinidos fijo discontinuo;Ambos sexos;116;
Obejo;Contratos;Contratos Temporales;Hombres;175;
Obejo;Contratos;Contratos Temporales;Mujeres;163;
Obejo;Contratos;Contratos Temporales;Ambos sexos;338;
Obejo;Contratos;Temporales jornada completa;Hombres;168;
Obejo;Contratos;Temporales jornada completa;Mujeres;137;
Obejo;Contratos;Temporales jornada completa;Ambos sexos;305;
Obejo;Contratos;Temporales jornada parcial;Hombres;7;
Obejo;Contratos;Temporales jornada parcial;Mujeres;26;
Obejo;Contratos;Temporales jornada parcial;Ambos sexos;33;
Obejo;Contratos;No especificado;Hombres;-;
Obejo;Contratos;No especificado;Mujeres;-;
Obejo;Contratos;No especificado;Ambos sexos;-;
Obejo;Contratos;TOTAL;Hombres;297;
Obejo;Contratos;TOTAL;Mujeres;195;
Obejo;Contratos;TOTAL;Ambos sexos;492;
Palenciana;Contratos;Contratos Indefinidos;Hombres;35;
Palenciana;Contratos;Contratos Indefinidos;Mujeres;26;
Palenciana;Contratos;Contratos Indefinidos;Ambos sexos;61;
Palenciana;Contratos;Indefinidos jornada completa;Hombres;16;
Palenciana;Contratos;Indefinidos jornada completa;Mujeres;9;
Palenciana;Contratos;Indefinidos jornada completa;Ambos sexos;25;
Palenciana;Contratos;Indefinidos jornada parcial;Hombres;-;
Palenciana;Contratos;Indefinidos jornada parcial;Mujeres;4;
Palenciana;Contratos;Indefinidos jornada parcial;Ambos sexos;4;
Palenciana;Contratos;Indefinidos fijo discontinuo;Hombres;19;
Palenciana;Contratos;Indefinidos fijo discontinuo;Mujeres;13;
Palenciana;Contratos;Indefinidos fijo discontinuo;Ambos sexos;32;
Palenciana;Contratos;Contratos Temporales;Hombres;476;
Palenciana;Contratos;Contratos Temporales;Mujeres;347;
Palenciana;Contratos;Contratos Temporales;Ambos sexos;823;
Palenciana;Contratos;Temporales jornada completa;Hombres;463;
Palenciana;Contratos;Temporales jornada completa;Mujeres;305;
Palenciana;Contratos;Temporales jornada completa;Ambos sexos;768;
Palenciana;Contratos;Temporales jornada parcial;Hombres;13;
Palenciana;Contratos;Temporales jornada parcial;Mujeres;42;
Palenciana;Contratos;Temporales jornada parcial;Ambos sexos;55;
Palenciana;Contratos;No especificado;Hombres;-;
Palenciana;Contratos;No especificado;Mujeres;-;
Palenciana;Contratos;No especificado;Ambos sexos;-;
Palenciana;Contratos;TOTAL;Hombres;511;
Palenciana;Contratos;TOTAL;Mujeres;373;
Palenciana;Contratos;TOTAL;Ambos sexos;884;
Palma del Río;Contratos;Contratos Indefinidos;Hombres;3009;
Palma del Río;Contratos;Contratos Indefinidos;Mujeres;1502;
Palma del Río;Contratos;Contratos Indefinidos;Ambos sexos;4511;
Palma del Río;Contratos;Indefinidos jornada completa;Hombres;543;
Palma del Río;Contratos;Indefinidos jornada completa;Mujeres;133;
Palma del Río;Contratos;Indefinidos jornada completa;Ambos sexos;676;
Palma del Río;Contratos;Indefinidos jornada parcial;Hombres;314;
Palma del Río;Contratos;Indefinidos jornada parcial;Mujeres;296;
Palma del Río;Contratos;Indefinidos jornada parcial;Ambos sexos;610;
Palma del Río;Contratos;Indefinidos fijo discontinuo;Hombres;2152;
Palma del Río;Contratos;Indefinidos fijo discontinuo;Mujeres;1073;
Palma del Río;Contratos;Indefinidos fijo discontinuo;Ambos sexos;3225;
Palma del Río;Contratos;Contratos Temporales;Hombres;4320;
Palma del Río;Contratos;Contratos Temporales;Mujeres;3342;
Palma del Río;Contratos;Contratos Temporales;Ambos sexos;7662;
Palma del Río;Contratos;Temporales jornada completa;Hombres;3818;
Palma del Río;Contratos;Temporales jornada completa;Mujeres;2558;
Palma del Río;Contratos;Temporales jornada completa;Ambos sexos;6376;
Palma del Río;Contratos;Temporales jornada parcial;Hombres;502;
Palma del Río;Contratos;Temporales jornada parcial;Mujeres;784;
Palma del Río;Contratos;Temporales jornada parcial;Ambos sexos;1286;
Palma del Río;Contratos;No especificado;Hombres;-;
Palma del Río;Contratos;No especificado;Mujeres;-;
Palma del Río;Contratos;No especificado;Ambos sexos;-;
Palma del Río;Contratos;TOTAL;Hombres;7329;
Palma del Río;Contratos;TOTAL;Mujeres;4844;
Palma del Río;Contratos;TOTAL;Ambos sexos;12173;
Pedro Abad;Contratos;Contratos Indefinidos;Hombres;237;
Pedro Abad;Contratos;Contratos Indefinidos;Mujeres;163;
Pedro Abad;Contratos;Contratos Indefinidos;Ambos sexos;400;
Pedro Abad;Contratos;Indefinidos jornada completa;Hombres;86;
Pedro Abad;Contratos;Indefinidos jornada completa;Mujeres;48;
Pedro Abad;Contratos;Indefinidos jornada completa;Ambos sexos;134;
Pedro Abad;Contratos;Indefinidos jornada parcial;Hombres;14;
Pedro Abad;Contratos;Indefinidos jornada parcial;Mujeres;37;
Pedro Abad;Contratos;Indefinidos jornada parcial;Ambos sexos;51;
Pedro Abad;Contratos;Indefinidos fijo discontinuo;Hombres;137;
Pedro Abad;Contratos;Indefinidos fijo discontinuo;Mujeres;78;
Pedro Abad;Contratos;Indefinidos fijo discontinuo;Ambos sexos;215;
Pedro Abad;Contratos;Contratos Temporales;Hombres;174;
Pedro Abad;Contratos;Contratos Temporales;Mujeres;184;
Pedro Abad;Contratos;Contratos Temporales;Ambos sexos;358;
Pedro Abad;Contratos;Temporales jornada completa;Hombres;167;
Pedro Abad;Contratos;Temporales jornada completa;Mujeres;143;
Pedro Abad;Contratos;Temporales jornada completa;Ambos sexos;310;
Pedro Abad;Contratos;Temporales jornada parcial;Hombres;7;
Pedro Abad;Contratos;Temporales jornada parcial;Mujeres;41;
Pedro Abad;Contratos;Temporales jornada parcial;Ambos sexos;48;
Pedro Abad;Contratos;No especificado;Hombres;-;
Pedro Abad;Contratos;No especificado;Mujeres;-;
Pedro Abad;Contratos;No especificado;Ambos sexos;-;
Pedro Abad;Contratos;TOTAL;Hombres;411;
Pedro Abad;Contratos;TOTAL;Mujeres;347;
Pedro Abad;Contratos;TOTAL;Ambos sexos;758;
Pedroche;Contratos;Contratos Indefinidos;Hombres;29;
Pedroche;Contratos;Contratos Indefinidos;Mujeres;20;
Pedroche;Contratos;Contratos Indefinidos;Ambos sexos;49;
Pedroche;Contratos;Indefinidos jornada completa;Hombres;13;
Pedroche;Contratos;Indefinidos jornada completa;Mujeres;6;
Pedroche;Contratos;Indefinidos jornada completa;Ambos sexos;19;
Pedroche;Contratos;Indefinidos jornada parcial;Hombres;8;
Pedroche;Contratos;Indefinidos jornada parcial;Mujeres;9;
Pedroche;Contratos;Indefinidos jornada parcial;Ambos sexos;17;
Pedroche;Contratos;Indefinidos fijo discontinuo;Hombres;8;
Pedroche;Contratos;Indefinidos fijo discontinuo;Mujeres;5;
Pedroche;Contratos;Indefinidos fijo discontinuo;Ambos sexos;13;
Pedroche;Contratos;Contratos Temporales;Hombres;171;
Pedroche;Contratos;Contratos Temporales;Mujeres;188;
Pedroche;Contratos;Contratos Temporales;Ambos sexos;359;
Pedroche;Contratos;Temporales jornada completa;Hombres;153;
Pedroche;Contratos;Temporales jornada completa;Mujeres;138;
Pedroche;Contratos;Temporales jornada completa;Ambos sexos;291;
Pedroche;Contratos;Temporales jornada parcial;Hombres;18;
Pedroche;Contratos;Temporales jornada parcial;Mujeres;50;
Pedroche;Contratos;Temporales jornada parcial;Ambos sexos;68;
Pedroche;Contratos;No especificado;Hombres;-;
Pedroche;Contratos;No especificado;Mujeres;-;
Pedroche;Contratos;No especificado;Ambos sexos;-;
Pedroche;Contratos;TOTAL;Hombres;200;
Pedroche;Contratos;TOTAL;Mujeres;208;
Pedroche;Contratos;TOTAL;Ambos sexos;408;
Peñarroya-Pueblonuevo;Contratos;Contratos Indefinidos;Hombres;261;
Peñarroya-Pueblonuevo;Contratos;Contratos Indefinidos;Mujeres;274;
Peñarroya-Pueblonuevo;Contratos;Contratos Indefinidos;Ambos sexos;535;
Peñarroya-Pueblonuevo;Contratos;Indefinidos jornada completa;Hombres;99;
Peñarroya-Pueblonuevo;Contratos;Indefinidos jornada completa;Mujeres;35;
Peñarroya-Pueblonuevo;Contratos;Indefinidos jornada completa;Ambos sexos;134;
Peñarroya-Pueblonuevo;Contratos;Indefinidos jornada parcial;Hombres;39;
Peñarroya-Pueblonuevo;Contratos;Indefinidos jornada parcial;Mujeres;92;
Peñarroya-Pueblonuevo;Contratos;Indefinidos jornada parcial;Ambos sexos;131;
Peñarroya-Pueblonuevo;Contratos;Indefinidos fijo discontinuo;Hombres;123;
Peñarroya-Pueblonuevo;Contratos;Indefinidos fijo discontinuo;Mujeres;147;
Peñarroya-Pueblonuevo;Contratos;Indefinidos fijo discontinuo;Ambos sexos;270;
Peñarroya-Pueblonuevo;Contratos;Contratos Temporales;Hombres;382;
Peñarroya-Pueblonuevo;Contratos;Contratos Temporales;Mujeres;579;
Peñarroya-Pueblonuevo;Contratos;Contratos Temporales;Ambos sexos;961;
Peñarroya-Pueblonuevo;Contratos;Temporales jornada completa;Hombres;300;
Peñarroya-Pueblonuevo;Contratos;Temporales jornada completa;Mujeres;336;
Peñarroya-Pueblonuevo;Contratos;Temporales jornada completa;Ambos sexos;636;
Peñarroya-Pueblonuevo;Contratos;Temporales jornada parcial;Hombres;82;
Peñarroya-Pueblonuevo;Contratos;Temporales jornada parcial;Mujeres;243;
Peñarroya-Pueblonuevo;Contratos;Temporales jornada parcial;Ambos sexos;325;
Peñarroya-Pueblonuevo;Contratos;No especificado;Hombres;-;
Peñarroya-Pueblonuevo;Contratos;No especificado;Mujeres;-;
Peñarroya-Pueblonuevo;Contratos;No especificado;Ambos sexos;-;
Peñarroya-Pueblonuevo;Contratos;TOTAL;Hombres;643;
Peñarroya-Pueblonuevo;Contratos;TOTAL;Mujeres;853;
Peñarroya-Pueblonuevo;Contratos;TOTAL;Ambos sexos;1496;
Posadas;Contratos;Contratos Indefinidos;Hombres;746;
Posadas;Contratos;Contratos Indefinidos;Mujeres;273;
Posadas;Contratos;Contratos Indefinidos;Ambos sexos;1019;
Posadas;Contratos;Indefinidos jornada completa;Hombres;249;
Posadas;Contratos;Indefinidos jornada completa;Mujeres;28;
Posadas;Contratos;Indefinidos jornada completa;Ambos sexos;277;
Posadas;Contratos;Indefinidos jornada parcial;Hombres;50;
Posadas;Contratos;Indefinidos jornada parcial;Mujeres;47;
Posadas;Contratos;Indefinidos jornada parcial;Ambos sexos;97;
Posadas;Contratos;Indefinidos fijo discontinuo;Hombres;447;
Posadas;Contratos;Indefinidos fijo discontinuo;Mujeres;198;
Posadas;Contratos;Indefinidos fijo discontinuo;Ambos sexos;645;
Posadas;Contratos;Contratos Temporales;Hombres;885;
Posadas;Contratos;Contratos Temporales;Mujeres;752;
Posadas;Contratos;Contratos Temporales;Ambos sexos;1637;
Posadas;Contratos;Temporales jornada completa;Hombres;826;
Posadas;Contratos;Temporales jornada completa;Mujeres;616;
Posadas;Contratos;Temporales jornada completa;Ambos sexos;1442;
Posadas;Contratos;Temporales jornada parcial;Hombres;59;
Posadas;Contratos;Temporales jornada parcial;Mujeres;136;
Posadas;Contratos;Temporales jornada parcial;Ambos sexos;195;
Posadas;Contratos;No especificado;Hombres;-;
Posadas;Contratos;No especificado;Mujeres;-;
Posadas;Contratos;No especificado;Ambos sexos;-;
Posadas;Contratos;TOTAL;Hombres;1631;
Posadas;Contratos;TOTAL;Mujeres;1025;
Posadas;Contratos;TOTAL;Ambos sexos;2656;
Pozoblanco;Contratos;Contratos Indefinidos;Hombres;986;
Pozoblanco;Contratos;Contratos Indefinidos;Mujeres;513;
Pozoblanco;Contratos;Contratos Indefinidos;Ambos sexos;1499;
Pozoblanco;Contratos;Indefinidos jornada completa;Hombres;461;
Pozoblanco;Contratos;Indefinidos jornada completa;Mujeres;162;
