Territorio;Actividad;Medida;Valor;
Alcalá la Real;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;383;
Alcalá la Real;TOTAL;Establecimientos;2288;
Alcaudete;Agricultura, ganadería, silvicultura y pesca;Establecimientos;518;
Alcaudete;Industria, energía, agua y gestión de residuos;Establecimientos;84;
Alcaudete;Construcción;Establecimientos;71;
Alcaudete;Comercio;Establecimientos;205;
Alcaudete;Transporte y almacenamiento;Establecimientos;36;
Alcaudete;Hostelería;Establecimientos;51;
Alcaudete;Información y comunicaciones;Establecimientos;3;
Alcaudete;Banca y seguros;Establecimientos;18;
Alcaudete;Administración pública, educación y sanidad;Establecimientos;49;
Alcaudete;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;115;
Alcaudete;TOTAL;Establecimientos;1150;
Aldeaquemada;Agricultura, ganadería, silvicultura y pesca;Establecimientos;7;
Aldeaquemada;Industria, energía, agua y gestión de residuos;Establecimientos;5;
Aldeaquemada;Construcción;Establecimientos;4;
Aldeaquemada;Comercio;Establecimientos;5;
Aldeaquemada;Transporte y almacenamiento;Establecimientos;-;
Aldeaquemada;Hostelería;Establecimientos;4;
Aldeaquemada;Información y comunicaciones;Establecimientos;-;
Aldeaquemada;Banca y seguros;Establecimientos;2;
Aldeaquemada;Administración pública, educación y sanidad;Establecimientos;5;
Aldeaquemada;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;1;
Aldeaquemada;TOTAL;Establecimientos;33;
Andújar;Agricultura, ganadería, silvicultura y pesca;Establecimientos;452;
Andújar;Industria, energía, agua y gestión de residuos;Establecimientos;201;
Andújar;Construcción;Establecimientos;240;
Andújar;Comercio;Establecimientos;806;
Andújar;Transporte y almacenamiento;Establecimientos;215;
Andújar;Hostelería;Establecimientos;155;
Andújar;Información y comunicaciones;Establecimientos;16;
Andújar;Banca y seguros;Establecimientos;68;
Andújar;Administración pública, educación y sanidad;Establecimientos;199;
Andújar;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;638;
Andújar;TOTAL;Establecimientos;2990;
Arjona;Agricultura, ganadería, silvicultura y pesca;Establecimientos;261;
Arjona;Industria, energía, agua y gestión de residuos;Establecimientos;48;
Arjona;Construcción;Establecimientos;43;
Arjona;Comercio;Establecimientos;106;
Arjona;Transporte y almacenamiento;Establecimientos;14;
Arjona;Hostelería;Establecimientos;19;
Arjona;Información y comunicaciones;Establecimientos;1;
Arjona;Banca y seguros;Establecimientos;12;
Arjona;Administración pública, educación y sanidad;Establecimientos;38;
Arjona;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;53;
Arjona;TOTAL;Establecimientos;595;
Arjonilla;Agricultura, ganadería, silvicultura y pesca;Establecimientos;186;
Arjonilla;Industria, energía, agua y gestión de residuos;Establecimientos;34;
Arjonilla;Construcción;Establecimientos;12;
Arjonilla;Comercio;Establecimientos;73;
Arjonilla;Transporte y almacenamiento;Establecimientos;12;
Arjonilla;Hostelería;Establecimientos;14;
Arjonilla;Información y comunicaciones;Establecimientos;-;
Arjonilla;Banca y seguros;Establecimientos;9;
Arjonilla;Administración pública, educación y sanidad;Establecimientos;21;
Arjonilla;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;34;
Arjonilla;TOTAL;Establecimientos;395;
Arquillos;Agricultura, ganadería, silvicultura y pesca;Establecimientos;58;
Arquillos;Industria, energía, agua y gestión de residuos;Establecimientos;15;
Arquillos;Construcción;Establecimientos;12;
Arquillos;Comercio;Establecimientos;25;
Arquillos;Transporte y almacenamiento;Establecimientos;11;
Arquillos;Hostelería;Establecimientos;5;
Arquillos;Información y comunicaciones;Establecimientos;-;
Arquillos;Banca y seguros;Establecimientos;4;
Arquillos;Administración pública, educación y sanidad;Establecimientos;10;
Arquillos;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;14;
Arquillos;TOTAL;Establecimientos;154;
Arroyo del Ojanco;Agricultura, ganadería, silvicultura y pesca;Establecimientos;107;
Arroyo del Ojanco;Industria, energía, agua y gestión de residuos;Establecimientos;14;
Arroyo del Ojanco;Construcción;Establecimientos;16;
Arroyo del Ojanco;Comercio;Establecimientos;52;
Arroyo del Ojanco;Transporte y almacenamiento;Establecimientos;6;
Arroyo del Ojanco;Hostelería;Establecimientos;12;
Arroyo del Ojanco;Información y comunicaciones;Establecimientos;2;
Arroyo del Ojanco;Banca y seguros;Establecimientos;5;
Arroyo del Ojanco;Administración pública, educación y sanidad;Establecimientos;8;
Arroyo del Ojanco;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;20;
Arroyo del Ojanco;TOTAL;Establecimientos;242;
Baeza;Agricultura, ganadería, silvicultura y pesca;Establecimientos;762;
Baeza;Industria, energía, agua y gestión de residuos;Establecimientos;144;
Baeza;Construcción;Establecimientos;117;
Baeza;Comercio;Establecimientos;354;
Baeza;Transporte y almacenamiento;Establecimientos;42;
Baeza;Hostelería;Establecimientos;122;
Baeza;Información y comunicaciones;Establecimientos;6;
Baeza;Banca y seguros;Establecimientos;29;
Baeza;Administración pública, educación y sanidad;Establecimientos;95;
Baeza;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;287;
Baeza;TOTAL;Establecimientos;1958;
Bailén;Agricultura, ganadería, silvicultura y pesca;Establecimientos;208;
Bailén;Industria, energía, agua y gestión de residuos;Establecimientos;147;
Bailén;Construcción;Establecimientos;105;
Bailén;Comercio;Establecimientos;365;
Bailén;Transporte y almacenamiento;Establecimientos;198;
Bailén;Hostelería;Establecimientos;69;
Bailén;Información y comunicaciones;Establecimientos;12;
Bailén;Banca y seguros;Establecimientos;27;
Bailén;Administración pública, educación y sanidad;Establecimientos;75;
Bailén;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;192;
Bailén;TOTAL;Establecimientos;1398;
Baños de la Encina;Agricultura, ganadería, silvicultura y pesca;Establecimientos;76;
Baños de la Encina;Industria, energía, agua y gestión de residuos;Establecimientos;7;
Baños de la Encina;Construcción;Establecimientos;12;
Baños de la Encina;Comercio;Establecimientos;37;
Baños de la Encina;Transporte y almacenamiento;Establecimientos;14;
Baños de la Encina;Hostelería;Establecimientos;17;
Baños de la Encina;Información y comunicaciones;Establecimientos;2;
Baños de la Encina;Banca y seguros;Establecimientos;4;
Baños de la Encina;Administración pública, educación y sanidad;Establecimientos;10;
Baños de la Encina;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;23;
Baños de la Encina;TOTAL;Establecimientos;202;
Beas de Segura;Agricultura, ganadería, silvicultura y pesca;Establecimientos;339;
Beas de Segura;Industria, energía, agua y gestión de residuos;Establecimientos;30;
Beas de Segura;Construcción;Establecimientos;31;
Beas de Segura;Comercio;Establecimientos;110;
Beas de Segura;Transporte y almacenamiento;Establecimientos;18;
Beas de Segura;Hostelería;Establecimientos;33;
Beas de Segura;Información y comunicaciones;Establecimientos;-;
Beas de Segura;Banca y seguros;Establecimientos;11;
Beas de Segura;Administración pública, educación y sanidad;Establecimientos;32;
Beas de Segura;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;50;
Beas de Segura;TOTAL;Establecimientos;654;
Bedmar y Garcíez;Agricultura, ganadería, silvicultura y pesca;Establecimientos;153;
Bedmar y Garcíez;Industria, energía, agua y gestión de residuos;Establecimientos;18;
Bedmar y Garcíez;Construcción;Establecimientos;14;
Bedmar y Garcíez;Comercio;Establecimientos;34;
Bedmar y Garcíez;Transporte y almacenamiento;Establecimientos;6;
Bedmar y Garcíez;Hostelería;Establecimientos;16;
Bedmar y Garcíez;Información y comunicaciones;Establecimientos;2;
Bedmar y Garcíez;Banca y seguros;Establecimientos;4;
Bedmar y Garcíez;Administración pública, educación y sanidad;Establecimientos;17;
Bedmar y Garcíez;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;20;
Bedmar y Garcíez;TOTAL;Establecimientos;284;
Begíjar;Agricultura, ganadería, silvicultura y pesca;Establecimientos;110;
Begíjar;Industria, energía, agua y gestión de residuos;Establecimientos;18;
Begíjar;Construcción;Establecimientos;20;
Begíjar;Comercio;Establecimientos;59;
Begíjar;Transporte y almacenamiento;Establecimientos;15;
Begíjar;Hostelería;Establecimientos;16;
Begíjar;Información y comunicaciones;Establecimientos;-;
Begíjar;Banca y seguros;Establecimientos;10;
Begíjar;Administración pública, educación y sanidad;Establecimientos;13;
Begíjar;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;23;
Begíjar;TOTAL;Establecimientos;284;
Bélmez de la Moraleda;Agricultura, ganadería, silvicultura y pesca;Establecimientos;47;
Bélmez de la Moraleda;Industria, energía, agua y gestión de residuos;Establecimientos;9;
Bélmez de la Moraleda;Construcción;Establecimientos;3;
Bélmez de la Moraleda;Comercio;Establecimientos;21;
Bélmez de la Moraleda;Transporte y almacenamiento;Establecimientos;5;
Bélmez de la Moraleda;Hostelería;Establecimientos;11;
Bélmez de la Moraleda;Información y comunicaciones;Establecimientos;-;
Bélmez de la Moraleda;Banca y seguros;Establecimientos;3;
Bélmez de la Moraleda;Administración pública, educación y sanidad;Establecimientos;7;
Bélmez de la Moraleda;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;11;
Bélmez de la Moraleda;TOTAL;Establecimientos;117;
Benatae;Agricultura, ganadería, silvicultura y pesca;Establecimientos;42;
Benatae;Industria, energía, agua y gestión de residuos;Establecimientos;2;
Benatae;Construcción;Establecimientos;2;
Benatae;Comercio;Establecimientos;10;
Benatae;Transporte y almacenamiento;Establecimientos;2;
Benatae;Hostelería;Establecimientos;1;
Benatae;Información y comunicaciones;Establecimientos;-;
Benatae;Banca y seguros;Establecimientos;4;
Benatae;Administración pública, educación y sanidad;Establecimientos;3;
Benatae;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;1;
Benatae;TOTAL;Establecimientos;67;
Cabra del Santo Cristo;Agricultura, ganadería, silvicultura y pesca;Establecimientos;67;
Cabra del Santo Cristo;Industria, energía, agua y gestión de residuos;Establecimientos;12;
Cabra del Santo Cristo;Construcción;Establecimientos;11;
Cabra del Santo Cristo;Comercio;Establecimientos;22;
Cabra del Santo Cristo;Transporte y almacenamiento;Establecimientos;4;
Cabra del Santo Cristo;Hostelería;Establecimientos;10;
Cabra del Santo Cristo;Información y comunicaciones;Establecimientos;-;
Cabra del Santo Cristo;Banca y seguros;Establecimientos;3;
Cabra del Santo Cristo;Administración pública, educación y sanidad;Establecimientos;11;
Cabra del Santo Cristo;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;18;
Cabra del Santo Cristo;TOTAL;Establecimientos;158;
Cambil;Agricultura, ganadería, silvicultura y pesca;Establecimientos;179;
Cambil;Industria, energía, agua y gestión de residuos;Establecimientos;17;
Cambil;Construcción;Establecimientos;15;
Cambil;Comercio;Establecimientos;42;
Cambil;Transporte y almacenamiento;Establecimientos;6;
Cambil;Hostelería;Establecimientos;15;
Cambil;Información y comunicaciones;Establecimientos;-;
Cambil;Banca y seguros;Establecimientos;4;
Cambil;Administración pública, educación y sanidad;Establecimientos;12;
Cambil;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;16;
Cambil;TOTAL;Establecimientos;306;
Campillo de Arenas;Agricultura, ganadería, silvicultura y pesca;Establecimientos;119;
Campillo de Arenas;Industria, energía, agua y gestión de residuos;Establecimientos;13;
Campillo de Arenas;Construcción;Establecimientos;12;
Campillo de Arenas;Comercio;Establecimientos;41;
Campillo de Arenas;Transporte y almacenamiento;Establecimientos;5;
Campillo de Arenas;Hostelería;Establecimientos;15;
Campillo de Arenas;Información y comunicaciones;Establecimientos;-;
Campillo de Arenas;Banca y seguros;Establecimientos;6;
Campillo de Arenas;Administración pública, educación y sanidad;Establecimientos;12;
Campillo de Arenas;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;31;
Campillo de Arenas;TOTAL;Establecimientos;254;
Canena;Agricultura, ganadería, silvicultura y pesca;Establecimientos;168;
Canena;Industria, energía, agua y gestión de residuos;Establecimientos;12;
Canena;Construcción;Establecimientos;12;
Canena;Comercio;Establecimientos;35;
Canena;Transporte y almacenamiento;Establecimientos;4;
Canena;Hostelería;Establecimientos;8;
Canena;Información y comunicaciones;Establecimientos;-;
Canena;Banca y seguros;Establecimientos;3;
Canena;Administración pública, educación y sanidad;Establecimientos;7;
Canena;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;18;
Canena;TOTAL;Establecimientos;267;
Carboneros;Agricultura, ganadería, silvicultura y pesca;Establecimientos;23;
Carboneros;Industria, energía, agua y gestión de residuos;Establecimientos;6;
Carboneros;Construcción;Establecimientos;3;
Carboneros;Comercio;Establecimientos;8;
Carboneros;Transporte y almacenamiento;Establecimientos;3;
Carboneros;Hostelería;Establecimientos;5;
Carboneros;Información y comunicaciones;Establecimientos;-;
Carboneros;Banca y seguros;Establecimientos;3;
Carboneros;Administración pública, educación y sanidad;Establecimientos;5;
Carboneros;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;1;
Carboneros;TOTAL;Establecimientos;57;
Cárcheles;Agricultura, ganadería, silvicultura y pesca;Establecimientos;81;
Cárcheles;Industria, energía, agua y gestión de residuos;Establecimientos;13;
Cárcheles;Construcción;Establecimientos;10;
Cárcheles;Comercio;Establecimientos;11;
Cárcheles;Transporte y almacenamiento;Establecimientos;3;
Cárcheles;Hostelería;Establecimientos;8;
Cárcheles;Información y comunicaciones;Establecimientos;-;
Cárcheles;Banca y seguros;Establecimientos;2;
Cárcheles;Administración pública, educación y sanidad;Establecimientos;7;
Cárcheles;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;17;
