Territorio;Actividad;Medida;Valor;
La Granada de Río-Tinto;Banca y seguros;Establecimientos;-;
La Granada de Río-Tinto;Administración pública, educación y sanidad;Establecimientos;4;
La Granada de Río-Tinto;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;5;
La Granada de Río-Tinto;TOTAL;Establecimientos;24;
La Nava;Agricultura, ganadería, silvicultura y pesca;Establecimientos;12;
La Nava;Industria, energía, agua y gestión de residuos;Establecimientos;1;
La Nava;Construcción;Establecimientos;1;
La Nava;Comercio;Establecimientos;5;
La Nava;Transporte y almacenamiento;Establecimientos;-;
La Nava;Hostelería;Establecimientos;5;
La Nava;Información y comunicaciones;Establecimientos;-;
La Nava;Banca y seguros;Establecimientos;-;
La Nava;Administración pública, educación y sanidad;Establecimientos;3;
La Nava;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;2;
La Nava;TOTAL;Establecimientos;29;
La Palma del Condado;Agricultura, ganadería, silvicultura y pesca;Establecimientos;40;
La Palma del Condado;Industria, energía, agua y gestión de residuos;Establecimientos;57;
La Palma del Condado;Construcción;Establecimientos;61;
La Palma del Condado;Comercio;Establecimientos;220;
La Palma del Condado;Transporte y almacenamiento;Establecimientos;28;
La Palma del Condado;Hostelería;Establecimientos;45;
La Palma del Condado;Información y comunicaciones;Establecimientos;10;
La Palma del Condado;Banca y seguros;Establecimientos;19;
La Palma del Condado;Administración pública, educación y sanidad;Establecimientos;62;
La Palma del Condado;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;152;
La Palma del Condado;TOTAL;Establecimientos;694;
La Zarza-Perrunal;Agricultura, ganadería, silvicultura y pesca;Establecimientos;-;
La Zarza-Perrunal;Industria, energía, agua y gestión de residuos;Establecimientos;1;
La Zarza-Perrunal;Construcción;Establecimientos;2;
La Zarza-Perrunal;Comercio;Establecimientos;2;
La Zarza-Perrunal;Transporte y almacenamiento;Establecimientos;-;
La Zarza-Perrunal;Hostelería;Establecimientos;1;
La Zarza-Perrunal;Información y comunicaciones;Establecimientos;-;
La Zarza-Perrunal;Banca y seguros;Establecimientos;-;
La Zarza-Perrunal;Administración pública, educación y sanidad;Establecimientos;2;
La Zarza-Perrunal;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;5;
La Zarza-Perrunal;TOTAL;Establecimientos;13;
Lepe;Agricultura, ganadería, silvicultura y pesca;Establecimientos;555;
Lepe;Industria, energía, agua y gestión de residuos;Establecimientos;87;
Lepe;Construcción;Establecimientos;205;
Lepe;Comercio;Establecimientos;507;
Lepe;Transporte y almacenamiento;Establecimientos;67;
Lepe;Hostelería;Establecimientos;230;
Lepe;Información y comunicaciones;Establecimientos;15;
Lepe;Banca y seguros;Establecimientos;50;
Lepe;Administración pública, educación y sanidad;Establecimientos;121;
Lepe;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;490;
Lepe;TOTAL;Establecimientos;2327;
Linares de la Sierra;Agricultura, ganadería, silvicultura y pesca;Establecimientos;4;
Linares de la Sierra;Industria, energía, agua y gestión de residuos;Establecimientos;4;
Linares de la Sierra;Construcción;Establecimientos;-;
Linares de la Sierra;Comercio;Establecimientos;4;
Linares de la Sierra;Transporte y almacenamiento;Establecimientos;-;
Linares de la Sierra;Hostelería;Establecimientos;4;
Linares de la Sierra;Información y comunicaciones;Establecimientos;-;
Linares de la Sierra;Banca y seguros;Establecimientos;-;
Linares de la Sierra;Administración pública, educación y sanidad;Establecimientos;2;
Linares de la Sierra;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;1;
Linares de la Sierra;TOTAL;Establecimientos;19;
Los Marines;Agricultura, ganadería, silvicultura y pesca;Establecimientos;3;
Los Marines;Industria, energía, agua y gestión de residuos;Establecimientos;3;
Los Marines;Construcción;Establecimientos;-;
Los Marines;Comercio;Establecimientos;4;
Los Marines;Transporte y almacenamiento;Establecimientos;-;
Los Marines;Hostelería;Establecimientos;4;
Los Marines;Información y comunicaciones;Establecimientos;-;
Los Marines;Banca y seguros;Establecimientos;-;
Los Marines;Administración pública, educación y sanidad;Establecimientos;4;
Los Marines;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;-;
Los Marines;TOTAL;Establecimientos;18;
Lucena del Puerto;Agricultura, ganadería, silvicultura y pesca;Establecimientos;286;
Lucena del Puerto;Industria, energía, agua y gestión de residuos;Establecimientos;4;
Lucena del Puerto;Construcción;Establecimientos;13;
Lucena del Puerto;Comercio;Establecimientos;52;
Lucena del Puerto;Transporte y almacenamiento;Establecimientos;7;
Lucena del Puerto;Hostelería;Establecimientos;10;
Lucena del Puerto;Información y comunicaciones;Establecimientos;1;
Lucena del Puerto;Banca y seguros;Establecimientos;5;
Lucena del Puerto;Administración pública, educación y sanidad;Establecimientos;8;
Lucena del Puerto;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;31;
Lucena del Puerto;TOTAL;Establecimientos;417;
Manzanilla;Agricultura, ganadería, silvicultura y pesca;Establecimientos;18;
Manzanilla;Industria, energía, agua y gestión de residuos;Establecimientos;6;
Manzanilla;Construcción;Establecimientos;8;
Manzanilla;Comercio;Establecimientos;34;
Manzanilla;Transporte y almacenamiento;Establecimientos;13;
Manzanilla;Hostelería;Establecimientos;15;
Manzanilla;Información y comunicaciones;Establecimientos;-;
Manzanilla;Banca y seguros;Establecimientos;6;
Manzanilla;Administración pública, educación y sanidad;Establecimientos;11;
Manzanilla;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;14;
Manzanilla;TOTAL;Establecimientos;125;
Minas de Riotinto;Agricultura, ganadería, silvicultura y pesca;Establecimientos;8;
Minas de Riotinto;Industria, energía, agua y gestión de residuos;Establecimientos;10;
Minas de Riotinto;Construcción;Establecimientos;11;
Minas de Riotinto;Comercio;Establecimientos;62;
Minas de Riotinto;Transporte y almacenamiento;Establecimientos;11;
Minas de Riotinto;Hostelería;Establecimientos;21;
Minas de Riotinto;Información y comunicaciones;Establecimientos;3;
Minas de Riotinto;Banca y seguros;Establecimientos;5;
Minas de Riotinto;Administración pública, educación y sanidad;Establecimientos;26;
Minas de Riotinto;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;52;
Minas de Riotinto;TOTAL;Establecimientos;209;
Moguer;Agricultura, ganadería, silvicultura y pesca;Establecimientos;537;
Moguer;Industria, energía, agua y gestión de residuos;Establecimientos;72;
Moguer;Construcción;Establecimientos;147;
Moguer;Comercio;Establecimientos;352;
Moguer;Transporte y almacenamiento;Establecimientos;50;
Moguer;Hostelería;Establecimientos;117;
Moguer;Información y comunicaciones;Establecimientos;11;
Moguer;Banca y seguros;Establecimientos;29;
Moguer;Administración pública, educación y sanidad;Establecimientos;81;
Moguer;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;281;
Moguer;TOTAL;Establecimientos;1677;
Nerva;Agricultura, ganadería, silvicultura y pesca;Establecimientos;11;
Nerva;Industria, energía, agua y gestión de residuos;Establecimientos;11;
Nerva;Construcción;Establecimientos;13;
Nerva;Comercio;Establecimientos;86;
Nerva;Transporte y almacenamiento;Establecimientos;9;
Nerva;Hostelería;Establecimientos;29;
Nerva;Información y comunicaciones;Establecimientos;4;
Nerva;Banca y seguros;Establecimientos;5;
Nerva;Administración pública, educación y sanidad;Establecimientos;18;
Nerva;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;46;
Nerva;TOTAL;Establecimientos;232;
Niebla;Agricultura, ganadería, silvicultura y pesca;Establecimientos;29;
Niebla;Industria, energía, agua y gestión de residuos;Establecimientos;15;
Niebla;Construcción;Establecimientos;13;
Niebla;Comercio;Establecimientos;64;
Niebla;Transporte y almacenamiento;Establecimientos;37;
Niebla;Hostelería;Establecimientos;22;
Niebla;Información y comunicaciones;Establecimientos;1;
Niebla;Banca y seguros;Establecimientos;4;
Niebla;Administración pública, educación y sanidad;Establecimientos;14;
Niebla;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;49;
Niebla;TOTAL;Establecimientos;248;
Palos de la Frontera;Agricultura, ganadería, silvicultura y pesca;Establecimientos;430;
Palos de la Frontera;Industria, energía, agua y gestión de residuos;Establecimientos;78;
Palos de la Frontera;Construcción;Establecimientos;85;
Palos de la Frontera;Comercio;Establecimientos;223;
Palos de la Frontera;Transporte y almacenamiento;Establecimientos;61;
Palos de la Frontera;Hostelería;Establecimientos;62;
Palos de la Frontera;Información y comunicaciones;Establecimientos;5;
Palos de la Frontera;Banca y seguros;Establecimientos;19;
Palos de la Frontera;Administración pública, educación y sanidad;Establecimientos;50;
Palos de la Frontera;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;187;
Palos de la Frontera;TOTAL;Establecimientos;1200;
Paterna del Campo;Agricultura, ganadería, silvicultura y pesca;Establecimientos;41;
Paterna del Campo;Industria, energía, agua y gestión de residuos;Establecimientos;13;
Paterna del Campo;Construcción;Establecimientos;17;
Paterna del Campo;Comercio;Establecimientos;62;
Paterna del Campo;Transporte y almacenamiento;Establecimientos;2;
Paterna del Campo;Hostelería;Establecimientos;12;
Paterna del Campo;Información y comunicaciones;Establecimientos;6;
Paterna del Campo;Banca y seguros;Establecimientos;7;
Paterna del Campo;Administración pública, educación y sanidad;Establecimientos;14;
Paterna del Campo;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;30;
Paterna del Campo;TOTAL;Establecimientos;204;
Paymogo;Agricultura, ganadería, silvicultura y pesca;Establecimientos;22;
Paymogo;Industria, energía, agua y gestión de residuos;Establecimientos;3;
Paymogo;Construcción;Establecimientos;3;
Paymogo;Comercio;Establecimientos;18;
Paymogo;Transporte y almacenamiento;Establecimientos;2;
Paymogo;Hostelería;Establecimientos;6;
Paymogo;Información y comunicaciones;Establecimientos;-;
Paymogo;Banca y seguros;Establecimientos;1;
Paymogo;Administración pública, educación y sanidad;Establecimientos;6;
Paymogo;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;7;
Paymogo;TOTAL;Establecimientos;68;
Puebla de Guzmán;Agricultura, ganadería, silvicultura y pesca;Establecimientos;54;
Puebla de Guzmán;Industria, energía, agua y gestión de residuos;Establecimientos;10;
Puebla de Guzmán;Construcción;Establecimientos;14;
Puebla de Guzmán;Comercio;Establecimientos;52;
Puebla de Guzmán;Transporte y almacenamiento;Establecimientos;8;
Puebla de Guzmán;Hostelería;Establecimientos;18;
Puebla de Guzmán;Información y comunicaciones;Establecimientos;1;
Puebla de Guzmán;Banca y seguros;Establecimientos;4;
Puebla de Guzmán;Administración pública, educación y sanidad;Establecimientos;17;
Puebla de Guzmán;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;36;
Puebla de Guzmán;TOTAL;Establecimientos;214;
Puerto Moral;Agricultura, ganadería, silvicultura y pesca;Establecimientos;6;
Puerto Moral;Industria, energía, agua y gestión de residuos;Establecimientos;-;
Puerto Moral;Construcción;Establecimientos;-;
Puerto Moral;Comercio;Establecimientos;4;
Puerto Moral;Transporte y almacenamiento;Establecimientos;-;
Puerto Moral;Hostelería;Establecimientos;3;
Puerto Moral;Información y comunicaciones;Establecimientos;-;
Puerto Moral;Banca y seguros;Establecimientos;-;
Puerto Moral;Administración pública, educación y sanidad;Establecimientos;3;
Puerto Moral;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;2;
Puerto Moral;TOTAL;Establecimientos;18;
Punta Umbría;Agricultura, ganadería, silvicultura y pesca;Establecimientos;74;
Punta Umbría;Industria, energía, agua y gestión de residuos;Establecimientos;44;
Punta Umbría;Construcción;Establecimientos;106;
Punta Umbría;Comercio;Establecimientos;267;
Punta Umbría;Transporte y almacenamiento;Establecimientos;51;
Punta Umbría;Hostelería;Establecimientos;200;
Punta Umbría;Información y comunicaciones;Establecimientos;12;
Punta Umbría;Banca y seguros;Establecimientos;25;
Punta Umbría;Administración pública, educación y sanidad;Establecimientos;70;
Punta Umbría;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;240;
Punta Umbría;TOTAL;Establecimientos;1089;
Rociana del Condado;Agricultura, ganadería, silvicultura y pesca;Establecimientos;119;
Rociana del Condado;Industria, energía, agua y gestión de residuos;Establecimientos;21;
Rociana del Condado;Construcción;Establecimientos;63;
Rociana del Condado;Comercio;Establecimientos;135;
Rociana del Condado;Transporte y almacenamiento;Establecimientos;7;
Rociana del Condado;Hostelería;Establecimientos;20;
Rociana del Condado;Información y comunicaciones;Establecimientos;4;
Rociana del Condado;Banca y seguros;Establecimientos;10;
Rociana del Condado;Administración pública, educación y sanidad;Establecimientos;21;
Rociana del Condado;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;80;
Rociana del Condado;TOTAL;Establecimientos;480;
Rosal de la Frontera;Agricultura, ganadería, silvicultura y pesca;Establecimientos;40;
Rosal de la Frontera;Industria, energía, agua y gestión de residuos;Establecimientos;6;
Rosal de la Frontera;Construcción;Establecimientos;8;
Rosal de la Frontera;Comercio;Establecimientos;30;
Rosal de la Frontera;Transporte y almacenamiento;Establecimientos;3;
Rosal de la Frontera;Hostelería;Establecimientos;12;
Rosal de la Frontera;Información y comunicaciones;Establecimientos;-;
Rosal de la Frontera;Banca y seguros;Establecimientos;3;
Rosal de la Frontera;Administración pública, educación y sanidad;Establecimientos;7;
Rosal de la Frontera;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;18;
Rosal de la Frontera;TOTAL;Establecimientos;127;
San Bartolomé de la Torre;Agricultura, ganadería, silvicultura y pesca;Establecimientos;76;
San Bartolomé de la Torre;Industria, energía, agua y gestión de residuos;Establecimientos;14;
San Bartolomé de la Torre;Construcción;Establecimientos;29;
San Bartolomé de la Torre;Comercio;Establecimientos;58;
San Bartolomé de la Torre;Transporte y almacenamiento;Establecimientos;5;
San Bartolomé de la Torre;Hostelería;Establecimientos;19;
San Bartolomé de la Torre;Información y comunicaciones;Establecimientos;-;
San Bartolomé de la Torre;Banca y seguros;Establecimientos;5;
San Bartolomé de la Torre;Administración pública, educación y sanidad;Establecimientos;23;
San Bartolomé de la Torre;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;43;
San Bartolomé de la Torre;TOTAL;Establecimientos;272;
San Juan del Puerto;Agricultura, ganadería, silvicultura y pesca;Establecimientos;33;
San Juan del Puerto;Industria, energía, agua y gestión de residuos;Establecimientos;40;
San Juan del Puerto;Construcción;Establecimientos;48;
San Juan del Puerto;Comercio;Establecimientos;178;
San Juan del Puerto;Transporte y almacenamiento;Establecimientos;34;
San Juan del Puerto;Hostelería;Establecimientos;37;
San Juan del Puerto;Información y comunicaciones;Establecimientos;5;
San Juan del Puerto;Banca y seguros;Establecimientos;10;
San Juan del Puerto;Administración pública, educación y sanidad;Establecimientos;47;
San Juan del Puerto;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;124;
San Juan del Puerto;TOTAL;Establecimientos;556;
San Silvestre de Guzmán;Agricultura, ganadería, silvicultura y pesca;Establecimientos;19;
San Silvestre de Guzmán;Industria, energía, agua y gestión de residuos;Establecimientos;-;
San Silvestre de Guzmán;Construcción;Establecimientos;2;
San Silvestre de Guzmán;Comercio;Establecimientos;11;
San Silvestre de Guzmán;Transporte y almacenamiento;Establecimientos;3;
San Silvestre de Guzmán;Hostelería;Establecimientos;4;
San Silvestre de Guzmán;Información y comunicaciones;Establecimientos;-;
San Silvestre de Guzmán;Banca y seguros;Establecimientos;2;
San Silvestre de Guzmán;Administración pública, educación y sanidad;Establecimientos;5;
San Silvestre de Guzmán;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;2;
San Silvestre de Guzmán;TOTAL;Establecimientos;48;
Sanlúcar de Guadiana;Agricultura, ganadería, silvicultura y pesca;Establecimientos;6;
Sanlúcar de Guadiana;Industria, energía, agua y gestión de residuos;Establecimientos;-;
Sanlúcar de Guadiana;Construcción;Establecimientos;4;
Sanlúcar de Guadiana;Comercio;Establecimientos;3;
Sanlúcar de Guadiana;Transporte y almacenamiento;Establecimientos;-;
Sanlúcar de Guadiana;Hostelería;Establecimientos;5;
Sanlúcar de Guadiana;Información y comunicaciones;Establecimientos;1;
Sanlúcar de Guadiana;Banca y seguros;Establecimientos;1;
Sanlúcar de Guadiana;Administración pública, educación y sanidad;Establecimientos;4;
Sanlúcar de Guadiana;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;5;
Sanlúcar de Guadiana;TOTAL;Establecimientos;29;
Santa Ana la Real;Agricultura, ganadería, silvicultura y pesca;Establecimientos;10;
Santa Ana la Real;Industria, energía, agua y gestión de residuos;Establecimientos;1;
Santa Ana la Real;Construcción;Establecimientos;3;
Santa Ana la Real;Comercio;Establecimientos;9;
Santa Ana la Real;Transporte y almacenamiento;Establecimientos;-;
Santa Ana la Real;Hostelería;Establecimientos;4;
Santa Ana la Real;Información y comunicaciones;Establecimientos;-;
Santa Ana la Real;Banca y seguros;Establecimientos;-;
Santa Ana la Real;Administración pública, educación y sanidad;Establecimientos;3;
Santa Ana la Real;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;6;
Santa Ana la Real;TOTAL;Establecimientos;36;
Santa Bárbara de Casa;Agricultura, ganadería, silvicultura y pesca;Establecimientos;21;
Santa Bárbara de Casa;Industria, energía, agua y gestión de residuos;Establecimientos;7;
Santa Bárbara de Casa;Construcción;Establecimientos;7;
Santa Bárbara de Casa;Comercio;Establecimientos;17;
Santa Bárbara de Casa;Transporte y almacenamiento;Establecimientos;11;
Santa Bárbara de Casa;Hostelería;Establecimientos;10;
Santa Bárbara de Casa;Información y comunicaciones;Establecimientos;1;
Santa Bárbara de Casa;Banca y seguros;Establecimientos;2;
Santa Bárbara de Casa;Administración pública, educación y sanidad;Establecimientos;6;
Santa Bárbara de Casa;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;4;
Santa Bárbara de Casa;TOTAL;Establecimientos;86;
Santa Olalla del Cala;Agricultura, ganadería, silvicultura y pesca;Establecimientos;73;
Santa Olalla del Cala;Industria, energía, agua y gestión de residuos;Establecimientos;11;
Santa Olalla del Cala;Construcción;Establecimientos;20;
Santa Olalla del Cala;Comercio;Establecimientos;50;
Santa Olalla del Cala;Transporte y almacenamiento;Establecimientos;12;
Santa Olalla del Cala;Hostelería;Establecimientos;16;
Santa Olalla del Cala;Información y comunicaciones;Establecimientos;1;
Santa Olalla del Cala;Banca y seguros;Establecimientos;4;
Santa Olalla del Cala;Administración pública, educación y sanidad;Establecimientos;15;
Santa Olalla del Cala;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;25;
Santa Olalla del Cala;TOTAL;Establecimientos;227;
Trigueros;Agricultura, ganadería, silvicultura y pesca;Establecimientos;53;
Trigueros;Industria, energía, agua y gestión de residuos;Establecimientos;26;
Trigueros;Construcción;Establecimientos;42;
Trigueros;Comercio;Establecimientos;125;
Trigueros;Transporte y almacenamiento;Establecimientos;21;
Trigueros;Hostelería;Establecimientos;41;
Trigueros;Información y comunicaciones;Establecimientos;3;
Trigueros;Banca y seguros;Establecimientos;16;
Trigueros;Administración pública, educación y sanidad;Establecimientos;27;
Trigueros;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;93;
Trigueros;TOTAL;Establecimientos;447;
Valdelarco;Agricultura, ganadería, silvicultura y pesca;Establecimientos;3;
Valdelarco;Industria, energía, agua y gestión de residuos;Establecimientos;2;
Valdelarco;Construcción;Establecimientos;2;
Valdelarco;Comercio;Establecimientos;5;
Valdelarco;Transporte y almacenamiento;Establecimientos;-;
Valdelarco;Hostelería;Establecimientos;5;
Valdelarco;Información y comunicaciones;Establecimientos;-;
Valdelarco;Banca y seguros;Establecimientos;-;
Valdelarco;Administración pública, educación y sanidad;Establecimientos;2;
Valdelarco;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;5;
Valdelarco;TOTAL;Establecimientos;24;
Valverde del Camino;Agricultura, ganadería, silvicultura y pesca;Establecimientos;44;
Valverde del Camino;Industria, energía, agua y gestión de residuos;Establecimientos;99;
Valverde del Camino;Construcción;Establecimientos;89;
Valverde del Camino;Comercio;Establecimientos;246;
Valverde del Camino;Transporte y almacenamiento;Establecimientos;29;
Valverde del Camino;Hostelería;Establecimientos;58;
Valverde del Camino;Información y comunicaciones;Establecimientos;9;
Valverde del Camino;Banca y seguros;Establecimientos;22;
Valverde del Camino;Administración pública, educación y sanidad;Establecimientos;80;
Valverde del Camino;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;189;
Valverde del Camino;TOTAL;Establecimientos;865;
Villablanca;Agricultura, ganadería, silvicultura y pesca;Establecimientos;88;
Villablanca;Industria, energía, agua y gestión de residuos;Establecimientos;7;
Villablanca;Construcción;Establecimientos;22;
Villablanca;Comercio;Establecimientos;48;
Villablanca;Transporte y almacenamiento;Establecimientos;4;
Villablanca;Hostelería;Establecimientos;21;
Villablanca;Información y comunicaciones;Establecimientos;-;
Villablanca;Banca y seguros;Establecimientos;4;
Villablanca;Administración pública, educación y sanidad;Establecimientos;14;
Villablanca;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;25;
Villablanca;TOTAL;Establecimientos;233;
Villalba del Alcor;Agricultura, ganadería, silvicultura y pesca;Establecimientos;27;
Villalba del Alcor;Industria, energía, agua y gestión de residuos;Establecimientos;18;
Villalba del Alcor;Construcción;Establecimientos;18;
Villalba del Alcor;Comercio;Establecimientos;68;
Villalba del Alcor;Transporte y almacenamiento;Establecimientos;9;
Villalba del Alcor;Hostelería;Establecimientos;11;
Villalba del Alcor;Información y comunicaciones;Establecimientos;2;
Villalba del Alcor;Banca y seguros;Establecimientos;4;
Villalba del Alcor;Administración pública, educación y sanidad;Establecimientos;15;
Villalba del Alcor;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;27;
Villalba del Alcor;TOTAL;Establecimientos;199;
Villanueva de las Cruces;Agricultura, ganadería, silvicultura y pesca;Establecimientos;9;
Villanueva de las Cruces;Industria, energía, agua y gestión de residuos;Establecimientos;-;
Villanueva de las Cruces;Construcción;Establecimientos;-;
Villanueva de las Cruces;Comercio;Establecimientos;5;
Villanueva de las Cruces;Transporte y almacenamiento;Establecimientos;1;
Villanueva de las Cruces;Hostelería;Establecimientos;2;
Villanueva de las Cruces;Información y comunicaciones;Establecimientos;-;
Villanueva de las Cruces;Banca y seguros;Establecimientos;1;
Villanueva de las Cruces;Administración pública, educación y sanidad;Establecimientos;3;
Villanueva de las Cruces;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;-;
Villanueva de las Cruces;TOTAL;Establecimientos;21;
Villanueva de los Castillejos;Agricultura, ganadería, silvicultura y pesca;Establecimientos;78;
Villanueva de los Castillejos;Industria, energía, agua y gestión de residuos;Establecimientos;24;
Villanueva de los Castillejos;Construcción;Establecimientos;26;
Villanueva de los Castillejos;Comercio;Establecimientos;60;
Villanueva de los Castillejos;Transporte y almacenamiento;Establecimientos;6;
Villanueva de los Castillejos;Hostelería;Establecimientos;10;
Villanueva de los Castillejos;Información y comunicaciones;Establecimientos;1;
Villanueva de los Castillejos;Banca y seguros;Establecimientos;9;
Villanueva de los Castillejos;Administración pública, educación y sanidad;Establecimientos;21;
Villanueva de los Castillejos;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;38;
Villanueva de los Castillejos;TOTAL;Establecimientos;273;
Villarrasa;Agricultura, ganadería, silvicultura y pesca;Establecimientos;40;
Villarrasa;Industria, energía, agua y gestión de residuos;Establecimientos;10;
Villarrasa;Construcción;Establecimientos;10;
Villarrasa;Comercio;Establecimientos;35;
Villarrasa;Transporte y almacenamiento;Establecimientos;9;
Villarrasa;Hostelería;Establecimientos;11;
Villarrasa;Información y comunicaciones;Establecimientos;-;
Villarrasa;Banca y seguros;Establecimientos;3;
Villarrasa;Administración pública, educación y sanidad;Establecimientos;7;
Villarrasa;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;16;
Villarrasa;TOTAL;Establecimientos;141;
Zalamea la Real;Agricultura, ganadería, silvicultura y pesca;Establecimientos;37;
Zalamea la Real;Industria, energía, agua y gestión de residuos;Establecimientos;9;
Zalamea la Real;Construcción;Establecimientos;13;
Zalamea la Real;Comercio;Establecimientos;44;
Zalamea la Real;Transporte y almacenamiento;Establecimientos;3;
Zalamea la Real;Hostelería;Establecimientos;18;
Zalamea la Real;Información y comunicaciones;Establecimientos;1;
Zalamea la Real;Banca y seguros;Establecimientos;4;
Zalamea la Real;Administración pública, educación y sanidad;Establecimientos;21;
Zalamea la Real;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;22;
Zalamea la Real;TOTAL;Establecimientos;172;
Zufre;Agricultura, ganadería, silvicultura y pesca;Establecimientos;43;
Zufre;Industria, energía, agua y gestión de residuos;Establecimientos;4;
Zufre;Construcción;Establecimientos;5;
Zufre;Comercio;Establecimientos;12;
Zufre;Transporte y almacenamiento;Establecimientos;3;
Zufre;Hostelería;Establecimientos;13;
Zufre;Información y comunicaciones;Establecimientos;-;
Zufre;Banca y seguros;Establecimientos;3;
Zufre;Administración pública, educación y sanidad;Establecimientos;5;
Zufre;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;7;
Zufre;TOTAL;Establecimientos;95;
Jaén;Agricultura, ganadería, silvicultura y pesca;Establecimientos;17093;
Jaén;Industria, energía, agua y gestión de residuos;Establecimientos;3711;
Jaén;Construcción;Establecimientos;3970;
Jaén;Comercio;Establecimientos;11932;
Jaén;Transporte y almacenamiento;Establecimientos;2426;
Jaén;Hostelería;Establecimientos;3389;
Jaén;Información y comunicaciones;Establecimientos;408;
Jaén;Banca y seguros;Establecimientos;1356;
Jaén;Administración pública, educación y sanidad;Establecimientos;3758;
Jaén;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;9459;
Jaén;TOTAL;Establecimientos;57502;
Albanchez de Mágina;Agricultura, ganadería, silvicultura y pesca;Establecimientos;52;
Albanchez de Mágina;Industria, energía, agua y gestión de residuos;Establecimientos;5;
Albanchez de Mágina;Construcción;Establecimientos;5;
Albanchez de Mágina;Comercio;Establecimientos;15;
Albanchez de Mágina;Transporte y almacenamiento;Establecimientos;2;
Albanchez de Mágina;Hostelería;Establecimientos;11;
Albanchez de Mágina;Información y comunicaciones;Establecimientos;-;
Albanchez de Mágina;Banca y seguros;Establecimientos;2;
Albanchez de Mágina;Administración pública, educación y sanidad;Establecimientos;5;
Albanchez de Mágina;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;14;
Albanchez de Mágina;TOTAL;Establecimientos;111;
Alcalá la Real;Agricultura, ganadería, silvicultura y pesca;Establecimientos;699;
Alcalá la Real;Industria, energía, agua y gestión de residuos;Establecimientos;169;
Alcalá la Real;Construcción;Establecimientos;170;
Alcalá la Real;Comercio;Establecimientos;450;
Alcalá la Real;Transporte y almacenamiento;Establecimientos;110;
Alcalá la Real;Hostelería;Establecimientos;91;
Alcalá la Real;Información y comunicaciones;Establecimientos;26;
Alcalá la Real;Banca y seguros;Establecimientos;53;
Alcalá la Real;Administración pública, educación y sanidad;Establecimientos;137;
