Territorio; Tipo de tecnología ;Medida;Valor;
Cogollos de la Vega;4G (LTE);Cobertura (%);100;
Cogollos de la Vega;5G (NR+DSS);Cobertura (%);100;
Cogollos de la Vega;5G-Banda 3,5GHz;Cobertura (%);0;
Colomera;HFC;Cobertura (%);0;
Colomera;FTTH;Cobertura (%);83,469150175;
Colomera;Inalámbrico fijo;Cobertura (%);94,295692666;
Colomera;4G (LTE);Cobertura (%);98,521119948;
Colomera;5G (NR+DSS);Cobertura (%);1,753644926;
Colomera;5G-Banda 3,5GHz;Cobertura (%);0;
Cortes de Baza;HFC;Cobertura (%);0;
Cortes de Baza;FTTH;Cobertura (%);71,129394166;
Cortes de Baza;Inalámbrico fijo;Cobertura (%);95,2131638;
Cortes de Baza;4G (LTE);Cobertura (%);98,588363477;
Cortes de Baza;5G (NR+DSS);Cobertura (%);3,143637436;
Cortes de Baza;5G-Banda 3,5GHz;Cobertura (%);0;
Cortes y Graena;HFC;Cobertura (%);0;
Cortes y Graena;FTTH;Cobertura (%);70,145310436;
Cortes y Graena;Inalámbrico fijo;Cobertura (%);100;
Cortes y Graena;4G (LTE);Cobertura (%);99,999999949;
Cortes y Graena;5G (NR+DSS);Cobertura (%);29,353306885;
Cortes y Graena;5G-Banda 3,5GHz;Cobertura (%);0;
Cuevas del Campo;HFC;Cobertura (%);0;
Cuevas del Campo;FTTH;Cobertura (%);63,268744735;
Cuevas del Campo;Inalámbrico fijo;Cobertura (%);99,157540017;
Cuevas del Campo;4G (LTE);Cobertura (%);99,999999791;
Cuevas del Campo;5G (NR+DSS);Cobertura (%);98,255428355;
Cuevas del Campo;5G-Banda 3,5GHz;Cobertura (%);0;
Cúllar;HFC;Cobertura (%);0;
Cúllar;FTTH;Cobertura (%);79,47845805;
Cúllar;Inalámbrico fijo;Cobertura (%);93,764172336;
Cúllar;4G (LTE);Cobertura (%);99,762187752;
Cúllar;5G (NR+DSS);Cobertura (%);86,45839419;
Cúllar;5G-Banda 3,5GHz;Cobertura (%);0;
Cúllar Vega;HFC;Cobertura (%);0;
Cúllar Vega;FTTH;Cobertura (%);98,021978022;
Cúllar Vega;Inalámbrico fijo;Cobertura (%);100;
Cúllar Vega;4G (LTE);Cobertura (%);100;
Cúllar Vega;5G (NR+DSS);Cobertura (%);100;
Cúllar Vega;5G-Banda 3,5GHz;Cobertura (%);78,681702589;
Darro;HFC;Cobertura (%);0;
Darro;FTTH;Cobertura (%);84,360189573;
Darro;Inalámbrico fijo;Cobertura (%);99,881516588;
Darro;4G (LTE);Cobertura (%);99,971220919;
Darro;5G (NR+DSS);Cobertura (%);99,942640429;
Darro;5G-Banda 3,5GHz;Cobertura (%);0;
Dehesas de Guadix;HFC;Cobertura (%);0;
Dehesas de Guadix;FTTH;Cobertura (%);97,482014388;
Dehesas de Guadix;Inalámbrico fijo;Cobertura (%);98,561151079;
Dehesas de Guadix;4G (LTE);Cobertura (%);100;
Dehesas de Guadix;5G (NR+DSS);Cobertura (%);0;
Dehesas de Guadix;5G-Banda 3,5GHz;Cobertura (%);0;
Dehesas Viejas;HFC;Cobertura (%);0;
Dehesas Viejas;FTTH;Cobertura (%);98,141891892;
Dehesas Viejas;Inalámbrico fijo;Cobertura (%);98,817567568;
Dehesas Viejas;4G (LTE);Cobertura (%);99,999999769;
Dehesas Viejas;5G (NR+DSS);Cobertura (%);99,999999769;
Dehesas Viejas;5G-Banda 3,5GHz;Cobertura (%);0;
Deifontes;HFC;Cobertura (%);0;
Deifontes;FTTH;Cobertura (%);87,325102881;
Deifontes;Inalámbrico fijo;Cobertura (%);100;
Deifontes;4G (LTE);Cobertura (%);99,999999873;
Deifontes;5G (NR+DSS);Cobertura (%);99,980466016;
Deifontes;5G-Banda 3,5GHz;Cobertura (%);0;
Diezma;HFC;Cobertura (%);0;
Diezma;FTTH;Cobertura (%);89,430894309;
Diezma;Inalámbrico fijo;Cobertura (%);100;
Diezma;4G (LTE);Cobertura (%);99,936571428;
Diezma;5G (NR+DSS);Cobertura (%);90,387650363;
Diezma;5G-Banda 3,5GHz;Cobertura (%);0;
Dílar;HFC;Cobertura (%);0;
Dílar;FTTH;Cobertura (%);92,678725237;
Dílar;Inalámbrico fijo;Cobertura (%);99,655469423;
Dílar;4G (LTE);Cobertura (%);99,881709474;
Dílar;5G (NR+DSS);Cobertura (%);80,239312138;
Dílar;5G-Banda 3,5GHz;Cobertura (%);0;
Dólar;HFC;Cobertura (%);0;
Dólar;FTTH;Cobertura (%);77,537796976;
Dólar;Inalámbrico fijo;Cobertura (%);87,904967603;
Dólar;4G (LTE);Cobertura (%);99,999999962;
Dólar;5G (NR+DSS);Cobertura (%);93,790158892;
Dólar;5G-Banda 3,5GHz;Cobertura (%);0;
Domingo Pérez de Granada;HFC;Cobertura (%);0;
Domingo Pérez de Granada;FTTH;Cobertura (%);95,706618962;
Domingo Pérez de Granada;Inalámbrico fijo;Cobertura (%);95,169946333;
Domingo Pérez de Granada;4G (LTE);Cobertura (%);99,823162807;
Domingo Pérez de Granada;5G (NR+DSS);Cobertura (%);0;
Domingo Pérez de Granada;5G-Banda 3,5GHz;Cobertura (%);0;
Dúdar;HFC;Cobertura (%);0;
Dúdar;FTTH;Cobertura (%);89,545454545;
Dúdar;Inalámbrico fijo;Cobertura (%);100;
Dúdar;4G (LTE);Cobertura (%);99,999999974;
Dúdar;5G (NR+DSS);Cobertura (%);0;
Dúdar;5G-Banda 3,5GHz;Cobertura (%);0;
Dúrcal;HFC;Cobertura (%);0;
Dúrcal;FTTH;Cobertura (%);97,266265719;
Dúrcal;Inalámbrico fijo;Cobertura (%);99,945325314;
Dúrcal;4G (LTE);Cobertura (%);99,972889077;
Dúrcal;5G (NR+DSS);Cobertura (%);99,972889077;
Dúrcal;5G-Banda 3,5GHz;Cobertura (%);0;
El Pinar;HFC;Cobertura (%);0;
El Pinar;FTTH;Cobertura (%);97,02300406;
El Pinar;Inalámbrico fijo;Cobertura (%);100;
El Pinar;4G (LTE);Cobertura (%);100;
El Pinar;5G (NR+DSS);Cobertura (%);88,414379641;
El Pinar;5G-Banda 3,5GHz;Cobertura (%);0;
El Valle;HFC;Cobertura (%);0;
El Valle;FTTH;Cobertura (%);98,658536585;
El Valle;Inalámbrico fijo;Cobertura (%);82,56097561;
El Valle;4G (LTE);Cobertura (%);98,882501462;
El Valle;5G (NR+DSS);Cobertura (%);61,949678842;
El Valle;5G-Banda 3,5GHz;Cobertura (%);0;
Escúzar;HFC;Cobertura (%);0;
Escúzar;FTTH;Cobertura (%);93,521594684;
Escúzar;Inalámbrico fijo;Cobertura (%);100;
Escúzar;4G (LTE);Cobertura (%);100;
Escúzar;5G (NR+DSS);Cobertura (%);100;
Escúzar;5G-Banda 3,5GHz;Cobertura (%);0;
Ferreira;HFC;Cobertura (%);0;
Ferreira;FTTH;Cobertura (%);95,594713656;
Ferreira;Inalámbrico fijo;Cobertura (%);98,678414097;
Ferreira;4G (LTE);Cobertura (%);100;
Ferreira;5G (NR+DSS);Cobertura (%);23,247234756;
Ferreira;5G-Banda 3,5GHz;Cobertura (%);0;
Fonelas;HFC;Cobertura (%);0;
Fonelas;FTTH;Cobertura (%);90,56122449;
Fonelas;Inalámbrico fijo;Cobertura (%);99,744897959;
Fonelas;4G (LTE);Cobertura (%);100;
Fonelas;5G (NR+DSS);Cobertura (%);2,123481233;
Fonelas;5G-Banda 3,5GHz;Cobertura (%);0;
Fornes;HFC;Cobertura (%);0;
Fornes;FTTH;Cobertura (%);74,789915966;
Fornes;Inalámbrico fijo;Cobertura (%);100;
Fornes;4G (LTE);Cobertura (%);100;
Fornes;5G (NR+DSS);Cobertura (%);54,521392448;
Fornes;5G-Banda 3,5GHz;Cobertura (%);0;
Freila;HFC;Cobertura (%);0;
Freila;FTTH;Cobertura (%);75,397973951;
Freila;Inalámbrico fijo;Cobertura (%);100;
Freila;4G (LTE);Cobertura (%);99,999999648;
Freila;5G (NR+DSS);Cobertura (%);5,674377417;
Freila;5G-Banda 3,5GHz;Cobertura (%);0;
Fuente Vaqueros;HFC;Cobertura (%);0;
Fuente Vaqueros;FTTH;Cobertura (%);96,336206897;
Fuente Vaqueros;Inalámbrico fijo;Cobertura (%);100;
Fuente Vaqueros;4G (LTE);Cobertura (%);99,999999982;
Fuente Vaqueros;5G (NR+DSS);Cobertura (%);99,999999982;
Fuente Vaqueros;5G-Banda 3,5GHz;Cobertura (%);0,783873339;
Galera;HFC;Cobertura (%);0;
Galera;FTTH;Cobertura (%);74,233490566;
Galera;Inalámbrico fijo;Cobertura (%);98,172169811;
Galera;4G (LTE);Cobertura (%);100;
Galera;5G (NR+DSS);Cobertura (%);29,225504532;
Galera;5G-Banda 3,5GHz;Cobertura (%);0;
Gobernador;HFC;Cobertura (%);0;
Gobernador;FTTH;Cobertura (%);80,526315789;
Gobernador;Inalámbrico fijo;Cobertura (%);93,684210526;
Gobernador;4G (LTE);Cobertura (%);99,999999304;
Gobernador;5G (NR+DSS);Cobertura (%);7,617196893;
Gobernador;5G-Banda 3,5GHz;Cobertura (%);0;
Gójar;HFC;Cobertura (%);0;
Gójar;FTTH;Cobertura (%);90,9;
Gójar;Inalámbrico fijo;Cobertura (%);100;
Gójar;4G (LTE);Cobertura (%);99,999999953;
Gójar;5G (NR+DSS);Cobertura (%);99,983697577;
Gójar;5G-Banda 3,5GHz;Cobertura (%);0;
Gor;HFC;Cobertura (%);0;
Gor;FTTH;Cobertura (%);76,763990268;
Gor;Inalámbrico fijo;Cobertura (%);84,184914842;
Gor;4G (LTE);Cobertura (%);83,237936108;
Gor;5G (NR+DSS);Cobertura (%);42,407964954;
Gor;5G-Banda 3,5GHz;Cobertura (%);0;
Gorafe;HFC;Cobertura (%);0;
Gorafe;FTTH;Cobertura (%);78,03030303;
Gorafe;Inalámbrico fijo;Cobertura (%);99,242424242;
Gorafe;4G (LTE);Cobertura (%);99,999999843;
Gorafe;5G (NR+DSS);Cobertura (%);0;
Gorafe;5G-Banda 3,5GHz;Cobertura (%);0;
Granada (capital);HFC;Cobertura (%);61,436931173;
Granada (capital);FTTH;Cobertura (%);99,43422812;
Granada (capital);Inalámbrico fijo;Cobertura (%);99,975557505;
Granada (capital);4G (LTE);Cobertura (%);99,999976725;
Granada (capital);5G (NR+DSS);Cobertura (%);99,938263381;
Granada (capital);5G-Banda 3,5GHz;Cobertura (%);95,162570526;
Guadahortuna;HFC;Cobertura (%);0;
Guadahortuna;FTTH;Cobertura (%);87,986171132;
Guadahortuna;Inalámbrico fijo;Cobertura (%);97,234226448;
Guadahortuna;4G (LTE);Cobertura (%);100;
Guadahortuna;5G (NR+DSS);Cobertura (%);0,053828319;
Guadahortuna;5G-Banda 3,5GHz;Cobertura (%);0;
Guadix;HFC;Cobertura (%);0;
Guadix;FTTH;Cobertura (%);73,69011976;
Guadix;Inalámbrico fijo;Cobertura (%);99,410553892;
Guadix;4G (LTE);Cobertura (%);100;
Guadix;5G (NR+DSS);Cobertura (%);96,688033446;
Guadix;5G-Banda 3,5GHz;Cobertura (%);0;
Gualchos;HFC;Cobertura (%);0;
Gualchos;FTTH;Cobertura (%);98,084291188;
Gualchos;Inalámbrico fijo;Cobertura (%);100;
Gualchos;4G (LTE);Cobertura (%);99,999999977;
Gualchos;5G (NR+DSS);Cobertura (%);99,980107836;
Gualchos;5G-Banda 3,5GHz;Cobertura (%);65,787031452;
Güéjar Sierra;HFC;Cobertura (%);0;
Güéjar Sierra;FTTH;Cobertura (%);97,282929711;
Güéjar Sierra;Inalámbrico fijo;Cobertura (%);98,995865328;
Güéjar Sierra;4G (LTE);Cobertura (%);98,064035098;
Güéjar Sierra;5G (NR+DSS);Cobertura (%);79,294985332;
Güéjar Sierra;5G-Banda 3,5GHz;Cobertura (%);0;
Güevéjar;HFC;Cobertura (%);0;
Güevéjar;FTTH;Cobertura (%);86,282811177;
Güevéjar;Inalámbrico fijo;Cobertura (%);100;
Güevéjar;4G (LTE);Cobertura (%);99,999999925;
Güevéjar;5G (NR+DSS);Cobertura (%);99,999999925;
Güevéjar;5G-Banda 3,5GHz;Cobertura (%);0;
Huélago;HFC;Cobertura (%);0;
Huélago;FTTH;Cobertura (%);74,695121951;
Huélago;Inalámbrico fijo;Cobertura (%);100;
Huélago;4G (LTE);Cobertura (%);99,810750729;
Huélago;5G (NR+DSS);Cobertura (%);0,535431985;
Huélago;5G-Banda 3,5GHz;Cobertura (%);0;
Huéneja;HFC;Cobertura (%);0;
Huéneja;FTTH;Cobertura (%);87,378640777;
Huéneja;Inalámbrico fijo;Cobertura (%);87,162891046;
Huéneja;4G (LTE);Cobertura (%);99,553632316;
Huéneja;5G (NR+DSS);Cobertura (%);92,519870729;
Huéneja;5G-Banda 3,5GHz;Cobertura (%);0;
Huéscar;HFC;Cobertura (%);0;
Huéscar;FTTH;Cobertura (%);85,231825987;
Huéscar;Inalámbrico fijo;Cobertura (%);95,687845831;
Huéscar;4G (LTE);Cobertura (%);98,34591583;
Huéscar;5G (NR+DSS);Cobertura (%);98,399691033;
Huéscar;5G-Banda 3,5GHz;Cobertura (%);0;
Huétor de Santillán;HFC;Cobertura (%);0;
Huétor de Santillán;FTTH;Cobertura (%);84,759576202;
Huétor de Santillán;Inalámbrico fijo;Cobertura (%);98,451507742;
Huétor de Santillán;4G (LTE);Cobertura (%);99,999999731;
Huétor de Santillán;5G (NR+DSS);Cobertura (%);92,236735812;
Huétor de Santillán;5G-Banda 3,5GHz;Cobertura (%);0;
Huétor Tájar;HFC;Cobertura (%);0;
Huétor Tájar;FTTH;Cobertura (%);94,792690116;
Huétor Tájar;Inalámbrico fijo;Cobertura (%);100;
Huétor Tájar;4G (LTE);Cobertura (%);100;
Huétor Tájar;5G (NR+DSS);Cobertura (%);99,99835623;
Huétor Tájar;5G-Banda 3,5GHz;Cobertura (%);0;
Huétor Vega;HFC;Cobertura (%);0;
Huétor Vega;FTTH;Cobertura (%);97,040971168;
Huétor Vega;Inalámbrico fijo;Cobertura (%);100;
Huétor Vega;4G (LTE);Cobertura (%);100;
Huétor Vega;5G (NR+DSS);Cobertura (%);99,835129698;
Huétor Vega;5G-Banda 3,5GHz;Cobertura (%);71,276301061;
Íllora;HFC;Cobertura (%);0;
Íllora;FTTH;Cobertura (%);92,256296042;
Íllora;Inalámbrico fijo;Cobertura (%);99,554565702;
Íllora;4G (LTE);Cobertura (%);99,652931128;
Íllora;5G (NR+DSS);Cobertura (%);73,897495637;
Íllora;5G-Banda 3,5GHz;Cobertura (%);0,007925544;
Ítrabo;HFC;Cobertura (%);0;
Ítrabo;FTTH;Cobertura (%);60,9375;
Ítrabo;Inalámbrico fijo;Cobertura (%);95,625;
Ítrabo;4G (LTE);Cobertura (%);100;
Ítrabo;5G (NR+DSS);Cobertura (%);8,652481466;
Ítrabo;5G-Banda 3,5GHz;Cobertura (%);5,184988625;
Iznalloz;HFC;Cobertura (%);0;
Iznalloz;FTTH;Cobertura (%);83,122028526;
Iznalloz;Inalámbrico fijo;Cobertura (%);98,692551506;
Iznalloz;4G (LTE);Cobertura (%);99,948693884;
Iznalloz;5G (NR+DSS);Cobertura (%);78,21881389;
Iznalloz;5G-Banda 3,5GHz;Cobertura (%);0;
Játar;HFC;Cobertura (%);0;
Játar;FTTH;Cobertura (%);91,875;
Játar;Inalámbrico fijo;Cobertura (%);100;
Játar;4G (LTE);Cobertura (%);99,999999753;
Játar;5G (NR+DSS);Cobertura (%);99,999999753;
Játar;5G-Banda 3,5GHz;Cobertura (%);0;
Jayena;HFC;Cobertura (%);0;
Jayena;FTTH;Cobertura (%);93,648208469;
Jayena;Inalámbrico fijo;Cobertura (%);99,83713355;
Jayena;4G (LTE);Cobertura (%);100;
Jayena;5G (NR+DSS);Cobertura (%);99,886570008;
Jayena;5G-Banda 3,5GHz;Cobertura (%);0;
Jérez del Marquesado;HFC;Cobertura (%);0;
Jérez del Marquesado;FTTH;Cobertura (%);86,681974742;
Jérez del Marquesado;Inalámbrico fijo;Cobertura (%);84,959816303;
Jérez del Marquesado;4G (LTE);Cobertura (%);100;
Jérez del Marquesado;5G (NR+DSS);Cobertura (%);100;
Jérez del Marquesado;5G-Banda 3,5GHz;Cobertura (%);0;
Jete;HFC;Cobertura (%);0;
Jete;FTTH;Cobertura (%);48,355263158;
Jete;Inalámbrico fijo;Cobertura (%);99,013157895;
Jete;4G (LTE);Cobertura (%);99,999999577;
Jete;5G (NR+DSS);Cobertura (%);11,050635262;
Jete;5G-Banda 3,5GHz;Cobertura (%);0;
Jun;HFC;Cobertura (%);0;
Jun;FTTH;Cobertura (%);93,906154784;
Jun;Inalámbrico fijo;Cobertura (%);100;
Jun;4G (LTE);Cobertura (%);100;
Jun;5G (NR+DSS);Cobertura (%);99,162277163;
Jun;5G-Banda 3,5GHz;Cobertura (%);2,741889399;
Juviles;HFC;Cobertura (%);0;
Juviles;FTTH;Cobertura (%);82,638888889;
Juviles;Inalámbrico fijo;Cobertura (%);100;
Juviles;4G (LTE);Cobertura (%);100;
Juviles;5G (NR+DSS);Cobertura (%);100;
Juviles;5G-Banda 3,5GHz;Cobertura (%);0;
La Calahorra;HFC;Cobertura (%);0;
La Calahorra;FTTH;Cobertura (%);84,771573604;
La Calahorra;Inalámbrico fijo;Cobertura (%);100;
La Calahorra;4G (LTE);Cobertura (%);100;
La Calahorra;5G (NR+DSS);Cobertura (%);64,106755202;
La Calahorra;5G-Banda 3,5GHz;Cobertura (%);0;
La Malahá;HFC;Cobertura (%);0;
La Malahá;FTTH;Cobertura (%);94,2043222;
La Malahá;Inalámbrico fijo;Cobertura (%);100;
La Malahá;4G (LTE);Cobertura (%);100;
La Malahá;5G (NR+DSS);Cobertura (%);100;
La Malahá;5G-Banda 3,5GHz;Cobertura (%);0;
La Peza;HFC;Cobertura (%);0;
La Peza;FTTH;Cobertura (%);96,300326442;
La Peza;Inalámbrico fijo;Cobertura (%);99,455930359;
La Peza;4G (LTE);Cobertura (%);99,872822626;
La Peza;5G (NR+DSS);Cobertura (%);92,910453406;
La Peza;5G-Banda 3,5GHz;Cobertura (%);0;
La Taha;HFC;Cobertura (%);0;
La Taha;FTTH;Cobertura (%);42,836041359;
La Taha;Inalámbrico fijo;Cobertura (%);100;
La Taha;4G (LTE);Cobertura (%);100;
La Taha;5G (NR+DSS);Cobertura (%);100;
La Taha;5G-Banda 3,5GHz;Cobertura (%);0;
La Zubia;HFC;Cobertura (%);0;
La Zubia;FTTH;Cobertura (%);95,244107744;
La Zubia;Inalámbrico fijo;Cobertura (%);100;
La Zubia;4G (LTE);Cobertura (%);100;
La Zubia;5G (NR+DSS);Cobertura (%);99,03617102;
La Zubia;5G-Banda 3,5GHz;Cobertura (%);1,955590731;
Láchar;HFC;Cobertura (%);0;
Láchar;FTTH;Cobertura (%);97,69874477;
Láchar;Inalámbrico fijo;Cobertura (%);100;
Láchar;4G (LTE);Cobertura (%);99,999999819;
Láchar;5G (NR+DSS);Cobertura (%);91,283279564;
Láchar;5G-Banda 3,5GHz;Cobertura (%);0;
Lanjarón;HFC;Cobertura (%);0;
Lanjarón;FTTH;Cobertura (%);80,4536862;
Lanjarón;Inalámbrico fijo;Cobertura (%);99,735349716;
Lanjarón;4G (LTE);Cobertura (%);99,99999985;
Lanjarón;5G (NR+DSS);Cobertura (%);99,99999985;
Lanjarón;5G-Banda 3,5GHz;Cobertura (%);0;
Lanteira;HFC;Cobertura (%);0;
Lanteira;FTTH;Cobertura (%);76,659959759;
Lanteira;Inalámbrico fijo;Cobertura (%);100;
Lanteira;4G (LTE);Cobertura (%);99,999999723;
Lanteira;5G (NR+DSS);Cobertura (%);73,560118741;
Lanteira;5G-Banda 3,5GHz;Cobertura (%);0;
Las Gabias;HFC;Cobertura (%);0;
Las Gabias;FTTH;Cobertura (%);98,883025506;
Las Gabias;Inalámbrico fijo;Cobertura (%);100;
Las Gabias;4G (LTE);Cobertura (%);100;
Las Gabias;5G (NR+DSS);Cobertura (%);100;
Las Gabias;5G-Banda 3,5GHz;Cobertura (%);58,357342503;
Lecrín;HFC;Cobertura (%);0;
Lecrín;FTTH;Cobertura (%);97,554347826;
Lecrín;Inalámbrico fijo;Cobertura (%);99,72826087;
Lecrín;4G (LTE);Cobertura (%);100;
Lecrín;5G (NR+DSS);Cobertura (%);97,800166133;
Lecrín;5G-Banda 3,5GHz;Cobertura (%);0;
Lentegí;HFC;Cobertura (%);0;
Lentegí;FTTH;Cobertura (%);69,647696477;
Lentegí;Inalámbrico fijo;Cobertura (%);98,10298103;
Lentegí;4G (LTE);Cobertura (%);100;
Lentegí;5G (NR+DSS);Cobertura (%);100;
Lentegí;5G-Banda 3,5GHz;Cobertura (%);0;
Lobras;HFC;Cobertura (%);0;
Lobras;FTTH;Cobertura (%);61,176470588;
Lobras;Inalámbrico fijo;Cobertura (%);97,647058824;
Lobras;4G (LTE);Cobertura (%);99,999998666;
Lobras;5G (NR+DSS);Cobertura (%);91,634300803;
Lobras;5G-Banda 3,5GHz;Cobertura (%);0;
Loja;HFC;Cobertura (%);0;
Loja;FTTH;Cobertura (%);93,131712832;
Loja;Inalámbrico fijo;Cobertura (%);98,907103825;
Loja;4G (LTE);Cobertura (%);98,201244524;
Loja;5G (NR+DSS);Cobertura (%);96,515400516;
Loja;5G-Banda 3,5GHz;Cobertura (%);0;
Los Guájares;HFC;Cobertura (%);0;
Los Guájares;FTTH;Cobertura (%);81,750266809;
Los Guájares;Inalámbrico fijo;Cobertura (%);97,438633938;
Los Guájares;4G (LTE);Cobertura (%);99,751061107;
Los Guájares;5G (NR+DSS);Cobertura (%);45,518092671;
Los Guájares;5G-Banda 3,5GHz;Cobertura (%);0;
Lugros;HFC;Cobertura (%);0;
Lugros;FTTH;Cobertura (%);88,811188811;
Lugros;Inalámbrico fijo;Cobertura (%);100;
Lugros;4G (LTE);Cobertura (%);99,999999967;
Lugros;5G (NR+DSS);Cobertura (%);0;
Lugros;5G-Banda 3,5GHz;Cobertura (%);0;
Lújar;HFC;Cobertura (%);0;
Lújar;FTTH;Cobertura (%);88,698630137;
Lújar;Inalámbrico fijo;Cobertura (%);97,602739726;
Lújar;4G (LTE);Cobertura (%);100;
Lújar;5G (NR+DSS);Cobertura (%);17,862905597;
Lújar;5G-Banda 3,5GHz;Cobertura (%);12,13053745;
Maracena;HFC;Cobertura (%);0;
Maracena;FTTH;Cobertura (%);99,554971174;
Maracena;Inalámbrico fijo;Cobertura (%);100;
Maracena;4G (LTE);Cobertura (%);99,999999954;
Maracena;5G (NR+DSS);Cobertura (%);99,999999954;
Maracena;5G-Banda 3,5GHz;Cobertura (%);99,305787074;
Marchal;HFC;Cobertura (%);0;
Marchal;FTTH;Cobertura (%);82,191780822;
Marchal;Inalámbrico fijo;Cobertura (%);100;
Marchal;4G (LTE);Cobertura (%);99,999999611;
Marchal;5G (NR+DSS);Cobertura (%);54,013972749;
Marchal;5G-Banda 3,5GHz;Cobertura (%);0;
Moclín;HFC;Cobertura (%);0,079239303;
Moclín;FTTH;Cobertura (%);89,580031696;
Moclín;Inalámbrico fijo;Cobertura (%);99,722662441;
Moclín;4G (LTE);Cobertura (%);99,999999998;
Moclín;5G (NR+DSS);Cobertura (%);61,537772181;
Moclín;5G-Banda 3,5GHz;Cobertura (%);0;
Molvízar;HFC;Cobertura (%);0;
Molvízar;FTTH;Cobertura (%);71,58836689;
Molvízar;Inalámbrico fijo;Cobertura (%);100;
Molvízar;4G (LTE);Cobertura (%);99,999999651;
Molvízar;5G (NR+DSS);Cobertura (%);99,999999651;
Molvízar;5G-Banda 3,5GHz;Cobertura (%);0,369323825;
Monachil;HFC;Cobertura (%);0;
Monachil;FTTH;Cobertura (%);92,254029348;
Monachil;Inalámbrico fijo;Cobertura (%);99,879720953;
Monachil;4G (LTE);Cobertura (%);99,425187141;
Monachil;5G (NR+DSS);Cobertura (%);98,233096433;
Monachil;5G-Banda 3,5GHz;Cobertura (%);10,831715204;
Montefrío;HFC;Cobertura (%);0;
Montefrío;FTTH;Cobertura (%);74,561123524;
Montefrío;Inalámbrico fijo;Cobertura (%);88,573252474;
Montefrío;4G (LTE);Cobertura (%);98,828170723;
Montefrío;5G (NR+DSS);Cobertura (%);78,456820759;
Montefrío;5G-Banda 3,5GHz;Cobertura (%);68,621375348;
Montejícar;HFC;Cobertura (%);0;
Montejícar;FTTH;Cobertura (%);97,711670481;
Montejícar;Inalámbrico fijo;Cobertura (%);99,389778795;
Montejícar;4G (LTE);Cobertura (%);99,905249798;
Montejícar;5G (NR+DSS);Cobertura (%);99,458109153;
Montejícar;5G-Banda 3,5GHz;Cobertura (%);0;
Montillana;HFC;Cobertura (%);0;
Montillana;FTTH;Cobertura (%);83,78746594;
Montillana;Inalámbrico fijo;Cobertura (%);93,460490463;
Montillana;4G (LTE);Cobertura (%);97,35603261;
Montillana;5G (NR+DSS);Cobertura (%);0,084949503;
Montillana;5G-Banda 3,5GHz;Cobertura (%);0;
Moraleda de Zafayona;HFC;Cobertura (%);0;
Moraleda de Zafayona;FTTH;Cobertura (%);88,251986379;
Moraleda de Zafayona;Inalámbrico fijo;Cobertura (%);100;
Moraleda de Zafayona;4G (LTE);Cobertura (%);100;
Moraleda de Zafayona;5G (NR+DSS);Cobertura (%);97,042747505;
Moraleda de Zafayona;5G-Banda 3,5GHz;Cobertura (%);0;
Morelábor;HFC;Cobertura (%);0;
Morelábor;FTTH;Cobertura (%);86,542056075;
Morelábor;Inalámbrico fijo;Cobertura (%);93,831775701;
Morelábor;4G (LTE);Cobertura (%);99,999999747;
Morelábor;5G (NR+DSS);Cobertura (%);80,591354595;
Morelábor;5G-Banda 3,5GHz;Cobertura (%);0;
Motril;HFC;Cobertura (%);19,959392112;
Motril;FTTH;Cobertura (%);93,631944872;
Motril;Inalámbrico fijo;Cobertura (%);99,473943272;
Motril;4G (LTE);Cobertura (%);100;
Motril;5G (NR+DSS);Cobertura (%);99,754250547;
Motril;5G-Banda 3,5GHz;Cobertura (%);93,806169421;
Murtas;HFC;Cobertura (%);0;
Murtas;FTTH;Cobertura (%);47,198641766;
Murtas;Inalámbrico fijo;Cobertura (%);90,831918506;
Murtas;4G (LTE);Cobertura (%);99,999999251;
Murtas;5G (NR+DSS);Cobertura (%);79,958395891;
Murtas;5G-Banda 3,5GHz;Cobertura (%);0;
Nevada;HFC;Cobertura (%);0;
Nevada;FTTH;Cobertura (%);81,266726137;
Nevada;Inalámbrico fijo;Cobertura (%);100;
Nevada;4G (LTE);Cobertura (%);99,78268644;
Nevada;5G (NR+DSS);Cobertura (%);78,413101101;
Nevada;5G-Banda 3,5GHz;Cobertura (%);0;
Nigüelas;HFC;Cobertura (%);0;
Nigüelas;FTTH;Cobertura (%);76,976744186;
Nigüelas;Inalámbrico fijo;Cobertura (%);98,488372093;
Nigüelas;4G (LTE);Cobertura (%);100;
Nigüelas;5G (NR+DSS);Cobertura (%);100;
Nigüelas;5G-Banda 3,5GHz;Cobertura (%);0;
Nívar;HFC;Cobertura (%);0;
Nívar;FTTH;Cobertura (%);94,548551959;
Nívar;Inalámbrico fijo;Cobertura (%);99,829642249;
Nívar;4G (LTE);Cobertura (%);99,999999817;
Nívar;5G (NR+DSS);Cobertura (%);96,195476761;
Nívar;5G-Banda 3,5GHz;Cobertura (%);0;
Ogíjares;HFC;Cobertura (%);0;
Ogíjares;FTTH;Cobertura (%);99,56358164;
Ogíjares;Inalámbrico fijo;Cobertura (%);100;
Ogíjares;4G (LTE);Cobertura (%);100;
Ogíjares;5G (NR+DSS);Cobertura (%);100;
Ogíjares;5G-Banda 3,5GHz;Cobertura (%);3,689449185;
Orce;HFC;Cobertura (%);0;
Orce;FTTH;Cobertura (%);83,887915937;
Orce;Inalámbrico fijo;Cobertura (%);88,87915937;
