Territorio;Nivel educativo;Medida;Valor;
Priego de Córdoba;Enseñanzas de Régimen Especial;Número de centros;5;
Puente Genil;Infantil 1º ciclo;Número de centros;1;
Puente Genil;Infantil 2º ciclo;Número de centros;8;
Puente Genil;Primaria;Número de centros;8;
Puente Genil;Educación especial;Número de centros;5;
Puente Genil;E.S.O.;Número de centros;4;
Puente Genil;Bachillerato;Número de centros;3;
Puente Genil;Cursos acceso a otros niveles;Número de centros;-;
Puente Genil;Formación Profesional Básica;Número de centros;3;
Puente Genil;C. F. Grado Medio;Número de centros;2;
Puente Genil;C. F. Grado Superior;Número de centros;2;
Puente Genil;Enseñanzas de Régimen Especial;Número de centros;1;
Rute;Infantil 1º ciclo;Número de centros;-;
Rute;Infantil 2º ciclo;Número de centros;4;
Rute;Primaria;Número de centros;4;
Rute;Educación especial;Número de centros;3;
Rute;E.S.O.;Número de centros;1;
Rute;Bachillerato;Número de centros;1;
Rute;Cursos acceso a otros niveles;Número de centros;-;
Rute;Formación Profesional Básica;Número de centros;1;
Rute;C. F. Grado Medio;Número de centros;1;
Rute;C. F. Grado Superior;Número de centros;-;
Rute;Enseñanzas de Régimen Especial;Número de centros;-;
San Sebastián de los Ballesteros;Infantil 1º ciclo;Número de centros;1;
San Sebastián de los Ballesteros;Infantil 2º ciclo;Número de centros;1;
San Sebastián de los Ballesteros;Primaria;Número de centros;1;
San Sebastián de los Ballesteros;Educación especial;Número de centros;1;
San Sebastián de los Ballesteros;E.S.O.;Número de centros;-;
San Sebastián de los Ballesteros;Bachillerato;Número de centros;-;
San Sebastián de los Ballesteros;Cursos acceso a otros niveles;Número de centros;-;
San Sebastián de los Ballesteros;Formación Profesional Básica;Número de centros;-;
San Sebastián de los Ballesteros;C. F. Grado Medio;Número de centros;-;
San Sebastián de los Ballesteros;C. F. Grado Superior;Número de centros;-;
San Sebastián de los Ballesteros;Enseñanzas de Régimen Especial;Número de centros;-;
Santa Eufemia;Infantil 1º ciclo;Número de centros;-;
Santa Eufemia;Infantil 2º ciclo;Número de centros;1;
Santa Eufemia;Primaria;Número de centros;1;
Santa Eufemia;Educación especial;Número de centros;-;
Santa Eufemia;E.S.O.;Número de centros;-;
Santa Eufemia;Bachillerato;Número de centros;-;
Santa Eufemia;Cursos acceso a otros niveles;Número de centros;-;
Santa Eufemia;Formación Profesional Básica;Número de centros;-;
Santa Eufemia;C. F. Grado Medio;Número de centros;-;
Santa Eufemia;C. F. Grado Superior;Número de centros;-;
Santa Eufemia;Enseñanzas de Régimen Especial;Número de centros;-;
Santaella;Infantil 1º ciclo;Número de centros;1;
Santaella;Infantil 2º ciclo;Número de centros;2;
Santaella;Primaria;Número de centros;2;
Santaella;Educación especial;Número de centros;3;
Santaella;E.S.O.;Número de centros;1;
Santaella;Bachillerato;Número de centros;1;
Santaella;Cursos acceso a otros niveles;Número de centros;-;
Santaella;Formación Profesional Básica;Número de centros;1;
Santaella;C. F. Grado Medio;Número de centros;1;
Santaella;C. F. Grado Superior;Número de centros;-;
Santaella;Enseñanzas de Régimen Especial;Número de centros;-;
Torrecampo;Infantil 1º ciclo;Número de centros;-;
Torrecampo;Infantil 2º ciclo;Número de centros;1;
Torrecampo;Primaria;Número de centros;1;
Torrecampo;Educación especial;Número de centros;-;
Torrecampo;E.S.O.;Número de centros;1;
Torrecampo;Bachillerato;Número de centros;-;
Torrecampo;Cursos acceso a otros niveles;Número de centros;-;
Torrecampo;Formación Profesional Básica;Número de centros;-;
Torrecampo;C. F. Grado Medio;Número de centros;-;
Torrecampo;C. F. Grado Superior;Número de centros;-;
Torrecampo;Enseñanzas de Régimen Especial;Número de centros;-;
Valenzuela;Infantil 1º ciclo;Número de centros;-;
Valenzuela;Infantil 2º ciclo;Número de centros;1;
Valenzuela;Primaria;Número de centros;1;
Valenzuela;Educación especial;Número de centros;1;
Valenzuela;E.S.O.;Número de centros;1;
Valenzuela;Bachillerato;Número de centros;-;
Valenzuela;Cursos acceso a otros niveles;Número de centros;-;
Valenzuela;Formación Profesional Básica;Número de centros;-;
Valenzuela;C. F. Grado Medio;Número de centros;-;
Valenzuela;C. F. Grado Superior;Número de centros;-;
Valenzuela;Enseñanzas de Régimen Especial;Número de centros;-;
Valsequillo;Infantil 1º ciclo;Número de centros;-;
Valsequillo;Infantil 2º ciclo;Número de centros;1;
Valsequillo;Primaria;Número de centros;1;
Valsequillo;Educación especial;Número de centros;-;
Valsequillo;E.S.O.;Número de centros;-;
Valsequillo;Bachillerato;Número de centros;-;
Valsequillo;Cursos acceso a otros niveles;Número de centros;-;
Valsequillo;Formación Profesional Básica;Número de centros;-;
Valsequillo;C. F. Grado Medio;Número de centros;-;
Valsequillo;C. F. Grado Superior;Número de centros;-;
Valsequillo;Enseñanzas de Régimen Especial;Número de centros;-;
Villa del Río;Infantil 1º ciclo;Número de centros;1;
Villa del Río;Infantil 2º ciclo;Número de centros;1;
Villa del Río;Primaria;Número de centros;1;
Villa del Río;Educación especial;Número de centros;2;
Villa del Río;E.S.O.;Número de centros;1;
Villa del Río;Bachillerato;Número de centros;-;
Villa del Río;Cursos acceso a otros niveles;Número de centros;-;
Villa del Río;Formación Profesional Básica;Número de centros;1;
Villa del Río;C. F. Grado Medio;Número de centros;-;
Villa del Río;C. F. Grado Superior;Número de centros;-;
Villa del Río;Enseñanzas de Régimen Especial;Número de centros;1;
Villafranca de Córdoba;Infantil 1º ciclo;Número de centros;1;
Villafranca de Córdoba;Infantil 2º ciclo;Número de centros;1;
Villafranca de Córdoba;Primaria;Número de centros;1;
Villafranca de Córdoba;Educación especial;Número de centros;1;
Villafranca de Córdoba;E.S.O.;Número de centros;1;
Villafranca de Córdoba;Bachillerato;Número de centros;-;
Villafranca de Córdoba;Cursos acceso a otros niveles;Número de centros;-;
Villafranca de Córdoba;Formación Profesional Básica;Número de centros;1;
Villafranca de Córdoba;C. F. Grado Medio;Número de centros;-;
Villafranca de Córdoba;C. F. Grado Superior;Número de centros;-;
Villafranca de Córdoba;Enseñanzas de Régimen Especial;Número de centros;1;
Villanueva de Córdoba;Infantil 1º ciclo;Número de centros;-;
Villanueva de Córdoba;Infantil 2º ciclo;Número de centros;3;
Villanueva de Córdoba;Primaria;Número de centros;3;
Villanueva de Córdoba;Educación especial;Número de centros;2;
Villanueva de Córdoba;E.S.O.;Número de centros;1;
Villanueva de Córdoba;Bachillerato;Número de centros;1;
Villanueva de Córdoba;Cursos acceso a otros niveles;Número de centros;-;
Villanueva de Córdoba;Formación Profesional Básica;Número de centros;1;
Villanueva de Córdoba;C. F. Grado Medio;Número de centros;1;
Villanueva de Córdoba;C. F. Grado Superior;Número de centros;1;
Villanueva de Córdoba;Enseñanzas de Régimen Especial;Número de centros;-;
Villanueva del Duque;Infantil 1º ciclo;Número de centros;1;
Villanueva del Duque;Infantil 2º ciclo;Número de centros;1;
Villanueva del Duque;Primaria;Número de centros;1;
Villanueva del Duque;Educación especial;Número de centros;1;
Villanueva del Duque;E.S.O.;Número de centros;1;
Villanueva del Duque;Bachillerato;Número de centros;-;
Villanueva del Duque;Cursos acceso a otros niveles;Número de centros;-;
Villanueva del Duque;Formación Profesional Básica;Número de centros;-;
Villanueva del Duque;C. F. Grado Medio;Número de centros;-;
Villanueva del Duque;C. F. Grado Superior;Número de centros;-;
Villanueva del Duque;Enseñanzas de Régimen Especial;Número de centros;-;
Villanueva del Rey;Infantil 1º ciclo;Número de centros;1;
Villanueva del Rey;Infantil 2º ciclo;Número de centros;1;
Villanueva del Rey;Primaria;Número de centros;1;
Villanueva del Rey;Educación especial;Número de centros;-;
Villanueva del Rey;E.S.O.;Número de centros;-;
Villanueva del Rey;Bachillerato;Número de centros;-;
Villanueva del Rey;Cursos acceso a otros niveles;Número de centros;-;
Villanueva del Rey;Formación Profesional Básica;Número de centros;-;
Villanueva del Rey;C. F. Grado Medio;Número de centros;-;
Villanueva del Rey;C. F. Grado Superior;Número de centros;-;
Villanueva del Rey;Enseñanzas de Régimen Especial;Número de centros;-;
Villaralto;Infantil 1º ciclo;Número de centros;-;
Villaralto;Infantil 2º ciclo;Número de centros;1;
Villaralto;Primaria;Número de centros;1;
Villaralto;Educación especial;Número de centros;-;
Villaralto;E.S.O.;Número de centros;-;
Villaralto;Bachillerato;Número de centros;-;
Villaralto;Cursos acceso a otros niveles;Número de centros;-;
Villaralto;Formación Profesional Básica;Número de centros;-;
Villaralto;C. F. Grado Medio;Número de centros;-;
Villaralto;C. F. Grado Superior;Número de centros;-;
Villaralto;Enseñanzas de Régimen Especial;Número de centros;-;
Villaviciosa de Córdoba;Infantil 1º ciclo;Número de centros;1;
Villaviciosa de Córdoba;Infantil 2º ciclo;Número de centros;1;
Villaviciosa de Córdoba;Primaria;Número de centros;1;
Villaviciosa de Córdoba;Educación especial;Número de centros;-;
Villaviciosa de Córdoba;E.S.O.;Número de centros;1;
Villaviciosa de Córdoba;Bachillerato;Número de centros;-;
Villaviciosa de Córdoba;Cursos acceso a otros niveles;Número de centros;-;
Villaviciosa de Córdoba;Formación Profesional Básica;Número de centros;-;
Villaviciosa de Córdoba;C. F. Grado Medio;Número de centros;-;
Villaviciosa de Córdoba;C. F. Grado Superior;Número de centros;-;
Villaviciosa de Córdoba;Enseñanzas de Régimen Especial;Número de centros;-;
Zuheros;Infantil 1º ciclo;Número de centros;-;
Zuheros;Infantil 2º ciclo;Número de centros;1;
Zuheros;Primaria;Número de centros;1;
Zuheros;Educación especial;Número de centros;-;
Zuheros;E.S.O.;Número de centros;1;
Zuheros;Bachillerato;Número de centros;-;
Zuheros;Cursos acceso a otros niveles;Número de centros;-;
Zuheros;Formación Profesional Básica;Número de centros;-;
Zuheros;C. F. Grado Medio;Número de centros;-;
Zuheros;C. F. Grado Superior;Número de centros;-;
Zuheros;Enseñanzas de Régimen Especial;Número de centros;-;
Albolote;Infantil 1º ciclo;Número de centros;2;
Albolote;Infantil 2º ciclo;Número de centros;4;
Albolote;Primaria;Número de centros;3;
Albolote;Educación especial;Número de centros;2;
Albolote;E.S.O.;Número de centros;1;
Albolote;Bachillerato;Número de centros;1;
Albolote;Cursos acceso a otros niveles;Número de centros;-;
Albolote;Formación Profesional Básica;Número de centros;1;
Albolote;C. F. Grado Medio;Número de centros;1;
Albolote;C. F. Grado Superior;Número de centros;-;
Albolote;Enseñanzas de Régimen Especial;Número de centros;-;
Albondón;Infantil 1º ciclo;Número de centros;-;
Albondón;Infantil 2º ciclo;Número de centros;1;
Albondón;Primaria;Número de centros;1;
Albondón;Educación especial;Número de centros;-;
Albondón;E.S.O.;Número de centros;-;
Albondón;Bachillerato;Número de centros;-;
Albondón;Cursos acceso a otros niveles;Número de centros;-;
Albondón;Formación Profesional Básica;Número de centros;-;
Albondón;C. F. Grado Medio;Número de centros;-;
Albondón;C. F. Grado Superior;Número de centros;-;
Albondón;Enseñanzas de Régimen Especial;Número de centros;-;
Albuñol;Infantil 1º ciclo;Número de centros;2;
Albuñol;Infantil 2º ciclo;Número de centros;3;
Albuñol;Primaria;Número de centros;3;
Albuñol;Educación especial;Número de centros;1;
Albuñol;E.S.O.;Número de centros;2;
Albuñol;Bachillerato;Número de centros;1;
Albuñol;Cursos acceso a otros niveles;Número de centros;-;
Albuñol;Formación Profesional Básica;Número de centros;1;
Albuñol;C. F. Grado Medio;Número de centros;-;
Albuñol;C. F. Grado Superior;Número de centros;-;
Albuñol;Enseñanzas de Régimen Especial;Número de centros;-;
Albuñuelas;Infantil 1º ciclo;Número de centros;1;
Albuñuelas;Infantil 2º ciclo;Número de centros;1;
Albuñuelas;Primaria;Número de centros;1;
Albuñuelas;Educación especial;Número de centros;-;
Albuñuelas;E.S.O.;Número de centros;1;
Albuñuelas;Bachillerato;Número de centros;-;
Albuñuelas;Cursos acceso a otros niveles;Número de centros;-;
Albuñuelas;Formación Profesional Básica;Número de centros;-;
Albuñuelas;C. F. Grado Medio;Número de centros;-;
Albuñuelas;C. F. Grado Superior;Número de centros;-;
Albuñuelas;Enseñanzas de Régimen Especial;Número de centros;-;
Alfacar;Infantil 1º ciclo;Número de centros;-;
Alfacar;Infantil 2º ciclo;Número de centros;2;
Alfacar;Primaria;Número de centros;2;
Alfacar;Educación especial;Número de centros;-;
Alfacar;E.S.O.;Número de centros;1;
Alfacar;Bachillerato;Número de centros;-;
Alfacar;Cursos acceso a otros niveles;Número de centros;-;
Alfacar;Formación Profesional Básica;Número de centros;-;
Alfacar;C. F. Grado Medio;Número de centros;-;
Alfacar;C. F. Grado Superior;Número de centros;-;
Alfacar;Enseñanzas de Régimen Especial;Número de centros;1;
Algarinejo;Infantil 1º ciclo;Número de centros;1;
Algarinejo;Infantil 2º ciclo;Número de centros;2;
Algarinejo;Primaria;Número de centros;2;
Algarinejo;Educación especial;Número de centros;1;
Algarinejo;E.S.O.;Número de centros;1;
Algarinejo;Bachillerato;Número de centros;-;
Algarinejo;Cursos acceso a otros niveles;Número de centros;-;
Algarinejo;Formación Profesional Básica;Número de centros;-;
Algarinejo;C. F. Grado Medio;Número de centros;-;
Algarinejo;C. F. Grado Superior;Número de centros;-;
Algarinejo;Enseñanzas de Régimen Especial;Número de centros;-;
Alhama de Granada;Infantil 1º ciclo;Número de centros;2;
Alhama de Granada;Infantil 2º ciclo;Número de centros;3;
Alhama de Granada;Primaria;Número de centros;3;
Alhama de Granada;Educación especial;Número de centros;1;
Alhama de Granada;E.S.O.;Número de centros;2;
Alhama de Granada;Bachillerato;Número de centros;1;
Alhama de Granada;Cursos acceso a otros niveles;Número de centros;-;
Alhama de Granada;Formación Profesional Básica;Número de centros;1;
Alhama de Granada;C. F. Grado Medio;Número de centros;1;
Alhama de Granada;C. F. Grado Superior;Número de centros;-;
Alhama de Granada;Enseñanzas de Régimen Especial;Número de centros;-;
Alhendín;Infantil 1º ciclo;Número de centros;1;
Alhendín;Infantil 2º ciclo;Número de centros;2;
Alhendín;Primaria;Número de centros;2;
Alhendín;Educación especial;Número de centros;2;
Alhendín;E.S.O.;Número de centros;1;
Alhendín;Bachillerato;Número de centros;1;
Alhendín;Cursos acceso a otros niveles;Número de centros;-;
Alhendín;Formación Profesional Básica;Número de centros;-;
Alhendín;C. F. Grado Medio;Número de centros;-;
Alhendín;C. F. Grado Superior;Número de centros;-;
Alhendín;Enseñanzas de Régimen Especial;Número de centros;-;
Almuñécar;Infantil 1º ciclo;Número de centros;6;
Almuñécar;Infantil 2º ciclo;Número de centros;7;
Almuñécar;Primaria;Número de centros;7;
Almuñécar;Educación especial;Número de centros;7;
Almuñécar;E.S.O.;Número de centros;4;
Almuñécar;Bachillerato;Número de centros;3;
Almuñécar;Cursos acceso a otros niveles;Número de centros;-;
Almuñécar;Formación Profesional Básica;Número de centros;2;
Almuñécar;C. F. Grado Medio;Número de centros;2;
Almuñécar;C. F. Grado Superior;Número de centros;1;
Almuñécar;Enseñanzas de Régimen Especial;Número de centros;2;
Alpujarra de la Sierra;Infantil 1º ciclo;Número de centros;-;
Alpujarra de la Sierra;Infantil 2º ciclo;Número de centros;1;
Alpujarra de la Sierra;Primaria;Número de centros;1;
Alpujarra de la Sierra;Educación especial;Número de centros;1;
Alpujarra de la Sierra;E.S.O.;Número de centros;-;
Alpujarra de la Sierra;Bachillerato;Número de centros;-;
Alpujarra de la Sierra;Cursos acceso a otros niveles;Número de centros;-;
Alpujarra de la Sierra;Formación Profesional Básica;Número de centros;-;
Alpujarra de la Sierra;C. F. Grado Medio;Número de centros;-;
Alpujarra de la Sierra;C. F. Grado Superior;Número de centros;-;
Alpujarra de la Sierra;Enseñanzas de Régimen Especial;Número de centros;-;
Alquife;Infantil 1º ciclo;Número de centros;-;
Alquife;Infantil 2º ciclo;Número de centros;1;
Alquife;Primaria;Número de centros;1;
Alquife;Educación especial;Número de centros;-;
Alquife;E.S.O.;Número de centros;1;
Alquife;Bachillerato;Número de centros;-;
Alquife;Cursos acceso a otros niveles;Número de centros;-;
Alquife;Formación Profesional Básica;Número de centros;-;
Alquife;C. F. Grado Medio;Número de centros;-;
Alquife;C. F. Grado Superior;Número de centros;-;
Alquife;Enseñanzas de Régimen Especial;Número de centros;-;
Arenas del Rey;Infantil 1º ciclo;Número de centros;-;
Arenas del Rey;Infantil 2º ciclo;Número de centros;1;
Arenas del Rey;Primaria;Número de centros;1;
Arenas del Rey;Educación especial;Número de centros;-;
Arenas del Rey;E.S.O.;Número de centros;-;
Arenas del Rey;Bachillerato;Número de centros;-;
Arenas del Rey;Cursos acceso a otros niveles;Número de centros;-;
Arenas del Rey;Formación Profesional Básica;Número de centros;-;
Arenas del Rey;C. F. Grado Medio;Número de centros;-;
Arenas del Rey;C. F. Grado Superior;Número de centros;-;
Arenas del Rey;Enseñanzas de Régimen Especial;Número de centros;-;
Armilla;Infantil 1º ciclo;Número de centros;2;
Armilla;Infantil 2º ciclo;Número de centros;4;
Armilla;Primaria;Número de centros;4;
Armilla;Educación especial;Número de centros;5;
Armilla;E.S.O.;Número de centros;2;
Armilla;Bachillerato;Número de centros;2;
Armilla;Cursos acceso a otros niveles;Número de centros;-;
Armilla;Formación Profesional Básica;Número de centros;2;
Armilla;C. F. Grado Medio;Número de centros;2;
Armilla;C. F. Grado Superior;Número de centros;2;
Armilla;Enseñanzas de Régimen Especial;Número de centros;-;
Atarfe;Infantil 1º ciclo;Número de centros;4;
Atarfe;Infantil 2º ciclo;Número de centros;5;
Atarfe;Primaria;Número de centros;5;
Atarfe;Educación especial;Número de centros;3;
Atarfe;E.S.O.;Número de centros;2;
Atarfe;Bachillerato;Número de centros;2;
Atarfe;Cursos acceso a otros niveles;Número de centros;-;
Atarfe;Formación Profesional Básica;Número de centros;2;
Atarfe;C. F. Grado Medio;Número de centros;2;
Atarfe;C. F. Grado Superior;Número de centros;2;
Atarfe;Enseñanzas de Régimen Especial;Número de centros;-;
Baza;Infantil 1º ciclo;Número de centros;2;
Baza;Infantil 2º ciclo;Número de centros;4;
Baza;Primaria;Número de centros;4;
Baza;Educación especial;Número de centros;4;
Baza;E.S.O.;Número de centros;3;
Baza;Bachillerato;Número de centros;3;
Baza;Cursos acceso a otros niveles;Número de centros;-;
Baza;Formación Profesional Básica;Número de centros;3;
Baza;C. F. Grado Medio;Número de centros;2;
Baza;C. F. Grado Superior;Número de centros;2;
Baza;Enseñanzas de Régimen Especial;Número de centros;4;
Beas de Granada;Infantil 1º ciclo;Número de centros;-;
Beas de Granada;Infantil 2º ciclo;Número de centros;1;
Beas de Granada;Primaria;Número de centros;1;
Beas de Granada;Educación especial;Número de centros;-;
Beas de Granada;E.S.O.;Número de centros;-;
Beas de Granada;Bachillerato;Número de centros;-;
Beas de Granada;Cursos acceso a otros niveles;Número de centros;-;
Beas de Granada;Formación Profesional Básica;Número de centros;-;
Beas de Granada;C. F. Grado Medio;Número de centros;-;
Beas de Granada;C. F. Grado Superior;Número de centros;-;
Beas de Granada;Enseñanzas de Régimen Especial;Número de centros;-;
Beas de Guadix;Infantil 1º ciclo;Número de centros;-;
Beas de Guadix;Infantil 2º ciclo;Número de centros;1;
Beas de Guadix;Primaria;Número de centros;1;
Beas de Guadix;Educación especial;Número de centros;-;
Beas de Guadix;E.S.O.;Número de centros;-;
Beas de Guadix;Bachillerato;Número de centros;-;
Beas de Guadix;Cursos acceso a otros niveles;Número de centros;-;
Beas de Guadix;Formación Profesional Básica;Número de centros;-;
Beas de Guadix;C. F. Grado Medio;Número de centros;-;
Beas de Guadix;C. F. Grado Superior;Número de centros;-;
Beas de Guadix;Enseñanzas de Régimen Especial;Número de centros;-;
Benalúa;Infantil 1º ciclo;Número de centros;-;
Benalúa;Infantil 2º ciclo;Número de centros;1;
Benalúa;Primaria;Número de centros;1;
Benalúa;Educación especial;Número de centros;1;
Benalúa;E.S.O.;Número de centros;1;
Benalúa;Bachillerato;Número de centros;-;
Benalúa;Cursos acceso a otros niveles;Número de centros;-;
Benalúa;Formación Profesional Básica;Número de centros;-;
Benalúa;C. F. Grado Medio;Número de centros;-;
Benalúa;C. F. Grado Superior;Número de centros;-;
Benalúa;Enseñanzas de Régimen Especial;Número de centros;-;
Benalúa de las Villas;Infantil 1º ciclo;Número de centros;-;
Benalúa de las Villas;Infantil 2º ciclo;Número de centros;1;
Benalúa de las Villas;Primaria;Número de centros;1;
Benalúa de las Villas;Educación especial;Número de centros;-;
Benalúa de las Villas;E.S.O.;Número de centros;1;
Benalúa de las Villas;Bachillerato;Número de centros;-;
Benalúa de las Villas;Cursos acceso a otros niveles;Número de centros;-;
Benalúa de las Villas;Formación Profesional Básica;Número de centros;-;
Benalúa de las Villas;C. F. Grado Medio;Número de centros;-;
Benalúa de las Villas;C. F. Grado Superior;Número de centros;-;
Benalúa de las Villas;Enseñanzas de Régimen Especial;Número de centros;-;
Benamaurel;Infantil 1º ciclo;Número de centros;-;
Benamaurel;Infantil 2º ciclo;Número de centros;1;
Benamaurel;Primaria;Número de centros;1;
Benamaurel;Educación especial;Número de centros;2;
Benamaurel;E.S.O.;Número de centros;1;
Benamaurel;Bachillerato;Número de centros;-;
Benamaurel;Cursos acceso a otros niveles;Número de centros;-;
Benamaurel;Formación Profesional Básica;Número de centros;-;
Benamaurel;C. F. Grado Medio;Número de centros;-;
Benamaurel;C. F. Grado Superior;Número de centros;-;
Benamaurel;Enseñanzas de Régimen Especial;Número de centros;-;
Bérchules;Infantil 1º ciclo;Número de centros;-;
Bérchules;Infantil 2º ciclo;Número de centros;1;
Bérchules;Primaria;Número de centros;1;
Bérchules;Educación especial;Número de centros;-;
Bérchules;E.S.O.;Número de centros;1;
Bérchules;Bachillerato;Número de centros;-;
Bérchules;Cursos acceso a otros niveles;Número de centros;-;
Bérchules;Formación Profesional Básica;Número de centros;-;
Bérchules;C. F. Grado Medio;Número de centros;-;
Bérchules;C. F. Grado Superior;Número de centros;-;
Bérchules;Enseñanzas de Régimen Especial;Número de centros;-;
Cádiar;Infantil 1º ciclo;Número de centros;1;
Cádiar;Infantil 2º ciclo;Número de centros;1;
Cádiar;Primaria;Número de centros;1;
Cádiar;Educación especial;Número de centros;-;
Cádiar;E.S.O.;Número de centros;1;
Cádiar;Bachillerato;Número de centros;-;
Cádiar;Cursos acceso a otros niveles;Número de centros;-;
Cádiar;Formación Profesional Básica;Número de centros;-;
Cádiar;C. F. Grado Medio;Número de centros;-;
Cádiar;C. F. Grado Superior;Número de centros;-;
Cádiar;Enseñanzas de Régimen Especial;Número de centros;-;
Cájar;Infantil 1º ciclo;Número de centros;1;
Cájar;Infantil 2º ciclo;Número de centros;1;
Cájar;Primaria;Número de centros;1;
Cájar;Educación especial;Número de centros;1;
Cájar;E.S.O.;Número de centros;-;
Cájar;Bachillerato;Número de centros;-;
Cájar;Cursos acceso a otros niveles;Número de centros;-;
Cájar;Formación Profesional Básica;Número de centros;-;
Cájar;C. F. Grado Medio;Número de centros;-;
Cájar;C. F. Grado Superior;Número de centros;-;
Cájar;Enseñanzas de Régimen Especial;Número de centros;-;
Calicasas;Infantil 1º ciclo;Número de centros;-;
Calicasas;Infantil 2º ciclo;Número de centros;1;
Calicasas;Primaria;Número de centros;1;
Calicasas;Educación especial;Número de centros;-;
Calicasas;E.S.O.;Número de centros;-;
Calicasas;Bachillerato;Número de centros;-;
Calicasas;Cursos acceso a otros niveles;Número de centros;-;
Calicasas;Formación Profesional Básica;Número de centros;-;
Calicasas;C. F. Grado Medio;Número de centros;-;
Calicasas;C. F. Grado Superior;Número de centros;-;
Calicasas;Enseñanzas de Régimen Especial;Número de centros;-;
Campotéjar;Infantil 1º ciclo;Número de centros;1;
Campotéjar;Infantil 2º ciclo;Número de centros;1;
Campotéjar;Primaria;Número de centros;1;
Campotéjar;Educación especial;Número de centros;-;
Campotéjar;E.S.O.;Número de centros;1;
Campotéjar;Bachillerato;Número de centros;-;
Campotéjar;Cursos acceso a otros niveles;Número de centros;-;
Campotéjar;Formación Profesional Básica;Número de centros;-;
Campotéjar;C. F. Grado Medio;Número de centros;-;
Campotéjar;C. F. Grado Superior;Número de centros;-;
Campotéjar;Enseñanzas de Régimen Especial;Número de centros;-;
Caniles;Infantil 1º ciclo;Número de centros;1;
Caniles;Infantil 2º ciclo;Número de centros;1;
Caniles;Primaria;Número de centros;1;
Caniles;Educación especial;Número de centros;1;
Caniles;E.S.O.;Número de centros;1;
Caniles;Bachillerato;Número de centros;-;
Caniles;Cursos acceso a otros niveles;Número de centros;-;
Caniles;Formación Profesional Básica;Número de centros;-;
Caniles;C. F. Grado Medio;Número de centros;-;
Caniles;C. F. Grado Superior;Número de centros;-;
Caniles;Enseñanzas de Régimen Especial;Número de centros;-;
Capileira;Infantil 1º ciclo;Número de centros;-;
Capileira;Infantil 2º ciclo;Número de centros;1;
Capileira;Primaria;Número de centros;1;
Capileira;Educación especial;Número de centros;-;
Capileira;E.S.O.;Número de centros;-;
Capileira;Bachillerato;Número de centros;-;
Capileira;Cursos acceso a otros niveles;Número de centros;-;
Capileira;Formación Profesional Básica;Número de centros;-;
Capileira;C. F. Grado Medio;Número de centros;-;
Capileira;C. F. Grado Superior;Número de centros;-;
Capileira;Enseñanzas de Régimen Especial;Número de centros;-;
Castilléjar;Infantil 1º ciclo;Número de centros;1;
Castilléjar;Infantil 2º ciclo;Número de centros;1;
Castilléjar;Primaria;Número de centros;1;
Castilléjar;Educación especial;Número de centros;-;
Castilléjar;E.S.O.;Número de centros;-;
Castilléjar;Bachillerato;Número de centros;-;
Castilléjar;Cursos acceso a otros niveles;Número de centros;-;
Castilléjar;Formación Profesional Básica;Número de centros;-;
Castilléjar;C. F. Grado Medio;Número de centros;-;
Castilléjar;C. F. Grado Superior;Número de centros;-;
Castilléjar;Enseñanzas de Régimen Especial;Número de centros;-;
Castril;Infantil 1º ciclo;Número de centros;-;
Castril;Infantil 2º ciclo;Número de centros;3;
Castril;Primaria;Número de centros;3;
Castril;Educación especial;Número de centros;-;
Castril;E.S.O.;Número de centros;1;
Castril;Bachillerato;Número de centros;-;
Castril;Cursos acceso a otros niveles;Número de centros;-;
Castril;Formación Profesional Básica;Número de centros;-;
Castril;C. F. Grado Medio;Número de centros;-;
Castril;C. F. Grado Superior;Número de centros;-;
Castril;Enseñanzas de Régimen Especial;Número de centros;-;
Cenes de la Vega;Infantil 1º ciclo;Número de centros;-;
Cenes de la Vega;Infantil 2º ciclo;Número de centros;1;
Cenes de la Vega;Primaria;Número de centros;1;
Cenes de la Vega;Educación especial;Número de centros;-;
Cenes de la Vega;E.S.O.;Número de centros;-;
Cenes de la Vega;Bachillerato;Número de centros;-;
Cenes de la Vega;Cursos acceso a otros niveles;Número de centros;-;
Cenes de la Vega;Formación Profesional Básica;Número de centros;-;
Cenes de la Vega;C. F. Grado Medio;Número de centros;-;
Cenes de la Vega;C. F. Grado Superior;Número de centros;-;
Cenes de la Vega;Enseñanzas de Régimen Especial;Número de centros;-;
Chauchina;Infantil 1º ciclo;Número de centros;1;
Chauchina;Infantil 2º ciclo;Número de centros;1;
Chauchina;Primaria;Número de centros;1;
Chauchina;Educación especial;Número de centros;1;
Chauchina;E.S.O.;Número de centros;1;
Chauchina;Bachillerato;Número de centros;1;
Chauchina;Cursos acceso a otros niveles;Número de centros;-;
Chauchina;Formación Profesional Básica;Número de centros;1;
Chauchina;C. F. Grado Medio;Número de centros;-;
Chauchina;C. F. Grado Superior;Número de centros;-;
Chauchina;Enseñanzas de Régimen Especial;Número de centros;-;
Chimeneas;Infantil 1º ciclo;Número de centros;-;
Chimeneas;Infantil 2º ciclo;Número de centros;1;
Chimeneas;Primaria;Número de centros;1;
Chimeneas;Educación especial;Número de centros;-;
Chimeneas;E.S.O.;Número de centros;-;
Chimeneas;Bachillerato;Número de centros;-;
Chimeneas;Cursos acceso a otros niveles;Número de centros;-;
Chimeneas;Formación Profesional Básica;Número de centros;-;
