Territorio;Nivel educativo;Medida;Valor;
Chimeneas;C. F. Grado Medio;Número de centros;-;
Chimeneas;C. F. Grado Superior;Número de centros;-;
Chimeneas;Enseñanzas de Régimen Especial;Número de centros;-;
Churriana de la Vega;Infantil 1º ciclo;Número de centros;1;
Churriana de la Vega;Infantil 2º ciclo;Número de centros;2;
Churriana de la Vega;Primaria;Número de centros;3;
Churriana de la Vega;Educación especial;Número de centros;1;
Churriana de la Vega;E.S.O.;Número de centros;1;
Churriana de la Vega;Bachillerato;Número de centros;1;
Churriana de la Vega;Cursos acceso a otros niveles;Número de centros;-;
Churriana de la Vega;Formación Profesional Básica;Número de centros;1;
Churriana de la Vega;C. F. Grado Medio;Número de centros;1;
Churriana de la Vega;C. F. Grado Superior;Número de centros;1;
Churriana de la Vega;Enseñanzas de Régimen Especial;Número de centros;-;
Cijuela;Infantil 1º ciclo;Número de centros;1;
Cijuela;Infantil 2º ciclo;Número de centros;1;
Cijuela;Primaria;Número de centros;1;
Cijuela;Educación especial;Número de centros;1;
Cijuela;E.S.O.;Número de centros;-;
Cijuela;Bachillerato;Número de centros;-;
Cijuela;Cursos acceso a otros niveles;Número de centros;-;
Cijuela;Formación Profesional Básica;Número de centros;-;
Cijuela;C. F. Grado Medio;Número de centros;-;
Cijuela;C. F. Grado Superior;Número de centros;-;
Cijuela;Enseñanzas de Régimen Especial;Número de centros;-;
Cogollos de la Vega;Infantil 1º ciclo;Número de centros;-;
Cogollos de la Vega;Infantil 2º ciclo;Número de centros;1;
Cogollos de la Vega;Primaria;Número de centros;1;
Cogollos de la Vega;Educación especial;Número de centros;-;
Cogollos de la Vega;E.S.O.;Número de centros;1;
Cogollos de la Vega;Bachillerato;Número de centros;1;
Cogollos de la Vega;Cursos acceso a otros niveles;Número de centros;-;
Cogollos de la Vega;Formación Profesional Básica;Número de centros;1;
Cogollos de la Vega;C. F. Grado Medio;Número de centros;1;
Cogollos de la Vega;C. F. Grado Superior;Número de centros;1;
Cogollos de la Vega;Enseñanzas de Régimen Especial;Número de centros;-;
Colomera;Infantil 1º ciclo;Número de centros;1;
Colomera;Infantil 2º ciclo;Número de centros;1;
Colomera;Primaria;Número de centros;1;
Colomera;Educación especial;Número de centros;-;
Colomera;E.S.O.;Número de centros;1;
Colomera;Bachillerato;Número de centros;-;
Colomera;Cursos acceso a otros niveles;Número de centros;-;
Colomera;Formación Profesional Básica;Número de centros;-;
Colomera;C. F. Grado Medio;Número de centros;-;
Colomera;C. F. Grado Superior;Número de centros;-;
Colomera;Enseñanzas de Régimen Especial;Número de centros;-;
Cortes de Baza;Infantil 1º ciclo;Número de centros;-;
Cortes de Baza;Infantil 2º ciclo;Número de centros;2;
Cortes de Baza;Primaria;Número de centros;2;
Cortes de Baza;Educación especial;Número de centros;-;
Cortes de Baza;E.S.O.;Número de centros;1;
Cortes de Baza;Bachillerato;Número de centros;-;
Cortes de Baza;Cursos acceso a otros niveles;Número de centros;-;
Cortes de Baza;Formación Profesional Básica;Número de centros;-;
Cortes de Baza;C. F. Grado Medio;Número de centros;-;
Cortes de Baza;C. F. Grado Superior;Número de centros;-;
Cortes de Baza;Enseñanzas de Régimen Especial;Número de centros;-;
Cortes y Graena;Infantil 1º ciclo;Número de centros;-;
Cortes y Graena;Infantil 2º ciclo;Número de centros;1;
Cortes y Graena;Primaria;Número de centros;1;
Cortes y Graena;Educación especial;Número de centros;-;
Cortes y Graena;E.S.O.;Número de centros;-;
Cortes y Graena;Bachillerato;Número de centros;-;
Cortes y Graena;Cursos acceso a otros niveles;Número de centros;-;
Cortes y Graena;Formación Profesional Básica;Número de centros;-;
Cortes y Graena;C. F. Grado Medio;Número de centros;-;
Cortes y Graena;C. F. Grado Superior;Número de centros;-;
Cortes y Graena;Enseñanzas de Régimen Especial;Número de centros;-;
Cuevas del Campo;Infantil 1º ciclo;Número de centros;1;
Cuevas del Campo;Infantil 2º ciclo;Número de centros;1;
Cuevas del Campo;Primaria;Número de centros;1;
Cuevas del Campo;Educación especial;Número de centros;-;
Cuevas del Campo;E.S.O.;Número de centros;1;
Cuevas del Campo;Bachillerato;Número de centros;-;
Cuevas del Campo;Cursos acceso a otros niveles;Número de centros;-;
Cuevas del Campo;Formación Profesional Básica;Número de centros;-;
Cuevas del Campo;C. F. Grado Medio;Número de centros;-;
Cuevas del Campo;C. F. Grado Superior;Número de centros;-;
Cuevas del Campo;Enseñanzas de Régimen Especial;Número de centros;-;
Cúllar;Infantil 1º ciclo;Número de centros;1;
Cúllar;Infantil 2º ciclo;Número de centros;2;
Cúllar;Primaria;Número de centros;2;
Cúllar;Educación especial;Número de centros;-;
Cúllar;E.S.O.;Número de centros;1;
Cúllar;Bachillerato;Número de centros;-;
Cúllar;Cursos acceso a otros niveles;Número de centros;-;
Cúllar;Formación Profesional Básica;Número de centros;-;
Cúllar;C. F. Grado Medio;Número de centros;-;
Cúllar;C. F. Grado Superior;Número de centros;-;
Cúllar;Enseñanzas de Régimen Especial;Número de centros;-;
Cúllar Vega;Infantil 1º ciclo;Número de centros;1;
Cúllar Vega;Infantil 2º ciclo;Número de centros;1;
Cúllar Vega;Primaria;Número de centros;1;
Cúllar Vega;Educación especial;Número de centros;-;
Cúllar Vega;E.S.O.;Número de centros;1;
Cúllar Vega;Bachillerato;Número de centros;1;
Cúllar Vega;Cursos acceso a otros niveles;Número de centros;-;
Cúllar Vega;Formación Profesional Básica;Número de centros;-;
Cúllar Vega;C. F. Grado Medio;Número de centros;-;
Cúllar Vega;C. F. Grado Superior;Número de centros;-;
Cúllar Vega;Enseñanzas de Régimen Especial;Número de centros;-;
Darro;Infantil 1º ciclo;Número de centros;-;
Darro;Infantil 2º ciclo;Número de centros;1;
Darro;Primaria;Número de centros;1;
Darro;Educación especial;Número de centros;1;
Darro;E.S.O.;Número de centros;-;
Darro;Bachillerato;Número de centros;-;
Darro;Cursos acceso a otros niveles;Número de centros;-;
Darro;Formación Profesional Básica;Número de centros;-;
Darro;C. F. Grado Medio;Número de centros;-;
Darro;C. F. Grado Superior;Número de centros;-;
Darro;Enseñanzas de Régimen Especial;Número de centros;-;
Dehesas de Guadix;Infantil 1º ciclo;Número de centros;-;
Dehesas de Guadix;Infantil 2º ciclo;Número de centros;1;
Dehesas de Guadix;Primaria;Número de centros;1;
Dehesas de Guadix;Educación especial;Número de centros;-;
Dehesas de Guadix;E.S.O.;Número de centros;1;
Dehesas de Guadix;Bachillerato;Número de centros;-;
Dehesas de Guadix;Cursos acceso a otros niveles;Número de centros;-;
Dehesas de Guadix;Formación Profesional Básica;Número de centros;-;
Dehesas de Guadix;C. F. Grado Medio;Número de centros;-;
Dehesas de Guadix;C. F. Grado Superior;Número de centros;-;
Dehesas de Guadix;Enseñanzas de Régimen Especial;Número de centros;-;
Dehesas Viejas;Infantil 1º ciclo;Número de centros;-;
Dehesas Viejas;Infantil 2º ciclo;Número de centros;1;
Dehesas Viejas;Primaria;Número de centros;1;
Dehesas Viejas;Educación especial;Número de centros;1;
Dehesas Viejas;E.S.O.;Número de centros;1;
Dehesas Viejas;Bachillerato;Número de centros;-;
Dehesas Viejas;Cursos acceso a otros niveles;Número de centros;-;
Dehesas Viejas;Formación Profesional Básica;Número de centros;-;
Dehesas Viejas;C. F. Grado Medio;Número de centros;-;
Dehesas Viejas;C. F. Grado Superior;Número de centros;-;
Dehesas Viejas;Enseñanzas de Régimen Especial;Número de centros;-;
Deifontes;Infantil 1º ciclo;Número de centros;1;
Deifontes;Infantil 2º ciclo;Número de centros;1;
Deifontes;Primaria;Número de centros;1;
Deifontes;Educación especial;Número de centros;-;
Deifontes;E.S.O.;Número de centros;1;
Deifontes;Bachillerato;Número de centros;-;
Deifontes;Cursos acceso a otros niveles;Número de centros;-;
Deifontes;Formación Profesional Básica;Número de centros;-;
Deifontes;C. F. Grado Medio;Número de centros;-;
Deifontes;C. F. Grado Superior;Número de centros;-;
Deifontes;Enseñanzas de Régimen Especial;Número de centros;-;
Diezma;Infantil 1º ciclo;Número de centros;-;
Diezma;Infantil 2º ciclo;Número de centros;1;
Diezma;Primaria;Número de centros;1;
Diezma;Educación especial;Número de centros;-;
Diezma;E.S.O.;Número de centros;-;
Diezma;Bachillerato;Número de centros;-;
Diezma;Cursos acceso a otros niveles;Número de centros;-;
Diezma;Formación Profesional Básica;Número de centros;-;
Diezma;C. F. Grado Medio;Número de centros;-;
Diezma;C. F. Grado Superior;Número de centros;-;
Diezma;Enseñanzas de Régimen Especial;Número de centros;-;
Dílar;Infantil 1º ciclo;Número de centros;-;
Dílar;Infantil 2º ciclo;Número de centros;1;
Dílar;Primaria;Número de centros;1;
Dílar;Educación especial;Número de centros;-;
Dílar;E.S.O.;Número de centros;-;
Dílar;Bachillerato;Número de centros;-;
Dílar;Cursos acceso a otros niveles;Número de centros;-;
Dílar;Formación Profesional Básica;Número de centros;-;
Dílar;C. F. Grado Medio;Número de centros;-;
Dílar;C. F. Grado Superior;Número de centros;-;
Dílar;Enseñanzas de Régimen Especial;Número de centros;-;
Domingo Pérez de Granada;Infantil 1º ciclo;Número de centros;-;
Domingo Pérez de Granada;Infantil 2º ciclo;Número de centros;1;
Domingo Pérez de Granada;Primaria;Número de centros;1;
Domingo Pérez de Granada;Educación especial;Número de centros;-;
Domingo Pérez de Granada;E.S.O.;Número de centros;1;
Domingo Pérez de Granada;Bachillerato;Número de centros;-;
Domingo Pérez de Granada;Cursos acceso a otros niveles;Número de centros;-;
Domingo Pérez de Granada;Formación Profesional Básica;Número de centros;-;
Domingo Pérez de Granada;C. F. Grado Medio;Número de centros;-;
Domingo Pérez de Granada;C. F. Grado Superior;Número de centros;-;
Domingo Pérez de Granada;Enseñanzas de Régimen Especial;Número de centros;-;
Dúrcal;Infantil 1º ciclo;Número de centros;1;
Dúrcal;Infantil 2º ciclo;Número de centros;2;
Dúrcal;Primaria;Número de centros;2;
Dúrcal;Educación especial;Número de centros;2;
Dúrcal;E.S.O.;Número de centros;2;
Dúrcal;Bachillerato;Número de centros;2;
Dúrcal;Cursos acceso a otros niveles;Número de centros;-;
Dúrcal;Formación Profesional Básica;Número de centros;2;
Dúrcal;C. F. Grado Medio;Número de centros;2;
Dúrcal;C. F. Grado Superior;Número de centros;1;
Dúrcal;Enseñanzas de Régimen Especial;Número de centros;-;
El Pinar;Infantil 1º ciclo;Número de centros;-;
El Pinar;Infantil 2º ciclo;Número de centros;1;
El Pinar;Primaria;Número de centros;1;
El Pinar;Educación especial;Número de centros;-;
El Pinar;E.S.O.;Número de centros;1;
El Pinar;Bachillerato;Número de centros;-;
El Pinar;Cursos acceso a otros niveles;Número de centros;-;
El Pinar;Formación Profesional Básica;Número de centros;-;
El Pinar;C. F. Grado Medio;Número de centros;-;
El Pinar;C. F. Grado Superior;Número de centros;-;
El Pinar;Enseñanzas de Régimen Especial;Número de centros;-;
El Valle;Infantil 1º ciclo;Número de centros;-;
El Valle;Infantil 2º ciclo;Número de centros;1;
El Valle;Primaria;Número de centros;1;
El Valle;Educación especial;Número de centros;-;
El Valle;E.S.O.;Número de centros;1;
El Valle;Bachillerato;Número de centros;-;
El Valle;Cursos acceso a otros niveles;Número de centros;-;
El Valle;Formación Profesional Básica;Número de centros;-;
El Valle;C. F. Grado Medio;Número de centros;-;
El Valle;C. F. Grado Superior;Número de centros;-;
El Valle;Enseñanzas de Régimen Especial;Número de centros;-;
Escúzar;Infantil 1º ciclo;Número de centros;1;
Escúzar;Infantil 2º ciclo;Número de centros;1;
Escúzar;Primaria;Número de centros;1;
Escúzar;Educación especial;Número de centros;1;
Escúzar;E.S.O.;Número de centros;-;
Escúzar;Bachillerato;Número de centros;-;
Escúzar;Cursos acceso a otros niveles;Número de centros;-;
Escúzar;Formación Profesional Básica;Número de centros;-;
Escúzar;C. F. Grado Medio;Número de centros;-;
Escúzar;C. F. Grado Superior;Número de centros;-;
Escúzar;Enseñanzas de Régimen Especial;Número de centros;-;
Fonelas;Infantil 1º ciclo;Número de centros;-;
Fonelas;Infantil 2º ciclo;Número de centros;1;
Fonelas;Primaria;Número de centros;1;
Fonelas;Educación especial;Número de centros;-;
Fonelas;E.S.O.;Número de centros;-;
Fonelas;Bachillerato;Número de centros;-;
Fonelas;Cursos acceso a otros niveles;Número de centros;-;
Fonelas;Formación Profesional Básica;Número de centros;-;
Fonelas;C. F. Grado Medio;Número de centros;-;
Fonelas;C. F. Grado Superior;Número de centros;-;
Fonelas;Enseñanzas de Régimen Especial;Número de centros;-;
Fornes;Infantil 1º ciclo;Número de centros;-;
Fornes;Infantil 2º ciclo;Número de centros;1;
Fornes;Primaria;Número de centros;1;
Fornes;Educación especial;Número de centros;1;
Fornes;E.S.O.;Número de centros;-;
Fornes;Bachillerato;Número de centros;-;
Fornes;Cursos acceso a otros niveles;Número de centros;-;
Fornes;Formación Profesional Básica;Número de centros;-;
Fornes;C. F. Grado Medio;Número de centros;-;
Fornes;C. F. Grado Superior;Número de centros;-;
Fornes;Enseñanzas de Régimen Especial;Número de centros;-;
Freila;Infantil 1º ciclo;Número de centros;1;
Freila;Infantil 2º ciclo;Número de centros;1;
Freila;Primaria;Número de centros;1;
Freila;Educación especial;Número de centros;-;
Freila;E.S.O.;Número de centros;1;
Freila;Bachillerato;Número de centros;-;
Freila;Cursos acceso a otros niveles;Número de centros;-;
Freila;Formación Profesional Básica;Número de centros;-;
Freila;C. F. Grado Medio;Número de centros;-;
Freila;C. F. Grado Superior;Número de centros;-;
Freila;Enseñanzas de Régimen Especial;Número de centros;-;
Fuente Vaqueros;Infantil 1º ciclo;Número de centros;-;
Fuente Vaqueros;Infantil 2º ciclo;Número de centros;1;
Fuente Vaqueros;Primaria;Número de centros;1;
Fuente Vaqueros;Educación especial;Número de centros;1;
Fuente Vaqueros;E.S.O.;Número de centros;1;
Fuente Vaqueros;Bachillerato;Número de centros;-;
Fuente Vaqueros;Cursos acceso a otros niveles;Número de centros;-;
Fuente Vaqueros;Formación Profesional Básica;Número de centros;1;
Fuente Vaqueros;C. F. Grado Medio;Número de centros;-;
Fuente Vaqueros;C. F. Grado Superior;Número de centros;-;
Fuente Vaqueros;Enseñanzas de Régimen Especial;Número de centros;-;
Galera;Infantil 1º ciclo;Número de centros;-;
Galera;Infantil 2º ciclo;Número de centros;1;
Galera;Primaria;Número de centros;1;
Galera;Educación especial;Número de centros;-;
Galera;E.S.O.;Número de centros;-;
Galera;Bachillerato;Número de centros;-;
Galera;Cursos acceso a otros niveles;Número de centros;-;
Galera;Formación Profesional Básica;Número de centros;-;
Galera;C. F. Grado Medio;Número de centros;-;
Galera;C. F. Grado Superior;Número de centros;-;
Galera;Enseñanzas de Régimen Especial;Número de centros;-;
Gójar;Infantil 1º ciclo;Número de centros;-;
Gójar;Infantil 2º ciclo;Número de centros;1;
Gójar;Primaria;Número de centros;1;
Gójar;Educación especial;Número de centros;-;
Gójar;E.S.O.;Número de centros;1;
Gójar;Bachillerato;Número de centros;-;
Gójar;Cursos acceso a otros niveles;Número de centros;-;
Gójar;Formación Profesional Básica;Número de centros;-;
Gójar;C. F. Grado Medio;Número de centros;-;
Gójar;C. F. Grado Superior;Número de centros;-;
Gójar;Enseñanzas de Régimen Especial;Número de centros;-;
Gor;Infantil 1º ciclo;Número de centros;-;
Gor;Infantil 2º ciclo;Número de centros;1;
Gor;Primaria;Número de centros;1;
Gor;Educación especial;Número de centros;-;
Gor;E.S.O.;Número de centros;-;
Gor;Bachillerato;Número de centros;-;
Gor;Cursos acceso a otros niveles;Número de centros;-;
Gor;Formación Profesional Básica;Número de centros;-;
Gor;C. F. Grado Medio;Número de centros;-;
Gor;C. F. Grado Superior;Número de centros;-;
Gor;Enseñanzas de Régimen Especial;Número de centros;-;
Granada (capital);Infantil 1º ciclo;Número de centros;15;
Granada (capital);Infantil 2º ciclo;Número de centros;39;
