Territorio;Tipo de centros asistenciales;Medida;Valor;
Moclín;Otros;Plazas;-;
Moclín;Otros;Superficie cubierta;-;
Moclín;Otros;Superficie aire libre;-;
Moclín;Otros;Superficie solar;-;
Moclín;TOTAL;Nº centros;6;
Moclín;TOTAL;Plazas;-;
Moclín;TOTAL;Superficie cubierta;194;
Moclín;TOTAL;Superficie aire libre;0;
Moclín;TOTAL;Superficie solar;1892;
Molvízar;Centro de asistencia social;Nº centros;1;
Molvízar;Centro de asistencia social;Plazas;-;
Molvízar;Centro de asistencia social;Superficie cubierta;19;
Molvízar;Centro de asistencia social;Superficie aire libre;0;
Molvízar;Centro de asistencia social;Superficie solar;580;
Molvízar;Residencia de ancianos;Nº centros;-;
Molvízar;Residencia de ancianos;Plazas;-;
Molvízar;Residencia de ancianos;Superficie cubierta;-;
Molvízar;Residencia de ancianos;Superficie aire libre;-;
Molvízar;Residencia de ancianos;Superficie solar;-;
Molvízar;Guarderías infantiles;Nº centros;1;
Molvízar;Guarderías infantiles;Plazas;25;
Molvízar;Guarderías infantiles;Superficie cubierta;332;
Molvízar;Guarderías infantiles;Superficie aire libre;236;
Molvízar;Guarderías infantiles;Superficie solar;402;
Molvízar;Albergues municipales;Nº centros;-;
Molvízar;Albergues municipales;Plazas;-;
Molvízar;Albergues municipales;Superficie cubierta;-;
Molvízar;Albergues municipales;Superficie aire libre;-;
Molvízar;Albergues municipales;Superficie solar;-;
Molvízar;Rehabilitación toxicómanos;Nº centros;-;
Molvízar;Rehabilitación toxicómanos;Plazas;-;
Molvízar;Rehabilitación toxicómanos;Superficie cubierta;-;
Molvízar;Rehabilitación toxicómanos;Superficie aire libre;-;
Molvízar;Rehabilitación toxicómanos;Superficie solar;-;
Molvízar;Otros;Nº centros;-;
Molvízar;Otros;Plazas;-;
Molvízar;Otros;Superficie cubierta;-;
Molvízar;Otros;Superficie aire libre;-;
Molvízar;Otros;Superficie solar;-;
Molvízar;TOTAL;Nº centros;2;
Molvízar;TOTAL;Plazas;25;
Molvízar;TOTAL;Superficie cubierta;351;
Molvízar;TOTAL;Superficie aire libre;236;
Molvízar;TOTAL;Superficie solar;982;
Monachil;Centro de asistencia social;Nº centros;-;
Monachil;Centro de asistencia social;Plazas;-;
Monachil;Centro de asistencia social;Superficie cubierta;-;
Monachil;Centro de asistencia social;Superficie aire libre;-;
Monachil;Centro de asistencia social;Superficie solar;-;
Monachil;Residencia de ancianos;Nº centros;-;
Monachil;Residencia de ancianos;Plazas;-;
Monachil;Residencia de ancianos;Superficie cubierta;-;
Monachil;Residencia de ancianos;Superficie aire libre;-;
Monachil;Residencia de ancianos;Superficie solar;-;
Monachil;Guarderías infantiles;Nº centros;4;
Monachil;Guarderías infantiles;Plazas;195;
Monachil;Guarderías infantiles;Superficie cubierta;927;
Monachil;Guarderías infantiles;Superficie aire libre;637;
Monachil;Guarderías infantiles;Superficie solar;1373;
Monachil;Albergues municipales;Nº centros;-;
Monachil;Albergues municipales;Plazas;-;
Monachil;Albergues municipales;Superficie cubierta;-;
Monachil;Albergues municipales;Superficie aire libre;-;
Monachil;Albergues municipales;Superficie solar;-;
Monachil;Rehabilitación toxicómanos;Nº centros;-;
Monachil;Rehabilitación toxicómanos;Plazas;-;
Monachil;Rehabilitación toxicómanos;Superficie cubierta;-;
Monachil;Rehabilitación toxicómanos;Superficie aire libre;-;
Monachil;Rehabilitación toxicómanos;Superficie solar;-;
Monachil;Otros;Nº centros;-;
Monachil;Otros;Plazas;-;
Monachil;Otros;Superficie cubierta;-;
Monachil;Otros;Superficie aire libre;-;
Monachil;Otros;Superficie solar;-;
Monachil;TOTAL;Nº centros;4;
Monachil;TOTAL;Plazas;195;
Monachil;TOTAL;Superficie cubierta;927;
Monachil;TOTAL;Superficie aire libre;637;
Monachil;TOTAL;Superficie solar;1373;
Montefrío;Centro de asistencia social;Nº centros;2;
Montefrío;Centro de asistencia social;Plazas;-;
Montefrío;Centro de asistencia social;Superficie cubierta;926;
Montefrío;Centro de asistencia social;Superficie aire libre;0;
Montefrío;Centro de asistencia social;Superficie solar;1848;
Montefrío;Residencia de ancianos;Nº centros;2;
Montefrío;Residencia de ancianos;Plazas;101;
Montefrío;Residencia de ancianos;Superficie cubierta;6462;
Montefrío;Residencia de ancianos;Superficie aire libre;4229;
Montefrío;Residencia de ancianos;Superficie solar;6395;
Montefrío;Guarderías infantiles;Nº centros;1;
Montefrío;Guarderías infantiles;Plazas;45;
Montefrío;Guarderías infantiles;Superficie cubierta;386;
Montefrío;Guarderías infantiles;Superficie aire libre;0;
Montefrío;Guarderías infantiles;Superficie solar;386;
Montefrío;Albergues municipales;Nº centros;-;
Montefrío;Albergues municipales;Plazas;-;
Montefrío;Albergues municipales;Superficie cubierta;-;
Montefrío;Albergues municipales;Superficie aire libre;-;
Montefrío;Albergues municipales;Superficie solar;-;
Montefrío;Rehabilitación toxicómanos;Nº centros;-;
Montefrío;Rehabilitación toxicómanos;Plazas;-;
Montefrío;Rehabilitación toxicómanos;Superficie cubierta;-;
Montefrío;Rehabilitación toxicómanos;Superficie aire libre;-;
Montefrío;Rehabilitación toxicómanos;Superficie solar;-;
Montefrío;Otros;Nº centros;2;
Montefrío;Otros;Plazas;330;
Montefrío;Otros;Superficie cubierta;6652;
Montefrío;Otros;Superficie aire libre;446;
Montefrío;Otros;Superficie solar;5040;
Montefrío;TOTAL;Nº centros;7;
Montefrío;TOTAL;Plazas;476;
Montefrío;TOTAL;Superficie cubierta;14426;
Montefrío;TOTAL;Superficie aire libre;4675;
Montefrío;TOTAL;Superficie solar;13669;
Montejícar;Centro de asistencia social;Nº centros;1;
Montejícar;Centro de asistencia social;Plazas;-;
Montejícar;Centro de asistencia social;Superficie cubierta;18;
Montejícar;Centro de asistencia social;Superficie aire libre;0;
Montejícar;Centro de asistencia social;Superficie solar;231;
Montejícar;Residencia de ancianos;Nº centros;-;
Montejícar;Residencia de ancianos;Plazas;-;
Montejícar;Residencia de ancianos;Superficie cubierta;-;
Montejícar;Residencia de ancianos;Superficie aire libre;-;
Montejícar;Residencia de ancianos;Superficie solar;-;
Montejícar;Guarderías infantiles;Nº centros;-;
Montejícar;Guarderías infantiles;Plazas;-;
Montejícar;Guarderías infantiles;Superficie cubierta;-;
Montejícar;Guarderías infantiles;Superficie aire libre;-;
Montejícar;Guarderías infantiles;Superficie solar;-;
Montejícar;Albergues municipales;Nº centros;-;
Montejícar;Albergues municipales;Plazas;-;
Montejícar;Albergues municipales;Superficie cubierta;-;
Montejícar;Albergues municipales;Superficie aire libre;-;
Montejícar;Albergues municipales;Superficie solar;-;
Montejícar;Rehabilitación toxicómanos;Nº centros;-;
Montejícar;Rehabilitación toxicómanos;Plazas;-;
Montejícar;Rehabilitación toxicómanos;Superficie cubierta;-;
Montejícar;Rehabilitación toxicómanos;Superficie aire libre;-;
Montejícar;Rehabilitación toxicómanos;Superficie solar;-;
Montejícar;Otros;Nº centros;1;
Montejícar;Otros;Plazas;78;
Montejícar;Otros;Superficie cubierta;1357;
Montejícar;Otros;Superficie aire libre;0;
Montejícar;Otros;Superficie solar;382;
Montejícar;TOTAL;Nº centros;2;
Montejícar;TOTAL;Plazas;78;
Montejícar;TOTAL;Superficie cubierta;1375;
Montejícar;TOTAL;Superficie aire libre;0;
Montejícar;TOTAL;Superficie solar;613;
Montillana;Centro de asistencia social;Nº centros;1;
Montillana;Centro de asistencia social;Plazas;-;
Montillana;Centro de asistencia social;Superficie cubierta;19;
Montillana;Centro de asistencia social;Superficie aire libre;0;
Montillana;Centro de asistencia social;Superficie solar;493;
Montillana;Residencia de ancianos;Nº centros;-;
Montillana;Residencia de ancianos;Plazas;-;
Montillana;Residencia de ancianos;Superficie cubierta;-;
Montillana;Residencia de ancianos;Superficie aire libre;-;
Montillana;Residencia de ancianos;Superficie solar;-;
Montillana;Guarderías infantiles;Nº centros;1;
Montillana;Guarderías infantiles;Plazas;25;
Montillana;Guarderías infantiles;Superficie cubierta;76;
Montillana;Guarderías infantiles;Superficie aire libre;0;
Montillana;Guarderías infantiles;Superficie solar;493;
Montillana;Albergues municipales;Nº centros;-;
Montillana;Albergues municipales;Plazas;-;
Montillana;Albergues municipales;Superficie cubierta;-;
Montillana;Albergues municipales;Superficie aire libre;-;
Montillana;Albergues municipales;Superficie solar;-;
Montillana;Rehabilitación toxicómanos;Nº centros;-;
Montillana;Rehabilitación toxicómanos;Plazas;-;
Montillana;Rehabilitación toxicómanos;Superficie cubierta;-;
Montillana;Rehabilitación toxicómanos;Superficie aire libre;-;
Montillana;Rehabilitación toxicómanos;Superficie solar;-;
Montillana;Otros;Nº centros;-;
Montillana;Otros;Plazas;-;
Montillana;Otros;Superficie cubierta;-;
Montillana;Otros;Superficie aire libre;-;
Montillana;Otros;Superficie solar;-;
Montillana;TOTAL;Nº centros;2;
Montillana;TOTAL;Plazas;25;
Montillana;TOTAL;Superficie cubierta;95;
Montillana;TOTAL;Superficie aire libre;0;
Montillana;TOTAL;Superficie solar;986;
Moraleda de Zafayona;Centro de asistencia social;Nº centros;1;
Moraleda de Zafayona;Centro de asistencia social;Plazas;-;
Moraleda de Zafayona;Centro de asistencia social;Superficie cubierta;18;
Moraleda de Zafayona;Centro de asistencia social;Superficie aire libre;0;
Moraleda de Zafayona;Centro de asistencia social;Superficie solar;1468;
Moraleda de Zafayona;Residencia de ancianos;Nº centros;1;
Moraleda de Zafayona;Residencia de ancianos;Plazas;45;
Moraleda de Zafayona;Residencia de ancianos;Superficie cubierta;595;
Moraleda de Zafayona;Residencia de ancianos;Superficie aire libre;2245;
Moraleda de Zafayona;Residencia de ancianos;Superficie solar;2840;
Moraleda de Zafayona;Guarderías infantiles;Nº centros;1;
Moraleda de Zafayona;Guarderías infantiles;Plazas;66;
Moraleda de Zafayona;Guarderías infantiles;Superficie cubierta;504;
Moraleda de Zafayona;Guarderías infantiles;Superficie aire libre;0;
Moraleda de Zafayona;Guarderías infantiles;Superficie solar;303;
Moraleda de Zafayona;Albergues municipales;Nº centros;-;
Moraleda de Zafayona;Albergues municipales;Plazas;-;
Moraleda de Zafayona;Albergues municipales;Superficie cubierta;-;
Moraleda de Zafayona;Albergues municipales;Superficie aire libre;-;
Moraleda de Zafayona;Albergues municipales;Superficie solar;-;
Moraleda de Zafayona;Rehabilitación toxicómanos;Nº centros;-;
Moraleda de Zafayona;Rehabilitación toxicómanos;Plazas;-;
Moraleda de Zafayona;Rehabilitación toxicómanos;Superficie cubierta;-;
Moraleda de Zafayona;Rehabilitación toxicómanos;Superficie aire libre;-;
Moraleda de Zafayona;Rehabilitación toxicómanos;Superficie solar;-;
Moraleda de Zafayona;Otros;Nº centros;-;
Moraleda de Zafayona;Otros;Plazas;-;
Moraleda de Zafayona;Otros;Superficie cubierta;-;
Moraleda de Zafayona;Otros;Superficie aire libre;-;
Moraleda de Zafayona;Otros;Superficie solar;-;
Moraleda de Zafayona;TOTAL;Nº centros;3;
Moraleda de Zafayona;TOTAL;Plazas;111;
Moraleda de Zafayona;TOTAL;Superficie cubierta;1117;
Moraleda de Zafayona;TOTAL;Superficie aire libre;2245;
Moraleda de Zafayona;TOTAL;Superficie solar;4611;
Morelábor;Centro de asistencia social;Nº centros;1;
Morelábor;Centro de asistencia social;Plazas;-;
Morelábor;Centro de asistencia social;Superficie cubierta;14;
Morelábor;Centro de asistencia social;Superficie aire libre;0;
Morelábor;Centro de asistencia social;Superficie solar;508;
Morelábor;Residencia de ancianos;Nº centros;-;
Morelábor;Residencia de ancianos;Plazas;-;
Morelábor;Residencia de ancianos;Superficie cubierta;-;
Morelábor;Residencia de ancianos;Superficie aire libre;-;
Morelábor;Residencia de ancianos;Superficie solar;-;
Morelábor;Guarderías infantiles;Nº centros;-;
Morelábor;Guarderías infantiles;Plazas;-;
Morelábor;Guarderías infantiles;Superficie cubierta;-;
Morelábor;Guarderías infantiles;Superficie aire libre;-;
Morelábor;Guarderías infantiles;Superficie solar;-;
Morelábor;Albergues municipales;Nº centros;-;
Morelábor;Albergues municipales;Plazas;-;
Morelábor;Albergues municipales;Superficie cubierta;-;
Morelábor;Albergues municipales;Superficie aire libre;-;
Morelábor;Albergues municipales;Superficie solar;-;
Morelábor;Rehabilitación toxicómanos;Nº centros;-;
Morelábor;Rehabilitación toxicómanos;Plazas;-;
Morelábor;Rehabilitación toxicómanos;Superficie cubierta;-;
Morelábor;Rehabilitación toxicómanos;Superficie aire libre;-;
Morelábor;Rehabilitación toxicómanos;Superficie solar;-;
Morelábor;Otros;Nº centros;-;
Morelábor;Otros;Plazas;-;
Morelábor;Otros;Superficie cubierta;-;
Morelábor;Otros;Superficie aire libre;-;
Morelábor;Otros;Superficie solar;-;
Morelábor;TOTAL;Nº centros;1;
Morelábor;TOTAL;Plazas;-;
Morelábor;TOTAL;Superficie cubierta;14;
Morelábor;TOTAL;Superficie aire libre;0;
Morelábor;TOTAL;Superficie solar;508;
Murtas;Centro de asistencia social;Nº centros;1;
Murtas;Centro de asistencia social;Plazas;-;
Murtas;Centro de asistencia social;Superficie cubierta;53;
Murtas;Centro de asistencia social;Superficie aire libre;0;
Murtas;Centro de asistencia social;Superficie solar;270;
Murtas;Residencia de ancianos;Nº centros;-;
Murtas;Residencia de ancianos;Plazas;-;
Murtas;Residencia de ancianos;Superficie cubierta;-;
Murtas;Residencia de ancianos;Superficie aire libre;-;
Murtas;Residencia de ancianos;Superficie solar;-;
Murtas;Guarderías infantiles;Nº centros;-;
Murtas;Guarderías infantiles;Plazas;-;
Murtas;Guarderías infantiles;Superficie cubierta;-;
Murtas;Guarderías infantiles;Superficie aire libre;-;
Murtas;Guarderías infantiles;Superficie solar;-;
Murtas;Albergues municipales;Nº centros;-;
Murtas;Albergues municipales;Plazas;-;
Murtas;Albergues municipales;Superficie cubierta;-;
Murtas;Albergues municipales;Superficie aire libre;-;
Murtas;Albergues municipales;Superficie solar;-;
Murtas;Rehabilitación toxicómanos;Nº centros;-;
Murtas;Rehabilitación toxicómanos;Plazas;-;
Murtas;Rehabilitación toxicómanos;Superficie cubierta;-;
Murtas;Rehabilitación toxicómanos;Superficie aire libre;-;
Murtas;Rehabilitación toxicómanos;Superficie solar;-;
Murtas;Otros;Nº centros;1;
Murtas;Otros;Plazas;-;
Murtas;Otros;Superficie cubierta;593;
Murtas;Otros;Superficie aire libre;0;
Murtas;Otros;Superficie solar;358;
Murtas;TOTAL;Nº centros;2;
Murtas;TOTAL;Plazas;-;
Murtas;TOTAL;Superficie cubierta;646;
Murtas;TOTAL;Superficie aire libre;0;
Murtas;TOTAL;Superficie solar;628;
Nevada;Centro de asistencia social;Nº centros;-;
Nevada;Centro de asistencia social;Plazas;-;
Nevada;Centro de asistencia social;Superficie cubierta;-;
Nevada;Centro de asistencia social;Superficie aire libre;-;
Nevada;Centro de asistencia social;Superficie solar;-;
Nevada;Residencia de ancianos;Nº centros;1;
Nevada;Residencia de ancianos;Plazas;50;
Nevada;Residencia de ancianos;Superficie cubierta;3022;
Nevada;Residencia de ancianos;Superficie aire libre;1263;
Nevada;Residencia de ancianos;Superficie solar;2635;
Nevada;Guarderías infantiles;Nº centros;1;
Nevada;Guarderías infantiles;Plazas;30;
Nevada;Guarderías infantiles;Superficie cubierta;357;
Nevada;Guarderías infantiles;Superficie aire libre;0;
Nevada;Guarderías infantiles;Superficie solar;357;
Nevada;Albergues municipales;Nº centros;-;
Nevada;Albergues municipales;Plazas;-;
Nevada;Albergues municipales;Superficie cubierta;-;
Nevada;Albergues municipales;Superficie aire libre;-;
Nevada;Albergues municipales;Superficie solar;-;
Nevada;Rehabilitación toxicómanos;Nº centros;-;
Nevada;Rehabilitación toxicómanos;Plazas;-;
Nevada;Rehabilitación toxicómanos;Superficie cubierta;-;
Nevada;Rehabilitación toxicómanos;Superficie aire libre;-;
Nevada;Rehabilitación toxicómanos;Superficie solar;-;
Nevada;Otros;Nº centros;-;
Nevada;Otros;Plazas;-;
Nevada;Otros;Superficie cubierta;-;
Nevada;Otros;Superficie aire libre;-;
Nevada;Otros;Superficie solar;-;
Nevada;TOTAL;Nº centros;2;
Nevada;TOTAL;Plazas;80;
Nevada;TOTAL;Superficie cubierta;3379;
Nevada;TOTAL;Superficie aire libre;1263;
Nevada;TOTAL;Superficie solar;2992;
Nigüelas;Centro de asistencia social;Nº centros;1;
Nigüelas;Centro de asistencia social;Plazas;-;
Nigüelas;Centro de asistencia social;Superficie cubierta;32;
Nigüelas;Centro de asistencia social;Superficie aire libre;0;
Nigüelas;Centro de asistencia social;Superficie solar;641;
Nigüelas;Residencia de ancianos;Nº centros;-;
Nigüelas;Residencia de ancianos;Plazas;-;
Nigüelas;Residencia de ancianos;Superficie cubierta;-;
Nigüelas;Residencia de ancianos;Superficie aire libre;-;
Nigüelas;Residencia de ancianos;Superficie solar;-;
Nigüelas;Guarderías infantiles;Nº centros;1;
Nigüelas;Guarderías infantiles;Plazas;25;
Nigüelas;Guarderías infantiles;Superficie cubierta;146;
Nigüelas;Guarderías infantiles;Superficie aire libre;102;
Nigüelas;Guarderías infantiles;Superficie solar;248;
Nigüelas;Albergues municipales;Nº centros;-;
Nigüelas;Albergues municipales;Plazas;-;
Nigüelas;Albergues municipales;Superficie cubierta;-;
Nigüelas;Albergues municipales;Superficie aire libre;-;
Nigüelas;Albergues municipales;Superficie solar;-;
Nigüelas;Rehabilitación toxicómanos;Nº centros;-;
Nigüelas;Rehabilitación toxicómanos;Plazas;-;
Nigüelas;Rehabilitación toxicómanos;Superficie cubierta;-;
Nigüelas;Rehabilitación toxicómanos;Superficie aire libre;-;
Nigüelas;Rehabilitación toxicómanos;Superficie solar;-;
Nigüelas;Otros;Nº centros;-;
Nigüelas;Otros;Plazas;-;
Nigüelas;Otros;Superficie cubierta;-;
Nigüelas;Otros;Superficie aire libre;-;
Nigüelas;Otros;Superficie solar;-;
Nigüelas;TOTAL;Nº centros;2;
Nigüelas;TOTAL;Plazas;25;
Nigüelas;TOTAL;Superficie cubierta;178;
Nigüelas;TOTAL;Superficie aire libre;102;
Nigüelas;TOTAL;Superficie solar;889;
Nívar;Centro de asistencia social;Nº centros;1;
Nívar;Centro de asistencia social;Plazas;-;
Nívar;Centro de asistencia social;Superficie cubierta;12;
Nívar;Centro de asistencia social;Superficie aire libre;0;
Nívar;Centro de asistencia social;Superficie solar;128;
Nívar;Residencia de ancianos;Nº centros;-;
Nívar;Residencia de ancianos;Plazas;-;
Nívar;Residencia de ancianos;Superficie cubierta;-;
Nívar;Residencia de ancianos;Superficie aire libre;-;
Nívar;Residencia de ancianos;Superficie solar;-;
Nívar;Guarderías infantiles;Nº centros;-;
