Territorio;Tipo de centros asistenciales;Medida;Valor;
La Malahá;Rehabilitación toxicómanos;Superficie cubierta;-;
La Malahá;Rehabilitación toxicómanos;Superficie aire libre;-;
La Malahá;Rehabilitación toxicómanos;Superficie solar;-;
La Malahá;Otros;Nº centros;-;
La Malahá;Otros;Plazas;-;
La Malahá;Otros;Superficie cubierta;-;
La Malahá;Otros;Superficie aire libre;-;
La Malahá;Otros;Superficie solar;-;
La Malahá;TOTAL;Nº centros;2;
La Malahá;TOTAL;Plazas;35;
La Malahá;TOTAL;Superficie cubierta;254;
La Malahá;TOTAL;Superficie aire libre;36;
La Malahá;TOTAL;Superficie solar;591;
La Peza;Centro de asistencia social;Nº centros;1;
La Peza;Centro de asistencia social;Plazas;-;
La Peza;Centro de asistencia social;Superficie cubierta;19;
La Peza;Centro de asistencia social;Superficie aire libre;0;
La Peza;Centro de asistencia social;Superficie solar;143;
La Peza;Residencia de ancianos;Nº centros;-;
La Peza;Residencia de ancianos;Plazas;-;
La Peza;Residencia de ancianos;Superficie cubierta;-;
La Peza;Residencia de ancianos;Superficie aire libre;-;
La Peza;Residencia de ancianos;Superficie solar;-;
La Peza;Guarderías infantiles;Nº centros;-;
La Peza;Guarderías infantiles;Plazas;-;
La Peza;Guarderías infantiles;Superficie cubierta;-;
La Peza;Guarderías infantiles;Superficie aire libre;-;
La Peza;Guarderías infantiles;Superficie solar;-;
La Peza;Albergues municipales;Nº centros;1;
La Peza;Albergues municipales;Plazas;15;
La Peza;Albergues municipales;Superficie cubierta;262;
La Peza;Albergues municipales;Superficie aire libre;142;
La Peza;Albergues municipales;Superficie solar;273;
La Peza;Rehabilitación toxicómanos;Nº centros;-;
La Peza;Rehabilitación toxicómanos;Plazas;-;
La Peza;Rehabilitación toxicómanos;Superficie cubierta;-;
La Peza;Rehabilitación toxicómanos;Superficie aire libre;-;
La Peza;Rehabilitación toxicómanos;Superficie solar;-;
La Peza;Otros;Nº centros;-;
La Peza;Otros;Plazas;-;
La Peza;Otros;Superficie cubierta;-;
La Peza;Otros;Superficie aire libre;-;
La Peza;Otros;Superficie solar;-;
La Peza;TOTAL;Nº centros;2;
La Peza;TOTAL;Plazas;15;
La Peza;TOTAL;Superficie cubierta;281;
La Peza;TOTAL;Superficie aire libre;142;
La Peza;TOTAL;Superficie solar;416;
La Taha;Centro de asistencia social;Nº centros;1;
La Taha;Centro de asistencia social;Plazas;-;
La Taha;Centro de asistencia social;Superficie cubierta;19;
La Taha;Centro de asistencia social;Superficie aire libre;0;
La Taha;Centro de asistencia social;Superficie solar;776;
La Taha;Residencia de ancianos;Nº centros;-;
La Taha;Residencia de ancianos;Plazas;-;
La Taha;Residencia de ancianos;Superficie cubierta;-;
La Taha;Residencia de ancianos;Superficie aire libre;-;
La Taha;Residencia de ancianos;Superficie solar;-;
La Taha;Guarderías infantiles;Nº centros;-;
La Taha;Guarderías infantiles;Plazas;-;
La Taha;Guarderías infantiles;Superficie cubierta;-;
La Taha;Guarderías infantiles;Superficie aire libre;-;
La Taha;Guarderías infantiles;Superficie solar;-;
La Taha;Albergues municipales;Nº centros;-;
La Taha;Albergues municipales;Plazas;-;
La Taha;Albergues municipales;Superficie cubierta;-;
La Taha;Albergues municipales;Superficie aire libre;-;
La Taha;Albergues municipales;Superficie solar;-;
La Taha;Rehabilitación toxicómanos;Nº centros;-;
La Taha;Rehabilitación toxicómanos;Plazas;-;
La Taha;Rehabilitación toxicómanos;Superficie cubierta;-;
La Taha;Rehabilitación toxicómanos;Superficie aire libre;-;
La Taha;Rehabilitación toxicómanos;Superficie solar;-;
La Taha;Otros;Nº centros;-;
La Taha;Otros;Plazas;-;
La Taha;Otros;Superficie cubierta;-;
La Taha;Otros;Superficie aire libre;-;
La Taha;Otros;Superficie solar;-;
La Taha;TOTAL;Nº centros;1;
La Taha;TOTAL;Plazas;-;
La Taha;TOTAL;Superficie cubierta;19;
La Taha;TOTAL;Superficie aire libre;0;
La Taha;TOTAL;Superficie solar;776;
La Zubia;Centro de asistencia social;Nº centros;1;
La Zubia;Centro de asistencia social;Plazas;-;
La Zubia;Centro de asistencia social;Superficie cubierta;314;
La Zubia;Centro de asistencia social;Superficie aire libre;0;
La Zubia;Centro de asistencia social;Superficie solar;857;
La Zubia;Residencia de ancianos;Nº centros;3;
La Zubia;Residencia de ancianos;Plazas;214;
La Zubia;Residencia de ancianos;Superficie cubierta;11502;
La Zubia;Residencia de ancianos;Superficie aire libre;12386;
La Zubia;Residencia de ancianos;Superficie solar;16194;
La Zubia;Guarderías infantiles;Nº centros;6;
La Zubia;Guarderías infantiles;Plazas;250;
La Zubia;Guarderías infantiles;Superficie cubierta;861;
La Zubia;Guarderías infantiles;Superficie aire libre;1541;
La Zubia;Guarderías infantiles;Superficie solar;2258;
La Zubia;Albergues municipales;Nº centros;-;
La Zubia;Albergues municipales;Plazas;-;
La Zubia;Albergues municipales;Superficie cubierta;-;
La Zubia;Albergues municipales;Superficie aire libre;-;
La Zubia;Albergues municipales;Superficie solar;-;
La Zubia;Rehabilitación toxicómanos;Nº centros;-;
La Zubia;Rehabilitación toxicómanos;Plazas;-;
La Zubia;Rehabilitación toxicómanos;Superficie cubierta;-;
La Zubia;Rehabilitación toxicómanos;Superficie aire libre;-;
La Zubia;Rehabilitación toxicómanos;Superficie solar;-;
La Zubia;Otros;Nº centros;3;
La Zubia;Otros;Plazas;195;
La Zubia;Otros;Superficie cubierta;4849;
La Zubia;Otros;Superficie aire libre;1431;
La Zubia;Otros;Superficie solar;4545;
La Zubia;TOTAL;Nº centros;13;
La Zubia;TOTAL;Plazas;659;
La Zubia;TOTAL;Superficie cubierta;17526;
La Zubia;TOTAL;Superficie aire libre;15358;
La Zubia;TOTAL;Superficie solar;23854;
Láchar;Centro de asistencia social;Nº centros;1;
Láchar;Centro de asistencia social;Plazas;-;
Láchar;Centro de asistencia social;Superficie cubierta;15;
Láchar;Centro de asistencia social;Superficie aire libre;0;
Láchar;Centro de asistencia social;Superficie solar;1344;
Láchar;Residencia de ancianos;Nº centros;1;
Láchar;Residencia de ancianos;Plazas;49;
Láchar;Residencia de ancianos;Superficie cubierta;1608;
Láchar;Residencia de ancianos;Superficie aire libre;867;
Láchar;Residencia de ancianos;Superficie solar;1415;
Láchar;Guarderías infantiles;Nº centros;3;
Láchar;Guarderías infantiles;Plazas;126;
Láchar;Guarderías infantiles;Superficie cubierta;947;
Láchar;Guarderías infantiles;Superficie aire libre;425;
Láchar;Guarderías infantiles;Superficie solar;1420;
Láchar;Albergues municipales;Nº centros;-;
Láchar;Albergues municipales;Plazas;-;
Láchar;Albergues municipales;Superficie cubierta;-;
Láchar;Albergues municipales;Superficie aire libre;-;
Láchar;Albergues municipales;Superficie solar;-;
Láchar;Rehabilitación toxicómanos;Nº centros;-;
Láchar;Rehabilitación toxicómanos;Plazas;-;
Láchar;Rehabilitación toxicómanos;Superficie cubierta;-;
Láchar;Rehabilitación toxicómanos;Superficie aire libre;-;
Láchar;Rehabilitación toxicómanos;Superficie solar;-;
Láchar;Otros;Nº centros;-;
Láchar;Otros;Plazas;-;
Láchar;Otros;Superficie cubierta;-;
Láchar;Otros;Superficie aire libre;-;
Láchar;Otros;Superficie solar;-;
Láchar;TOTAL;Nº centros;5;
Láchar;TOTAL;Plazas;175;
Láchar;TOTAL;Superficie cubierta;2570;
Láchar;TOTAL;Superficie aire libre;1292;
Láchar;TOTAL;Superficie solar;4179;
Lanjarón;Centro de asistencia social;Nº centros;2;
Lanjarón;Centro de asistencia social;Plazas;-;
Lanjarón;Centro de asistencia social;Superficie cubierta;1010;
Lanjarón;Centro de asistencia social;Superficie aire libre;327;
Lanjarón;Centro de asistencia social;Superficie solar;804;
Lanjarón;Residencia de ancianos;Nº centros;1;
Lanjarón;Residencia de ancianos;Plazas;80;
Lanjarón;Residencia de ancianos;Superficie cubierta;3300;
Lanjarón;Residencia de ancianos;Superficie aire libre;373;
Lanjarón;Residencia de ancianos;Superficie solar;1276;
Lanjarón;Guarderías infantiles;Nº centros;2;
Lanjarón;Guarderías infantiles;Plazas;91;
Lanjarón;Guarderías infantiles;Superficie cubierta;655;
Lanjarón;Guarderías infantiles;Superficie aire libre;293;
Lanjarón;Guarderías infantiles;Superficie solar;695;
Lanjarón;Albergues municipales;Nº centros;-;
Lanjarón;Albergues municipales;Plazas;-;
Lanjarón;Albergues municipales;Superficie cubierta;-;
Lanjarón;Albergues municipales;Superficie aire libre;-;
Lanjarón;Albergues municipales;Superficie solar;-;
Lanjarón;Rehabilitación toxicómanos;Nº centros;-;
Lanjarón;Rehabilitación toxicómanos;Plazas;-;
Lanjarón;Rehabilitación toxicómanos;Superficie cubierta;-;
Lanjarón;Rehabilitación toxicómanos;Superficie aire libre;-;
Lanjarón;Rehabilitación toxicómanos;Superficie solar;-;
Lanjarón;Otros;Nº centros;1;
Lanjarón;Otros;Plazas;-;
Lanjarón;Otros;Superficie cubierta;343;
Lanjarón;Otros;Superficie aire libre;0;
Lanjarón;Otros;Superficie solar;393;
Lanjarón;TOTAL;Nº centros;6;
Lanjarón;TOTAL;Plazas;171;
Lanjarón;TOTAL;Superficie cubierta;5308;
Lanjarón;TOTAL;Superficie aire libre;993;
Lanjarón;TOTAL;Superficie solar;3168;
Lanteira;Centro de asistencia social;Nº centros;1;
Lanteira;Centro de asistencia social;Plazas;-;
Lanteira;Centro de asistencia social;Superficie cubierta;33;
Lanteira;Centro de asistencia social;Superficie aire libre;0;
Lanteira;Centro de asistencia social;Superficie solar;33;
Lanteira;Residencia de ancianos;Nº centros;-;
Lanteira;Residencia de ancianos;Plazas;-;
Lanteira;Residencia de ancianos;Superficie cubierta;-;
Lanteira;Residencia de ancianos;Superficie aire libre;-;
Lanteira;Residencia de ancianos;Superficie solar;-;
Lanteira;Guarderías infantiles;Nº centros;-;
Lanteira;Guarderías infantiles;Plazas;-;
Lanteira;Guarderías infantiles;Superficie cubierta;-;
Lanteira;Guarderías infantiles;Superficie aire libre;-;
Lanteira;Guarderías infantiles;Superficie solar;-;
Lanteira;Albergues municipales;Nº centros;-;
Lanteira;Albergues municipales;Plazas;-;
Lanteira;Albergues municipales;Superficie cubierta;-;
Lanteira;Albergues municipales;Superficie aire libre;-;
Lanteira;Albergues municipales;Superficie solar;-;
Lanteira;Rehabilitación toxicómanos;Nº centros;-;
Lanteira;Rehabilitación toxicómanos;Plazas;-;
Lanteira;Rehabilitación toxicómanos;Superficie cubierta;-;
Lanteira;Rehabilitación toxicómanos;Superficie aire libre;-;
Lanteira;Rehabilitación toxicómanos;Superficie solar;-;
Lanteira;Otros;Nº centros;-;
Lanteira;Otros;Plazas;-;
Lanteira;Otros;Superficie cubierta;-;
Lanteira;Otros;Superficie aire libre;-;
Lanteira;Otros;Superficie solar;-;
Lanteira;TOTAL;Nº centros;1;
Lanteira;TOTAL;Plazas;-;
Lanteira;TOTAL;Superficie cubierta;33;
Lanteira;TOTAL;Superficie aire libre;0;
Lanteira;TOTAL;Superficie solar;33;
Las Gabias;Centro de asistencia social;Nº centros;-;
Las Gabias;Centro de asistencia social;Plazas;-;
Las Gabias;Centro de asistencia social;Superficie cubierta;-;
Las Gabias;Centro de asistencia social;Superficie aire libre;-;
Las Gabias;Centro de asistencia social;Superficie solar;-;
Las Gabias;Residencia de ancianos;Nº centros;2;
Las Gabias;Residencia de ancianos;Plazas;146;
Las Gabias;Residencia de ancianos;Superficie cubierta;4585;
Las Gabias;Residencia de ancianos;Superficie aire libre;1822;
Las Gabias;Residencia de ancianos;Superficie solar;3479;
Las Gabias;Guarderías infantiles;Nº centros;6;
Las Gabias;Guarderías infantiles;Plazas;406;
Las Gabias;Guarderías infantiles;Superficie cubierta;1979;
Las Gabias;Guarderías infantiles;Superficie aire libre;2732;
Las Gabias;Guarderías infantiles;Superficie solar;4341;
Las Gabias;Albergues municipales;Nº centros;-;
Las Gabias;Albergues municipales;Plazas;-;
Las Gabias;Albergues municipales;Superficie cubierta;-;
Las Gabias;Albergues municipales;Superficie aire libre;-;
Las Gabias;Albergues municipales;Superficie solar;-;
Las Gabias;Rehabilitación toxicómanos;Nº centros;-;
Las Gabias;Rehabilitación toxicómanos;Plazas;-;
Las Gabias;Rehabilitación toxicómanos;Superficie cubierta;-;
Las Gabias;Rehabilitación toxicómanos;Superficie aire libre;-;
Las Gabias;Rehabilitación toxicómanos;Superficie solar;-;
Las Gabias;Otros;Nº centros;-;
Las Gabias;Otros;Plazas;-;
Las Gabias;Otros;Superficie cubierta;-;
Las Gabias;Otros;Superficie aire libre;-;
Las Gabias;Otros;Superficie solar;-;
Las Gabias;TOTAL;Nº centros;8;
Las Gabias;TOTAL;Plazas;552;
Las Gabias;TOTAL;Superficie cubierta;6564;
Las Gabias;TOTAL;Superficie aire libre;4554;
Las Gabias;TOTAL;Superficie solar;7820;
Lecrín;Centro de asistencia social;Nº centros;2;
Lecrín;Centro de asistencia social;Plazas;30;
Lecrín;Centro de asistencia social;Superficie cubierta;264;
Lecrín;Centro de asistencia social;Superficie aire libre;0;
Lecrín;Centro de asistencia social;Superficie solar;584;
Lecrín;Residencia de ancianos;Nº centros;-;
Lecrín;Residencia de ancianos;Plazas;-;
Lecrín;Residencia de ancianos;Superficie cubierta;-;
Lecrín;Residencia de ancianos;Superficie aire libre;-;
Lecrín;Residencia de ancianos;Superficie solar;-;
Lecrín;Guarderías infantiles;Nº centros;1;
Lecrín;Guarderías infantiles;Plazas;20;
Lecrín;Guarderías infantiles;Superficie cubierta;180;
Lecrín;Guarderías infantiles;Superficie aire libre;0;
Lecrín;Guarderías infantiles;Superficie solar;261;
Lecrín;Albergues municipales;Nº centros;-;
Lecrín;Albergues municipales;Plazas;-;
Lecrín;Albergues municipales;Superficie cubierta;-;
Lecrín;Albergues municipales;Superficie aire libre;-;
Lecrín;Albergues municipales;Superficie solar;-;
Lecrín;Rehabilitación toxicómanos;Nº centros;-;
Lecrín;Rehabilitación toxicómanos;Plazas;-;
Lecrín;Rehabilitación toxicómanos;Superficie cubierta;-;
Lecrín;Rehabilitación toxicómanos;Superficie aire libre;-;
Lecrín;Rehabilitación toxicómanos;Superficie solar;-;
Lecrín;Otros;Nº centros;-;
Lecrín;Otros;Plazas;-;
Lecrín;Otros;Superficie cubierta;-;
Lecrín;Otros;Superficie aire libre;-;
Lecrín;Otros;Superficie solar;-;
Lecrín;TOTAL;Nº centros;3;
Lecrín;TOTAL;Plazas;50;
Lecrín;TOTAL;Superficie cubierta;444;
Lecrín;TOTAL;Superficie aire libre;0;
Lecrín;TOTAL;Superficie solar;845;
Lentegí;Centro de asistencia social;Nº centros;1;
Lentegí;Centro de asistencia social;Plazas;-;
Lentegí;Centro de asistencia social;Superficie cubierta;38;
Lentegí;Centro de asistencia social;Superficie aire libre;0;
Lentegí;Centro de asistencia social;Superficie solar;60;
Lentegí;Residencia de ancianos;Nº centros;-;
Lentegí;Residencia de ancianos;Plazas;-;
Lentegí;Residencia de ancianos;Superficie cubierta;-;
Lentegí;Residencia de ancianos;Superficie aire libre;-;
Lentegí;Residencia de ancianos;Superficie solar;-;
Lentegí;Guarderías infantiles;Nº centros;-;
Lentegí;Guarderías infantiles;Plazas;-;
Lentegí;Guarderías infantiles;Superficie cubierta;-;
Lentegí;Guarderías infantiles;Superficie aire libre;-;
Lentegí;Guarderías infantiles;Superficie solar;-;
Lentegí;Albergues municipales;Nº centros;-;
Lentegí;Albergues municipales;Plazas;-;
Lentegí;Albergues municipales;Superficie cubierta;-;
Lentegí;Albergues municipales;Superficie aire libre;-;
Lentegí;Albergues municipales;Superficie solar;-;
Lentegí;Rehabilitación toxicómanos;Nº centros;-;
Lentegí;Rehabilitación toxicómanos;Plazas;-;
Lentegí;Rehabilitación toxicómanos;Superficie cubierta;-;
Lentegí;Rehabilitación toxicómanos;Superficie aire libre;-;
Lentegí;Rehabilitación toxicómanos;Superficie solar;-;
Lentegí;Otros;Nº centros;-;
Lentegí;Otros;Plazas;-;
Lentegí;Otros;Superficie cubierta;-;
Lentegí;Otros;Superficie aire libre;-;
Lentegí;Otros;Superficie solar;-;
Lentegí;TOTAL;Nº centros;1;
Lentegí;TOTAL;Plazas;-;
Lentegí;TOTAL;Superficie cubierta;38;
Lentegí;TOTAL;Superficie aire libre;0;
Lentegí;TOTAL;Superficie solar;60;
Loja;Centro de asistencia social;Nº centros;6;
Loja;Centro de asistencia social;Plazas;-;
Loja;Centro de asistencia social;Superficie cubierta;2231;
Loja;Centro de asistencia social;Superficie aire libre;60;
Loja;Centro de asistencia social;Superficie solar;4001;
Loja;Residencia de ancianos;Nº centros;2;
Loja;Residencia de ancianos;Plazas;92;
Loja;Residencia de ancianos;Superficie cubierta;11808;
Loja;Residencia de ancianos;Superficie aire libre;2585;
Loja;Residencia de ancianos;Superficie solar;6287;
Loja;Guarderías infantiles;Nº centros;5;
Loja;Guarderías infantiles;Plazas;277;
Loja;Guarderías infantiles;Superficie cubierta;1741;
Loja;Guarderías infantiles;Superficie aire libre;1434;
Loja;Guarderías infantiles;Superficie solar;2948;
Loja;Albergues municipales;Nº centros;-;
Loja;Albergues municipales;Plazas;-;
Loja;Albergues municipales;Superficie cubierta;-;
Loja;Albergues municipales;Superficie aire libre;-;
Loja;Albergues municipales;Superficie solar;-;
Loja;Rehabilitación toxicómanos;Nº centros;1;
Loja;Rehabilitación toxicómanos;Plazas;100;
Loja;Rehabilitación toxicómanos;Superficie cubierta;285;
Loja;Rehabilitación toxicómanos;Superficie aire libre;0;
Loja;Rehabilitación toxicómanos;Superficie solar;285;
Loja;Otros;Nº centros;4;
Loja;Otros;Plazas;187;
Loja;Otros;Superficie cubierta;6846;
Loja;Otros;Superficie aire libre;8273;
Loja;Otros;Superficie solar;11786;
Loja;TOTAL;Nº centros;18;
Loja;TOTAL;Plazas;656;
Loja;TOTAL;Superficie cubierta;22911;
Loja;TOTAL;Superficie aire libre;12352;
Loja;TOTAL;Superficie solar;25307;
Los Guájares;Centro de asistencia social;Nº centros;1;
Los Guájares;Centro de asistencia social;Plazas;-;
Los Guájares;Centro de asistencia social;Superficie cubierta;13;
Los Guájares;Centro de asistencia social;Superficie aire libre;0;
Los Guájares;Centro de asistencia social;Superficie solar;216;
Los Guájares;Residencia de ancianos;Nº centros;-;
Los Guájares;Residencia de ancianos;Plazas;-;
Los Guájares;Residencia de ancianos;Superficie cubierta;-;
Los Guájares;Residencia de ancianos;Superficie aire libre;-;
Los Guájares;Residencia de ancianos;Superficie solar;-;
Los Guájares;Guarderías infantiles;Nº centros;-;
Los Guájares;Guarderías infantiles;Plazas;-;
Los Guájares;Guarderías infantiles;Superficie cubierta;-;
Los Guájares;Guarderías infantiles;Superficie aire libre;-;
Los Guájares;Guarderías infantiles;Superficie solar;-;
Los Guájares;Albergues municipales;Nº centros;-;
Los Guájares;Albergues municipales;Plazas;-;
Los Guájares;Albergues municipales;Superficie cubierta;-;
Los Guájares;Albergues municipales;Superficie aire libre;-;
Los Guájares;Albergues municipales;Superficie solar;-;
Los Guájares;Rehabilitación toxicómanos;Nº centros;-;
Los Guájares;Rehabilitación toxicómanos;Plazas;-;
Los Guájares;Rehabilitación toxicómanos;Superficie cubierta;-;
Los Guájares;Rehabilitación toxicómanos;Superficie aire libre;-;
Los Guájares;Rehabilitación toxicómanos;Superficie solar;-;
Los Guájares;Otros;Nº centros;-;
Los Guájares;Otros;Plazas;-;
Los Guájares;Otros;Superficie cubierta;-;
Los Guájares;Otros;Superficie aire libre;-;
Los Guájares;Otros;Superficie solar;-;
Los Guájares;TOTAL;Nº centros;1;
Los Guájares;TOTAL;Plazas;-;
Los Guájares;TOTAL;Superficie cubierta;13;
Los Guájares;TOTAL;Superficie aire libre;0;
Los Guájares;TOTAL;Superficie solar;216;
Lugros;Centro de asistencia social;Nº centros;1;
Lugros;Centro de asistencia social;Plazas;-;
Lugros;Centro de asistencia social;Superficie cubierta;33;
Lugros;Centro de asistencia social;Superficie aire libre;0;
Lugros;Centro de asistencia social;Superficie solar;359;
Lugros;Residencia de ancianos;Nº centros;-;
Lugros;Residencia de ancianos;Plazas;-;
Lugros;Residencia de ancianos;Superficie cubierta;-;
Lugros;Residencia de ancianos;Superficie aire libre;-;
Lugros;Residencia de ancianos;Superficie solar;-;
Lugros;Guarderías infantiles;Nº centros;-;
Lugros;Guarderías infantiles;Plazas;-;
Lugros;Guarderías infantiles;Superficie cubierta;-;
Lugros;Guarderías infantiles;Superficie aire libre;-;
Lugros;Guarderías infantiles;Superficie solar;-;
Lugros;Albergues municipales;Nº centros;-;
Lugros;Albergues municipales;Plazas;-;
Lugros;Albergues municipales;Superficie cubierta;-;
Lugros;Albergues municipales;Superficie aire libre;-;
Lugros;Albergues municipales;Superficie solar;-;
Lugros;Rehabilitación toxicómanos;Nº centros;-;
Lugros;Rehabilitación toxicómanos;Plazas;-;
Lugros;Rehabilitación toxicómanos;Superficie cubierta;-;
Lugros;Rehabilitación toxicómanos;Superficie aire libre;-;
Lugros;Rehabilitación toxicómanos;Superficie solar;-;
Lugros;Otros;Nº centros;-;
Lugros;Otros;Plazas;-;
Lugros;Otros;Superficie cubierta;-;
Lugros;Otros;Superficie aire libre;-;
Lugros;Otros;Superficie solar;-;
Lugros;TOTAL;Nº centros;1;
Lugros;TOTAL;Plazas;-;
Lugros;TOTAL;Superficie cubierta;33;
Lugros;TOTAL;Superficie aire libre;0;
Lugros;TOTAL;Superficie solar;359;
Lújar;Centro de asistencia social;Nº centros;1;
Lújar;Centro de asistencia social;Plazas;-;
Lújar;Centro de asistencia social;Superficie cubierta;16;
Lújar;Centro de asistencia social;Superficie aire libre;0;
Lújar;Centro de asistencia social;Superficie solar;108;
Lújar;Residencia de ancianos;Nº centros;-;
Lújar;Residencia de ancianos;Plazas;-;
Lújar;Residencia de ancianos;Superficie cubierta;-;
Lújar;Residencia de ancianos;Superficie aire libre;-;
Lújar;Residencia de ancianos;Superficie solar;-;
Lújar;Guarderías infantiles;Nº centros;-;
Lújar;Guarderías infantiles;Plazas;-;
Lújar;Guarderías infantiles;Superficie cubierta;-;
Lújar;Guarderías infantiles;Superficie aire libre;-;
Lújar;Guarderías infantiles;Superficie solar;-;
Lújar;Albergues municipales;Nº centros;-;
Lújar;Albergues municipales;Plazas;-;
Lújar;Albergues municipales;Superficie cubierta;-;
Lújar;Albergues municipales;Superficie aire libre;-;
Lújar;Albergues municipales;Superficie solar;-;
Lújar;Rehabilitación toxicómanos;Nº centros;-;
Lújar;Rehabilitación toxicómanos;Plazas;-;
Lújar;Rehabilitación toxicómanos;Superficie cubierta;-;
Lújar;Rehabilitación toxicómanos;Superficie aire libre;-;
Lújar;Rehabilitación toxicómanos;Superficie solar;-;
Lújar;Otros;Nº centros;-;
Lújar;Otros;Plazas;-;
Lújar;Otros;Superficie cubierta;-;
Lújar;Otros;Superficie aire libre;-;
Lújar;Otros;Superficie solar;-;
Lújar;TOTAL;Nº centros;1;
Lújar;TOTAL;Plazas;-;
Lújar;TOTAL;Superficie cubierta;16;
Lújar;TOTAL;Superficie aire libre;0;
Lújar;TOTAL;Superficie solar;108;
Maracena;Centro de asistencia social;Nº centros;3;
Maracena;Centro de asistencia social;Plazas;-;
Maracena;Centro de asistencia social;Superficie cubierta;505;
Maracena;Centro de asistencia social;Superficie aire libre;0;
Maracena;Centro de asistencia social;Superficie solar;1289;
Maracena;Residencia de ancianos;Nº centros;1;
Maracena;Residencia de ancianos;Plazas;116;
Maracena;Residencia de ancianos;Superficie cubierta;6000;
Maracena;Residencia de ancianos;Superficie aire libre;3628;
Maracena;Residencia de ancianos;Superficie solar;5824;
Maracena;Guarderías infantiles;Nº centros;6;
Maracena;Guarderías infantiles;Plazas;328;
Maracena;Guarderías infantiles;Superficie cubierta;2100;
Maracena;Guarderías infantiles;Superficie aire libre;1278;
Maracena;Guarderías infantiles;Superficie solar;3153;
Maracena;Albergues municipales;Nº centros;-;
Maracena;Albergues municipales;Plazas;-;
Maracena;Albergues municipales;Superficie cubierta;-;
Maracena;Albergues municipales;Superficie aire libre;-;
Maracena;Albergues municipales;Superficie solar;-;
Maracena;Rehabilitación toxicómanos;Nº centros;-;
Maracena;Rehabilitación toxicómanos;Plazas;-;
Maracena;Rehabilitación toxicómanos;Superficie cubierta;-;
Maracena;Rehabilitación toxicómanos;Superficie aire libre;-;
Maracena;Rehabilitación toxicómanos;Superficie solar;-;
Maracena;Otros;Nº centros;1;
Maracena;Otros;Plazas;50;
Maracena;Otros;Superficie cubierta;513;
Maracena;Otros;Superficie aire libre;0;
Maracena;Otros;Superficie solar;15028;
Maracena;TOTAL;Nº centros;11;
Maracena;TOTAL;Plazas;494;
Maracena;TOTAL;Superficie cubierta;9118;
Maracena;TOTAL;Superficie aire libre;4906;
Maracena;TOTAL;Superficie solar;25294;
Marchal;Centro de asistencia social;Nº centros;2;
Marchal;Centro de asistencia social;Plazas;-;
Marchal;Centro de asistencia social;Superficie cubierta;335;
Marchal;Centro de asistencia social;Superficie aire libre;3650;
Marchal;Centro de asistencia social;Superficie solar;4199;
Marchal;Residencia de ancianos;Nº centros;-;
Marchal;Residencia de ancianos;Plazas;-;
Marchal;Residencia de ancianos;Superficie cubierta;-;
Marchal;Residencia de ancianos;Superficie aire libre;-;
Marchal;Residencia de ancianos;Superficie solar;-;
Marchal;Guarderías infantiles;Nº centros;-;
Marchal;Guarderías infantiles;Plazas;-;
Marchal;Guarderías infantiles;Superficie cubierta;-;
Marchal;Guarderías infantiles;Superficie aire libre;-;
Marchal;Guarderías infantiles;Superficie solar;-;
Marchal;Albergues municipales;Nº centros;-;
Marchal;Albergues municipales;Plazas;-;
Marchal;Albergues municipales;Superficie cubierta;-;
Marchal;Albergues municipales;Superficie aire libre;-;
Marchal;Albergues municipales;Superficie solar;-;
Marchal;Rehabilitación toxicómanos;Nº centros;-;
Marchal;Rehabilitación toxicómanos;Plazas;-;
Marchal;Rehabilitación toxicómanos;Superficie cubierta;-;
Marchal;Rehabilitación toxicómanos;Superficie aire libre;-;
Marchal;Rehabilitación toxicómanos;Superficie solar;-;
Marchal;Otros;Nº centros;-;
Marchal;Otros;Plazas;-;
Marchal;Otros;Superficie cubierta;-;
Marchal;Otros;Superficie aire libre;-;
Marchal;Otros;Superficie solar;-;
Marchal;TOTAL;Nº centros;2;
Marchal;TOTAL;Plazas;-;
Marchal;TOTAL;Superficie cubierta;335;
Marchal;TOTAL;Superficie aire libre;3650;
Marchal;TOTAL;Superficie solar;4199;
Moclín;Centro de asistencia social;Nº centros;6;
Moclín;Centro de asistencia social;Plazas;-;
Moclín;Centro de asistencia social;Superficie cubierta;194;
Moclín;Centro de asistencia social;Superficie aire libre;0;
Moclín;Centro de asistencia social;Superficie solar;1892;
Moclín;Residencia de ancianos;Nº centros;-;
Moclín;Residencia de ancianos;Plazas;-;
Moclín;Residencia de ancianos;Superficie cubierta;-;
Moclín;Residencia de ancianos;Superficie aire libre;-;
Moclín;Residencia de ancianos;Superficie solar;-;
Moclín;Guarderías infantiles;Nº centros;-;
Moclín;Guarderías infantiles;Plazas;-;
Moclín;Guarderías infantiles;Superficie cubierta;-;
Moclín;Guarderías infantiles;Superficie aire libre;-;
Moclín;Guarderías infantiles;Superficie solar;-;
Moclín;Albergues municipales;Nº centros;-;
Moclín;Albergues municipales;Plazas;-;
Moclín;Albergues municipales;Superficie cubierta;-;
Moclín;Albergues municipales;Superficie aire libre;-;
Moclín;Albergues municipales;Superficie solar;-;
Moclín;Rehabilitación toxicómanos;Nº centros;-;
Moclín;Rehabilitación toxicómanos;Plazas;-;
Moclín;Rehabilitación toxicómanos;Superficie cubierta;-;
Moclín;Rehabilitación toxicómanos;Superficie aire libre;-;
Moclín;Rehabilitación toxicómanos;Superficie solar;-;
Moclín;Otros;Nº centros;-;
